REC_YEAR	ORG_CODE	SCHOOL	SAT_STU_GROUP_CODE	LABEL_STU	SAT_TAKEN	SAT_READ	SAT_WRITE	SAT_MATH	SORT
2007	08790000	08790605	M	Male	36	439	411	471	6
2007	08790000	08790605	AS	Asian	1				8
2007	08790000	08790605	BL	Black or Afr. Amer.	1				9
2007	08790000	08790605	WH	White	51	435	417	454	13
2007	08790000		ALL	All Students	53	434	415	451	1
2007	08790000		LOWINC	Low Income	11	459	419	429	3
2007	08790000		SPED	Special Education	9				4
2007	08790000		F	Female	17	422	424	410	5
2007	08790000		M	Male	36	439	411	471	6
2007	08790000		AS	Asian	1				8
2007	08790000		BL	Black or Afr. Amer.	1				9
2007	08790000		WH	White	51	435	417	454	13
2007	08850000	08850605	ALL	All Students	101	438	412	452	1
2007	08850000	08850605	LOWINC	Low Income	24	428	397	440	3
2007	08850000	08850605	SPED	Special Education	8				4
2007	08850000	08850605	F	Female	49	434	413	423	5
2007	08850000	08850605	M	Male	52	441	412	480	6
2007	08850000	08850605	AS	Asian	2				8
2007	08850000	08850605	BL	Black or Afr. Amer.	3				9
2007	08850000	08850605	HS	Hispanic	10	408	385	419	10
2007	08850000	08850605	WH	White	86	444	421	462	13
2007	08850000		ALL	All Students	101	438	412	452	1
2007	08850000		LOWINC	Low Income	24	428	397	440	3
2007	08850000		SPED	Special Education	8				4
2007	08850000		F	Female	49	434	413	423	5
2007	08850000		M	Male	52	441	412	480	6
2007	08850000		AS	Asian	2				8
2007	08850000		BL	Black or Afr. Amer.	3				9
2007	08850000		HS	Hispanic	10	408	385	419	10
2007	08850000		WH	White	86	444	421	462	13
2007	09100000	09100705	ALL	All Students	66	470	446	467	1
2007	09100000	09100705	LOWINC	Low Income	9				3
2007	09100000	09100705	SPED	Special Education	7				4
2007	09100000	09100705	F	Female	59	468	447	463	5
2007	09100000	09100705	M	Male	7				6
2007	09100000	09100705	WH	White	66	470	446	467	13
2007	09100000		ALL	All Students	66	470	446	467	1
2007	09100000		LOWINC	Low Income	9				3
2007	09100000		SPED	Special Education	7				4
2007	09100000		F	Female	59	468	447	463	5
2007	09100000		M	Male	7				6
2007	09100000		WH	White	66	470	446	467	13
2007	09130000	09130705	ALL	All Students	55	450	437	423	1
2007	09130000	09130705	LOWINC	Low Income	7				3
2007	09130000	09130705	SPED	Special Education	9				4
2007	09130000	09130705	F	Female	39	442	436	419	5
2007	09130000	09130705	M	Male	16	472	441	432	6
2007	09130000	09130705	AS	Asian	2				8
2007	09130000	09130705	BL	Black or Afr. Amer.	1				9
2007	09130000	09130705	HS	Hispanic	6				10
2007	09130000	09130705	WH	White	46	450	436	417	13
2007	09130000		ALL	All Students	55	450	437	423	1
2007	09130000		LOWINC	Low Income	7				3
2007	09130000		SPED	Special Education	9				4
2007	09130000		F	Female	39	442	436	419	5
2007	09130000		M	Male	16	472	441	432	6
2007	09130000		AS	Asian	2				8
2007	09130000		BL	Black or Afr. Amer.	1				9
2007	09130000		HS	Hispanic	6				10
2007	09130000		WH	White	46	450	436	417	13
2007	09150000	09150705	ALL	All Students	85	493	483	493	1
2007	09150000	09150705	LOWINC	Low Income	6				3
2007	09150000	09150705	SPED	Special Education	3				4
2007	09150000	09150705	F	Female	66	488	486	481	5
2007	09150000	09150705	M	Male	19	511	473	536	6
2007	09150000	09150705	AI	Amer. Ind. or Alaska Nat.	2				7
2007	09150000	09150705	BL	Black or Afr. Amer.	1				9
2007	09150000	09150705	HS	Hispanic	1				10
2007	09150000	09150705	WH	White	81	491	480	491	13
2007	09150000		ALL	All Students	85	493	483	493	1
2007	09150000		LOWINC	Low Income	6				3
2007	09150000		SPED	Special Education	3				4
2007	09150000		F	Female	66	488	486	481	5
2007	09150000		M	Male	19	511	473	536	6
2007	09150000		AI	Amer. Ind. or Alaska Nat.	2				7
2007	09150000		BL	Black or Afr. Amer.	1				9
2007	09150000		HS	Hispanic	1				10
2007	09150000		WH	White	81	491	480	491	13
2008	00000000		ALL	All Students	47406	507	505	521	1
2008	00000000		LEP	Lim. English Prof.	645	328	335	405	2
2008	00000000		LOWINC	Low Income	7217	427	423	446	3
2008	00000000		SPED	Special Education	3228	423	414	423	4
2008	00000000		F	Female	25535	505	511	504	5
2008	00000000		M	Male	21871	510	499	539	6
2008	00000000		AI	Amer. Ind. or Alaska Nat.	93	476	472	489	7
2008	00000000		AS	Asian	2629	507	509	574	8
2008	00000000		BL	Black or Afr. Amer.	3407	415	414	419	9
2008	00000000		HS	Hispanic	3161	428	421	438	10
2008	00000000		MR	Multi-race, Non-Hisp.	526	499	493	506	11
2008	00000000		HP	Nat. Haw. or Pac. Isl.	68	529	531	542	12
2008	00000000		WH	White	37522	522	521	533	13
2008	00010000	00010505	ALL	All Students	103	495	489	512	1
2008	00010000	00010505	LOWINC	Low Income	7				3
2008	00010000	00010505	SPED	Special Education	7				4
2008	00010000	00010505	F	Female	59	484	478	488	5
2008	00010000	00010505	M	Male	44	511	503	544	6
2008	00010000	00010505	BL	Black or Afr. Amer.	3				9
2008	00010000	00010505	HS	Hispanic	2				10
2008	00010000	00010505	HP	Nat. Haw. or Pac. Isl.	2				12
2008	00010000	00010505	WH	White	96	497	491	517	13
2008	00010000		ALL	All Students	103	495	489	512	1
2008	00010000		LOWINC	Low Income	7				3
2008	00010000		SPED	Special Education	7				4
2008	00010000		F	Female	59	484	478	488	5
2008	00010000		M	Male	44	511	503	544	6
2008	00010000		BL	Black or Afr. Amer.	3				9
2008	00010000		HS	Hispanic	2				10
2008	00010000		HP	Nat. Haw. or Pac. Isl.	2				12
2008	00010000		WH	White	96	497	491	517	13
2008	00050000	00050505	ALL	All Students	213	485	469	501	1
2008	00050000	00050505	LOWINC	Low Income	14	449	436	495	3
2008	00050000	00050505	SPED	Special Education	4				4
2008	00050000	00050505	F	Female	106	483	475	484	5
2008	00050000	00050505	M	Male	107	486	463	518	6
2008	00050000	00050505	AS	Asian	4				8
2008	00050000	00050505	BL	Black or Afr. Amer.	2				9
2008	00050000	00050505	HS	Hispanic	6				10
2008	00050000	00050505	MR	Multi-race, Non-Hisp.	3				11
2008	00050000	00050505	HP	Nat. Haw. or Pac. Isl.	3				12
2008	00050000	00050505	WH	White	195	485	470	500	13
2008	00050000		ALL	All Students	213	485	469	501	1
2008	00050000		LOWINC	Low Income	14	449	436	495	3
2008	00050000		SPED	Special Education	4				4
2008	00050000		F	Female	106	483	475	484	5
2008	00050000		M	Male	107	486	463	518	6
2008	00050000		AS	Asian	4				8
2008	00050000		BL	Black or Afr. Amer.	2				9
2008	00050000		HS	Hispanic	6				10
2008	00050000		MR	Multi-race, Non-Hisp.	3				11
2008	00050000		HP	Nat. Haw. or Pac. Isl.	3				12
2008	00050000		WH	White	195	485	470	500	13
2008	00070000	00070505	ALL	All Students	121	523	521	537	1
2008	00070000	00070505	LOWINC	Low Income	7				3
2008	00070000	00070505	SPED	Special Education	3				4
2008	00070000	00070505	F	Female	73	520	531	531	5
2008	00070000	00070505	M	Male	48	529	505	546	6
2008	00070000	00070505	BL	Black or Afr. Amer.	1				9
2008	00070000	00070505	HS	Hispanic	1				10
2008	00070000	00070505	MR	Multi-race, Non-Hisp.	2				11
2008	00070000	00070505	WH	White	117	520	519	537	13
2008	00070000		ALL	All Students	121	523	521	537	1
2008	00070000		LOWINC	Low Income	7				3
2008	00070000		SPED	Special Education	3				4
2008	00070000		F	Female	73	520	531	531	5
2008	00070000		M	Male	48	529	505	546	6
2008	00070000		BL	Black or Afr. Amer.	1				9
2008	00070000		HS	Hispanic	1				10
2008	00070000		MR	Multi-race, Non-Hisp.	2				11
2008	00070000		WH	White	117	520	519	537	13
2008	00090000	00090505	ALL	All Students	421	562	566	584	1
2008	00090000	00090505	LEP	Lim. English Prof.	1				2
2008	00090000	00090505	LOWINC	Low Income	12	521	515	521	3
2008	00090000	00090505	SPED	Special Education	48	459	452	447	4
2008	00090000	00090505	F	Female	202	571	585	576	5
2008	00090000	00090505	M	Male	219	553	548	591	6
2008	00090000	00090505	AS	Asian	44	607	605	672	8
2008	00090000	00090505	BL	Black or Afr. Amer.	7				9
2008	00090000	00090505	HS	Hispanic	7				10
2008	00090000	00090505	MR	Multi-race, Non-Hisp.	4				11
2008	00090000	00090505	WH	White	359	559	564	576	13
2008	00090000		ALL	All Students	422	561	565	583	1
2008	00090000		LEP	Lim. English Prof.	1				2
2008	00090000		LOWINC	Low Income	12	521	515	521	3
2008	00090000		SPED	Special Education	49	456	449	442	4
2008	00090000		F	Female	202	571	585	576	5
2008	00090000		M	Male	220	552	547	589	6
2008	00090000		AS	Asian	44	607	605	672	8
2008	00090000		BL	Black or Afr. Amer.	7				9
2008	00090000		HS	Hispanic	7				10
2008	00090000		MR	Multi-race, Non-Hisp.	4				11
2008	00090000		WH	White	360	558	564	575	13
2008	00100000	00100505	ALL	All Students	253	564	563	569	1
2008	00100000	00100505	LEP	Lim. English Prof.	1				2
2008	00100000	00100505	LOWINC	Low Income	8				3
2008	00100000	00100505	SPED	Special Education	26	476	468	482	4
2008	00100000	00100505	F	Female	132	558	565	547	5
2008	00100000	00100505	M	Male	121	570	560	592	6
2008	00100000	00100505	AS	Asian	16	589	598	620	8
2008	00100000	00100505	BL	Black or Afr. Amer.	6				9
2008	00100000	00100505	HS	Hispanic	5				10
2008	00100000	00100505	MR	Multi-race, Non-Hisp.	4				11
2008	00100000	00100505	HP	Nat. Haw. or Pac. Isl.	1				12
2008	00100000	00100505	WH	White	221	567	565	569	13
2008	00100000		ALL	All Students	253	564	563	569	1
2008	00100000		LEP	Lim. English Prof.	1				2
2008	00100000		LOWINC	Low Income	8				3
2008	00100000		SPED	Special Education	26	476	468	482	4
2008	00100000		F	Female	132	558	565	547	5
2008	00100000		M	Male	121	570	560	592	6
2008	00100000		AS	Asian	16	589	598	620	8
2008	00100000		BL	Black or Afr. Amer.	6				9
2008	00100000		HS	Hispanic	5				10
2008	00100000		MR	Multi-race, Non-Hisp.	4				11
2008	00100000		HP	Nat. Haw. or Pac. Isl.	1				12
2008	00100000		WH	White	221	567	565	569	13
2008	00140000	00140505	ALL	All Students	161	527	528	557	1
2008	00140000	00140505	LEP	Lim. English Prof.	1				2
2008	00140000	00140505	LOWINC	Low Income	5				3
2008	00140000	00140505	SPED	Special Education	6				4
2008	00140000	00140505	F	Female	77	533	543	538	5
2008	00140000	00140505	M	Male	84	522	514	574	6
2008	00140000	00140505	AS	Asian	9				8
2008	00140000	00140505	BL	Black or Afr. Amer.	2				9
2008	00140000	00140505	HS	Hispanic	9				10
2008	00140000	00140505	MR	Multi-race, Non-Hisp.	3				11
2008	00140000	00140505	HP	Nat. Haw. or Pac. Isl.	3				12
2008	00140000	00140505	WH	White	135	525	527	557	13
2008	00140000		ALL	All Students	161	527	528	557	1
2008	00140000		LEP	Lim. English Prof.	1				2
2008	00140000		LOWINC	Low Income	5				3
2008	00140000		SPED	Special Education	6				4
2008	00140000		F	Female	77	533	543	538	5
2008	00140000		M	Male	84	522	514	574	6
2008	00140000		AS	Asian	9				8
2008	00140000		BL	Black or Afr. Amer.	2				9
2008	00140000		HS	Hispanic	9				10
2008	00140000		MR	Multi-race, Non-Hisp.	3				11
2008	00140000		HP	Nat. Haw. or Pac. Isl.	3				12
2008	00140000		WH	White	135	525	527	557	13
2008	00160000	00160505	ALL	All Students	280	474	483	491	1
2008	00160000	00160505	LOWINC	Low Income	20	412	431	468	3
2008	00160000	00160505	SPED	Special Education	8				4
2008	00160000	00160505	F	Female	155	472	497	479	5
2008	00160000	00160505	M	Male	125	477	465	505	6
2008	00160000	00160505	AI	Amer. Ind. or Alaska Nat.	6				7
2008	00160000	00160505	AS	Asian	21	443	455	517	8
2008	00160000	00160505	BL	Black or Afr. Amer.	10	436	455	466	9
2008	00160000	00160505	HS	Hispanic	15	427	463	447	10
2008	00160000	00160505	MR	Multi-race, Non-Hisp.	9				11
2008	00160000	00160505	WH	White	219	485	490	494	13
2008	00160000		ALL	All Students	280	474	483	491	1
2008	00160000		LOWINC	Low Income	20	412	431	468	3
2008	00160000		SPED	Special Education	8				4
2008	00160000		F	Female	155	472	497	479	5
2008	00160000		M	Male	125	477	465	505	6
2008	00160000		AI	Amer. Ind. or Alaska Nat.	6				7
2008	00160000		AS	Asian	21	443	455	517	8
2008	00160000		BL	Black or Afr. Amer.	10	436	455	466	9
2008	00160000		HS	Hispanic	15	427	463	447	10
2008	00160000		MR	Multi-race, Non-Hisp.	9				11
2008	00160000		WH	White	219	485	490	494	13
2008	00170000	00170505	ALL	All Students	102	483	483	509	1
2008	00170000	00170505	LEP	Lim. English Prof.	2				2
2008	00170000	00170505	LOWINC	Low Income	10	512	527	526	3
2008	00170000	00170505	SPED	Special Education	3				4
2008	00170000	00170505	F	Female	60	486	495	495	5
2008	00170000	00170505	M	Male	42	479	465	528	6
2008	00170000	00170505	AS	Asian	2				8
2008	00170000	00170505	BL	Black or Afr. Amer.	2				9
2008	00170000	00170505	HS	Hispanic	4				10
2008	00170000	00170505	MR	Multi-race, Non-Hisp.	1				11
2008	00170000	00170505	WH	White	93	484	482	512	13
2008	00170000		ALL	All Students	102	483	483	509	1
2008	00170000		LEP	Lim. English Prof.	2				2
2008	00170000		LOWINC	Low Income	10	512	527	526	3
2008	00170000		SPED	Special Education	3				4
2008	00170000		F	Female	60	486	495	495	5
2008	00170000		M	Male	42	479	465	528	6
2008	00170000		AS	Asian	2				8
2008	00170000		BL	Black or Afr. Amer.	2				9
2008	00170000		HS	Hispanic	4				10
2008	00170000		MR	Multi-race, Non-Hisp.	1				11
2008	00170000		WH	White	93	484	482	512	13
2008	00180000	00180510	ALL	All Students	33	461	436	448	1
2008	00180000	00180510	LOWINC	Low Income	8				3
2008	00180000	00180510	F	Female	14	459	449	432	5
2008	00180000	00180510	M	Male	19	462	426	461	6
2008	00180000	00180510	AS	Asian	3				8
2008	00180000	00180510	BL	Black or Afr. Amer.	9				9
2008	00180000	00180510	WH	White	21	470	457	471	13
2008	00180000		ALL	All Students	33	461	436	448	1
2008	00180000		LOWINC	Low Income	8				3
2008	00180000		F	Female	14	459	449	432	5
2008	00180000		M	Male	19	462	426	461	6
2008	00180000		AS	Asian	3				8
2008	00180000		BL	Black or Afr. Amer.	9				9
2008	00180000		WH	White	21	470	457	471	13
2008	00190000	00190510	ALL	All Students	58	491	481	502	1
2008	00190000	00190510	LOWINC	Low Income	14	485	457	490	3
2008	00190000	00190510	SPED	Special Education	3				4
2008	00190000	00190510	F	Female	28	495	508	493	5
2008	00190000	00190510	M	Male	30	486	456	511	6
2008	00190000	00190510	AS	Asian	1				8
2008	00190000	00190510	BL	Black or Afr. Amer.	4				9
2008	00190000	00190510	HS	Hispanic	5				10
2008	00190000	00190510	MR	Multi-race, Non-Hisp.	7				11
2008	00190000	00190510	WH	White	41	503	493	515	13
2008	00190000		ALL	All Students	58	491	481	502	1
2008	00190000		LOWINC	Low Income	14	485	457	490	3
2008	00190000		SPED	Special Education	3				4
2008	00190000		F	Female	28	495	508	493	5
2008	00190000		M	Male	30	486	456	511	6
2008	00190000		AS	Asian	1				8
2008	00190000		BL	Black or Afr. Amer.	4				9
2008	00190000		HS	Hispanic	5				10
2008	00190000		MR	Multi-race, Non-Hisp.	7				11
2008	00190000		WH	White	41	503	493	515	13
2008	00200000	00200505	ALL	All Students	311	512	511	511	1
2008	00200000	00200505	LEP	Lim. English Prof.	1				2
2008	00200000	00200505	LOWINC	Low Income	27	459	439	446	3
2008	00200000	00200505	SPED	Special Education	8				4
2008	00200000	00200505	F	Female	177	512	513	499	5
2008	00200000	00200505	M	Male	134	513	509	528	6
2008	00200000	00200505	AS	Asian	3				8
2008	00200000	00200505	BL	Black or Afr. Amer.	7				9
2008	00200000	00200505	HS	Hispanic	11	473	453	443	10
2008	00200000	00200505	MR	Multi-race, Non-Hisp.	8				11
2008	00200000	00200505	HP	Nat. Haw. or Pac. Isl.	2				12
2008	00200000	00200505	WH	White	280	519	519	520	13
2008	00200000		ALL	All Students	311	512	511	511	1
2008	00200000		LEP	Lim. English Prof.	1				2
2008	00200000		LOWINC	Low Income	27	459	439	446	3
2008	00200000		SPED	Special Education	8				4
2008	00200000		F	Female	177	512	513	499	5
2008	00200000		M	Male	134	513	509	528	6
2008	00200000		AS	Asian	3				8
2008	00200000		BL	Black or Afr. Amer.	7				9
2008	00200000		HS	Hispanic	11	473	453	443	10
2008	00200000		MR	Multi-race, Non-Hisp.	8				11
2008	00200000		HP	Nat. Haw. or Pac. Isl.	2				12
2008	00200000		WH	White	280	519	519	520	13
2008	00230000	00230505	ALL	All Students	140	559	565	580	1
2008	00230000	00230505	LOWINC	Low Income	2				3
2008	00230000	00230505	SPED	Special Education	18	458	487	462	4
2008	00230000	00230505	F	Female	73	559	573	566	5
2008	00230000	00230505	M	Male	67	559	557	594	6
2008	00230000	00230505	AI	Amer. Ind. or Alaska Nat.	1				7
2008	00230000	00230505	AS	Asian	15	626	629	671	8
2008	00230000	00230505	BL	Black or Afr. Amer.	4				9
2008	00230000	00230505	MR	Multi-race, Non-Hisp.	2				11
2008	00230000	00230505	WH	White	118	558	564	573	13
2008	00230000		ALL	All Students	140	559	565	580	1
2008	00230000		LOWINC	Low Income	2				3
2008	00230000		SPED	Special Education	18	458	487	462	4
2008	00230000		F	Female	73	559	573	566	5
2008	00230000		M	Male	67	559	557	594	6
2008	00230000		AI	Amer. Ind. or Alaska Nat.	1				7
2008	00230000		AS	Asian	15	626	629	671	8
2008	00230000		BL	Black or Afr. Amer.	4				9
2008	00230000		MR	Multi-race, Non-Hisp.	2				11
2008	00230000		WH	White	118	558	564	573	13
2008	00240000	00240505	ALL	All Students	133	526	520	537	1
2008	00240000	00240505	LEP	Lim. English Prof.	1				2
2008	00240000	00240505	LOWINC	Low Income	5				3
2008	00240000	00240505	SPED	Special Education	3				4
2008	00240000	00240505	F	Female	67	522	517	513	5
2008	00240000	00240505	M	Male	66	530	523	560	6
2008	00240000	00240505	AS	Asian	2				8
2008	00240000	00240505	HS	Hispanic	2				10
2008	00240000	00240505	MR	Multi-race, Non-Hisp.	2				11
2008	00240000	00240505	WH	White	127	525	521	539	13
2008	00240000		ALL	All Students	133	526	520	537	1
2008	00240000		LEP	Lim. English Prof.	1				2
2008	00240000		LOWINC	Low Income	5				3
2008	00240000		SPED	Special Education	3				4
2008	00240000		F	Female	67	522	517	513	5
2008	00240000		M	Male	66	530	523	560	6
2008	00240000		AS	Asian	2				8
2008	00240000		HS	Hispanic	2				10
2008	00240000		MR	Multi-race, Non-Hisp.	2				11
2008	00240000		WH	White	127	525	521	539	13
2008	00250000	00250505	ALL	All Students	128	494	470	484	1
2008	00250000	00250505	LOWINC	Low Income	8				3
2008	00250000	00250505	SPED	Special Education	9				4
2008	00250000	00250505	F	Female	70	480	482	466	5
2008	00250000	00250505	M	Male	58	511	455	505	6
2008	00250000	00250505	AS	Asian	3				8
2008	00250000	00250505	BL	Black or Afr. Amer.	1				9
2008	00250000	00250505	HS	Hispanic	1				10
2008	00250000	00250505	WH	White	123	495	472	485	13
2008	00250000	00250510	ALL	All Students	2				1
2008	00250000	00250510	SPED	Special Education	2				4
2008	00250000	00250510	M	Male	2				6
2008	00250000	00250510	WH	White	2				13
2008	00250000		ALL	All Students	130	494	469	483	1
2008	00250000		LOWINC	Low Income	8				3
2008	00250000		SPED	Special Education	11	424	394	405	4
2008	00250000		F	Female	70	480	482	466	5
2008	00250000		M	Male	60	510	454	502	6
2008	00250000		AS	Asian	3				8
2008	00250000		BL	Black or Afr. Amer.	1				9
2008	00250000		HS	Hispanic	1				10
2008	00250000		WH	White	125	495	471	484	13
2008	00260000	00260505	ALL	All Students	266	583	588	600	1
2008	00260000	00260505	LEP	Lim. English Prof.	7				2
2008	00260000	00260505	LOWINC	Low Income	13	452	448	494	3
2008	00260000	00260505	SPED	Special Education	21	513	502	515	4
2008	00260000	00260505	F	Female	128	577	585	580	5
2008	00260000	00260505	M	Male	138	589	592	620	6
2008	00260000	00260505	AS	Asian	32	603	615	674	8
2008	00260000	00260505	BL	Black or Afr. Amer.	8				9
2008	00260000	00260505	HS	Hispanic	13	503	512	508	10
2008	00260000	00260505	MR	Multi-race, Non-Hisp.	4				11
2008	00260000	00260505	WH	White	209	589	593	601	13
2008	00260000		ALL	All Students	266	583	588	600	1
2008	00260000		LEP	Lim. English Prof.	7				2
2008	00260000		LOWINC	Low Income	13	452	448	494	3
2008	00260000		SPED	Special Education	21	513	502	515	4
2008	00260000		F	Female	128	577	585	580	5
2008	00260000		M	Male	138	589	592	620	6
2008	00260000		AS	Asian	32	603	615	674	8
2008	00260000		BL	Black or Afr. Amer.	8				9
2008	00260000		HS	Hispanic	13	503	512	508	10
2008	00260000		MR	Multi-race, Non-Hisp.	4				11
2008	00260000		WH	White	209	589	593	601	13
2008	00300000	00300505	ALL	All Students	252	519	521	529	1
2008	00300000	00300505	LOWINC	Low Income	19	504	487	519	3
2008	00300000	00300505	SPED	Special Education	15	450	425	436	4
2008	00300000	00300505	F	Female	153	522	539	520	5
2008	00300000	00300505	M	Male	99	514	493	542	6
2008	00300000	00300505	AS	Asian	1				8
2008	00300000	00300505	BL	Black or Afr. Amer.	1				9
2008	00300000	00300505	HS	Hispanic	8				10
2008	00300000	00300505	MR	Multi-race, Non-Hisp.	1				11
2008	00300000	00300505	WH	White	241	521	523	532	13
2008	00300000		ALL	All Students	252	519	521	529	1
2008	00300000		LOWINC	Low Income	19	504	487	519	3
2008	00300000		SPED	Special Education	15	450	425	436	4
2008	00300000		F	Female	153	522	539	520	5
2008	00300000		M	Male	99	514	493	542	6
2008	00300000		AS	Asian	1				8
2008	00300000		BL	Black or Afr. Amer.	1				9
2008	00300000		HS	Hispanic	8				10
2008	00300000		MR	Multi-race, Non-Hisp.	1				11
2008	00300000		WH	White	241	521	523	532	13
2008	00310000	00310505	ALL	All Students	281	514	511	548	1
2008	00310000	00310505	LOWINC	Low Income	10	477	480	495	3
2008	00310000	00310505	SPED	Special Education	16	428	406	462	4
2008	00310000	00310505	F	Female	158	521	523	542	5
2008	00310000	00310505	M	Male	123	505	496	556	6
2008	00310000	00310505	AS	Asian	6				8
2008	00310000	00310505	BL	Black or Afr. Amer.	3				9
2008	00310000	00310505	HS	Hispanic	8				10
2008	00310000	00310505	MR	Multi-race, Non-Hisp.	3				11
2008	00310000	00310505	WH	White	261	513	510	549	13
2008	00310000		ALL	All Students	282	514	511	547	1
2008	00310000		LOWINC	Low Income	10	477	480	495	3
2008	00310000		SPED	Special Education	17	427	404	452	4
2008	00310000		F	Female	159	521	522	541	5
2008	00310000		M	Male	123	505	496	556	6
2008	00310000		AS	Asian	6				8
2008	00310000		BL	Black or Afr. Amer.	3				9
2008	00310000		HS	Hispanic	8				10
2008	00310000		MR	Multi-race, Non-Hisp.	3				11
2008	00310000		WH	White	262	512	510	548	13
2008	00350000	00350363	ALL	All Students	2				1
2008	00350000	00350363	LOWINC	Low Income	2				3
2008	00350000	00350363	SPED	Special Education	2				4
2008	00350000	00350363	M	Male	2				6
2008	00350000	00350363	BL	Black or Afr. Amer.	2				9
2008	00350000	00350502	ALL	All Students	31	386	375	343	1
2008	00350000	00350502	LOWINC	Low Income	23	392	377	337	3
2008	00350000	00350502	SPED	Special Education	2				4
2008	00350000	00350502	F	Female	24	387	375	346	5
2008	00350000	00350502	M	Male	7				6
2008	00350000	00350502	BL	Black or Afr. Amer.	21	384	373	324	9
2008	00350000	00350502	HS	Hispanic	8				10
2008	00350000	00350502	WH	White	2				13
2008	00350000	00350505	ALL	All Students	152	373	374	408	1
2008	00350000	00350505	LEP	Lim. English Prof.	17	316	299	384	2
2008	00350000	00350505	LOWINC	Low Income	124	373	378	405	3
2008	00350000	00350505	SPED	Special Education	15	301	324	302	4
2008	00350000	00350505	F	Female	86	370	383	393	5
2008	00350000	00350505	M	Male	66	377	362	427	6
2008	00350000	00350505	AI	Amer. Ind. or Alaska Nat.	1				7
2008	00350000	00350505	AS	Asian	17	416	408	502	8
2008	00350000	00350505	BL	Black or Afr. Amer.	69	373	376	389	9
2008	00350000	00350505	HS	Hispanic	51	361	354	406	10
2008	00350000	00350505	MR	Multi-race, Non-Hisp.	4				11
2008	00350000	00350505	WH	White	10	385	403	415	13
2008	00350000	00350507	ALL	All Students	18	284	285	326	1
2008	00350000	00350507	LEP	Lim. English Prof.	16	281	285	318	2
2008	00350000	00350507	LOWINC	Low Income	11	282	262	330	3
2008	00350000	00350507	F	Female	12	283	269	311	5
2008	00350000	00350507	M	Male	6				6
2008	00350000	00350507	AS	Asian	1				8
2008	00350000	00350507	BL	Black or Afr. Amer.	5				9
2008	00350000	00350507	HS	Hispanic	12	273	283	308	10
2008	00350000	00350515	ALL	All Students	132	367	374	429	1
2008	00350000	00350515	LEP	Lim. English Prof.	25	342	377	562	2
2008	00350000	00350515	LOWINC	Low Income	100	366	376	440	3
2008	00350000	00350515	SPED	Special Education	7				4
2008	00350000	00350515	F	Female	78	378	389	432	5
2008	00350000	00350515	M	Male	54	352	352	424	6
2008	00350000	00350515	AS	Asian	35	359	382	539	8
2008	00350000	00350515	BL	Black or Afr. Amer.	62	362	362	385	9
2008	00350000	00350515	HS	Hispanic	27	374	373	390	10
2008	00350000	00350515	MR	Multi-race, Non-Hisp.	1				11
2008	00350000	00350515	WH	White	7				13
2008	00350000	00350518	ALL	All Students	4				1
2008	00350000	00350518	LOWINC	Low Income	4				3
2008	00350000	00350518	F	Female	1				5
2008	00350000	00350518	M	Male	3				6
2008	00350000	00350518	BL	Black or Afr. Amer.	4				9
2008	00350000	00350522	ALL	All Students	39	364	378	427	1
2008	00350000	00350522	LEP	Lim. English Prof.	5				2
2008	00350000	00350522	LOWINC	Low Income	24	346	368	413	3
2008	00350000	00350522	SPED	Special Education	3				4
2008	00350000	00350522	F	Female	20	347	377	422	5
2008	00350000	00350522	M	Male	19	383	379	433	6
2008	00350000	00350522	AS	Asian	15	341	379	477	8
2008	00350000	00350522	BL	Black or Afr. Amer.	14	367	361	396	9
2008	00350000	00350522	HS	Hispanic	4				10
2008	00350000	00350522	WH	White	6				13
2008	00350000	00350524	ALL	All Students	37	415	394	397	1
2008	00350000	00350524	LOWINC	Low Income	27	407	389	399	3
2008	00350000	00350524	SPED	Special Education	1				4
2008	00350000	00350524	F	Female	22	402	385	386	5
2008	00350000	00350524	M	Male	15	434	407	413	6
2008	00350000	00350524	AI	Amer. Ind. or Alaska Nat.	1				7
2008	00350000	00350524	AS	Asian	1				8
2008	00350000	00350524	BL	Black or Afr. Amer.	30	405	383	384	9
2008	00350000	00350524	HS	Hispanic	5				10
2008	00350000	00350525	ALL	All Students	71	365	361	368	1
2008	00350000	00350525	LEP	Lim. English Prof.	21	285	328	349	2
2008	00350000	00350525	LOWINC	Low Income	45	378	370	378	3
2008	00350000	00350525	SPED	Special Education	6				4
2008	00350000	00350525	F	Female	46	365	367	362	5
2008	00350000	00350525	M	Male	25	364	350	380	6
2008	00350000	00350525	AS	Asian	4				8
2008	00350000	00350525	BL	Black or Afr. Amer.	55	356	356	367	9
2008	00350000	00350525	HS	Hispanic	10	379	373	369	10
2008	00350000	00350525	HP	Nat. Haw. or Pac. Isl.	1				12
2008	00350000	00350525	WH	White	1				13
2008	00350000	00350530	ALL	All Students	162	414	422	420	1
2008	00350000	00350530	LEP	Lim. English Prof.	15	307	305	352	2
2008	00350000	00350530	LOWINC	Low Income	115	407	422	418	3
2008	00350000	00350530	SPED	Special Education	7				4
2008	00350000	00350530	F	Female	90	426	439	423	5
2008	00350000	00350530	M	Male	72	399	401	416	6
2008	00350000	00350530	AS	Asian	7				8
2008	00350000	00350530	BL	Black or Afr. Amer.	27	390	396	386	9
2008	00350000	00350530	HS	Hispanic	77	395	398	403	10
