Year,Org_code,DistrictName,SchoolName,Subject,Group,sadv_num,sadv_per,spro_num,spro_per,sni_num,sni_per,swf_num,swf_per,stotal
2012,00710000,Danvers,District,BIO,"High Needs",5,6,32,38,30,36,17,20,84
2012,00710000,Danvers,District,BIO,Hispanic/Latino,1,7,8,53,4,27,2,13,15
2012,00710000,Danvers,District,BIO,White,58,23,149,59,34,13,13,5,254
2012,00710000,Danvers,District,BIO,"Students with Disabilities",2,4,12,22,25,45,16,29,55
2012,00710000,Danvers,District,BIO,"Non-Title I",61,21,165,57,45,16,17,6,288
2012,00710505,Danvers,"Danvers High",BIO,"All Students",61,22,162,59,41,15,12,4,276
2012,00710505,Danvers,"Danvers High",BIO,"Non-Low Income",58,25,139,60,29,13,6,3,232
2012,00710505,Danvers,"Danvers High",BIO,"Low Income",3,7,23,52,12,27,6,14,44
2012,00710505,Danvers,"Danvers High",BIO,Male,35,24,78,54,24,17,7,5,144
2012,00710505,Danvers,"Danvers High",BIO,Female,26,20,84,64,17,13,5,4,132
2012,00710505,Danvers,"Danvers High",BIO,"High Needs",5,7,30,39,29,38,12,16,76
2012,00710505,Danvers,"Danvers High",BIO,Hispanic/Latino,1,8,8,62,3,23,1,8,13
2012,00710505,Danvers,"Danvers High",BIO,White,58,23,146,59,33,13,10,4,247
2012,00710505,Danvers,"Danvers High",BIO,"Students with Disabilities",2,4,11,22,25,51,11,22,49
2012,00710505,Danvers,"Danvers High",BIO,"Non-Title I",61,22,162,59,41,15,12,4,276
2012,00720000,Dartmouth,District,BIO,"All Students",36,22,97,60,23,14,5,3,161
2012,00720000,Dartmouth,District,BIO,"Non-Low Income",34,24,86,61,19,13,3,2,142
2012,00720000,Dartmouth,District,BIO,"Low Income",2,11,11,58,4,21,2,11,19
2012,00720000,Dartmouth,District,BIO,Male,19,22,54,64,9,11,3,4,85
2012,00720000,Dartmouth,District,BIO,Female,17,22,43,57,14,18,2,3,76
2012,00720000,Dartmouth,District,BIO,"High Needs",3,12,12,48,5,20,5,20,25
2012,00720000,Dartmouth,District,BIO,White,32,21,91,61,22,15,5,3,150
2012,00720000,Dartmouth,District,BIO,"Non-Title I",36,23,96,60,23,14,5,3,160
2012,00720505,Dartmouth,"Dartmouth High",BIO,"All Students",36,23,95,61,22,14,3,2,156
2012,00720505,Dartmouth,"Dartmouth High",BIO,"Non-Low Income",34,25,84,61,18,13,1,1,137
2012,00720505,Dartmouth,"Dartmouth High",BIO,"Low Income",2,11,11,58,4,21,2,11,19
2012,00720505,Dartmouth,"Dartmouth High",BIO,Male,19,23,53,64,9,11,2,2,83
2012,00720505,Dartmouth,"Dartmouth High",BIO,Female,17,23,42,58,13,18,1,1,73
2012,00720505,Dartmouth,"Dartmouth High",BIO,"High Needs",3,13,12,52,5,22,3,13,23
2012,00720505,Dartmouth,"Dartmouth High",BIO,White,32,22,89,61,22,15,3,2,146
2012,00720505,Dartmouth,"Dartmouth High",BIO,"Non-Title I",36,23,95,61,22,14,3,2,156
2012,00730000,Dedham,District,BIO,"All Students",89,28,156,49,67,21,9,3,321
2012,00730000,Dedham,District,BIO,"Non-Low Income",70,33,103,48,38,18,4,2,215
2012,00730000,Dedham,District,BIO,"Low Income",19,18,53,50,29,27,5,5,106
2012,00730000,Dedham,District,BIO,Male,53,30,87,49,32,18,6,3,178
2012,00730000,Dedham,District,BIO,Female,36,25,69,48,35,24,3,2,143
2012,00730000,Dedham,District,BIO,"High Needs",25,16,76,49,45,29,8,5,154
2012,00730000,Dedham,District,BIO,"African American",3,10,18,58,10,32,0,0,31
2012,00730000,Dedham,District,BIO,Asian,3,30,4,40,1,10,2,20,10
2012,00730000,Dedham,District,BIO,Hispanic/Latino,8,23,12,34,13,37,2,6,35
2012,00730000,Dedham,District,BIO,White,73,30,119,50,43,18,5,2,240
2012,00730000,Dedham,District,BIO,"English Language Learner (ELL)",0,0,6,43,5,36,3,21,14
2012,00730000,Dedham,District,BIO,"ELL and Former ELL",1,5,9,47,6,32,3,16,19
2012,00730000,Dedham,District,BIO,"Students with Disabilities",6,9,34,52,22,33,4,6,66
2012,00730000,Dedham,District,BIO,"Non-Title I",89,28,155,48,67,21,9,3,320
2012,00730505,Dedham,"Dedham High",BIO,"All Students",88,28,153,49,62,20,8,3,311
2012,00730505,Dedham,"Dedham High",BIO,"Non-Low Income",70,33,101,48,35,17,3,1,209
2012,00730505,Dedham,"Dedham High",BIO,"Low Income",18,18,52,51,27,26,5,5,102
2012,00730505,Dedham,"Dedham High",BIO,Male,52,30,85,50,29,17,5,3,171
2012,00730505,Dedham,"Dedham High",BIO,Female,36,26,68,49,33,24,3,2,140
2012,00730505,Dedham,"Dedham High",BIO,"High Needs",24,16,74,51,41,28,7,5,146
2012,00730505,Dedham,"Dedham High",BIO,"African American",3,12,17,65,6,23,0,0,26
2012,00730505,Dedham,"Dedham High",BIO,Asian,3,30,4,40,1,10,2,20,10
2012,00730505,Dedham,"Dedham High",BIO,Hispanic/Latino,8,24,12,35,12,35,2,6,34
2012,00730505,Dedham,"Dedham High",BIO,White,72,31,117,50,43,18,4,2,236
2012,00730505,Dedham,"Dedham High",BIO,"English Language Learner (ELL)",0,0,6,43,5,36,3,21,14
2012,00730505,Dedham,"Dedham High",BIO,"ELL and Former ELL",1,5,9,47,6,32,3,16,19
2012,00730505,Dedham,"Dedham High",BIO,"Students with Disabilities",6,10,33,53,20,32,3,5,62
2012,00730505,Dedham,"Dedham High",BIO,"Non-Title I",88,28,153,49,62,20,8,3,311
2012,00770000,Douglas,District,BIO,"All Students",23,23,54,55,20,20,1,1,98
2012,00770000,Douglas,District,BIO,"Non-Low Income",23,26,48,55,16,18,0,0,87
2012,00770000,Douglas,District,BIO,"Low Income",0,0,6,55,4,36,1,9,11
2012,00770000,Douglas,District,BIO,Male,12,32,19,51,6,16,0,0,37
2012,00770000,Douglas,District,BIO,Female,11,18,35,57,14,23,1,2,61
2012,00770000,Douglas,District,BIO,"High Needs",0,0,6,40,8,53,1,7,15
2012,00770000,Douglas,District,BIO,White,22,23,53,56,19,20,1,1,95
2012,00770000,Douglas,District,BIO,"Non-Title I",23,23,54,55,20,20,1,1,98
2012,00770000,Douglas,District,TEC,"All Students",1,4,16,57,10,36,1,4,28
2012,00770000,Douglas,District,TEC,"Non-Low Income",1,7,10,67,4,27,0,0,15
2012,00770000,Douglas,District,TEC,"Low Income",0,0,6,46,6,46,1,8,13
2012,00770000,Douglas,District,TEC,Male,1,5,13,65,6,30,0,0,20
2012,00770000,Douglas,District,TEC,"High Needs",0,0,7,47,7,47,1,7,15
2012,00770000,Douglas,District,TEC,White,1,4,16,59,9,33,1,4,27
2012,00770000,Douglas,District,TEC,"Non-Title I",1,4,16,57,10,36,1,4,28
2012,00770505,Douglas,"Douglas High School",BIO,"All Students",23,24,53,55,19,20,1,1,96
2012,00770505,Douglas,"Douglas High School",BIO,"Non-Low Income",23,27,48,56,15,17,0,0,86
2012,00770505,Douglas,"Douglas High School",BIO,"Low Income",0,0,5,50,4,40,1,10,10
2012,00770505,Douglas,"Douglas High School",BIO,Male,12,33,19,53,5,14,0,0,36
2012,00770505,Douglas,"Douglas High School",BIO,Female,11,18,34,57,14,23,1,2,60
2012,00770505,Douglas,"Douglas High School",BIO,"High Needs",0,0,5,38,7,54,1,8,13
2012,00770505,Douglas,"Douglas High School",BIO,White,22,24,52,56,18,19,1,1,93
2012,00770505,Douglas,"Douglas High School",BIO,"Non-Title I",23,24,53,55,19,20,1,1,96
2012,00770505,Douglas,"Douglas High School",TEC,"All Students",1,4,16,57,10,36,1,4,28
2012,00770505,Douglas,"Douglas High School",TEC,"Non-Low Income",1,7,10,67,4,27,0,0,15
2012,00770505,Douglas,"Douglas High School",TEC,"Low Income",0,0,6,46,6,46,1,8,13
2012,00770505,Douglas,"Douglas High School",TEC,Male,1,5,13,65,6,30,0,0,20
2012,00770505,Douglas,"Douglas High School",TEC,"High Needs",0,0,7,47,7,47,1,7,15
2012,00770505,Douglas,"Douglas High School",TEC,White,1,4,16,59,9,33,1,4,27
2012,00770505,Douglas,"Douglas High School",TEC,"Non-Title I",1,4,16,57,10,36,1,4,28
2012,00790000,Dracut,District,BIO,"All Students",80,32,112,45,48,19,11,4,251
2012,00790000,Dracut,District,BIO,"Non-Low Income",76,35,94,43,39,18,8,4,217
2012,00790000,Dracut,District,BIO,"Low Income",4,12,18,53,9,26,3,9,34
2012,00790000,Dracut,District,BIO,Male,35,27,60,46,26,20,9,7,130
2012,00790000,Dracut,District,BIO,Female,45,37,52,43,22,18,2,2,121
2012,00790000,Dracut,District,BIO,"High Needs",5,10,21,42,15,30,9,18,50
2012,00790000,Dracut,District,BIO,"African American",1,10,3,30,5,50,1,10,10
2012,00790000,Dracut,District,BIO,Asian,6,46,5,38,2,15,0,0,13
2012,00790000,Dracut,District,BIO,Hispanic/Latino,3,27,8,73,0,0,0,0,11
2012,00790000,Dracut,District,BIO,White,70,32,96,44,41,19,10,5,217
2012,00790000,Dracut,District,BIO,"Students with Disabilities",1,5,4,21,6,32,8,42,19
2012,00790000,Dracut,District,BIO,"Non-Title I",80,32,112,45,48,19,11,4,251
2012,00790505,Dracut,"Dracut Senior High",BIO,"All Students",80,33,112,46,47,19,6,2,245
2012,00790505,Dracut,"Dracut Senior High",BIO,"Non-Low Income",76,36,94,44,38,18,4,2,212
2012,00790505,Dracut,"Dracut Senior High",BIO,"Low Income",4,12,18,55,9,27,2,6,33
2012,00790505,Dracut,"Dracut Senior High",BIO,Male,35,28,60,48,25,20,4,3,124
2012,00790505,Dracut,"Dracut Senior High",BIO,Female,45,37,52,43,22,18,2,2,121
2012,00790505,Dracut,"Dracut Senior High",BIO,"High Needs",5,11,21,46,15,33,5,11,46
2012,00790505,Dracut,"Dracut Senior High",BIO,"African American",1,10,3,30,5,50,1,10,10
2012,00790505,Dracut,"Dracut Senior High",BIO,Asian,6,46,5,38,2,15,0,0,13
2012,00790505,Dracut,"Dracut Senior High",BIO,Hispanic/Latino,3,27,8,73,0,0,0,0,11
2012,00790505,Dracut,"Dracut Senior High",BIO,White,70,33,96,45,40,19,5,2,211
2012,00790505,Dracut,"Dracut Senior High",BIO,"Students with Disabilities",1,7,4,27,6,40,4,27,15
2012,00790505,Dracut,"Dracut Senior High",BIO,"Non-Title I",80,33,112,46,47,19,6,2,245
2012,00820000,Duxbury,District,BIO,"All Students",114,40,149,53,18,6,2,1,283
2012,00820000,Duxbury,District,BIO,"Non-Low Income",109,41,144,54,14,5,1,0,268
2012,00820000,Duxbury,District,BIO,"Low Income",5,33,5,33,4,27,1,7,15
2012,00820000,Duxbury,District,BIO,Male,60,46,59,45,10,8,1,1,130
2012,00820000,Duxbury,District,BIO,Female,54,35,90,59,8,5,1,1,153
2012,00820000,Duxbury,District,BIO,"High Needs",8,19,18,42,15,35,2,5,43
2012,00820000,Duxbury,District,BIO,White,110,41,140,52,17,6,2,1,269
2012,00820000,Duxbury,District,BIO,"Students with Disabilities",3,9,14,44,13,41,2,6,32
2012,00820000,Duxbury,District,BIO,"Non-Title I",114,40,149,53,18,6,2,1,283
2012,00820505,Duxbury,"Duxbury High",BIO,"All Students",114,41,149,53,16,6,2,1,281
2012,00820505,Duxbury,"Duxbury High",BIO,"Non-Low Income",109,41,144,54,12,5,1,0,266
2012,00820505,Duxbury,"Duxbury High",BIO,"Low Income",5,33,5,33,4,27,1,7,15
2012,00820505,Duxbury,"Duxbury High",BIO,Male,60,47,59,46,8,6,1,1,128
2012,00820505,Duxbury,"Duxbury High",BIO,Female,54,35,90,59,8,5,1,1,153
2012,00820505,Duxbury,"Duxbury High",BIO,"High Needs",8,20,18,44,13,32,2,5,41
2012,00820505,Duxbury,"Duxbury High",BIO,White,110,41,140,52,16,6,2,1,268
2012,00820505,Duxbury,"Duxbury High",BIO,"Students with Disabilities",3,10,14,45,12,39,2,6,31
2012,00820505,Duxbury,"Duxbury High",BIO,"Non-Title I",114,41,149,53,16,6,2,1,281
2012,00830000,"East Bridgewater",District,BIO,"All Students",23,34,36,54,6,9,2,3,67
2012,00830000,"East Bridgewater",District,BIO,"Non-Low Income",20,36,28,51,6,11,1,2,55
2012,00830000,"East Bridgewater",District,BIO,"Low Income",3,25,8,67,0,0,1,8,12
2012,00830000,"East Bridgewater",District,BIO,Male,10,38,12,46,2,8,2,8,26
2012,00830000,"East Bridgewater",District,BIO,Female,13,32,24,59,4,10,0,0,41
2012,00830000,"East Bridgewater",District,BIO,"High Needs",3,21,8,57,1,7,2,14,14
2012,00830000,"East Bridgewater",District,BIO,White,22,34,35,54,6,9,2,3,65
2012,00830000,"East Bridgewater",District,BIO,"Non-Title I",23,35,35,53,6,9,2,3,66
2012,00830000,"East Bridgewater",District,PHY,"All Students",11,14,45,58,16,21,5,6,77
2012,00830000,"East Bridgewater",District,PHY,"Non-Low Income",10,14,43,62,13,19,3,4,69
2012,00830000,"East Bridgewater",District,PHY,Male,7,16,28,62,6,13,4,9,45
2012,00830000,"East Bridgewater",District,PHY,Female,4,13,17,53,10,31,1,3,32
2012,00830000,"East Bridgewater",District,PHY,"High Needs",1,6,7,41,4,24,5,29,17
2012,00830000,"East Bridgewater",District,PHY,White,10,14,40,56,16,23,5,7,71
2012,00830000,"East Bridgewater",District,PHY,"Students with Disabilities",1,7,6,40,4,27,4,27,15
2012,00830000,"East Bridgewater",District,PHY,"Non-Title I",11,14,45,58,16,21,5,6,77
2012,00830505,"East Bridgewater","East Bridgewater High",BIO,"All Students",23,37,35,56,5,8,0,0,63
2012,00830505,"East Bridgewater","East Bridgewater High",BIO,"Non-Low Income",20,38,28,53,5,9,0,0,53
2012,00830505,"East Bridgewater","East Bridgewater High",BIO,"Low Income",3,30,7,70,0,0,0,0,10
2012,00830505,"East Bridgewater","East Bridgewater High",BIO,Male,10,43,11,48,2,9,0,0,23
2012,00830505,"East Bridgewater","East Bridgewater High",BIO,Female,13,33,24,60,3,8,0,0,40
2012,00830505,"East Bridgewater","East Bridgewater High",BIO,"High Needs",3,30,7,70,0,0,0,0,10
2012,00830505,"East Bridgewater","East Bridgewater High",BIO,White,22,36,34,56,5,8,0,0,61
2012,00830505,"East Bridgewater","East Bridgewater High",BIO,"Non-Title I",23,37,35,56,5,8,0,0,63
2012,00830505,"East Bridgewater","East Bridgewater High",PHY,"All Students",11,15,44,59,16,22,3,4,74
2012,00830505,"East Bridgewater","East Bridgewater High",PHY,"Non-Low Income",10,15,42,64,13,20,1,2,66
2012,00830505,"East Bridgewater","East Bridgewater High",PHY,Male,7,16,28,65,6,14,2,5,43
2012,00830505,"East Bridgewater","East Bridgewater High",PHY,Female,4,13,16,52,10,32,1,3,31
2012,00830505,"East Bridgewater","East Bridgewater High",PHY,"High Needs",1,7,7,47,4,27,3,20,15
2012,00830505,"East Bridgewater","East Bridgewater High",PHY,White,10,15,39,57,16,24,3,4,68
2012,00830505,"East Bridgewater","East Bridgewater High",PHY,"Students with Disabilities",1,8,6,46,4,31,2,15,13
2012,00830505,"East Bridgewater","East Bridgewater High",PHY,"Non-Title I",11,15,44,59,16,22,3,4,74
2012,00860000,Easthampton,District,BIO,"All Students",15,24,27,43,15,24,6,10,63
2012,00860000,Easthampton,District,BIO,"Non-Low Income",14,29,23,47,9,18,3,6,49
2012,00860000,Easthampton,District,BIO,"Low Income",1,7,4,29,6,43,3,21,14
2012,00860000,Easthampton,District,BIO,Male,12,36,13,39,5,15,3,9,33
2012,00860000,Easthampton,District,BIO,Female,3,10,14,47,10,33,3,10,30
2012,00860000,Easthampton,District,BIO,"High Needs",1,4,8,35,8,35,6,26,23
2012,00860000,Easthampton,District,BIO,White,15,28,24,44,11,20,4,7,54
2012,00860000,Easthampton,District,BIO,"Students with Disabilities",0,0,4,29,5,36,5,36,14
2012,00860000,Easthampton,District,BIO,"Non-Title I",15,24,27,43,15,24,6,10,63
2012,00860505,Easthampton,"Easthampton High",BIO,"All Students",15,25,26,43,14,23,5,8,60
2012,00860505,Easthampton,"Easthampton High",BIO,"Non-Low Income",14,30,22,48,8,17,2,4,46
2012,00860505,Easthampton,"Easthampton High",BIO,"Low Income",1,7,4,29,6,43,3,21,14
2012,00860505,Easthampton,"Easthampton High",BIO,Male,12,39,12,39,4,13,3,10,31
2012,00860505,Easthampton,"Easthampton High",BIO,Female,3,10,14,48,10,34,2,7,29
2012,00860505,Easthampton,"Easthampton High",BIO,"High Needs",1,5,7,33,8,38,5,24,21
2012,00860505,Easthampton,"Easthampton High",BIO,White,15,28,24,45,11,21,3,6,53
2012,00860505,Easthampton,"Easthampton High",BIO,"Students with Disabilities",0,0,3,25,5,42,4,33,12
2012,00860505,Easthampton,"Easthampton High",BIO,"Non-Title I",15,25,26,43,14,23,5,8,60
2012,00870000,"East Longmeadow",District,BIO,"All Students",33,32,58,57,10,10,1,1,102
2012,00870000,"East Longmeadow",District,BIO,"Non-Low Income",31,35,51,58,5,6,1,1,88
2012,00870000,"East Longmeadow",District,BIO,"Low Income",2,14,7,50,5,36,0,0,14
2012,00870000,"East Longmeadow",District,BIO,Male,21,40,26,49,5,9,1,2,53
2012,00870000,"East Longmeadow",District,BIO,Female,12,24,32,65,5,10,0,0,49
2012,00870000,"East Longmeadow",District,BIO,"High Needs",4,15,15,56,7,26,1,4,27
2012,00870000,"East Longmeadow",District,BIO,White,33,35,51,54,10,11,1,1,95
2012,00870000,"East Longmeadow",District,BIO,"Students with Disabilities",2,10,10,50,7,35,1,5,20
2012,00870000,"East Longmeadow",District,BIO,"Non-Title I",33,32,58,57,10,10,1,1,102
2012,00870505,"East Longmeadow","East Longmeadow High",BIO,"All Students",32,33,57,59,8,8,0,0,97
2012,00870505,"East Longmeadow","East Longmeadow High",BIO,"Non-Low Income",30,35,51,60,4,5,0,0,85
2012,00870505,"East Longmeadow","East Longmeadow High",BIO,"Low Income",2,17,6,50,4,33,0,0,12
2012,00870505,"East Longmeadow","East Longmeadow High",BIO,Male,21,41,26,51,4,8,0,0,51
2012,00870505,"East Longmeadow","East Longmeadow High",BIO,Female,11,24,31,67,4,9,0,0,46
2012,00870505,"East Longmeadow","East Longmeadow High",BIO,"High Needs",4,17,14,58,6,25,0,0,24
2012,00870505,"East Longmeadow","East Longmeadow High",BIO,White,32,36,50,56,8,9,0,0,90
2012,00870505,"East Longmeadow","East Longmeadow High",BIO,"Students with Disabilities",2,12,9,53,6,35,0,0,17
2012,00870505,"East Longmeadow","East Longmeadow High",BIO,"Non-Title I",32,33,57,59,8,8,0,0,97
2012,00880000,Easton,District,PHY,"All Students",48,17,163,58,59,21,9,3,279
2012,00880000,Easton,District,PHY,"Non-Low Income",46,17,158,59,54,20,8,3,266
2012,00880000,Easton,District,PHY,"Low Income",2,15,5,38,5,38,1,8,13
2012,00880000,Easton,District,PHY,Male,29,21,79,57,25,18,5,4,138
2012,00880000,Easton,District,PHY,Female,19,13,84,60,34,24,4,3,141
2012,00880000,Easton,District,PHY,"High Needs",3,7,16,36,18,41,7,16,44
2012,00880000,Easton,District,PHY,"African American",0,0,7,64,4,36,0,0,11
2012,00880000,Easton,District,PHY,Asian,4,40,3,30,2,20,1,10,10
2012,00880000,Easton,District,PHY,Hispanic/Latino,1,10,6,60,2,20,1,10,10
2012,00880000,Easton,District,PHY,White,41,17,142,59,49,21,7,3,239
2012,00880000,Easton,District,PHY,"Students with Disabilities",0,0,11,32,16,47,7,21,34
2012,00880000,Easton,District,PHY,"Non-Title I",48,17,163,58,59,21,9,3,279
2012,00880505,Easton,"Oliver Ames High",PHY,"All Students",48,17,163,59,57,21,9,3,277
2012,00880505,Easton,"Oliver Ames High",PHY,"Non-Low Income",46,17,158,60,52,20,8,3,264
2012,00880505,Easton,"Oliver Ames High",PHY,"Low Income",2,15,5,38,5,38,1,8,13
2012,00880505,Easton,"Oliver Ames High",PHY,Male,29,21,79,58,24,18,5,4,137
2012,00880505,Easton,"Oliver Ames High",PHY,Female,19,14,84,60,33,24,4,3,140
2012,00880505,Easton,"Oliver Ames High",PHY,"High Needs",3,7,16,36,18,41,7,16,44
2012,00880505,Easton,"Oliver Ames High",PHY,"African American",0,0,7,64,4,36,0,0,11
2012,00880505,Easton,"Oliver Ames High",PHY,Hispanic/Latino,1,10,6,60,2,20,1,10,10
2012,00880505,Easton,"Oliver Ames High",PHY,White,41,17,142,60,48,20,7,3,238
2012,00880505,Easton,"Oliver Ames High",PHY,"Students with Disabilities",0,0,11,32,16,47,7,21,34
2012,00880505,Easton,"Oliver Ames High",PHY,"Non-Title I",48,17,163,59,57,21,9,3,277
2012,00930000,Everett,District,BIO,"All Students",18,4,177,38,199,43,69,15,463
2012,00930000,Everett,District,BIO,"Non-Low Income",8,7,47,41,53,46,8,7,116
2012,00930000,Everett,District,BIO,"Low Income",10,3,130,37,146,42,61,18,347
2012,00930000,Everett,District,BIO,Male,11,4,98,40,103,42,34,14,246
2012,00930000,Everett,District,BIO,Female,7,3,79,36,96,44,35,16,217
2012,00930000,Everett,District,BIO,"High Needs",10,3,134,37,155,42,67,18,366
2012,00930000,Everett,District,BIO,"African American",1,1,30,32,38,40,26,27,95
2012,00930000,Everett,District,BIO,Asian,3,14,11,50,3,14,5,23,22
2012,00930000,Everett,District,BIO,Hispanic/Latino,5,4,41,29,69,49,25,18,140
2012,00930000,Everett,District,BIO,White,9,5,94,47,85,43,12,6,200
2012,00930000,Everett,District,BIO,"Former ELL",0,0,9,39,10,43,4,17,23
2012,00930000,Everett,District,BIO,"English Language Learner (ELL)",0,0,2,5,12,30,26,65,40
2012,00930000,Everett,District,BIO,"ELL and Former ELL",0,0,11,17,22,35,30,48,63
2012,00930000,Everett,District,BIO,"Students with Disabilities",0,0,6,10,38,61,18,29,62
2012,00930000,Everett,District,BIO,"Non-Title I",18,4,176,38,199,43,69,15,462
2012,00930505,Everett,"Everett High",BIO,"All Students",18,4,165,38,182,42,66,15,431
2012,00930505,Everett,"Everett High",BIO,"Non-Low Income",8,7,44,40,49,45,8,7,109
2012,00930505,Everett,"Everett High",BIO,"Low Income",10,3,121,38,133,41,58,18,322
2012,00930505,Everett,"Everett High",BIO,Male,11,5,90,39,96,42,32,14,229
2012,00930505,Everett,"Everett High",BIO,Female,7,3,75,37,86,43,34,17,202
2012,00930505,Everett,"Everett High",BIO,"High Needs",10,3,125,37,142,42,64,19,341
2012,00930505,Everett,"Everett High",BIO,"African American",1,1,25,30,33,39,25,30,84
2012,00930505,Everett,"Everett High",BIO,Asian,3,14,11,50,3,14,5,23,22
2012,00930505,Everett,"Everett High",BIO,Hispanic/Latino,5,4,39,30,64,49,23,18,131
2012,00930505,Everett,"Everett High",BIO,White,9,5,89,47,78,41,12,6,188
2012,00930505,Everett,"Everett High",BIO,"Former ELL",0,0,8,36,10,45,4,18,22
2012,00930505,Everett,"Everett High",BIO,"English Language Learner (ELL)",0,0,2,5,10,26,26,68,38
2012,00930505,Everett,"Everett High",BIO,"ELL and Former ELL",0,0,10,17,20,33,30,50,60
2012,00930505,Everett,"Everett High",BIO,"Students with Disabilities",0,0,4,7,34,63,16,30,54
2012,00930505,Everett,"Everett High",BIO,"Non-Title I",18,4,165,38,182,42,66,15,431
2012,00940000,Fairhaven,District,BIO,"All Students",27,28,53,54,13,13,5,5,98
2012,00940000,Fairhaven,District,BIO,"Non-Low Income",27,31,46,53,10,11,4,5,87
2012,00940000,Fairhaven,District,BIO,"Low Income",0,0,7,64,3,27,1,9,11
2012,00940000,Fairhaven,District,BIO,Male,15,33,20,44,7,16,3,7,45
2012,00940000,Fairhaven,District,BIO,Female,12,23,33,62,6,11,2,4,53
2012,00940000,Fairhaven,District,BIO,"High Needs",0,0,7,44,4,25,5,31,16
2012,00940000,Fairhaven,District,BIO,White,26,27,53,55,12,13,5,5,96
2012,00940000,Fairhaven,District,BIO,"Non-Title I",27,28,53,55,12,12,5,5,97
2012,00940000,Fairhaven,District,PHY,"All Students",0,0,35,45,31,40,11,14,77
2012,00940000,Fairhaven,District,PHY,"Non-Low Income",0,0,29,53,20,36,6,11,55
2012,00940000,Fairhaven,District,PHY,"Low Income",0,0,6,27,11,50,5,23,22
2012,00940000,Fairhaven,District,PHY,Male,0,0,23,49,16,34,8,17,47
2012,00940000,Fairhaven,District,PHY,Female,0,0,12,40,15,50,3,10,30
2012,00940000,Fairhaven,District,PHY,"High Needs",0,0,7,26,13,48,7,26,27
2012,00940000,Fairhaven,District,PHY,White,0,0,35,47,29,39,11,15,75
2012,00940000,Fairhaven,District,PHY,"Students with Disabilities",0,0,3,19,7,44,6,38,16
2012,00940000,Fairhaven,District,PHY,"Non-Title I",0,0,35,45,31,40,11,14,77
2012,00940505,Fairhaven,"Fairhaven High",BIO,"All Students",27,29,53,57,10,11,3,3,93
2012,00940505,Fairhaven,"Fairhaven High",BIO,"Non-Low Income",27,32,46,55,9,11,2,2,84
2012,00940505,Fairhaven,"Fairhaven High",BIO,Male,15,38,20,50,4,10,1,3,40
2012,00940505,Fairhaven,"Fairhaven High",BIO,Female,12,23,33,62,6,11,2,4,53
2012,00940505,Fairhaven,"Fairhaven High",BIO,"High Needs",0,0,7,64,1,9,3,27,11
2012,00940505,Fairhaven,"Fairhaven High",BIO,White,26,28,53,58,10,11,3,3,92
2012,00940505,Fairhaven,"Fairhaven High",BIO,"Non-Title I",27,29,53,57,10,11,3,3,93
2012,00940505,Fairhaven,"Fairhaven High",PHY,"All Students",0,0,35,46,30,39,11,14,76
2012,00940505,Fairhaven,"Fairhaven High",PHY,"Non-Low Income",0,0,29,53,20,36,6,11,55
2012,00940505,Fairhaven,"Fairhaven High",PHY,"Low Income",0,0,6,29,10,48,5,24,21
2012,00940505,Fairhaven,"Fairhaven High",PHY,Male,0,0,23,49,16,34,8,17,47
2012,00940505,Fairhaven,"Fairhaven High",PHY,Female,0,0,12,41,14,48,3,10,29
2012,00940505,Fairhaven,"Fairhaven High",PHY,"High Needs",0,0,7,27,12,46,7,27,26
2012,00940505,Fairhaven,"Fairhaven High",PHY,White,0,0,35,47,28,38,11,15,74
2012,00940505,Fairhaven,"Fairhaven High",PHY,"Students with Disabilities",0,0,3,19,7,44,6,38,16
2012,00940505,Fairhaven,"Fairhaven High",PHY,"Non-Title I",0,0,35,46,30,39,11,14,76
2012,00950000,"Fall River",District,BIO,"All Students",57,10,237,40,187,31,116,19,597
2012,00950000,"Fall River",District,BIO,"Non-Low Income",26,17,75,50,37,25,11,7,149
2012,00950000,"Fall River",District,BIO,"Low Income",31,7,162,36,150,33,105,23,448
2012,00950000,"Fall River",District,BIO,Male,21,7,125,40,101,32,68,22,315
2012,00950000,"Fall River",District,BIO,Female,36,13,112,40,86,30,48,17,282
2012,00950000,"Fall River",District,BIO,"High Needs",32,7,166,35,159,34,114,24,471
2012,00950000,"Fall River",District,BIO,"African American",3,5,16,29,23,42,13,24,55
2012,00950000,"Fall River",District,BIO,Asian,4,15,15,56,5,19,3,11,27
2012,00950000,"Fall River",District,BIO,Hispanic/Latino,2,2,24,23,36,35,41,40,103
2012,00950000,"Fall River",District,BIO,White,46,12,170,43,121,31,57,14,394
2012,00950000,"Fall River",District,BIO,"Multi-Race (non-Hispanic/Latino)",1,8,10,77,1,8,1,8,13
2012,00950000,"Fall River",District,BIO,"English Language Learner (ELL)",0,0,2,7,5,17,22,76,29
2012,00950000,"Fall River",District,BIO,"ELL and Former ELL",1,3,3,8,9,24,25,66,38
2012,00950000,"Fall River",District,BIO,"Students with Disabilities",3,2,15,11,53,38,68,49,139
2012,00950000,"Fall River",District,BIO,"Non-Title I",57,10,232,40,178,31,111,19,578
2012,00950000,"Fall River",District,BIO,"Title I",0,0,5,26,9,47,5,26,19
2012,00950000,"Fall River",District,CHE,"All Students",1,5,2,10,4,20,13,65,20
2012,00950000,"Fall River",District,CHE,"Low Income",1,7,0,0,4,29,9,64,14
