adminyear,org_code,DistrictName,SchoolName,subject,group,sadv_num,sadv_per,spro_num,spro_per,sni_num,sni_per,swf_num,swf_per,stotal
2013,00350658,Boston,"West Roxbury Academy",PHY,"High Needs",2,2,29,27,62,57,15,14,108
2013,00350658,Boston,"West Roxbury Academy",PHY,"African American",1,2,15,28,29,55,8,15,53
2013,00350658,Boston,"West Roxbury Academy",PHY,Hispanic/Latino,0,0,10,22,31,67,5,11,46
2013,00350658,Boston,"West Roxbury Academy",PHY,White,1,10,6,60,3,30,0,0,10
2013,00350658,Boston,"West Roxbury Academy",PHY,"Former ELL",1,6,4,22,11,61,2,11,18
2013,00350658,Boston,"West Roxbury Academy",PHY,"English Language Learner (ELL)",0,0,0,0,21,78,6,22,27
2013,00350658,Boston,"West Roxbury Academy",PHY,"ELL and Former ELL",1,2,4,9,32,71,8,18,45
2013,00350658,Boston,"West Roxbury Academy",PHY,everELL,1,2,10,17,37,64,10,17,58
2013,00350658,Boston,"West Roxbury Academy",PHY,"Students with Disabilities",0,0,0,0,18,95,1,5,19
2013,00350658,Boston,"West Roxbury Academy",PHY,"Title I",2,2,31,28,63,57,15,14,111
2013,00350690,Boston,"Snowden International School at Copley",PHY,"All Students",2,2,40,42,45,47,9,9,96
2013,00350690,Boston,"Snowden International School at Copley",PHY,"Non-Low Income",1,6,8,50,6,38,1,6,16
2013,00350690,Boston,"Snowden International School at Copley",PHY,"Low Income",1,1,32,40,39,49,8,10,80
2013,00350690,Boston,"Snowden International School at Copley",PHY,Male,1,2,18,37,24,49,6,12,49
2013,00350690,Boston,"Snowden International School at Copley",PHY,Female,1,2,22,47,21,45,3,6,47
2013,00350690,Boston,"Snowden International School at Copley",PHY,"High Needs",2,2,35,40,42,48,8,9,87
2013,00350690,Boston,"Snowden International School at Copley",PHY,"African American",0,0,14,39,17,47,5,14,36
2013,00350690,Boston,"Snowden International School at Copley",PHY,Asian,0,0,8,80,1,10,1,10,10
2013,00350690,Boston,"Snowden International School at Copley",PHY,Hispanic/Latino,1,3,13,38,18,53,2,6,34
2013,00350690,Boston,"Snowden International School at Copley",PHY,White,1,8,4,33,6,50,1,8,12
2013,00350690,Boston,"Snowden International School at Copley",PHY,"Former ELL",0,0,7,44,9,56,0,0,16
2013,00350690,Boston,"Snowden International School at Copley",PHY,"ELL and Former ELL",0,0,8,35,13,57,2,9,23
2013,00350690,Boston,"Snowden International School at Copley",PHY,everELL,1,2,15,37,22,54,3,7,41
2013,00350690,Boston,"Snowden International School at Copley",PHY,"Students with Disabilities",1,4,6,22,14,52,6,22,27
2013,00350690,Boston,"Snowden International School at Copley",PHY,"Title I",2,2,40,42,45,47,9,9,96
2013,00360505,Bourne,"Bourne High School",BIO,"All Students",24,23,56,53,24,23,2,2,106
2013,00360505,Bourne,"Bourne High School",BIO,"Non-Low Income",22,32,32,46,14,20,1,1,69
2013,00360505,Bourne,"Bourne High School",BIO,"Low Income",2,5,24,65,10,27,1,3,37
2013,00360505,Bourne,"Bourne High School",BIO,Male,13,22,34,59,9,16,2,3,58
2013,00360505,Bourne,"Bourne High School",BIO,Female,11,23,22,46,15,31,0,0,48
2013,00360505,Bourne,"Bourne High School",BIO,"High Needs",2,4,27,60,14,31,2,4,45
2013,00360505,Bourne,"Bourne High School",BIO,White,21,24,42,47,24,27,2,2,89
2013,00360505,Bourne,"Bourne High School",BIO,"Multi-Race (non-Hispanic/Latino)",2,17,10,83,0,0,0,0,12
2013,00360505,Bourne,"Bourne High School",BIO,"Students with Disabilities",0,0,6,40,7,47,2,13,15
2013,00360505,Bourne,"Bourne High School",BIO,"Non-Title I",24,23,56,53,24,23,2,2,106
2013,00400505,Braintree,"Braintree High",BIO,"All Students",156,46,146,43,36,11,1,0,339
2013,00400505,Braintree,"Braintree High",BIO,"Non-Low Income",143,51,115,41,23,8,0,0,281
2013,00400505,Braintree,"Braintree High",BIO,"Low Income",13,22,31,53,13,22,1,2,58
2013,00400505,Braintree,"Braintree High",BIO,Male,80,47,72,43,17,10,0,0,169
2013,00400505,Braintree,"Braintree High",BIO,Female,76,45,74,44,19,11,1,1,170
2013,00400505,Braintree,"Braintree High",BIO,"High Needs",21,21,51,52,26,26,1,1,99
2013,00400505,Braintree,"Braintree High",BIO,"African American",0,0,13,87,2,13,0,0,15
2013,00400505,Braintree,"Braintree High",BIO,Asian,36,78,7,15,3,7,0,0,46
2013,00400505,Braintree,"Braintree High",BIO,Hispanic/Latino,1,10,5,50,4,40,0,0,10
2013,00400505,Braintree,"Braintree High",BIO,White,117,44,121,45,27,10,1,0,266
2013,00400505,Braintree,"Braintree High",BIO,everELL,20,51,12,31,7,18,0,0,39
2013,00400505,Braintree,"Braintree High",BIO,"Students with Disabilities",11,21,24,45,17,32,1,2,53
2013,00400505,Braintree,"Braintree High",BIO,"Non-Title I",156,46,146,43,36,11,1,0,339
2013,00440505,Brockton,"Brockton High",BIO,"All Students",39,6,290,42,267,39,93,13,689
2013,00440505,Brockton,"Brockton High",BIO,"Non-Low Income",9,6,74,52,49,35,9,6,141
2013,00440505,Brockton,"Brockton High",BIO,"Low Income",30,5,216,39,218,40,84,15,548
2013,00440505,Brockton,"Brockton High",BIO,Male,19,6,133,40,126,38,55,17,333
2013,00440505,Brockton,"Brockton High",BIO,Female,20,6,157,44,141,40,38,11,356
2013,00440505,Brockton,"Brockton High",BIO,"High Needs",31,5,225,39,228,40,93,16,577
2013,00440505,Brockton,"Brockton High",BIO,"African American",21,5,169,38,186,42,70,16,446
2013,00440505,Brockton,"Brockton High",BIO,Asian,0,0,6,50,5,42,1,8,12
2013,00440505,Brockton,"Brockton High",BIO,Hispanic/Latino,5,6,35,42,32,38,12,14,84
2013,00440505,Brockton,"Brockton High",BIO,White,10,8,75,57,38,29,9,7,132
2013,00440505,Brockton,"Brockton High",BIO,"Multi-Race (non-Hispanic/Latino)",3,25,4,33,5,42,0,0,12
2013,00440505,Brockton,"Brockton High",BIO,"Former ELL",2,7,9,32,15,54,2,7,28
2013,00440505,Brockton,"Brockton High",BIO,"English Language Learner (ELL)",2,1,26,16,81,49,56,34,165
2013,00440505,Brockton,"Brockton High",BIO,"ELL and Former ELL",4,2,35,18,96,50,58,30,193
2013,00440505,Brockton,"Brockton High",BIO,everELL,9,3,75,29,118,45,61,23,263
2013,00440505,Brockton,"Brockton High",BIO,"Students with Disabilities",1,1,14,20,27,38,29,41,71
2013,00440505,Brockton,"Brockton High",BIO,"Non-Title I",39,6,290,42,267,39,93,13,689
2013,00440505,Brockton,"Brockton High",CHE,"All Students",55,27,92,46,48,24,7,3,202
2013,00440505,Brockton,"Brockton High",CHE,"Non-Low Income",31,36,38,44,15,17,2,2,86
2013,00440505,Brockton,"Brockton High",CHE,"Low Income",24,21,54,47,33,28,5,4,116
2013,00440505,Brockton,"Brockton High",CHE,Male,22,24,42,46,24,26,4,4,92
2013,00440505,Brockton,"Brockton High",CHE,Female,33,30,50,45,24,22,3,3,110
2013,00440505,Brockton,"Brockton High",CHE,"High Needs",24,21,54,46,33,28,6,5,117
2013,00440505,Brockton,"Brockton High",CHE,"African American",16,22,32,43,23,31,3,4,74
2013,00440505,Brockton,"Brockton High",CHE,Asian,6,40,6,40,2,13,1,7,15
2013,00440505,Brockton,"Brockton High",CHE,Hispanic/Latino,2,12,12,71,3,18,0,0,17
2013,00440505,Brockton,"Brockton High",CHE,White,30,34,38,43,18,20,3,3,89
2013,00440505,Brockton,"Brockton High",CHE,everELL,5,23,13,59,4,18,0,0,22
2013,00440505,Brockton,"Brockton High",CHE,"Non-Title I",55,27,92,46,48,24,7,3,202
2013,00440505,Brockton,"Brockton High",TEC,"All Students",4,17,12,50,7,29,1,4,24
2013,00440505,Brockton,"Brockton High",TEC,"Low Income",2,10,12,57,6,29,1,5,21
2013,00440505,Brockton,"Brockton High",TEC,Male,4,17,12,50,7,29,1,4,24
2013,00440505,Brockton,"Brockton High",TEC,"High Needs",2,10,12,57,6,29,1,5,21
2013,00440505,Brockton,"Brockton High",TEC,"African American",2,17,5,42,4,33,1,8,12
2013,00440505,Brockton,"Brockton High",TEC,"Non-Title I",4,17,12,50,7,29,1,4,24
2013,00440515,Brockton,"Brockton Champion High School",BIO,"All Students",0,0,4,19,12,57,5,24,21
2013,00440515,Brockton,"Brockton Champion High School",BIO,"Low Income",0,0,4,25,7,44,5,31,16
2013,00440515,Brockton,"Brockton Champion High School",BIO,Male,0,0,2,18,6,55,3,27,11
2013,00440515,Brockton,"Brockton Champion High School",BIO,Female,0,0,2,20,6,60,2,20,10
2013,00440515,Brockton,"Brockton Champion High School",BIO,"High Needs",0,0,4,24,8,47,5,29,17
2013,00440515,Brockton,"Brockton Champion High School",BIO,White,0,0,2,17,7,58,3,25,12
2013,00440515,Brockton,"Brockton Champion High School",BIO,"Non-Title I",0,0,4,19,12,57,5,24,21
2013,00460505,Brookline,"Brookline High",BIO,"All Students",2,20,1,10,4,40,3,30,10
2013,00460505,Brookline,"Brookline High",BIO,"Non-Title I",2,20,1,10,4,40,3,30,10
2013,00460505,Brookline,"Brookline High",CHE,"All Students",1,7,4,27,4,27,6,40,15
2013,00460505,Brookline,"Brookline High",CHE,"Non-Low Income",1,8,3,23,4,31,5,38,13
2013,00460505,Brookline,"Brookline High",CHE,Female,1,9,4,36,1,9,5,45,11
2013,00460505,Brookline,"Brookline High",CHE,"High Needs",0,0,2,20,2,20,6,60,10
2013,00460505,Brookline,"Brookline High",CHE,White,1,9,3,27,4,36,3,27,11
2013,00460505,Brookline,"Brookline High",CHE,"Non-Title I",1,7,4,27,4,27,6,40,15
2013,00460505,Brookline,"Brookline High",PHY,"All Students",228,55,139,33,48,11,3,1,418
2013,00460505,Brookline,"Brookline High",PHY,"Non-Low Income",216,61,107,30,27,8,2,1,352
2013,00460505,Brookline,"Brookline High",PHY,"Low Income",12,18,32,48,21,32,1,2,66
2013,00460505,Brookline,"Brookline High",PHY,Male,124,58,70,33,18,8,2,1,214
2013,00460505,Brookline,"Brookline High",PHY,Female,104,51,69,34,30,15,1,0,204
2013,00460505,Brookline,"Brookline High",PHY,"High Needs",32,25,50,39,42,33,3,2,127
2013,00460505,Brookline,"Brookline High",PHY,"African American",2,6,20,57,12,34,1,3,35
2013,00460505,Brookline,"Brookline High",PHY,Asian,35,66,12,23,5,9,1,2,53
2013,00460505,Brookline,"Brookline High",PHY,Hispanic/Latino,10,22,22,48,14,30,0,0,46
2013,00460505,Brookline,"Brookline High",PHY,White,161,64,77,30,14,6,1,0,253
2013,00460505,Brookline,"Brookline High",PHY,"Multi-Race (non-Hispanic/Latino)",20,67,7,23,3,10,0,0,30
2013,00460505,Brookline,"Brookline High",PHY,"Former ELL",5,42,3,25,4,33,0,0,12
2013,00460505,Brookline,"Brookline High",PHY,"ELL and Former ELL",6,33,5,28,7,39,0,0,18
2013,00460505,Brookline,"Brookline High",PHY,everELL,23,41,19,34,14,25,0,0,56
2013,00460505,Brookline,"Brookline High",PHY,"Students with Disabilities",16,25,19,30,26,41,3,5,64
2013,00460505,Brookline,"Brookline High",PHY,"Non-Title I",228,55,139,33,48,11,3,1,418
2013,00480505,Burlington,"Burlington High",BIO,"All Students",51,55,33,35,8,9,1,1,93
2013,00480505,Burlington,"Burlington High",BIO,"Non-Low Income",47,55,30,35,7,8,1,1,85
2013,00480505,Burlington,"Burlington High",BIO,Male,23,68,9,26,2,6,0,0,34
2013,00480505,Burlington,"Burlington High",BIO,Female,28,47,24,41,6,10,1,2,59
2013,00480505,Burlington,"Burlington High",BIO,"High Needs",4,40,4,40,1,10,1,10,10
2013,00480505,Burlington,"Burlington High",BIO,Asian,10,56,8,44,0,0,0,0,18
2013,00480505,Burlington,"Burlington High",BIO,White,38,55,23,33,7,10,1,1,69
2013,00480505,Burlington,"Burlington High",BIO,"Non-Title I",51,55,33,35,8,9,1,1,93
2013,00480505,Burlington,"Burlington High",PHY,"All Students",17,11,86,56,46,30,4,3,153
2013,00480505,Burlington,"Burlington High",PHY,"Non-Low Income",16,12,80,59,38,28,2,1,136
2013,00480505,Burlington,"Burlington High",PHY,"Low Income",1,6,6,35,8,47,2,12,17
2013,00480505,Burlington,"Burlington High",PHY,Male,12,13,55,58,26,27,2,2,95
2013,00480505,Burlington,"Burlington High",PHY,Female,5,9,31,53,20,34,2,3,58
2013,00480505,Burlington,"Burlington High",PHY,"High Needs",2,5,14,34,22,54,3,7,41
2013,00480505,Burlington,"Burlington High",PHY,"African American",1,10,7,70,2,20,0,0,10
2013,00480505,Burlington,"Burlington High",PHY,White,13,10,71,55,40,31,4,3,128
2013,00480505,Burlington,"Burlington High",PHY,"Students with Disabilities",1,3,7,23,20,67,2,7,30
2013,00480505,Burlington,"Burlington High",PHY,"Non-Title I",17,11,86,56,46,30,4,3,153
2013,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,"All Students",134,33,155,38,92,23,24,6,405
2013,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,"Non-Low Income",116,54,73,34,21,10,5,2,215
2013,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,"Low Income",18,9,82,43,71,37,19,10,190
2013,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,Male,72,36,81,41,35,18,10,5,198
2013,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,Female,62,30,74,36,57,28,14,7,207
2013,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,"High Needs",21,10,91,43,77,36,23,11,212
2013,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,"African American",14,10,62,45,52,38,10,7,138
2013,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,Asian,16,46,16,46,2,6,1,3,35
2013,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,Hispanic/Latino,12,22,20,36,14,25,9,16,55
2013,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,White,89,56,48,30,19,12,2,1,158
2013,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,"Multi-Race (non-Hispanic/Latino)",3,19,9,56,3,19,1,6,16
2013,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,"English Language Learner (ELL)",0,0,5,42,5,42,2,17,12
2013,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,"ELL and Former ELL",3,14,8,38,8,38,2,10,21
2013,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,everELL,11,13,41,48,28,33,5,6,85
2013,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,"Students with Disabilities",1,1,19,28,35,51,14,20,69
2013,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,"Non-Title I",134,33,155,38,92,23,24,6,405
2013,00500505,Canton,"Canton High",BIO,"All Students",112,51,78,35,25,11,5,2,220
2013,00500505,Canton,"Canton High",BIO,"Non-Low Income",102,55,64,34,18,10,3,2,187
2013,00500505,Canton,"Canton High",BIO,"Low Income",10,30,14,42,7,21,2,6,33
2013,00500505,Canton,"Canton High",BIO,Male,58,52,38,34,13,12,3,3,112
2013,00500505,Canton,"Canton High",BIO,Female,54,50,40,37,12,11,2,2,108
2013,00500505,Canton,"Canton High",BIO,"High Needs",12,22,22,41,15,28,5,9,54
2013,00500505,Canton,"Canton High",BIO,"African American",8,33,8,33,5,21,3,13,24
2013,00500505,Canton,"Canton High",BIO,Hispanic/Latino,3,27,4,36,3,27,1,9,11
2013,00500505,Canton,"Canton High",BIO,White,93,55,61,36,15,9,1,1,170
2013,00500505,Canton,"Canton High",BIO,everELL,5,36,5,36,3,21,1,7,14
2013,00500505,Canton,"Canton High",BIO,"Students with Disabilities",2,10,8,38,8,38,3,14,21
2013,00500505,Canton,"Canton High",BIO,"Non-Title I",112,51,78,35,25,11,5,2,220
2013,00520405,Carver,"Carver Middle/High School",PHY,"All Students",10,10,52,50,35,34,6,6,103
2013,00520405,Carver,"Carver Middle/High School",PHY,"Non-Low Income",9,10,49,57,25,29,3,3,86
2013,00520405,Carver,"Carver Middle/High School",PHY,"Low Income",1,6,3,18,10,59,3,18,17
2013,00520405,Carver,"Carver Middle/High School",PHY,Male,3,6,25,50,19,38,3,6,50
2013,00520405,Carver,"Carver Middle/High School",PHY,Female,7,13,27,51,16,30,3,6,53
2013,00520405,Carver,"Carver Middle/High School",PHY,"High Needs",1,4,5,18,18,64,4,14,28
2013,00520405,Carver,"Carver Middle/High School",PHY,White,10,10,51,52,33,33,5,5,99
2013,00520405,Carver,"Carver Middle/High School",PHY,"Students with Disabilities",0,0,2,13,10,67,3,20,15
2013,00520405,Carver,"Carver Middle/High School",PHY,"Non-Title I",10,10,52,50,35,34,6,6,103
2013,00560505,Chelmsford,"Chelmsford High",BIO,"All Students",58,84,6,9,2,3,3,4,69
2013,00560505,Chelmsford,"Chelmsford High",BIO,"Non-Low Income",57,88,4,6,1,2,3,5,65
2013,00560505,Chelmsford,"Chelmsford High",BIO,Male,25,86,2,7,1,3,1,3,29
2013,00560505,Chelmsford,"Chelmsford High",BIO,Female,33,83,4,10,1,3,2,5,40
2013,00560505,Chelmsford,"Chelmsford High",BIO,Asian,19,100,0,0,0,0,0,0,19
2013,00560505,Chelmsford,"Chelmsford High",BIO,White,39,78,6,12,2,4,3,6,50
2013,00560505,Chelmsford,"Chelmsford High",BIO,"Non-Title I",58,84,6,9,2,3,3,4,69
2013,00570505,Chelsea,"Chelsea High",BIO,"All Students",49,17,111,40,77,27,44,16,281
2013,00570505,Chelsea,"Chelsea High",BIO,"Non-Low Income",14,19,30,41,21,28,9,12,74
2013,00570505,Chelsea,"Chelsea High",BIO,"Low Income",35,17,81,39,56,27,35,17,207
2013,00570505,Chelsea,"Chelsea High",BIO,Male,28,18,48,32,49,32,27,18,152
2013,00570505,Chelsea,"Chelsea High",BIO,Female,21,16,63,49,28,22,17,13,129
2013,00570505,Chelsea,"Chelsea High",BIO,"High Needs",35,16,81,37,62,28,41,19,219
2013,00570505,Chelsea,"Chelsea High",BIO,"African American",1,4,10,37,8,30,8,30,27
2013,00570505,Chelsea,"Chelsea High",BIO,Hispanic/Latino,39,17,91,40,63,28,32,14,225
2013,00570505,Chelsea,"Chelsea High",BIO,White,7,32,8,36,5,23,2,9,22
2013,00570505,Chelsea,"Chelsea High",BIO,"Former ELL",1,10,6,60,1,10,2,20,10
2013,00570505,Chelsea,"Chelsea High",BIO,"English Language Learner (ELL)",1,2,6,13,20,42,21,44,48
2013,00570505,Chelsea,"Chelsea High",BIO,"ELL and Former ELL",2,3,12,21,21,36,23,40,58
2013,00570505,Chelsea,"Chelsea High",BIO,everELL,13,9,43,31,47,34,35,25,138
2013,00570505,Chelsea,"Chelsea High",BIO,"Students with Disabilities",0,0,2,8,10,40,13,52,25
2013,00570505,Chelsea,"Chelsea High",BIO,"Title I",49,17,111,40,77,27,44,16,281
2013,00570505,Chelsea,"Chelsea High",PHY,"All Students",2,5,20,50,18,45,0,0,40
2013,00570505,Chelsea,"Chelsea High",PHY,"Low Income",2,6,17,50,15,44,0,0,34
2013,00570505,Chelsea,"Chelsea High",PHY,Male,2,6,17,55,12,39,0,0,31
2013,00570505,Chelsea,"Chelsea High",PHY,"High Needs",2,5,18,49,17,46,0,0,37
2013,00570505,Chelsea,"Chelsea High",PHY,Hispanic/Latino,2,6,18,51,15,43,0,0,35
2013,00570505,Chelsea,"Chelsea High",PHY,everELL,0,0,10,50,10,50,0,0,20
2013,00570505,Chelsea,"Chelsea High",PHY,"Title I",2,5,20,50,18,45,0,0,40
2013,00610505,Chicopee,"Chicopee High",BIO,"All Students",14,58,8,33,1,4,1,4,24
2013,00610505,Chicopee,"Chicopee High",BIO,"Low Income",10,63,5,31,1,6,0,0,16
2013,00610505,Chicopee,"Chicopee High",BIO,Female,8,47,7,41,1,6,1,6,17
2013,00610505,Chicopee,"Chicopee High",BIO,"High Needs",10,59,5,29,1,6,1,6,17
2013,00610505,Chicopee,"Chicopee High",BIO,White,12,60,8,40,0,0,0,0,20
2013,00610505,Chicopee,"Chicopee High",BIO,"Non-Title I",14,58,8,33,1,4,1,4,24
2013,00610505,Chicopee,"Chicopee High",PHY,"All Students",15,7,82,37,98,44,26,12,221
2013,00610505,Chicopee,"Chicopee High",PHY,"Non-Low Income",1,4,11,44,13,52,0,0,25
2013,00610505,Chicopee,"Chicopee High",PHY,"Low Income",14,7,71,36,85,43,26,13,196
2013,00610505,Chicopee,"Chicopee High",PHY,Male,9,8,43,40,44,41,12,11,108
2013,00610505,Chicopee,"Chicopee High",PHY,Female,6,5,39,35,54,48,14,12,113
2013,00610505,Chicopee,"Chicopee High",PHY,"High Needs",14,7,72,36,88,44,26,13,200
2013,00610505,Chicopee,"Chicopee High",PHY,Hispanic/Latino,2,2,24,25,50,53,19,20,95
2013,00610505,Chicopee,"Chicopee High",PHY,White,12,11,51,48,39,36,5,5,107
2013,00610505,Chicopee,"Chicopee High",PHY,"Former ELL",0,0,4,40,5,50,1,10,10
2013,00610505,Chicopee,"Chicopee High",PHY,"ELL and Former ELL",0,0,4,24,10,59,3,18,17
2013,00610505,Chicopee,"Chicopee High",PHY,everELL,1,3,12,31,18,46,8,21,39
2013,00610505,Chicopee,"Chicopee High",PHY,"Students with Disabilities",0,0,6,19,14,44,12,38,32
2013,00610505,Chicopee,"Chicopee High",PHY,"Non-Title I",15,7,82,37,98,44,26,12,221
2013,00610510,Chicopee,"Chicopee Comprehensive High School",PHY,"All Students",27,7,141,38,156,42,49,13,373
2013,00610510,Chicopee,"Chicopee Comprehensive High School",PHY,"Non-Low Income",18,12,68,45,53,35,11,7,150
2013,00610510,Chicopee,"Chicopee Comprehensive High School",PHY,"Low Income",9,4,73,33,103,46,38,17,223
2013,00610510,Chicopee,"Chicopee Comprehensive High School",PHY,Male,19,10,86,43,66,33,27,14,198
2013,00610510,Chicopee,"Chicopee Comprehensive High School",PHY,Female,8,5,55,31,90,51,22,13,175
2013,00610510,Chicopee,"Chicopee Comprehensive High School",PHY,"High Needs",9,4,74,31,115,48,43,18,241
2013,00610510,Chicopee,"Chicopee Comprehensive High School",PHY,"African American",0,0,5,50,4,40,1,10,10
2013,00610510,Chicopee,"Chicopee Comprehensive High School",PHY,Hispanic/Latino,3,3,18,19,54,57,19,20,94
2013,00610510,Chicopee,"Chicopee Comprehensive High School",PHY,White,24,9,114,45,92,36,26,10,256
2013,00610510,Chicopee,"Chicopee Comprehensive High School",PHY,everELL,4,10,7,17,22,52,9,21,42
2013,00610510,Chicopee,"Chicopee Comprehensive High School",PHY,"Students with Disabilities",0,0,7,12,27,47,23,40,57
2013,00610510,Chicopee,"Chicopee Comprehensive High School",PHY,"Non-Title I",27,7,141,38,156,42,49,13,373
2013,00640505,Clinton,"Clinton Senior High",TEC,"All Students",10,10,45,45,37,37,9,9,101
2013,00640505,Clinton,"Clinton Senior High",TEC,"Non-Low Income",8,17,25,54,11,24,2,4,46
2013,00640505,Clinton,"Clinton Senior High",TEC,"Low Income",2,4,20,36,26,47,7,13,55
2013,00640505,Clinton,"Clinton Senior High",TEC,Male,6,12,22,45,18,37,3,6,49
2013,00640505,Clinton,"Clinton Senior High",TEC,Female,4,8,23,44,19,37,6,12,52
2013,00640505,Clinton,"Clinton Senior High",TEC,"High Needs",2,3,20,33,31,51,8,13,61
2013,00640505,Clinton,"Clinton Senior High",TEC,Hispanic/Latino,2,7,6,20,16,53,6,20,30
2013,00640505,Clinton,"Clinton Senior High",TEC,White,8,13,37,59,16,25,2,3,63
2013,00640505,Clinton,"Clinton Senior High",TEC,"ELL and Former ELL",0,0,0,0,9,64,5,36,14
2013,00640505,Clinton,"Clinton Senior High",TEC,everELL,1,3,7,23,15,50,7,23,30
2013,00640505,Clinton,"Clinton Senior High",TEC,"Students with Disabilities",0,0,2,11,13,72,3,17,18
2013,00640505,Clinton,"Clinton Senior High",TEC,"Non-Title I",10,10,45,45,37,37,9,9,101
2013,00650505,Cohasset,"Cohasset Middle/High School",PHY,"All Students",51,44,55,47,9,8,1,1,116
2013,00650505,Cohasset,"Cohasset Middle/High School",PHY,"Non-Low Income",51,44,54,47,9,8,1,1,115
2013,00650505,Cohasset,"Cohasset Middle/High School",PHY,Male,30,48,28,45,3,5,1,2,62
2013,00650505,Cohasset,"Cohasset Middle/High School",PHY,Female,21,39,27,50,6,11,0,0,54
2013,00650505,Cohasset,"Cohasset Middle/High School",PHY,"High Needs",1,6,10,63,5,31,0,0,16
2013,00650505,Cohasset,"Cohasset Middle/High School",PHY,White,50,46,50,46,8,7,1,1,109
2013,00650505,Cohasset,"Cohasset Middle/High School",PHY,"Students with Disabilities",1,6,9,56,5,31,1,6,16
2013,00650505,Cohasset,"Cohasset Middle/High School",PHY,"Non-Title I",51,44,55,47,9,8,1,1,116
2013,00710505,Danvers,"Danvers High",BIO,"All Students",75,31,122,50,35,14,10,4,242
2013,00710505,Danvers,"Danvers High",BIO,"Non-Low Income",72,38,97,51,20,10,3,2,192
2013,00710505,Danvers,"Danvers High",BIO,"Low Income",3,6,25,50,15,30,7,14,50
2013,00710505,Danvers,"Danvers High",BIO,Male,33,28,64,54,17,14,5,4,119
2013,00710505,Danvers,"Danvers High",BIO,Female,42,34,58,47,18,15,5,4,123
2013,00710505,Danvers,"Danvers High",BIO,"High Needs",5,7,36,48,25,33,9,12,75
2013,00710505,Danvers,"Danvers High",BIO,White,75,33,113,50,30,13,7,3,225
2013,00710505,Danvers,"Danvers High",BIO,"Students with Disabilities",2,4,17,37,21,46,6,13,46
2013,00710505,Danvers,"Danvers High",BIO,"Non-Title I",75,31,122,50,35,14,10,4,242
2013,00720505,Dartmouth,"Dartmouth High",BIO,"All Students",38,24,85,54,27,17,7,4,157
2013,00720505,Dartmouth,"Dartmouth High",BIO,"Non-Low Income",33,28,61,52,19,16,5,4,118
2013,00720505,Dartmouth,"Dartmouth High",BIO,"Low Income",5,13,24,62,8,21,2,5,39
2013,00720505,Dartmouth,"Dartmouth High",BIO,Male,17,24,35,49,13,18,6,8,71
2013,00720505,Dartmouth,"Dartmouth High",BIO,Female,21,24,50,58,14,16,1,1,86
2013,00720505,Dartmouth,"Dartmouth High",BIO,"High Needs",5,9,29,54,15,28,5,9,54
2013,00720505,Dartmouth,"Dartmouth High",BIO,White,34,24,81,57,21,15,7,5,143
2013,00720505,Dartmouth,"Dartmouth High",BIO,"Students with Disabilities",0,0,6,30,11,55,3,15,20
2013,00720505,Dartmouth,"Dartmouth High",BIO,"Non-Title I",38,24,85,54,27,17,7,4,157
2013,00730505,Dedham,"Dedham High",BIO,"All Students",89,51,64,37,17,10,3,2,173
2013,00730505,Dedham,"Dedham High",BIO,"Non-Low Income",78,61,44,35,5,4,0,0,127
2013,00730505,Dedham,"Dedham High",BIO,"Low Income",11,24,20,43,12,26,3,7,46
2013,00730505,Dedham,"Dedham High",BIO,Male,47,49,33,35,12,13,3,3,95
2013,00730505,Dedham,"Dedham High",BIO,Female,42,54,31,40,5,6,0,0,78
2013,00730505,Dedham,"Dedham High",BIO,"High Needs",11,19,28,48,16,28,3,5,58
2013,00730505,Dedham,"Dedham High",BIO,"African American",4,25,9,56,2,13,1,6,16
2013,00730505,Dedham,"Dedham High",BIO,Hispanic/Latino,5,28,8,44,4,22,1,6,18
2013,00730505,Dedham,"Dedham High",BIO,White,71,56,45,36,10,8,0,0,126
2013,00730505,Dedham,"Dedham High",BIO,"Former ELL",3,30,4,40,3,30,0,0,10
2013,00730505,Dedham,"Dedham High",BIO,"ELL and Former ELL",3,27,4,36,3,27,1,9,11
2013,00730505,Dedham,"Dedham High",BIO,everELL,6,30,8,40,4,20,2,10,20
2013,00730505,Dedham,"Dedham High",BIO,"Students with Disabilities",1,4,13,50,10,38,2,8,26
2013,00730505,Dedham,"Dedham High",BIO,"Non-Title I",89,51,64,37,17,10,3,2,173
2013,00770505,Douglas,"Douglas High School",BIO,"All Students",15,19,50,62,12,15,4,5,81
