adminyear,org_code,DistrictName,subject,group,sadv_num,sadv_per,spro_num,spro_per,sni_num,sni_per,swf_num,swf_per,stotal
2013,01550000,Lexington,BIO,"African American",6,24,12,48,6,24,1,4,25
2013,01550000,Lexington,BIO,Asian,104,81,21,16,2,2,2,2,129
2013,01550000,Lexington,BIO,Hispanic/Latino,11,52,6,29,3,14,1,5,21
2013,01550000,Lexington,BIO,White,183,64,88,31,9,3,6,2,286
2013,01550000,Lexington,BIO,"Multi-Race (non-Hispanic/Latino)",12,75,2,13,1,6,1,6,16
2013,01550000,Lexington,BIO,"ELL and Former ELL",3,25,5,42,2,17,2,17,12
2013,01550000,Lexington,BIO,everELL,33,62,14,26,3,6,3,6,53
2013,01550000,Lexington,BIO,"Students with Disabilities",12,23,18,34,15,28,8,15,53
2013,01550000,Lexington,BIO,"Non-Title I",316,66,129,27,21,4,11,2,477
2013,01580000,Littleton,BIO,"All Students",62,57,38,35,8,7,0,0,108
2013,01580000,Littleton,BIO,"Non-Low Income",58,60,31,32,7,7,0,0,96
2013,01580000,Littleton,BIO,"Low Income",4,33,7,58,1,8,0,0,12
2013,01580000,Littleton,BIO,Male,28,53,19,36,6,11,0,0,53
2013,01580000,Littleton,BIO,Female,34,62,19,35,2,4,0,0,55
2013,01580000,Littleton,BIO,"High Needs",6,23,16,62,4,15,0,0,26
2013,01580000,Littleton,BIO,White,59,58,35,35,7,7,0,0,101
2013,01580000,Littleton,BIO,"Students with Disabilities",1,7,11,79,2,14,0,0,14
2013,01580000,Littleton,BIO,"Non-Title I",62,57,38,35,8,7,0,0,108
2013,01590000,Longmeadow,BIO,"All Students",116,44,116,44,28,11,6,2,266
2013,01590000,Longmeadow,BIO,"Non-Low Income",112,45,110,44,23,9,6,2,251
2013,01590000,Longmeadow,BIO,"Low Income",4,27,6,40,5,33,0,0,15
2013,01590000,Longmeadow,BIO,Male,65,45,62,43,12,8,4,3,143
2013,01590000,Longmeadow,BIO,Female,51,41,54,44,16,13,2,2,123
2013,01590000,Longmeadow,BIO,"High Needs",8,12,28,43,23,35,6,9,65
2013,01590000,Longmeadow,BIO,White,102,43,108,46,22,9,5,2,237
2013,01590000,Longmeadow,BIO,"Students with Disabilities",5,9,24,42,22,39,6,11,57
2013,01590000,Longmeadow,BIO,"Non-Title I",116,44,116,44,28,11,6,2,266
2013,01600000,Lowell,BIO,"All Students",87,27,106,32,70,21,64,20,327
2013,01600000,Lowell,BIO,"Non-Low Income",52,40,51,39,18,14,9,7,130
2013,01600000,Lowell,BIO,"Low Income",35,18,55,28,52,26,55,28,197
2013,01600000,Lowell,BIO,Male,37,24,42,27,35,22,42,27,156
2013,01600000,Lowell,BIO,Female,50,29,64,37,35,20,22,13,171
2013,01600000,Lowell,BIO,"High Needs",38,18,59,27,59,27,61,28,217
2013,01600000,Lowell,BIO,"African American",2,10,11,52,5,24,3,14,21
2013,01600000,Lowell,BIO,Asian,45,40,33,29,24,21,10,9,112
2013,01600000,Lowell,BIO,Hispanic/Latino,5,7,15,22,20,30,27,40,67
2013,01600000,Lowell,BIO,White,32,26,46,37,21,17,24,20,123
2013,01600000,Lowell,BIO,"Former ELL",8,32,10,40,4,16,3,12,25
2013,01600000,Lowell,BIO,"English Language Learner (ELL)",0,0,3,6,19,40,25,53,47
2013,01600000,Lowell,BIO,"ELL and Former ELL",8,11,13,18,23,32,28,39,72
2013,01600000,Lowell,BIO,everELL,30,23,31,23,38,29,34,26,133
2013,01600000,Lowell,BIO,"Students with Disabilities",1,2,0,0,15,27,40,71,56
2013,01600000,Lowell,BIO,"Title I",87,27,106,33,67,21,58,18,318
2013,01600000,Lowell,PHY,"All Students",11,4,106,35,150,50,32,11,299
2013,01600000,Lowell,PHY,"Non-Low Income",4,4,46,43,51,48,6,6,107
2013,01600000,Lowell,PHY,"Low Income",7,4,60,31,99,52,26,14,192
2013,01600000,Lowell,PHY,Male,9,6,69,43,72,45,11,7,161
2013,01600000,Lowell,PHY,Female,2,1,37,27,78,57,21,15,138
2013,01600000,Lowell,PHY,"High Needs",8,4,66,31,109,51,31,14,214
2013,01600000,Lowell,PHY,"African American",0,0,12,35,18,53,4,12,34
2013,01600000,Lowell,PHY,Asian,2,2,35,39,38,43,14,16,89
2013,01600000,Lowell,PHY,Hispanic/Latino,3,4,16,23,43,61,9,13,71
2013,01600000,Lowell,PHY,White,6,6,42,41,50,49,4,4,102
2013,01600000,Lowell,PHY,"Former ELL",0,0,13,41,16,50,3,9,32
2013,01600000,Lowell,PHY,"English Language Learner (ELL)",1,2,4,10,24,57,13,31,42
2013,01600000,Lowell,PHY,"ELL and Former ELL",1,1,17,23,40,54,16,22,74
2013,01600000,Lowell,PHY,everELL,3,2,42,33,62,49,20,16,127
2013,01600000,Lowell,PHY,"Students with Disabilities",1,8,2,15,5,38,5,38,13
2013,01600000,Lowell,PHY,"Title I",11,4,106,35,150,50,32,11,299
2013,01610000,Ludlow,BIO,"All Students",41,49,31,37,6,7,6,7,84
2013,01610000,Ludlow,BIO,"Non-Low Income",36,53,26,38,4,6,2,3,68
2013,01610000,Ludlow,BIO,"Low Income",5,33,5,33,1,7,4,27,15
2013,01610000,Ludlow,BIO,Male,17,50,12,35,2,6,3,9,34
2013,01610000,Ludlow,BIO,Female,24,48,19,38,4,8,3,6,50
2013,01610000,Ludlow,BIO,"High Needs",5,25,7,35,2,10,6,30,20
2013,01610000,Ludlow,BIO,White,38,49,30,38,5,6,5,6,78
2013,01610000,Ludlow,BIO,"Non-Title I",41,49,31,37,5,6,6,7,83
2013,01610000,Ludlow,PHY,"All Students",12,9,79,59,35,26,9,7,135
2013,01610000,Ludlow,PHY,"Non-Low Income",9,10,61,69,16,18,3,3,89
2013,01610000,Ludlow,PHY,"Low Income",3,7,18,39,19,41,6,13,46
2013,01610000,Ludlow,PHY,Male,6,9,43,61,16,23,5,7,70
2013,01610000,Ludlow,PHY,Female,6,9,36,55,19,29,4,6,65
2013,01610000,Ludlow,PHY,"High Needs",3,5,23,42,23,42,6,11,55
2013,01610000,Ludlow,PHY,Hispanic/Latino,1,9,6,55,3,27,1,9,11
2013,01610000,Ludlow,PHY,White,10,8,72,60,30,25,8,7,120
2013,01610000,Ludlow,PHY,"Students with Disabilities",0,0,9,31,16,55,4,14,29
2013,01610000,Ludlow,PHY,"Non-Title I",12,9,79,59,35,26,9,7,135
2013,01620000,Lunenburg,BIO,"All Students",46,43,55,52,0,0,5,5,106
2013,01620000,Lunenburg,BIO,"Non-Low Income",41,45,47,52,0,0,3,3,91
2013,01620000,Lunenburg,BIO,"Low Income",5,33,8,53,0,0,2,13,15
2013,01620000,Lunenburg,BIO,Male,20,42,24,50,0,0,4,8,48
2013,01620000,Lunenburg,BIO,Female,26,45,31,53,0,0,1,2,58
2013,01620000,Lunenburg,BIO,"High Needs",7,29,12,50,0,0,5,21,24
2013,01620000,Lunenburg,BIO,White,42,43,51,53,0,0,4,4,97
2013,01620000,Lunenburg,BIO,"Students with Disabilities",2,17,5,42,0,0,5,42,12
2013,01620000,Lunenburg,BIO,"Non-Title I",46,43,55,52,0,0,5,5,106
2013,01630000,Lynn,BIO,"All Students",109,7,587,36,626,39,290,18,1612
2013,01630000,Lynn,BIO,"Non-Low Income",49,15,148,47,90,28,31,10,318
2013,01630000,Lynn,BIO,"Low Income",60,5,439,34,535,41,259,20,1293
2013,01630000,Lynn,BIO,Male,50,6,311,37,325,38,161,19,847
2013,01630000,Lynn,BIO,Female,59,8,276,36,301,39,129,17,765
2013,01630000,Lynn,BIO,"High Needs",62,5,446,33,565,42,282,21,1355
2013,01630000,Lynn,BIO,"African American",9,4,72,35,89,43,36,17,206
2013,01630000,Lynn,BIO,Asian,18,11,71,42,65,38,16,9,170
2013,01630000,Lynn,BIO,Hispanic/Latino,35,4,257,31,326,40,198,24,816
2013,01630000,Lynn,BIO,White,47,13,166,45,128,35,29,8,370
2013,01630000,Lynn,BIO,"Multi-Race (non-Hispanic/Latino)",0,0,18,42,15,35,10,23,43
2013,01630000,Lynn,BIO,"Former ELL",2,1,31,22,65,46,43,30,141
2013,01630000,Lynn,BIO,"English Language Learner (ELL)",1,1,11,6,86,44,99,50,197
2013,01630000,Lynn,BIO,"ELL and Former ELL",3,1,42,12,151,45,142,42,338
2013,01630000,Lynn,BIO,everELL,38,5,212,28,312,41,194,26,756
2013,01630000,Lynn,BIO,"Students with Disabilities",3,1,30,10,132,45,127,43,292
2013,01630000,Lynn,BIO,"Non-Title I",0,0,0,0,1,8,12,92,13
2013,01630000,Lynn,BIO,"Title I",109,7,587,37,624,39,278,17,1598
2013,01640000,Lynnfield,BIO,"All Students",100,38,136,52,24,9,2,1,262
2013,01640000,Lynnfield,BIO,"Non-Low Income",95,40,121,51,17,7,2,1,235
2013,01640000,Lynnfield,BIO,"Low Income",5,19,15,56,7,26,0,0,27
2013,01640000,Lynnfield,BIO,Male,48,37,66,51,15,12,1,1,130
2013,01640000,Lynnfield,BIO,Female,52,39,70,53,9,7,1,1,132
2013,01640000,Lynnfield,BIO,"High Needs",9,15,35,58,14,23,2,3,60
2013,01640000,Lynnfield,BIO,White,93,39,126,52,20,8,2,1,241
2013,01640000,Lynnfield,BIO,"Students with Disabilities",4,10,21,54,12,31,2,5,39
2013,01640000,Lynnfield,BIO,"Non-Title I",100,38,136,52,24,9,2,1,262
2013,01650000,Malden,BIO,"All Students",86,20,187,43,117,27,42,10,432
2013,01650000,Malden,BIO,"Non-Low Income",45,29,67,43,33,21,11,7,156
2013,01650000,Malden,BIO,"Low Income",41,15,120,43,84,30,31,11,276
2013,01650000,Malden,BIO,Male,42,19,90,41,60,28,25,12,217
2013,01650000,Malden,BIO,Female,44,20,97,45,57,27,17,8,215
2013,01650000,Malden,BIO,"High Needs",41,14,121,41,95,32,39,13,296
2013,01650000,Malden,BIO,"African American",10,10,39,38,37,36,17,17,103
2013,01650000,Malden,BIO,Asian,36,33,46,42,18,17,9,8,109
2013,01650000,Malden,BIO,Hispanic/Latino,11,15,33,45,24,33,5,7,73
2013,01650000,Malden,BIO,White,27,21,63,48,32,25,8,6,130
2013,01650000,Malden,BIO,"Multi-Race (non-Hispanic/Latino)",2,14,6,43,3,21,3,21,14
2013,01650000,Malden,BIO,"Former ELL",3,14,10,45,9,41,0,0,22
2013,01650000,Malden,BIO,"English Language Learner (ELL)",0,0,20,33,26,43,15,25,61
2013,01650000,Malden,BIO,"ELL and Former ELL",3,4,30,36,35,42,15,18,83
2013,01650000,Malden,BIO,everELL,24,15,62,39,54,34,17,11,157
2013,01650000,Malden,BIO,"Students with Disabilities",0,0,4,9,21,46,21,46,46
2013,01650000,Malden,BIO,"Non-Title I",86,20,187,43,117,27,42,10,432
2013,01650000,Malden,PHY,"All Students",0,0,0,0,6,50,6,50,12
2013,01650000,Malden,PHY,"High Needs",0,0,0,0,6,50,6,50,12
2013,01650000,Malden,PHY,"Non-Title I",0,0,0,0,6,50,6,50,12
2013,01670000,Mansfield,BIO,"All Students",140,43,156,48,27,8,3,1,326
2013,01670000,Mansfield,BIO,"Non-Low Income",135,46,136,46,23,8,2,1,296
2013,01670000,Mansfield,BIO,"Low Income",5,17,20,67,4,13,1,3,30
2013,01670000,Mansfield,BIO,Male,70,43,76,47,14,9,1,1,161
2013,01670000,Mansfield,BIO,Female,70,42,80,48,13,8,2,1,165
2013,01670000,Mansfield,BIO,"High Needs",6,9,40,62,16,25,3,5,65
2013,01670000,Mansfield,BIO,"African American",4,29,6,43,4,29,0,0,14
2013,01670000,Mansfield,BIO,Asian,11,73,4,27,0,0,0,0,15
2013,01670000,Mansfield,BIO,White,119,42,141,49,22,8,3,1,285
2013,01670000,Mansfield,BIO,"Students with Disabilities",2,5,21,51,15,37,3,7,41
2013,01670000,Mansfield,BIO,"Non-Title I",140,43,156,48,27,8,3,1,326
2013,01680000,Marblehead,BIO,"All Students",136,49,108,39,27,10,5,2,276
2013,01680000,Marblehead,BIO,"Non-Low Income",128,53,94,39,16,7,4,2,242
2013,01680000,Marblehead,BIO,"Low Income",8,24,14,41,11,32,1,3,34
2013,01680000,Marblehead,BIO,Male,63,48,49,37,15,11,4,3,131
2013,01680000,Marblehead,BIO,Female,73,50,59,41,12,8,1,1,145
2013,01680000,Marblehead,BIO,"High Needs",15,19,40,49,21,26,5,6,81
2013,01680000,Marblehead,BIO,White,131,51,97,38,24,9,3,1,255
2013,01680000,Marblehead,BIO,"Students with Disabilities",8,13,31,49,19,30,5,8,63
2013,01680000,Marblehead,BIO,"Non-Title I",136,49,108,39,27,10,5,2,276
2013,01700000,Marlborough,BIO,"All Students",39,23,60,35,42,25,29,17,170
2013,01700000,Marlborough,BIO,"Non-Low Income",24,29,36,43,14,17,9,11,83
2013,01700000,Marlborough,BIO,"Low Income",15,17,24,28,28,32,20,23,87
2013,01700000,Marlborough,BIO,Male,11,16,17,25,21,30,20,29,69
2013,01700000,Marlborough,BIO,Female,28,28,43,43,21,21,9,9,101
2013,01700000,Marlborough,BIO,"High Needs",17,15,29,26,35,32,29,26,110
2013,01700000,Marlborough,BIO,Hispanic/Latino,8,14,19,34,15,27,14,25,56
2013,01700000,Marlborough,BIO,White,28,29,35,36,24,24,11,11,98
2013,01700000,Marlborough,BIO,"English Language Learner (ELL)",0,0,1,7,7,47,7,47,15
2013,01700000,Marlborough,BIO,"ELL and Former ELL",0,0,3,13,12,52,8,35,23
2013,01700000,Marlborough,BIO,everELL,9,16,19,34,16,29,12,21,56
2013,01700000,Marlborough,BIO,"Students with Disabilities",4,9,7,16,15,33,19,42,45
2013,01700000,Marlborough,BIO,"Non-Title I",39,23,60,35,42,25,29,17,170
2013,01700000,Marlborough,PHY,"All Students",27,41,35,53,3,5,1,2,66
2013,01700000,Marlborough,PHY,"Non-Low Income",22,44,27,54,1,2,0,0,50
2013,01700000,Marlborough,PHY,"Low Income",5,31,8,50,2,13,1,6,16
2013,01700000,Marlborough,PHY,Male,20,39,31,61,0,0,0,0,51
2013,01700000,Marlborough,PHY,Female,7,47,4,27,3,20,1,7,15
2013,01700000,Marlborough,PHY,"High Needs",7,37,9,47,2,11,1,5,19
2013,01700000,Marlborough,PHY,Hispanic/Latino,2,20,6,60,2,20,0,0,10
2013,01700000,Marlborough,PHY,White,21,43,27,55,0,0,1,2,49
2013,01700000,Marlborough,PHY,everELL,5,45,5,45,1,9,0,0,11
2013,01700000,Marlborough,PHY,"Non-Title I",27,41,35,53,3,5,1,2,66
2013,01700000,Marlborough,TEC,"All Students",0,0,5,42,3,25,4,33,12
2013,01700000,Marlborough,TEC,"Non-Title I",0,0,5,42,3,25,4,33,12
2013,01710000,Marshfield,BIO,"All Students",93,30,169,55,38,12,8,3,308
2013,01710000,Marshfield,BIO,"Non-Low Income",86,32,148,54,33,12,6,2,273
2013,01710000,Marshfield,BIO,"Low Income",7,20,21,60,5,14,2,6,35
2013,01710000,Marshfield,BIO,Male,49,34,71,49,18,12,7,5,145
2013,01710000,Marshfield,BIO,Female,44,27,98,60,20,12,1,1,163
2013,01710000,Marshfield,BIO,"High Needs",9,12,42,55,19,25,7,9,77
2013,01710000,Marshfield,BIO,White,91,31,160,54,37,13,8,3,296
2013,01710000,Marshfield,BIO,"Students with Disabilities",2,4,24,52,14,30,6,13,46
2013,01710000,Marshfield,BIO,"Non-Title I",93,30,169,55,38,12,8,3,308
2013,01720000,Mashpee,BIO,"All Students",15,14,56,53,31,30,3,3,105
2013,01720000,Mashpee,BIO,"Non-Low Income",13,18,40,56,17,24,1,1,71
2013,01720000,Mashpee,BIO,"Low Income",2,6,16,47,14,41,2,6,34
2013,01720000,Mashpee,BIO,Male,6,13,24,50,16,33,2,4,48
2013,01720000,Mashpee,BIO,Female,9,16,32,56,15,26,1,2,57
2013,01720000,Mashpee,BIO,"High Needs",2,5,20,47,18,42,3,7,43
2013,01720000,Mashpee,BIO,White,11,13,46,55,25,30,2,2,84
2013,01720000,Mashpee,BIO,"Students with Disabilities",0,0,8,38,11,52,2,10,21
2013,01720000,Mashpee,BIO,"Non-Title I",15,14,56,53,31,30,3,3,105
2013,01740000,Maynard,PHY,"All Students",21,30,27,38,16,23,7,10,71
2013,01740000,Maynard,PHY,"Non-Low Income",21,36,22,37,13,22,3,5,59
2013,01740000,Maynard,PHY,"Low Income",0,0,5,42,3,25,4,33,12
2013,01740000,Maynard,PHY,Male,9,21,17,40,10,24,6,14,42
2013,01740000,Maynard,PHY,Female,12,41,10,34,6,21,1,3,29
2013,01740000,Maynard,PHY,"High Needs",0,0,7,37,7,37,5,26,19
2013,01740000,Maynard,PHY,White,20,31,25,38,14,22,6,9,65
2013,01740000,Maynard,PHY,"Students with Disabilities",0,0,2,20,5,50,3,30,10
2013,01740000,Maynard,PHY,"Non-Title I",21,30,27,38,16,23,7,10,71
2013,01750000,Medfield,BIO,"All Students",137,58,93,39,7,3,1,0,238
2013,01750000,Medfield,BIO,"Non-Low Income",135,58,90,39,7,3,1,0,233
2013,01750000,Medfield,BIO,Male,69,59,44,38,3,3,1,1,117
2013,01750000,Medfield,BIO,Female,68,56,49,40,4,3,0,0,121
2013,01750000,Medfield,BIO,"High Needs",10,26,22,56,6,15,1,3,39
2013,01750000,Medfield,BIO,White,126,57,88,40,7,3,1,0,222
2013,01750000,Medfield,BIO,"Students with Disabilities",8,24,19,56,6,18,1,3,34
2013,01750000,Medfield,BIO,"Non-Title I",137,58,93,39,7,3,1,0,238
2013,01760000,Medford,BIO,"All Students",54,55,16,16,15,15,13,13,98
2013,01760000,Medford,BIO,"Non-Low Income",44,66,13,19,7,10,3,4,67
2013,01760000,Medford,BIO,"Low Income",10,32,3,10,8,26,10,32,31
2013,01760000,Medford,BIO,Male,22,52,6,14,7,17,7,17,42
2013,01760000,Medford,BIO,Female,32,57,10,18,8,14,6,11,56
2013,01760000,Medford,BIO,"High Needs",11,28,3,8,13,33,13,33,40
2013,01760000,Medford,BIO,"African American",3,17,1,6,6,33,8,44,18
2013,01760000,Medford,BIO,Asian,9,69,4,31,0,0,0,0,13
2013,01760000,Medford,BIO,White,38,67,7,12,7,12,5,9,57
2013,01760000,Medford,BIO,"English Language Learner (ELL)",1,10,1,10,2,20,6,60,10
2013,01760000,Medford,BIO,"ELL and Former ELL",1,9,1,9,3,27,6,55,11
2013,01760000,Medford,BIO,everELL,7,29,7,29,3,13,7,29,24
2013,01760000,Medford,BIO,"Students with Disabilities",1,5,0,0,10,50,9,45,20
2013,01760000,Medford,BIO,"Non-Title I",54,55,16,16,15,15,13,13,98
2013,01760000,Medford,PHY,"All Students",28,10,125,45,107,39,15,5,275
2013,01760000,Medford,PHY,"Non-Low Income",16,10,78,49,57,36,8,5,159
2013,01760000,Medford,PHY,"Low Income",12,10,47,41,50,43,7,6,116
2013,01760000,Medford,PHY,Male,15,10,65,45,55,38,9,6,144
2013,01760000,Medford,PHY,Female,13,10,60,46,52,40,6,5,131
2013,01760000,Medford,PHY,"High Needs",16,10,55,34,75,47,14,9,160
2013,01760000,Medford,PHY,"African American",4,8,21,40,24,45,4,8,53
2013,01760000,Medford,PHY,Asian,1,5,13,68,4,21,1,5,19
2013,01760000,Medford,PHY,Hispanic/Latino,2,7,16,57,8,29,2,7,28
2013,01760000,Medford,PHY,White,20,12,72,43,68,41,7,4,167
2013,01760000,Medford,PHY,"ELL and Former ELL",1,9,7,64,3,27,0,0,11
2013,01760000,Medford,PHY,everELL,4,8,21,42,20,40,5,10,50
2013,01760000,Medford,PHY,"Students with Disabilities",3,5,10,16,39,61,12,19,64
2013,01760000,Medford,PHY,"Non-Title I",28,10,125,45,107,39,15,5,275
2013,01770000,Medway,BIO,"All Students",0,0,2,18,4,36,5,45,11
2013,01770000,Medway,BIO,"Non-Low Income",0,0,2,20,3,30,5,50,10
2013,01770000,Medway,BIO,White,0,0,2,20,3,30,5,50,10
2013,01770000,Medway,BIO,"Non-Title I",0,0,2,18,4,36,5,45,11
2013,01770000,Medway,PHY,"All Students",69,34,87,43,43,21,3,1,202
2013,01770000,Medway,PHY,"Non-Low Income",69,35,84,43,39,20,3,2,195
2013,01770000,Medway,PHY,Male,35,35,41,41,21,21,2,2,99
2013,01770000,Medway,PHY,Female,34,33,46,45,22,21,1,1,103
2013,01770000,Medway,PHY,"High Needs",2,7,11,39,13,46,2,7,28
2013,01770000,Medway,PHY,White,63,34,83,44,39,21,3,2,188
2013,01770000,Medway,PHY,"Students with Disabilities",2,9,7,30,12,52,2,9,23
2013,01770000,Medway,PHY,"Non-Title I",69,34,87,43,43,21,3,1,202
2013,01780000,Melrose,BIO,"All Students",77,33,116,50,32,14,9,4,234
2013,01780000,Melrose,BIO,"Non-Low Income",72,38,89,47,23,12,6,3,190
2013,01780000,Melrose,BIO,"Low Income",5,11,27,61,9,20,3,7,44
2013,01780000,Melrose,BIO,Male,39,35,51,45,16,14,7,6,113
2013,01780000,Melrose,BIO,Female,38,31,65,54,16,13,2,2,121
2013,01780000,Melrose,BIO,"High Needs",6,8,43,54,23,29,8,10,80
2013,01780000,Melrose,BIO,"African American",3,14,13,62,5,24,0,0,21
2013,01780000,Melrose,BIO,White,66,36,85,46,25,14,8,4,184
2013,01780000,Melrose,BIO,"Multi-Race (non-Hispanic/Latino)",4,27,9,60,1,7,1,7,15
2013,01780000,Melrose,BIO,everELL,2,13,11,73,1,7,1,7,15
2013,01780000,Melrose,BIO,"Students with Disabilities",2,5,15,36,18,43,7,17,42
2013,01780000,Melrose,BIO,"Non-Title I",77,33,116,50,32,14,9,4,234
2013,01810000,Methuen,BIO,"All Students",88,22,185,46,94,24,33,8,400
2013,01810000,Methuen,BIO,"Non-Low Income",72,28,122,48,48,19,12,5,254
2013,01810000,Methuen,BIO,"Low Income",16,11,63,43,46,32,21,14,146
2013,01810000,Methuen,BIO,Male,43,21,87,43,53,26,19,9,202
2013,01810000,Methuen,BIO,Female,45,23,98,49,41,21,14,7,198
2013,01810000,Methuen,BIO,"High Needs",17,10,67,39,55,32,31,18,170
2013,01810000,Methuen,BIO,"African American",0,0,7,50,4,29,3,21,14
2013,01810000,Methuen,BIO,Hispanic/Latino,6,6,43,44,38,39,10,10,97
2013,01810000,Methuen,BIO,White,76,28,126,46,50,18,20,7,272
2013,01810000,Methuen,BIO,"ELL and Former ELL",1,9,2,18,4,36,4,36,11
2013,01810000,Methuen,BIO,everELL,6,8,30,41,26,35,12,16,74
2013,01810000,Methuen,BIO,"Students with Disabilities",0,0,6,14,16,37,21,49,43
2013,01810000,Methuen,BIO,"Non-Title I",88,22,185,46,94,24,33,8,400
2013,01810000,Methuen,TEC,"All Students",0,0,2,9,7,30,14,61,23
2013,01810000,Methuen,TEC,"Low Income",0,0,1,5,7,33,13,62,21
2013,01810000,Methuen,TEC,Male,0,0,2,13,7,44,7,44,16
2013,01810000,Methuen,TEC,"High Needs",0,0,2,9,7,30,14,61,23
2013,01810000,Methuen,TEC,Hispanic/Latino,0,0,2,11,6,33,10,56,18
2013,01810000,Methuen,TEC,"English Language Learner (ELL)",0,0,0,0,5,29,12,71,17
2013,01810000,Methuen,TEC,"ELL and Former ELL",0,0,1,5,6,30,13,65,20
2013,01810000,Methuen,TEC,everELL,0,0,1,5,6,30,13,65,20
2013,01810000,Methuen,TEC,"Non-Title I",0,0,2,9,7,30,14,61,23
2013,01820000,Middleborough,BIO,"All Students",38,19,95,48,54,27,11,6,198
2013,01820000,Middleborough,BIO,"Non-Low Income",33,26,67,52,28,22,1,1,129
2013,01820000,Middleborough,BIO,"Low Income",5,7,28,41,26,38,10,14,69
2013,01820000,Middleborough,BIO,Male,23,22,41,39,34,32,8,8,106
2013,01820000,Middleborough,BIO,Female,15,16,54,59,20,22,3,3,92
2013,01820000,Middleborough,BIO,"High Needs",5,6,31,37,36,43,11,13,83
2013,01820000,Middleborough,BIO,White,37,21,84,47,49,28,7,4,177
2013,01820000,Middleborough,BIO,"Students with Disabilities",0,0,5,15,22,65,7,21,34
2013,01820000,Middleborough,BIO,"Non-Title I",38,19,95,48,54,27,11,6,198
2013,01850000,Milford,BIO,"All Students",41,26,78,50,25,16,12,8,156
2013,01850000,Milford,BIO,"Non-Low Income",36,32,63,56,11,10,3,3,113
2013,01850000,Milford,BIO,"Low Income",5,12,15,35,14,33,9,21,43
2013,01850000,Milford,BIO,Male,20,25,39,49,11,14,10,13,80
2013,01850000,Milford,BIO,Female,21,28,39,51,14,18,2,3,76
2013,01850000,Milford,BIO,"High Needs",6,10,25,42,18,30,11,18,60
2013,01850000,Milford,BIO,Hispanic/Latino,1,5,8,38,7,33,5,24,21
2013,01850000,Milford,BIO,White,38,31,62,50,16,13,7,6,123
2013,01850000,Milford,BIO,everELL,1,3,15,50,9,30,5,17,30
2013,01850000,Milford,BIO,"Students with Disabilities",1,4,8,35,9,39,5,22,23
2013,01850000,Milford,BIO,"Non-Title I",41,26,78,50,25,16,12,8,156
2013,01860000,Millbury,BIO,"All Students",29,28,37,36,32,31,4,4,102
2013,01860000,Millbury,BIO,"Non-Low Income",24,32,29,38,21,28,2,3,76
2013,01860000,Millbury,BIO,"Low Income",5,19,8,31,11,42,2,8,26
2013,01860000,Millbury,BIO,Male,15,36,16,38,9,21,2,5,42
2013,01860000,Millbury,BIO,Female,14,23,21,35,23,38,2,3,60
2013,01860000,Millbury,BIO,"High Needs",5,14,9,26,17,49,4,11,35
2013,01860000,Millbury,BIO,White,27,29,33,35,29,31,4,4,93
2013,01860000,Millbury,BIO,"Students with Disabilities",0,0,3,18,10,59,4,24,17
2013,01860000,Millbury,BIO,"Non-Title I",29,28,37,36,32,31,4,4,102
2013,01860000,Millbury,TEC,"All Students",4,7,37,64,12,21,5,9,58
2013,01860000,Millbury,TEC,"Non-Low Income",2,4,31,67,9,20,4,9,46
2013,01860000,Millbury,TEC,"Low Income",2,17,6,50,3,25,1,8,12
2013,01860000,Millbury,TEC,Male,4,8,32,67,9,19,3,6,48
2013,01860000,Millbury,TEC,Female,0,0,5,50,3,30,2,20,10
2013,01860000,Millbury,TEC,"High Needs",2,8,9,38,9,38,4,17,24
2013,01860000,Millbury,TEC,White,4,7,33,61,12,22,5,9,54
2013,01860000,Millbury,TEC,"Students with Disabilities",0,0,5,36,6,43,3,21,14
2013,01860000,Millbury,TEC,"Non-Title I",4,7,37,64,12,21,5,9,58
2013,01870000,Millis,BIO,"All Students",20,19,60,58,18,17,6,6,104
2013,01870000,Millis,BIO,"Non-Low Income",20,25,48,60,11,14,1,1,80
2013,01870000,Millis,BIO,"Low Income",0,0,12,50,7,29,5,21,24
2013,01870000,Millis,BIO,Male,8,15,31,60,9,17,4,8,52
2013,01870000,Millis,BIO,Female,12,23,29,56,9,17,2,4,52
2013,01870000,Millis,BIO,"High Needs",0,0,16,47,12,35,6,18,34
2013,01870000,Millis,BIO,White,18,19,54,57,17,18,6,6,95
2013,01870000,Millis,BIO,"Students with Disabilities",0,0,5,33,6,40,4,27,15
2013,01870000,Millis,BIO,"Non-Title I",20,19,60,58,18,17,6,6,104
2013,01890000,Milton,BIO,"All Students",114,50,95,41,17,7,4,2,230
2013,01890000,Milton,BIO,"Non-Low Income",108,56,75,39,9,5,2,1,194
2013,01890000,Milton,BIO,"Low Income",6,17,19,54,8,23,2,6,35
2013,01890000,Milton,BIO,Male,52,50,42,40,7,7,4,4,105
2013,01890000,Milton,BIO,Female,62,50,52,42,10,8,0,0,124
2013,01890000,Milton,BIO,"High Needs",10,19,30,58,8,15,4,8,52
2013,01890000,Milton,BIO,"African American",8,19,25,58,8,19,2,5,43
2013,01890000,Milton,BIO,Asian,7,64,2,18,2,18,0,0,11
2013,01890000,Milton,BIO,White,88,56,60,38,6,4,2,1,156
2013,01890000,Milton,BIO,everELL,3,25,4,33,5,42,0,0,12
2013,01890000,Milton,BIO,"Students with Disabilities",5,22,13,57,1,4,4,17,23
