Year,org_code,DistrictName,SchoolName,Grade,Group,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_ayppart,m_ayppart,s_ayppart
2010,00350328,Boston,"Thomas J Kenny",05,"Low Income",36,31," "," "," ",5," ",38,31," "," "," ",7," ",40,31," "," "," ",9," ",100,100,100
2010,00350328,Boston,"Thomas J Kenny",05,Black,30,22," "," "," ",7,1,33,22," "," "," ",11," ",36,22," "," "," ",13,1,100,100,100
2010,00350328,Boston,"Thomas J Kenny",05,"LEP/Formerly LEP",27,18," "," "," ",7,2,30,18," "," "," ",11,1,33,18," "," "," ",13,2,100,100,100
2010,00350346,Boston,Warren-Prescott,03,"All Students",54,46,5," "," "," ",3,54,46,5," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,00350346,Boston,Warren-Prescott,03,"Low Income",35,27,5," "," "," ",3,35,27,5," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,00350346,Boston,Warren-Prescott,03,Hispanic/Latino,15,11,2," "," "," ",2,15,11,2," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,00350346,Boston,Warren-Prescott,03,White,30,29,1," "," "," "," ",30,29,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00350346,Boston,Warren-Prescott,03,"LEP/Formerly LEP",12,10,2," "," "," "," ",12,10,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00350346,Boston,Warren-Prescott,03,"Special Ed",12,6,5," "," "," ",1,12,6,5," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00350346,Boston,Warren-Prescott,04,"All Students",42,39,1," "," "," ",2,43,39,1," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,00350346,Boston,Warren-Prescott,04,"Low Income",20,18," "," "," "," ",2,21,18," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,00350346,Boston,Warren-Prescott,04,Hispanic/Latino,14,14," "," "," "," "," ",14,14," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00350346,Boston,Warren-Prescott,04,White,22,21,1," "," "," "," ",22,21,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00350346,Boston,Warren-Prescott,05,"All Students",51,48,2," "," "," ",1,51,48,2," "," "," ",1,51,48,2," "," "," ",1,100,100,100
2010,00350346,Boston,Warren-Prescott,05,"Low Income",17,15,2," "," "," "," ",17,15,2," "," "," "," ",17,15,2," "," "," "," ",100,100,100
2010,00350346,Boston,Warren-Prescott,05,White,35,35," "," "," "," "," ",35,35," "," "," "," "," ",35,35," "," "," "," "," ",100,100,100
2010,00350346,Boston,Warren-Prescott,06,"All Students",50,46,1," "," "," ",3,50,46,1," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,00350346,Boston,Warren-Prescott,06,"Low Income",28,25,1," "," "," ",2,28,25,1," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,00350346,Boston,Warren-Prescott,06,Hispanic/Latino,15,13,1," "," "," ",1,15,13,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00350346,Boston,Warren-Prescott,06,White,30,29," "," "," "," ",1,30,29," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00350346,Boston,Warren-Prescott,06,"Special Ed",11,9,1," "," "," ",1,11,9,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00350346,Boston,Warren-Prescott,07,"All Students",46,42,1,1," "," ",2,46,42,1,1," "," ",2," "," "," "," "," "," "," ",98,98," "
2010,00350346,Boston,Warren-Prescott,07,"Low Income",34,30,1,1," "," ",2,34,30,1,1," "," ",2," "," "," "," "," "," "," ",97,97," "
2010,00350346,Boston,Warren-Prescott,07,Hispanic/Latino,20,18,1," "," "," ",1,20,18,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00350346,Boston,Warren-Prescott,07,White,21,19," ",1," "," ",1,21,19," ",1," "," ",1," "," "," "," "," "," "," ",95,95," "
2010,00350346,Boston,Warren-Prescott,07,"LEP/Formerly LEP",11,10," "," "," "," ",1,11,10," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00350346,Boston,Warren-Prescott,08,"All Students",42,31,3," ",1," ",7,42,31,3," ",1," ",7,42,31,3,1," "," ",7,98,98,98
2010,00350346,Boston,Warren-Prescott,08,"Low Income",35,27,3," ",1," ",4,35,27,3," ",1," ",4,35,27,3,1," "," ",4,97,97,97
2010,00350346,Boston,Warren-Prescott,08,Black,10,8,1," "," "," ",1,10,8,1," "," "," ",1,10,8,1," "," "," ",1,100,100,100
2010,00350346,Boston,Warren-Prescott,08,Hispanic/Latino,17,13,1," ",1," ",2,17,13,1," ",1," ",2,17,13,1,1," "," ",2,94,94,94
2010,00350346,Boston,Warren-Prescott,08,White,10,9," "," "," "," ",1,10,9," "," "," "," ",1,10,9," "," "," "," ",1,100,100,100
2010,00350360,Boston,"William Ellery Channing",03,"All Students",46,42," ",1," "," ",3,46,42," ",1," "," ",3," "," "," "," "," "," "," ",98,98," "
2010,00350360,Boston,"William Ellery Channing",03,"Low Income",36,32," ",1," "," ",3,36,32," ",1," "," ",3," "," "," "," "," "," "," ",97,97," "
2010,00350360,Boston,"William Ellery Channing",03,Black,31,29," "," "," "," ",2,31,29," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,00350360,Boston,"William Ellery Channing",03,Hispanic/Latino,12,10," ",1," "," ",1,12,10," ",1," "," ",1," "," "," "," "," "," "," ",92,92," "
2010,00350360,Boston,"William Ellery Channing",03,"LEP/Formerly LEP",15,14," "," "," "," ",1,15,14," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00350360,Boston,"William Ellery Channing",04,"All Students",62,58," ",1," "," ",3,62,59," "," "," "," ",3," "," "," "," "," "," "," ",98,100," "
2010,00350360,Boston,"William Ellery Channing",04,"Low Income",47,44," "," "," "," ",3,47,44," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,00350360,Boston,"William Ellery Channing",04,Black,46,43," ",1," "," ",2,46,44," "," "," "," ",2," "," "," "," "," "," "," ",98,100," "
2010,00350360,Boston,"William Ellery Channing",04,Hispanic/Latino,13,12," "," "," "," ",1,13,12," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00350360,Boston,"William Ellery Channing",04,"LEP/Formerly LEP",23,23," "," "," "," "," ",23,23," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00350360,Boston,"William Ellery Channing",05,"All Students",59,57," "," "," "," ",2,58,57," "," "," "," ",1,58,57," "," "," "," ",1,100,100,100
2010,00350360,Boston,"William Ellery Channing",05,"Low Income",51,49," "," "," "," ",2,50,49," "," "," "," ",1,50,49," "," "," "," ",1,100,100,100
2010,00350360,Boston,"William Ellery Channing",05,Black,42,40," "," "," "," ",2,41,40," "," "," "," ",1,41,40," "," "," "," ",1,100,100,100
2010,00350360,Boston,"William Ellery Channing",05,Hispanic/Latino,12,12," "," "," "," "," ",12,12," "," "," "," "," ",12,12," "," "," "," "," ",100,100,100
2010,00350360,Boston,"William Ellery Channing",05,"LEP/Formerly LEP",19,18," "," "," "," ",1,18,18," "," "," "," "," ",18,18," "," "," "," "," ",100,100,100
2010,00350363,Boston,"William McKinley",03,"All Students",14,8,2,1," "," ",3,14,8,2," "," "," ",4," "," "," "," "," "," "," ",93,100," "
2010,00350363,Boston,"William McKinley",03,"Low Income",11,6,2,1," "," ",2,11,6,2," "," "," ",3," "," "," "," "," "," "," ",91,100," "
2010,00350363,Boston,"William McKinley",03,"Special Ed",14,8,2,1," "," ",3,14,8,2," "," "," ",4," "," "," "," "," "," "," ",93,100," "
2010,00350363,Boston,"William McKinley",05,"All Students",25,10,11,1," "," ",3,25,10,11,1," "," ",3,25,10,11,1," "," ",3,96,96,96
2010,00350363,Boston,"William McKinley",05,"Low Income",17,8,7," "," "," ",2,17,8,7," "," "," ",2,17,8,7," "," "," ",2,100,100,100
2010,00350363,Boston,"William McKinley",05,Black,11,6,3," "," "," ",2,11,6,3," "," "," ",2,11,6,3," "," "," ",2,100,100,100
2010,00350363,Boston,"William McKinley",05,"Special Ed",24,10,11,1," "," ",2,24,10,11,1," "," ",2,24,10,11,1," "," ",2,96,96,96
2010,00350363,Boston,"William McKinley",06,"All Students",17,8,4," ",1," ",4,19,6,4,1,1," ",7," "," "," "," "," "," "," ",94,89," "
2010,00350363,Boston,"William McKinley",06,"Low Income",14,6,3," ",1," ",4,16,4,3,1,1," ",7," "," "," "," "," "," "," ",93,88," "
2010,00350363,Boston,"William McKinley",06,Black,10,5,2," "," "," ",3,10,4,2,1," "," ",3," "," "," "," "," "," "," ",100,90," "
2010,00350363,Boston,"William McKinley",06,"Special Ed",17,8,4," ",1," ",4,19,6,4,1,1," ",7," "," "," "," "," "," "," ",94,89," "
2010,00350363,Boston,"William McKinley",07,"All Students",30,17,3,4," "," ",6,32,16,3,5,1," ",7," "," "," "," "," "," "," ",87,81," "
2010,00350363,Boston,"William McKinley",07,"Low Income",21,11,1,3," "," ",6,22,12,1,2,1," ",6," "," "," "," "," "," "," ",86,86," "
2010,00350363,Boston,"William McKinley",07,Hispanic/Latino,13,7," ",4," "," ",2,15,8," ",2,1," ",4," "," "," "," "," "," "," ",69,80," "
2010,00350363,Boston,"William McKinley",07,"Special Ed",30,17,3,4," "," ",6,31,16,3,5,1," ",6," "," "," "," "," "," "," ",87,81," "
2010,00350363,Boston,"William McKinley",08,"All Students",50,29,4,5,1," ",11,50,28,4,8," "," ",10,52,24,4,13," "," ",11,88,84,75
2010,00350363,Boston,"William McKinley",08,"Low Income",36,20,3,3,1," ",9,36,17,4,7," "," ",8,38,14,4,11," "," ",9,89,81,71
2010,00350363,Boston,"William McKinley",08,Black,29,16,2,3,1," ",7,28,17,2,4," "," ",5,30,15,2,7," "," ",6,86,86,77
2010,00350363,Boston,"William McKinley",08,Hispanic/Latino,11,5,2,1," "," ",3,11,4,2,2," "," ",3,11,3,2,3," "," ",3,91,82,73
2010,00350363,Boston,"William McKinley",08,"Special Ed",49,29,4,4,1," ",11,49,28,4,7," "," ",10,51,24,4,12," "," ",11,90,86,76
2010,00350363,Boston,"William McKinley",10,"All Students",51,22,5,18,1," ",5,49,21,5,16,2," ",5,56,17,6,18," "," ",15,60,60,65
2010,00350363,Boston,"William McKinley",10,"Low Income",27,10,4,10,1," ",2,26,8,4,10,1," ",3,29,5,5,10," "," ",9,54,52,62
2010,00350363,Boston,"William McKinley",10,Black,22,9,3,10," "," "," ",22,9,3,9," "," ",1,27,9,4,10," "," ",4,50,55,60
2010,00350363,Boston,"William McKinley",10,Hispanic/Latino,17,7," ",5," "," ",5,15,6," ",4,1," ",4,16,4," ",4," "," ",8,71,67,75
2010,00350363,Boston,"William McKinley",10,White,10,4,2,3,1," "," ",10,4,2,3,1," "," ",10,2,2,3," "," ",3,50,50,63
2010,00350363,Boston,"William McKinley",10,"Special Ed",51,22,5,18,1," ",5,49,21,5,16,2," ",5,56,17,6,18," "," ",15,60,60,65
2010,00350366,Boston,"William E Russell",03,"All Students",62,56," ",1," "," ",5,62,56," ",1," "," ",5," "," "," "," "," "," "," ",98,98," "
2010,00350366,Boston,"William E Russell",03,"Low Income",59,54," ",1," "," ",4,59,54," ",1," "," ",4," "," "," "," "," "," "," ",98,98," "
2010,00350366,Boston,"William E Russell",03,Black,14,12," ",1," "," ",1,14,12," ",1," "," ",1," "," "," "," "," "," "," ",93,93," "
2010,00350366,Boston,"William E Russell",03,Hispanic/Latino,38,35," "," "," "," ",3,38,35," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,00350366,Boston,"William E Russell",03,"LEP/Formerly LEP",48,44," ",1," "," ",3,48,44," ",1," "," ",3," "," "," "," "," "," "," ",98,98," "
2010,00350366,Boston,"William E Russell",04,"All Students",57,51," "," "," ",4,2,57,51," "," "," ",4,2," "," "," "," "," "," "," ",100,100," "
2010,00350366,Boston,"William E Russell",04,"Low Income",53,47," "," "," ",4,2,53,47," "," "," ",4,2," "," "," "," "," "," "," ",100,100," "
2010,00350366,Boston,"William E Russell",04,Black,15,15," "," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00350366,Boston,"William E Russell",04,Hispanic/Latino,33,27," "," "," ",4,2,33,27," "," "," ",4,2," "," "," "," "," "," "," ",100,100," "
2010,00350366,Boston,"William E Russell",04,"LEP/Formerly LEP",38,32," "," "," ",4,2,38,32," "," "," ",4,2," "," "," "," "," "," "," ",100,100," "
2010,00350366,Boston,"William E Russell",05,"All Students",54,51," "," "," ",2,1,54,51," "," "," ",2,1,54,51," "," "," ",2,1,98,100,100
2010,00350366,Boston,"William E Russell",05,"Low Income",50,47," "," "," ",2,1,50,47," "," "," ",2,1,50,47," "," "," ",2,1,98,100,100
2010,00350366,Boston,"William E Russell",05,Black,18,18," "," "," "," "," ",18,18," "," "," "," "," ",18,18," "," "," "," "," ",100,100,100
2010,00350366,Boston,"William E Russell",05,Hispanic/Latino,29,26," "," "," ",2,1,29,26," "," "," ",2,1,29,26," "," "," ",2,1,97,100,100
2010,00350366,Boston,"William E Russell",05,"LEP/Formerly LEP",32,30," "," "," ",2," ",32,30," "," "," ",2," ",32,30," "," "," ",2," ",97,100,100
2010,00350366,Boston,"William E Russell",05,"Special Ed",10,10," "," "," "," "," ",10,10," "," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2010,00350370,Boston,"William Monroe Trotter",03,"All Students",53,49," ",1," "," ",3,52,50," "," "," "," ",2," "," "," "," "," "," "," ",98,100," "
2010,00350370,Boston,"William Monroe Trotter",03,"Low Income",49,46," ",1," "," ",2,49,47," "," "," "," ",2," "," "," "," "," "," "," ",98,100," "
2010,00350370,Boston,"William Monroe Trotter",03,Black,36,35," "," "," "," ",1,36,35," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00350370,Boston,"William Monroe Trotter",03,Hispanic/Latino,15,13," ",1," "," ",1,15,14," "," "," "," ",1," "," "," "," "," "," "," ",93,100," "
2010,00350370,Boston,"William Monroe Trotter",04,"All Students",45,41," ",1," "," ",3,44,42," "," "," "," ",2," "," "," "," "," "," "," ",98,100," "
2010,00350370,Boston,"William Monroe Trotter",04,"Low Income",38,36," "," "," "," ",2,38,36," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,00350370,Boston,"William Monroe Trotter",04,Black,33,30," ",1," "," ",2,33,31," "," "," "," ",2," "," "," "," "," "," "," ",97,100," "
2010,00350370,Boston,"William Monroe Trotter",04,"Special Ed",15,15," "," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00350370,Boston,"William Monroe Trotter",05,"All Students",63,61," "," "," "," ",2,63,61," "," "," "," ",2,63,61," "," "," "," ",2,100,100,100
2010,00350370,Boston,"William Monroe Trotter",05,"Low Income",58,58," "," "," "," "," ",59,58," "," "," "," ",1,59,58," "," "," "," ",1,100,100,100
2010,00350370,Boston,"William Monroe Trotter",05,Black,45,45," "," "," "," "," ",46,45," "," "," "," ",1,46,45," "," "," "," ",1,100,100,100
2010,00350370,Boston,"William Monroe Trotter",05,Hispanic/Latino,13,12," "," "," "," ",1,13,12," "," "," "," ",1,13,12," "," "," "," ",1,100,100,100
2010,00350370,Boston,"William Monroe Trotter",05,"Special Ed",15,15," "," "," "," "," ",15,15," "," "," "," "," ",15,15," "," "," "," "," ",100,100,100
2010,00350374,Boston,"Winship Elementary",03,"All Students",45,40," "," "," "," ",5,45,40," "," "," "," ",5," "," "," "," "," "," "," ",100,100," "
2010,00350374,Boston,"Winship Elementary",03,"Low Income",37,34," "," "," "," ",3,37,34," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,00350374,Boston,"Winship Elementary",03,Hispanic/Latino,17,16," "," "," "," ",1,17,16," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00350374,Boston,"Winship Elementary",03,White,12,11," "," "," "," ",1,12,11," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00350374,Boston,"Winship Elementary",03,"LEP/Formerly LEP",18,17," "," "," "," ",1,18,17," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00350374,Boston,"Winship Elementary",03,"Special Ed",10,9," "," "," "," ",1,10,9," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00350374,Boston,"Winship Elementary",04,"All Students",24,23," "," "," "," ",1,24,23," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00350374,Boston,"Winship Elementary",04,"Low Income",23,22," "," "," "," ",1,23,22," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00350374,Boston,"Winship Elementary",04,Black,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00350374,Boston,"Winship Elementary",04,Hispanic/Latino,10,9," "," "," "," ",1,10,9," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00350374,Boston,"Winship Elementary",04,"LEP/Formerly LEP",10,9," "," "," "," ",1,10,9," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00350374,Boston,"Winship Elementary",05,"All Students",24,22," "," "," "," ",2,24,22," "," "," "," ",2,24,22," "," "," "," ",2,100,100,100
2010,00350374,Boston,"Winship Elementary",05,"Low Income",23,21," "," "," "," ",2,23,21," "," "," "," ",2,23,21," "," "," "," ",2,100,100,100
2010,00350374,Boston,"Winship Elementary",05,Hispanic/Latino,12,10," "," "," "," ",2,12,10," "," "," "," ",2,12,10," "," "," "," ",2,100,100,100
2010,00350375,Boston,"Edison K-8",03,"All Students",56,44," ",1," ",8,3,58,44," "," "," ",10,4," "," "," "," "," "," "," ",96,100," "
2010,00350375,Boston,"Edison K-8",03,"Low Income",48,38," ",1," ",6,3,50,38," "," "," ",8,4," "," "," "," "," "," "," ",98,100," "
2010,00350375,Boston,"Edison K-8",03,Black,15,14," "," "," "," ",1,15,14," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00350375,Boston,"Edison K-8",03,Hispanic/Latino,16,14," "," "," "," ",2,16,14," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,00350375,Boston,"Edison K-8",03,White,15,8," ",1," ",6," ",15,8," "," "," ",6,1," "," "," "," "," "," "," ",87,100," "
2010,00350375,Boston,"Edison K-8",03,"LEP/Formerly LEP",30,20," ",1," ",8,1,32,20," "," "," ",10,2," "," "," "," "," "," "," ",93,100," "
2010,00350375,Boston,"Edison K-8",03,"Special Ed",12,11," "," "," "," ",1,12,11," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00350375,Boston,"Edison K-8",04,"All Students",69,55," ",2,1,4,7,68,56," ",1," ",4,7," "," "," "," "," "," "," ",96,99," "
2010,00350375,Boston,"Edison K-8",04,"Low Income",56,45," ",2,1,4,4,56,46," ",1," ",4,5," "," "," "," "," "," "," ",95,98," "
2010,00350375,Boston,"Edison K-8",04,Black,16,13," "," "," ",1,2,16,13," "," "," ",1,2," "," "," "," "," "," "," ",100,100," "
2010,00350375,Boston,"Edison K-8",04,Asian,10,5," ",1,1,1,2,10,6," "," "," ",1,3," "," "," "," "," "," "," ",80,100," "
2010,00350375,Boston,"Edison K-8",04,Hispanic/Latino,25,22," ",1," "," ",2,25,22," ",1," "," ",2," "," "," "," "," "," "," ",96,96," "
2010,00350375,Boston,"Edison K-8",04,White,14,12," "," "," ",2," ",14,12," "," "," ",2," "," "," "," "," "," "," "," ",100,100," "
2010,00350375,Boston,"Edison K-8",04,"LEP/Formerly LEP",28,22," ",1," ",4,1,28,22," "," "," ",4,2," "," "," "," "," "," "," ",96,100," "
2010,00350375,Boston,"Edison K-8",04,"Special Ed",16,12," "," ",1," ",3,16,12," ",1," "," ",3," "," "," "," "," "," "," ",94,94," "
2010,00350375,Boston,"Edison K-8",05,"All Students",64,52," ",2," ",2,8,66,51," ",3," ",4,8,63,52," ",2," ",2,7,97,95,97
2010,00350375,Boston,"Edison K-8",05,"Low Income",56,47," ",1," ",2,6,58,46," ",2," ",4,6,55,47," ",1," ",2,5,98,97,98
2010,00350375,Boston,"Edison K-8",05,Black,24,20," ",1," ",1,2,26,20," ",1," ",3,2,24,20," ",1," ",1,2,96,96,96
2010,00350375,Boston,"Edison K-8",05,Hispanic/Latino,20,17," "," "," "," ",3,20,16," ",1," "," ",3,20,17," "," "," "," ",3,100,95,100
2010,00350375,Boston,"Edison K-8",05,"LEP/Formerly LEP",24,18," ",2," ",2,2,26,17," ",3," ",4,2,24,18," ",2," ",2,2,92,88,92
2010,00350375,Boston,"Edison K-8",05,"Special Ed",17,16," "," "," "," ",1,17,16," "," "," "," ",1,16,16," "," "," "," "," ",100,100,100
2010,00350375,Boston,"Edison K-8",06,"All Students",116,109," ",1," "," ",6,119,108," ",2,1," ",8," "," "," "," "," "," "," ",99,97," "
2010,00350375,Boston,"Edison K-8",06,"Low Income",105,101," ",1," "," ",3,106,100," ",1,1," ",4," "," "," "," "," "," "," ",99,98," "
2010,00350375,Boston,"Edison K-8",06,Black,35,33," "," "," "," ",2,35,32," ",1," "," ",2," "," "," "," "," "," "," ",100,97," "
2010,00350375,Boston,"Edison K-8",06,Asian,30,29," "," "," "," ",1,30,29," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00350375,Boston,"Edison K-8",06,Hispanic/Latino,40,39," "," "," "," ",1,41,38," "," ",1," ",2," "," "," "," "," "," "," ",100,98," "
2010,00350375,Boston,"Edison K-8",06,"LEP/Formerly LEP",38,37," "," "," "," ",1,38,36," "," ",1," ",1," "," "," "," "," "," "," ",100,97," "
2010,00350375,Boston,"Edison K-8",06,"Special Ed",25,24," ",1," "," "," ",25,23," ",1,1," "," "," "," "," "," "," "," "," ",96,92," "
2010,00350375,Boston,"Edison K-8",07,"All Students",99,89," ",4," "," ",6,98,88," ",4,1," ",5," "," "," "," "," "," "," ",96,95," "
2010,00350375,Boston,"Edison K-8",07,"Low Income",86,78," ",4," "," ",4,86,78," ",3,1," ",4," "," "," "," "," "," "," ",95,95," "
2010,00350375,Boston,"Edison K-8",07,Black,30,28," "," "," "," ",2,30,28," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,00350375,Boston,"Edison K-8",07,Asian,12,10," ",1," "," ",1,12,11," "," "," "," ",1," "," "," "," "," "," "," ",92,100," "
2010,00350375,Boston,"Edison K-8",07,Hispanic/Latino,47,41," ",3," "," ",3,46,39," ",4,1," ",2," "," "," "," "," "," "," ",94,89," "
2010,00350375,Boston,"Edison K-8",07,"LEP/Formerly LEP",42,38," ",2," "," ",2,42,39," "," ",1," ",2," "," "," "," "," "," "," ",95,98," "
2010,00350375,Boston,"Edison K-8",07,"Special Ed",40,35," ",2," "," ",3,39,33," ",3,1," ",2," "," "," "," "," "," "," ",95,90," "
2010,00350375,Boston,"Edison K-8",08,"All Students",114,108," ",1," "," ",5,113,107," ",2," "," ",4,113,105," ",4," "," ",4,99,98,96
2010,00350375,Boston,"Edison K-8",08,"Low Income",104,100," ",1," "," ",3,103,99," ",2," "," ",2,103,97," ",4," "," ",2,99,98,96
2010,00350375,Boston,"Edison K-8",08,Black,41,39," "," "," "," ",2,40,39," "," "," "," ",1,40,37," ",2," "," ",1,100,100,95
2010,00350375,Boston,"Edison K-8",08,Asian,11,11," "," "," "," "," ",11,11," "," "," "," "," ",11,11," "," "," "," "," ",100,100,100
2010,00350375,Boston,"Edison K-8",08,Hispanic/Latino,55,52," ",1," "," ",2,55,51," ",2," "," ",2,55,51," ",2," "," ",2,98,96,96
2010,00350375,Boston,"Edison K-8",08,"LEP/Formerly LEP",28,28," "," "," "," "," ",28,26," ",2," "," "," ",28,27," ",1," "," "," ",100,93,96
2010,00350375,Boston,"Edison K-8",08,"Special Ed",45,42," ",1," "," ",2,44,43," "," "," "," ",1,44,41," ",2," "," ",1,98,100,95
2010,00350376,Boston,"King K-8",03,"All Students",25,22," "," "," "," ",3,25,22," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,00350376,Boston,"King K-8",03,"Low Income",22,19," "," "," "," ",3,22,19," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,00350376,Boston,"King K-8",03,Black,16,15," "," "," "," ",1,16,15," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00350376,Boston,"King K-8",04,"All Students",25,23," "," "," "," ",2,25,23," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,00350376,Boston,"King K-8",04,"Low Income",25,23," "," "," "," ",2,25,23," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,00350376,Boston,"King K-8",04,Black,16,14," "," "," "," ",2,16,14," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,00350376,Boston,"King K-8",05,"All Students",24,22," "," "," "," ",2,25,21," ",1," "," ",3,25,21," ",1," "," ",3,100,96,96
2010,00350376,Boston,"King K-8",05,"Low Income",23,21," "," "," "," ",2,23,20," ",1," "," ",2,23,20," ",1," "," ",2,100,96,96
2010,00350376,Boston,"King K-8",05,Black,18,16," "," "," "," ",2,18,16," "," "," "," ",2,18,16," "," "," "," ",2,100,100,100
2010,00350376,Boston,"King K-8",06,"All Students",33,33," "," "," "," "," ",33,33," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00350376,Boston,"King K-8",06,"Low Income",29,29," "," "," "," "," ",29,29," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00350376,Boston,"King K-8",06,Black,22,22," "," "," "," "," ",22,22," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00350376,Boston,"King K-8",06,Hispanic/Latino,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00350376,Boston,"King K-8",07,"All Students",60,52," ",2," "," ",6,59,53," ",1," "," ",5," "," "," "," "," "," "," ",97,98," "
2010,00350376,Boston,"King K-8",07,"Low Income",50,45," ",2," "," ",3,50,46," ",1," "," ",3," "," "," "," "," "," "," ",96,98," "
2010,00350376,Boston,"King K-8",07,Black,39,36," ",1," "," ",2,39,37," "," "," "," ",2," "," "," "," "," "," "," ",97,100," "
2010,00350376,Boston,"King K-8",07,Hispanic/Latino,14,11," "," "," "," ",3,14,11," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,00350376,Boston,"King K-8",07,"Special Ed",10,9," ",1," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",90,100," "
2010,00350376,Boston,"King K-8",08,"All Students",69,63," ",1," "," ",5,69,63," "," "," "," ",6,69,63," "," "," "," ",6,99,100,100
2010,00350376,Boston,"King K-8",08,"Low Income",61,55," ",1," "," ",5,61,55," "," "," "," ",6,61,55," "," "," "," ",6,98,100,100
2010,00350376,Boston,"King K-8",08,Black,46,43," "," "," "," ",3,46,43," "," "," "," ",3,46,43," "," "," "," ",3,100,100,100
2010,00350376,Boston,"King K-8",08,Hispanic/Latino,22,19," ",1," "," ",2,22,19," "," "," "," ",3,22,19," "," "," "," ",3,95,100,100
2010,00350376,Boston,"King K-8",08,"LEP/Formerly LEP",11,9," "," "," "," ",2,11,9," "," "," "," ",2,11,9," "," "," "," ",2,100,100,100
2010,00350377,Boston,"Higginson/Lewis K-8",03,"All Students",23,19,2," "," "," ",2,24,19,2," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,00350377,Boston,"Higginson/Lewis K-8",03,"Low Income",23,19,2," "," "," ",2,23,19,2," "," "," ",2," "," "," "," "," "," "," ",100,100," "
