adminyear,grade,org_code,district,subject,tested,wptopdev,wpconvent,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11,item12,item13,item14,item15,item16,item17,item18,item19,item20,item21,item22,item23,item24,item25,item26,item27,item28,item29,item30,item31,item32,item33,item34,item35,item36,item37,item38,item39,item40,item41,item42,item43,item44,item45
2007,05,00610000,Chicopee,SCI,499,,,0.8,0.85,0.93,0.78,0.56,0.66,0.74,0.79,0.85,0.38,0.6,0.67,0.55,0.71,0.88,0.86,0.45,1.2,1.68,0.3,0.86,0.51,0.71,0.67,0.74,0.7,0.43,0.63,0.66,0.67,0.85,0.49,0.76,0.74,0.72,0.83,1.36,1.76,2.34,,,,,,
2007,06,00610000,Chicopee,MATH,559,,,0.91,0.81,0.78,0.35,0.71,0.45,0.57,0.66,0.71,2.55,0.14,0.12,2.24,0.61,0.52,0.57,1.82,0.7,0.7,0.72,0.54,0.81,0.5,0.48,0.59,0.68,2.91,0.61,0.48,0.62,2.34,0.61,0.63,0.6,0.61,0.62,0.23,0.68,0.72,,,,,,
2007,06,00610000,Chicopee,ELA,556,,,0.87,0.71,0.82,0.96,0.76,0.59,0.82,0.86,1.96,0.69,0.76,0.79,0.71,0.93,0.69,0.54,0.49,1.65,0.63,0.94,0.67,0.7,0.51,0.9,0.8,0.94,1.86,0.75,0.64,0.67,0.58,0.76,0.71,0.79,0.78,2.17,0.76,0.57,0.71,0.6,,,,,
2007,07,00610000,Chicopee,MATH,601,,,0.84,0.68,0.25,0.65,0.66,0.46,0.52,0.47,1.96,0.41,0.69,0.51,0.66,0.34,0.81,0.79,0.29,0.71,0.2,0.84,0.75,2.11,0.73,0.66,0.4,0.42,0.6,2.64,1.24,0.73,0.32,0.39,0.31,0.52,0.55,0.51,0.36,0.43,2.14,,,,,,
2007,07,00610000,Chicopee,ELA,603,6.29,5.83,0.83,0.84,0.81,0.81,0.53,0.68,0.72,0.78,1.77,0.87,0.64,0.49,0.57,0.66,0.58,0.79,0.68,2.04,0.86,0.65,0.74,0.82,0.77,0.78,0.6,0.71,1.61,0.67,0.75,0.72,0.86,0.75,0.88,0.8,0.71,1.69,0.59,0.72,0.84,0.85,,,,,
2007,08,00610000,Chicopee,MATH,568,,,0.78,0.43,0.63,0.44,0.41,0.43,0.45,0.27,1.16,0.24,0.71,0.39,0.66,0.34,0.48,0.63,0.45,0.4,0.39,0.23,0.76,1.95,0.76,0.59,0.67,0.55,0.42,1.71,1.21,0.4,0.6,0.59,0.73,0.56,0.63,0.22,0.61,0.52,1.92,,,,,,
2007,08,00610000,Chicopee,ELA,568,,,0.66,0.78,0.71,0.69,0.71,0.83,0.68,0.71,1.93,0.8,0.82,0.7,0.79,0.58,0.81,0.68,0.73,0.58,0.73,1.69,0.88,0.76,0.75,0.7,0.65,0.92,0.74,1.9,0.91,0.6,0.55,0.79,0.61,0.61,0.46,1.84,0.66,0.68,0.66,0.58,,,,,
2007,08,00610000,Chicopee,SCI,569,,,0.81,0.7,0.63,0.73,0.49,0.61,0.53,0.47,0.7,0.5,0.44,0.5,0.65,0.54,0.34,0.7,0.56,1.75,1.39,0.86,0.6,0.42,0.45,0.55,0.27,0.35,0.56,0.86,0.54,0.79,0.62,0.56,0.47,0.49,0.52,0.73,1.39,1.55,1.23,,,,,,
2007,10,00610000,Chicopee,MATH,663,,,0.77,0.77,0.46,0.55,0.67,0.64,0.59,0.6,0.49,0.57,0.53,0.79,0.45,0.6,0.71,0.63,1.21,0.57,0.51,2.34,1.49,0.64,0.56,0.66,0.43,0.33,0.49,0.38,0.7,0.47,2.26,0.66,0.56,0.6,0.66,0.61,0.44,0.65,0.45,0.49,1.54,1.25,,,
2007,10,00610000,Chicopee,ELA,675,6.86,6.8,0.7,0.72,0.86,0.84,0.82,0.59,0.63,0.73,1.84,0.91,0.59,0.66,0.63,0.69,0.73,0.44,0.81,0.85,1.58,0.47,0.83,0.67,0.59,0.73,0.9,0.64,2.05,0.57,0.94,0.8,0.86,0.86,0.51,0.75,0.86,2.14,0.75,0.85,0.69,0.39,,,,,
2007,HS,00610000,Chicopee,BIO,567,,,0.86,0.2,0.51,0.6,0.81,0.63,0.39,0.57,0.31,0.47,1.25,0.71,0.25,0.47,0.58,0.35,0.25,0.52,0.57,0.54,0.43,0.82,0.45,0.69,2.07,1.18,0.67,0.43,0.63,0.33,0.73,0.86,0.73,0.61,0.54,0.55,0.44,0.74,0.72,0.23,0.4,0.27,0.66,0.49,0.3
2007,HS,00610000,Chicopee,PHY,633,,,0.72,0.61,0.23,0.29,0.42,0.49,0.51,0.48,0.57,0.54,1.58,0.45,0.6,0.38,0.36,0.67,0.39,0.63,0.62,0.45,0.23,0.42,0.29,0.55,1.45,1.08,0.7,0.27,0.23,0.41,0.55,1.02,0.33,0.57,0.47,0.43,0.67,0.32,1.37,0.43,0.42,0.39,0.59,0.33,0.58
2007,03,00630000,Clarksburg,MATH,16,,,1,0.81,0.75,0.94,0.94,0.94,1.94,0.94,0.94,0.94,1,0.88,1,0.75,0.81,2,1,1,1,0.88,0.88,0.81,1.81,1,0.69,0.88,1,0.81,1,1.75,0.69,0.88,1,0.88,1.06,,,,,,,,,,
2007,03,00630000,Clarksburg,ELA,16,,,0.88,1,0.88,0.63,0.88,0.63,0.94,0.94,1,0.94,0.38,0.88,0.44,0.5,0.94,1,0.75,0.94,0.88,0.69,2.38,0.75,0.94,0.81,0.63,1,0.81,0.63,0.94,0.94,0.94,0.94,2.13,0.81,0.63,0.56,0.94,0.75,0.75,0.81,0.75,1,,,
2007,04,00630000,Clarksburg,MATH,20,,,1,0.95,0.7,0.75,0.8,0.8,0.85,0.6,0.65,1.4,0.75,0.65,2.45,0.65,0.7,0.95,2.6,0.85,0.6,0.45,0.85,0.9,0.6,0.65,0.7,0.65,2.6,0.9,0.4,0.9,2.8,0.75,0.65,0.6,0.7,0.85,0.75,0.85,0.75,,,,,,
2007,04,00630000,Clarksburg,ELA,20,6.1,6.1,0.95,0.95,0.9,0.9,0.65,0.55,0.9,2.1,0.95,1,1,0.8,0.9,0.85,0.8,0.8,2.05,0.95,0.95,0.8,0.75,0.85,0.7,0.9,0.95,1.55,0.6,0.65,0.85,0.6,0.55,0.5,0.45,0.85,1.9,0.95,0.85,0.75,0.65,0.55,,,,,
2007,05,00630000,Clarksburg,MATH,20,,,0.8,1,0.6,0.95,0.7,0.8,0.85,0.85,0.8,3.05,0.35,0.8,2.9,0.5,0.7,0.65,1.6,0.8,0.9,0.7,0.75,0.7,0.75,0.9,0.4,0.6,1.65,0.8,0.45,0.75,2.15,0.8,0.5,0.6,0.7,0.7,0.85,0.75,0.65,,,,,,
2007,05,00630000,Clarksburg,ELA,20,,,0.75,0.55,0.7,0.95,0.8,0.9,0.9,0.8,1.95,0.85,0.8,0.75,0.85,0.95,0.7,0.8,0.65,2.15,0.95,0.7,0.85,0.9,0.8,1,0.8,0.9,1.75,0.9,0.9,0.65,0.65,0.85,0.65,0.65,0.55,1.7,0.8,0.85,0.7,0.65,,,,,
2007,05,00630000,Clarksburg,SCI,20,,,0.9,0.9,0.95,0.75,0.75,0.85,0.8,0.9,0.95,0.5,0.65,0.75,0.45,0.65,1,1,0.5,1.8,2.15,0.65,0.95,0.7,0.75,0.9,0.85,0.8,0.35,0.75,0.7,0.8,0.85,0.6,0.85,0.9,0.95,1,2.05,2.4,2.85,,,,,,
2007,06,00630000,Clarksburg,MATH,32,,,0.69,0.91,0.63,0.47,0.5,0.53,0.47,0.63,0.72,2.91,0.06,0.22,2.84,0.69,0.81,0.72,1.09,0.94,0.81,0.72,0.53,0.81,0.44,0.47,0.53,0.78,3.16,0.81,0.34,0.69,2.28,0.78,0.16,0.5,0.66,0.56,0.31,0.69,0.63,,,,,,
2007,06,00630000,Clarksburg,ELA,32,,,0.84,0.75,0.81,0.97,0.81,0.59,0.91,0.91,2.03,0.69,0.84,0.94,0.78,0.97,0.78,0.44,0.63,1.63,0.72,1,0.88,0.78,0.56,0.91,0.84,0.97,1.94,0.69,0.72,0.78,0.78,0.88,0.91,0.84,0.78,2.03,0.81,0.47,0.72,0.63,,,,,
2007,07,00630000,Clarksburg,MATH,26,,,0.88,0.73,0.27,0.65,0.85,0.35,0.73,0.58,2.81,0.46,0.88,0.62,0.81,0.31,0.81,0.88,0.46,0.96,0.81,0.81,0.81,2.65,0.85,0.62,0.42,0.58,0.65,3.08,1.65,0.77,0.27,0.62,0.65,0.54,0.92,0.81,0.5,0.42,2.92,,,,,,
2007,07,00630000,Clarksburg,ELA,26,6.81,6.08,0.88,0.88,0.85,0.81,0.85,0.65,0.77,0.85,2.04,0.88,0.65,0.5,0.62,0.65,0.73,0.92,0.81,2.69,0.96,0.73,0.85,0.88,0.88,0.77,0.65,0.81,2.08,0.65,0.65,1,0.96,0.88,1,0.88,0.92,2.27,0.73,0.77,0.85,0.92,,,,,
2007,08,00630000,Clarksburg,MATH,20,,,0.7,0.55,0.7,0.5,0.15,0.35,0.5,0.45,0.7,0.1,0.5,0.4,0.5,0.35,0.3,0.55,0.3,0.3,0.6,0.4,0.85,2.6,0.55,0.65,0.9,0.7,0.45,1.8,1.7,0.45,0.7,0.65,0.55,0.65,0.6,0.25,0.65,0.6,1.7,,,,,,
2007,08,00630000,Clarksburg,ELA,20,,,0.9,0.9,0.75,0.9,0.9,0.9,0.85,0.7,2.3,0.9,0.85,0.7,0.75,0.75,0.85,0.75,0.65,0.65,0.9,2.1,0.8,0.65,0.9,0.75,0.75,1,0.85,2.7,1,0.75,0.55,0.9,0.7,0.6,0.5,2.8,0.75,0.65,0.9,0.6,,,,,
2007,08,00630000,Clarksburg,SCI,20,,,0.65,0.45,0.8,0.7,0.6,0.6,0.55,0.4,0.5,0.35,0.3,0.25,0.7,0.65,0.4,0.85,0.65,2.5,1,0.95,0.5,0.65,0.4,0.8,0.25,0.55,0.5,0.95,0.65,0.8,0.55,0.45,0.5,0.85,0.5,0.6,1.4,1.8,1.3,,,,,,
2007,03,00640000,Clinton,MATH,152,,,0.89,0.7,0.85,0.78,0.84,0.75,1.42,0.75,0.86,0.72,0.79,0.77,0.86,0.43,0.8,1.16,0.97,0.78,0.84,0.31,0.9,0.47,1,0.81,0.45,0.7,0.63,0.82,0.84,1.68,0.43,0.72,0.86,0.76,1.22,,,,,,,,,,
2007,03,00640000,Clinton,ELA,151,,,0.73,0.95,0.87,0.82,0.87,0.72,0.68,0.83,0.85,0.71,0.67,0.74,0.61,0.54,0.87,0.76,0.66,0.78,0.79,0.81,2.3,0.7,0.74,0.64,0.79,0.88,0.79,0.59,0.85,0.83,0.75,0.8,1.77,0.65,0.64,0.66,0.64,0.73,0.69,0.83,0.68,0.86,,,
2007,04,00640000,Clinton,MATH,144,,,0.93,0.83,0.79,0.71,0.8,0.69,0.77,0.72,0.63,3.02,0.78,0.68,2.38,0.76,0.38,0.82,2.26,0.81,0.77,0.83,0.75,0.61,0.8,0.77,0.61,0.62,2.25,0.76,0.49,0.76,2.69,0.83,0.64,0.66,0.76,0.74,0.65,0.78,0.53,,,,,,
2007,04,00640000,Clinton,ELA,144,7.1,6.37,0.91,0.88,0.87,0.87,0.74,0.65,0.85,2,0.88,0.86,0.75,0.78,0.81,0.8,0.71,0.73,1.57,0.88,0.95,0.82,0.74,0.88,0.69,0.88,0.82,1.45,0.7,0.62,0.64,0.63,0.79,0.66,0.83,0.79,1.88,0.96,0.83,0.6,0.69,0.58,,,,,
2007,05,00640000,Clinton,MATH,125,,,0.94,0.91,0.77,0.8,0.66,0.82,0.9,0.78,0.74,3.3,0.83,0.78,2.74,0.66,0.66,0.77,1.32,0.9,0.92,0.69,0.78,0.67,0.76,0.86,0.68,0.81,3.11,0.8,0.5,0.77,2.18,0.94,0.34,0.66,0.58,0.66,0.86,0.74,0.55,,,,,,
2007,05,00640000,Clinton,ELA,125,,,0.7,0.7,0.7,0.87,0.82,0.71,0.89,0.74,2.1,0.77,0.82,0.84,0.77,0.8,0.78,0.7,0.65,2.37,0.94,0.76,0.85,0.74,0.73,0.86,0.76,0.8,2,0.82,0.77,0.6,0.78,0.9,0.63,0.76,0.59,1.79,0.75,0.78,0.7,0.76,,,,,
2007,05,00640000,Clinton,SCI,125,,,0.9,0.94,0.95,0.85,0.71,0.71,0.82,0.86,0.9,0.75,0.69,0.69,0.54,0.81,0.89,0.86,0.6,1.37,1.85,0.26,0.9,0.55,0.86,0.72,0.79,0.9,0.61,0.79,0.74,0.7,0.9,0.57,0.9,0.82,0.81,0.93,1.98,2.21,2.74,,,,,,
2007,06,00640000,Clinton,MATH,167,,,0.96,0.88,0.74,0.45,0.81,0.52,0.69,0.64,0.77,2.86,0.2,0.11,2.5,0.7,0.7,0.52,2,0.77,0.86,0.8,0.64,0.9,0.65,0.51,0.65,0.9,3.17,0.72,0.37,0.78,2.68,0.79,0.71,0.73,0.56,0.72,0.28,0.66,0.84,,,,,,
2007,06,00640000,Clinton,ELA,164,,,0.94,0.73,0.88,0.95,0.82,0.58,0.84,0.85,2.06,0.79,0.78,0.87,0.78,0.93,0.77,0.51,0.53,1.94,0.65,0.94,0.77,0.77,0.7,0.93,0.74,0.95,1.87,0.83,0.61,0.67,0.62,0.76,0.76,0.84,0.82,2.4,0.85,0.56,0.74,0.68,,,,,
2007,07,00640000,Clinton,MATH,145,,,0.87,0.77,0.35,0.59,0.65,0.62,0.62,0.51,2.42,0.5,0.85,0.61,0.74,0.51,0.86,0.81,0.52,0.72,0.32,0.81,0.76,2.48,0.79,0.73,0.6,0.47,0.73,2.95,1.82,0.81,0.37,0.52,0.39,0.53,0.75,0.7,0.58,0.57,2.14,,,,,,
2007,07,00640000,Clinton,ELA,147,6.77,6.02,0.88,0.88,0.92,0.89,0.71,0.73,0.76,0.72,1.94,0.88,0.73,0.54,0.63,0.78,0.66,0.87,0.76,2.2,0.92,0.78,0.82,0.88,0.89,0.84,0.74,0.81,1.72,0.75,0.86,0.82,0.93,0.89,0.97,0.93,0.88,1.95,0.66,0.84,0.95,0.97,,,,,
2007,08,00640000,Clinton,MATH,164,,,0.85,0.67,0.74,0.53,0.69,0.51,0.43,0.41,1.4,0.34,0.68,0.54,0.71,0.63,0.78,0.69,0.53,0.59,0.54,0.29,0.83,2.26,0.72,0.76,0.76,0.82,0.55,2.4,1.76,0.6,0.79,0.7,0.52,0.71,0.73,0.18,0.74,0.62,2.33,,,,,,
2007,08,00640000,Clinton,ELA,166,,,0.77,0.81,0.75,0.82,0.81,0.87,0.75,0.75,2.1,0.84,0.86,0.77,0.84,0.69,0.83,0.72,0.78,0.66,0.86,2.05,0.91,0.83,0.8,0.73,0.61,0.95,0.8,2.08,0.93,0.7,0.63,0.8,0.61,0.61,0.55,2.1,0.7,0.81,0.73,0.64,,,,,
2007,08,00640000,Clinton,SCI,166,,,0.82,0.78,0.63,0.75,0.57,0.81,0.64,0.46,0.77,0.4,0.36,0.36,0.78,0.4,0.36,0.77,0.69,2.15,1.59,0.93,0.57,0.4,0.49,0.7,0.48,0.48,0.64,0.92,0.52,0.89,0.67,0.56,0.57,0.57,0.66,0.81,1.8,1.19,2.14,,,,,,
2007,10,00640000,Clinton,MATH,137,,,0.96,0.85,0.73,0.65,0.85,0.85,0.78,0.76,0.72,0.73,0.78,0.82,0.56,0.76,0.88,0.83,2.14,0.82,0.62,3.35,2.65,0.82,0.8,0.91,0.47,0.44,0.57,0.53,0.83,0.65,3.18,0.79,0.77,0.83,0.85,0.8,0.55,0.9,0.53,0.64,2.88,2.3,,,
2007,10,00640000,Clinton,ELA,134,7.63,7.28,0.78,0.75,0.96,0.97,0.92,0.8,0.81,0.81,2.31,0.97,0.74,0.79,0.78,0.75,0.87,0.6,0.87,0.97,2.1,0.66,0.92,0.76,0.71,0.83,0.98,0.69,2.43,0.69,0.96,0.9,0.88,0.94,0.55,0.87,0.95,2.73,0.78,0.92,0.73,0.55,,,,,
2007,HS,00640000,Clinton,BIO,127,,,0.92,0.24,0.74,0.8,0.94,0.79,0.47,0.68,0.32,0.61,1.97,0.91,0.52,0.83,0.84,0.52,0.5,0.7,0.63,0.6,0.46,0.94,0.54,0.82,3.07,1.84,0.82,0.44,0.8,0.61,0.83,1.74,0.87,0.79,0.72,0.7,0.6,0.96,1.4,0.59,0.46,0.28,0.86,0.68,0.4
2007,03,00650000,Cohasset,MATH,117,,,0.97,0.8,0.97,0.85,0.89,0.86,1.6,0.92,0.93,0.86,0.87,0.85,0.86,0.62,0.75,1.43,0.96,0.89,0.93,0.62,0.95,0.74,1.52,0.96,0.76,0.85,0.91,0.94,0.9,1.89,0.78,0.83,0.92,0.94,1.5,,,,,,,,,,
2007,03,00650000,Cohasset,ELA,118,,,0.91,1,0.94,0.92,0.95,0.79,0.95,0.96,0.99,0.86,0.77,0.99,0.75,0.65,0.98,0.92,0.77,0.92,0.9,0.91,2.81,0.85,0.88,0.84,0.99,0.95,0.9,0.69,0.97,0.98,0.91,0.89,2.27,0.75,0.8,0.78,0.86,0.93,0.95,0.95,0.88,0.97,,,
2007,04,00650000,Cohasset,MATH,108,,,0.97,0.85,0.87,0.73,0.86,0.69,0.84,0.8,0.62,2.89,0.78,0.73,2.82,0.85,0.42,0.83,2.53,0.93,0.79,0.86,0.9,0.83,0.8,0.93,0.75,0.74,2.38,0.95,0.57,0.82,2.96,0.93,0.68,0.72,0.76,0.9,0.7,0.81,0.86,,,,,,
2007,04,00650000,Cohasset,ELA,109,7.73,6.82,0.94,0.91,0.94,0.94,0.83,0.55,0.82,2.36,0.93,0.95,0.91,0.88,0.94,0.93,0.85,0.83,2.17,0.94,0.96,0.82,0.96,0.94,0.84,0.94,0.77,1.67,0.8,0.79,0.79,0.77,0.8,0.77,0.85,0.86,2.07,0.97,0.89,0.8,0.86,0.77,,,,,
2007,05,00650000,Cohasset,MATH,114,,,0.95,0.96,0.96,0.96,0.77,0.9,0.86,0.89,0.81,3.61,0.86,0.86,2.99,0.99,0.69,0.85,1.92,0.93,0.99,0.83,0.82,0.64,0.69,0.89,0.57,0.63,2.82,0.82,0.67,0.87,2.47,0.93,0.75,0.6,0.77,0.77,0.78,0.8,0.72,,,,,,
2007,05,00650000,Cohasset,ELA,115,,,0.8,0.87,0.93,0.94,0.95,0.88,0.96,0.91,2.2,0.87,0.91,0.88,0.88,0.85,0.85,0.83,0.78,2.61,0.94,0.91,0.97,0.93,0.93,0.95,0.9,0.83,2.25,0.85,0.91,0.77,0.92,0.88,0.77,0.9,0.74,2.05,0.77,0.82,0.82,0.83,,,,,
2007,05,00650000,Cohasset,SCI,114,,,0.85,0.96,0.94,0.79,0.8,0.79,0.86,0.9,0.94,0.6,0.82,0.75,0.68,0.75,0.96,0.89,0.64,1.76,2.11,0.24,0.93,0.61,0.77,0.86,0.79,0.83,0.61,0.9,0.79,0.76,0.9,0.66,0.89,0.78,0.88,0.91,2.27,2.6,2.88,,,,,,
2007,06,00650000,Cohasset,MATH,119,,,0.98,0.92,0.8,0.8,0.92,0.7,0.86,0.79,0.82,3.38,0.49,0.45,3.17,0.83,0.88,0.85,2.61,0.94,0.97,0.87,0.87,0.94,0.88,0.78,0.81,0.9,3.7,0.82,0.67,0.92,3.05,0.97,0.82,0.8,0.65,0.8,0.77,0.91,0.93,,,,,,
2007,06,00650000,Cohasset,ELA,120,,,0.95,0.85,0.88,0.98,0.88,0.75,0.96,0.89,2.5,0.82,0.93,0.93,0.83,0.96,0.75,0.68,0.63,2.33,0.83,0.98,0.82,0.84,0.69,0.95,0.82,0.97,2.28,0.87,0.78,0.8,0.79,0.9,0.87,0.88,0.88,2.86,0.93,0.7,0.82,0.7,,,,,
2007,07,00650000,Cohasset,MATH,119,,,0.88,0.87,0.66,0.75,0.76,0.81,0.86,0.82,2.91,0.66,0.88,0.76,0.84,0.69,0.93,0.87,0.79,0.87,0.5,0.97,0.98,3.18,0.87,0.92,0.71,0.66,0.76,3.37,2.49,0.87,0.73,0.65,0.72,0.71,0.8,0.74,0.7,0.84,3.12,,,,,,
2007,07,00650000,Cohasset,ELA,120,7.65,6.78,0.96,0.95,0.99,0.98,0.85,0.84,0.84,0.83,2.58,0.95,0.81,0.62,0.81,0.74,0.83,0.98,0.83,2.83,0.97,0.69,0.89,0.96,0.96,0.9,0.83,0.84,2.38,0.81,0.89,0.77,0.97,0.9,0.96,0.93,0.86,2.43,0.82,0.9,0.98,0.98,,,,,
2007,08,00650000,Cohasset,MATH,112,,,0.94,0.77,0.8,0.56,0.9,0.65,0.89,0.53,2.78,0.67,0.81,0.75,0.79,0.95,0.85,0.87,0.85,0.89,0.78,0.74,0.96,2.83,0.9,0.95,0.94,0.79,0.88,2.98,2.8,0.9,0.89,0.88,0.52,0.88,0.9,0.54,0.92,0.84,3.36,,,,,,
2007,08,00650000,Cohasset,ELA,112,,,0.91,0.94,0.88,0.93,0.91,0.98,0.92,0.9,2.75,0.95,0.9,0.81,0.91,0.83,0.92,0.94,0.96,0.84,0.98,2.65,0.98,0.88,0.89,0.84,0.62,0.96,0.93,2.67,0.95,0.87,0.81,0.96,0.8,0.77,0.79,2.77,0.92,0.88,0.8,0.74,,,,,
2007,08,00650000,Cohasset,SCI,112,,,0.95,0.95,0.74,0.89,0.61,0.85,0.79,0.66,0.96,0.68,0.73,0.43,0.68,0.83,0.51,0.94,0.78,2.7,2.51,0.96,0.73,0.63,0.58,0.87,0.5,0.31,0.69,0.96,0.54,0.91,0.65,0.71,0.8,0.61,0.65,0.92,2.42,1.91,2.54,,,,,,
2007,10,00650000,Cohasset,MATH,107,,,0.88,0.92,0.55,0.89,0.73,0.89,0.77,0.88,0.75,0.85,0.82,0.8,0.85,0.71,0.78,0.83,2.48,0.77,0.69,3.5,2.37,0.78,0.66,0.91,0.48,0.51,0.66,0.6,0.89,0.61,2.89,0.76,0.84,0.87,0.82,0.91,0.76,0.79,0.81,0.74,2.81,2.6,,,
2007,10,00650000,Cohasset,ELA,107,8.32,7.39,0.76,0.86,0.95,0.96,0.93,0.87,0.83,0.91,2.37,0.95,0.79,0.84,0.79,0.88,0.89,0.65,0.96,0.95,2.38,0.7,0.95,0.81,0.77,0.85,0.93,0.85,2.66,0.67,0.92,0.9,0.95,0.93,0.54,0.93,0.95,2.76,0.8,0.94,0.76,0.62,,,,,
2007,HS,00650000,Cohasset,BIO,63,,,0.9,0.16,0.29,0.79,0.87,0.54,0.37,0.54,0.24,0.51,1.89,0.83,0.32,0.38,0.67,0.32,0.17,0.48,0.7,0.44,0.56,0.9,0.43,0.71,2.57,1.63,0.71,0.44,0.73,0.35,0.79,1.13,0.76,0.57,0.59,0.48,0.71,0.68,1.03,0.19,0.46,0.24,0.38,0.46,0.32
2007,HS,00650000,Cohasset,CHE,32,,,0.97,0.75,0.91,0.75,0.59,0.66,0.97,0.75,0.72,0.97,2.59,0.94,0.66,0.81,0.78,1,0.34,0.56,0.78,0.94,0.47,0.69,0.91,0.97,3.06,2.97,0.91,0.78,0.97,1,0.66,2.88,0.88,0.66,0.84,0.91,0.69,0.47,3.28,0.81,0.88,0.84,0.63,0.84,0.88
2007,HS,00650000,Cohasset,PHY,103,,,0.84,0.83,0.48,0.53,0.77,0.79,0.74,0.81,0.81,0.85,2.69,0.88,0.85,0.6,0.69,0.94,0.85,0.88,0.87,0.61,0.53,0.64,0.67,0.88,2.83,2.75,0.91,0.44,0.48,0.71,0.76,2.15,0.69,0.8,0.74,0.68,0.92,0.64,2.67,0.43,0.81,0.82,0.95,0.58,0.89
2007,03,00670000,Concord,MATH,229,,,0.94,0.86,0.93,0.86,0.91,0.9,1.62,0.93,0.92,0.75,0.96,0.9,0.79,0.6,0.85,1.4,0.97,0.93,0.85,0.5,0.94,0.57,1.43,0.97,0.78,0.83,0.86,0.9,0.9,1.68,0.62,0.83,0.88,0.87,1.35,,,,,,,,,,
2007,03,00670000,Concord,ELA,229,,,0.93,1,0.95,0.96,0.94,0.83,0.96,0.94,0.97,0.91,0.77,0.86,0.81,0.74,0.98,0.94,0.9,0.94,0.9,0.89,2.9,0.89,0.9,0.83,0.97,0.94,0.9,0.72,0.98,0.93,0.89,0.83,2.14,0.83,0.85,0.88,0.89,0.93,0.9,0.94,0.83,0.97,,,
2007,04,00670000,Concord,MATH,205,,,0.96,0.86,0.85,0.69,0.88,0.85,0.92,0.83,0.74,2.97,0.76,0.74,3.09,0.79,0.2,0.85,2.95,0.86,0.8,0.78,0.9,0.75,0.8,0.86,0.78,0.7,2.73,0.95,0.54,0.84,3.26,0.89,0.74,0.8,0.79,0.88,0.78,0.9,0.77,,,,,,
2007,04,00670000,Concord,ELA,206,7.93,7.07,0.92,0.91,0.96,0.94,0.86,0.75,0.87,2.67,0.94,0.96,0.91,0.86,0.92,0.9,0.87,0.85,2.38,0.94,0.95,0.91,0.94,0.96,0.84,0.93,0.84,2.17,0.81,0.83,0.85,0.8,0.86,0.76,0.84,0.84,2.32,0.96,0.89,0.85,0.86,0.81,,,,,
2007,05,00670000,Concord,MATH,193,,,0.95,0.98,0.81,0.92,0.81,0.91,0.92,0.9,0.88,3.66,0.77,0.7,3.38,0.74,0.83,0.83,2.61,0.97,0.95,0.9,0.91,0.81,0.83,0.92,0.68,0.79,3.15,0.85,0.78,0.9,2.84,0.95,0.69,0.84,0.79,0.81,0.85,0.79,0.66,,,,,,
2007,05,00670000,Concord,ELA,196,,,0.9,0.81,0.88,0.95,0.94,0.89,0.95,0.93,2.66,0.87,0.9,0.89,0.92,0.89,0.93,0.85,0.89,3.16,0.97,0.9,0.97,0.92,0.92,0.93,0.92,0.93,2.77,0.9,0.87,0.84,0.89,0.95,0.82,0.9,0.83,2.59,0.89,0.8,0.82,0.89,,,,,
2007,05,00670000,Concord,SCI,197,,,0.89,0.98,0.96,0.86,0.76,0.81,0.89,0.93,0.93,0.74,0.64,0.78,0.73,0.81,0.94,0.92,0.58,1.93,2.51,0.33,0.92,0.86,0.76,0.81,0.78,0.85,0.72,0.82,0.88,0.86,0.95,0.61,0.9,0.8,0.84,0.84,2.37,2.46,3.14,,,,,,
2007,06,00670000,Concord,MATH,193,,,0.92,0.91,0.81,0.65,0.91,0.78,0.78,0.79,0.77,3.26,0.35,0.43,3.25,0.84,0.84,0.67,2.37,0.9,0.95,0.79,0.78,0.88,0.8,0.75,0.9,0.84,3.47,0.73,0.59,0.9,2.8,0.84,0.53,0.79,0.72,0.76,0.59,0.81,0.74,,,,,,
2007,06,00670000,Concord,ELA,192,,,0.9,0.88,0.93,0.98,0.94,0.89,0.96,0.98,2.8,0.9,0.92,0.94,0.91,0.97,0.88,0.74,0.79,2.2,0.88,0.99,0.91,0.85,0.75,0.96,0.85,0.93,2.52,0.93,0.87,0.88,0.83,0.91,0.91,0.91,0.9,2.77,0.94,0.75,0.83,0.71,,,,,
2007,07,00670000,Concord,MATH,195,,,0.94,0.83,0.64,0.81,0.65,0.75,0.77,0.77,2.76,0.65,0.76,0.65,0.89,0.75,0.92,0.89,0.83,0.71,0.56,0.89,0.96,3.17,0.89,0.92,0.7,0.65,0.89,3.41,2.87,0.91,0.62,0.76,0.66,0.79,0.84,0.79,0.74,0.63,3.06,,,,,,
2007,07,00670000,Concord,ELA,196,7.77,6.82,0.92,0.96,0.97,0.98,0.88,0.89,0.92,0.92,2.71,0.97,0.89,0.6,0.87,0.83,0.79,0.96,0.85,3.02,0.98,0.84,0.91,0.96,0.95,0.88,0.85,0.92,2.67,0.84,0.84,0.87,0.97,0.92,0.95,0.96,0.94,2.27,0.92,0.98,0.98,0.96,,,,,
