Year,Org_code,DistrictName,SchoolName,Grade,Group,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_ayppart,m_ayppart,s_ayppart
2011,00170015,Auburn,Pakachoag,03,White,80,76,4," "," "," "," ",80,76,4," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00170015,Auburn,Pakachoag,03,"Special Ed",11,7,4," "," "," "," ",11,7,4," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00170015,Auburn,Pakachoag,04,"All Students",96,92,1,1,1," ",1,96,94," "," "," "," ",2," "," "," "," "," "," "," ",98,100," "
2011,00170015,Auburn,Pakachoag,04,"Low Income",17,14,1," ",1," ",1,17,16," "," "," "," ",1," "," "," "," "," "," "," ",94,100," "
2011,00170015,Auburn,Pakachoag,04,White,85,85," "," "," "," "," ",85,85," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00170015,Auburn,Pakachoag,04,"Special Ed",11,10,1," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00170015,Auburn,Pakachoag,05,"All Students",101,101," "," "," "," "," ",102,101," "," "," "," ",1,102,101," "," "," "," ",1,100,100,100
2011,00170015,Auburn,Pakachoag,05,"Low Income",23,23," "," "," "," "," ",23,23," "," "," "," "," ",23,23," "," "," "," "," ",100,100,100
2011,00170015,Auburn,Pakachoag,05,White,93,93," "," "," "," "," ",93,93," "," "," "," "," ",93,93," "," "," "," "," ",100,100,100
2011,00170015,Auburn,Pakachoag,05,"Special Ed",15,15," "," "," "," "," ",15,15," "," "," "," "," ",15,15," "," "," "," "," ",100,100,100
2011,00170305,Auburn,"Auburn Middle",06,"All Students",176,170,1," "," "," ",5,175,169,1," "," "," ",5," "," "," "," "," "," "," ",100,100," "
2011,00170305,Auburn,"Auburn Middle",06,"Low Income",44,40,1," "," "," ",3,43,39,1," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2011,00170305,Auburn,"Auburn Middle",06,White,150,146,1," "," "," ",3,150,146,1," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2011,00170305,Auburn,"Auburn Middle",06,"Special Ed",17,14,1," "," "," ",2,17,14,1," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2011,00170305,Auburn,"Auburn Middle",07,"All Students",163,159,2," "," "," ",2,163,159,2," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2011,00170305,Auburn,"Auburn Middle",07,"Low Income",36,34," "," "," "," ",2,36,34," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2011,00170305,Auburn,"Auburn Middle",07,White,145,142,2," "," "," ",1,145,142,2," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,00170305,Auburn,"Auburn Middle",07,"Special Ed",21,19,2," "," "," "," ",21,19,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00170305,Auburn,"Auburn Middle",08,"All Students",187,180,3," "," "," ",4,186,180,3," "," "," ",3,186,182,1," "," "," ",3,100,100,100
2011,00170305,Auburn,"Auburn Middle",08,"Low Income",41,39," "," "," "," ",2,41,39," "," "," "," ",2,41,39," "," "," "," ",2,100,100,100
2011,00170305,Auburn,"Auburn Middle",08,White,172,165,3," "," "," ",4,171,165,3," "," "," ",3,171,167,1," "," "," ",3,100,100,100
2011,00170305,Auburn,"Auburn Middle",08,"Special Ed",37,34,3," "," "," "," ",37,34,3," "," "," "," ",37,36,1," "," "," "," ",100,100,100
2011,00170505,Auburn,"Auburn Senior High",10,"All Students",185,181,1,1," "," ",2,185,179,2,3," "," ",1,183,164,1," "," "," ",18,99,99,100
2011,00170505,Auburn,"Auburn Senior High",10,"Low Income",35,33," "," "," "," ",2,35,33," ",1," "," ",1,36,27," "," "," "," ",9,100,100,100
2011,00170505,Auburn,"Auburn Senior High",10,White,170,167,1,1," "," ",1,170,166,1,3," "," "," ",171,153,1," "," "," ",17,99,99,100
2011,00170505,Auburn,"Auburn Senior High",10,"Special Ed",20,18,1," "," "," ",1,20,17,2,1," "," "," ",19,12,1," "," "," ",6,100,100,100
2011,00180010,Avon,"Ralph D Butler",03,"All Students",52,52," "," "," "," "," ",52,52," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00180010,Avon,"Ralph D Butler",03,"Low Income",13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00180010,Avon,"Ralph D Butler",03,Black,12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00180010,Avon,"Ralph D Butler",03,White,29,29," "," "," "," "," ",29,29," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00180010,Avon,"Ralph D Butler",04,"All Students",61,57,1,1," "," ",2,61,58,1," "," "," ",2," "," "," "," "," "," "," ",98,100," "
2011,00180010,Avon,"Ralph D Butler",04,"Low Income",17,14,1," "," "," ",2,17,14,1," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2011,00180010,Avon,"Ralph D Butler",04,Black,15,14," ",1," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," "," ",93,100," "
2011,00180010,Avon,"Ralph D Butler",04,White,39,37,1," "," "," ",1,39,37,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,00180010,Avon,"Ralph D Butler",04,"Special Ed",14,12,1,1," "," "," ",14,13,1," "," "," "," "," "," "," "," "," "," "," ",93,100," "
2011,00180010,Avon,"Ralph D Butler",05,"All Students",63,61,1," "," "," ",1,63,61,1," "," "," ",1,63,61,1," "," "," ",1,100,100,100
2011,00180010,Avon,"Ralph D Butler",05,"Low Income",23,23," "," "," "," "," ",23,23," "," "," "," "," ",23,23," "," "," "," "," ",100,100,100
2011,00180010,Avon,"Ralph D Butler",05,Black,16,15," "," "," "," ",1,16,15," "," "," "," ",1,16,15," "," "," "," ",1,100,100,100
2011,00180010,Avon,"Ralph D Butler",05,White,40,39,1," "," "," "," ",40,39,1," "," "," "," ",40,39,1," "," "," "," ",100,100,100
2011,00180010,Avon,"Ralph D Butler",06,"All Students",66,65," "," "," "," ",1,66,65," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,00180010,Avon,"Ralph D Butler",06,"Low Income",22,21," "," "," "," ",1,22,21," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,00180010,Avon,"Ralph D Butler",06,Black,16,15," "," "," "," ",1,16,15," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,00180010,Avon,"Ralph D Butler",06,White,43,43," "," "," "," "," ",43,43," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00180010,Avon,"Ralph D Butler",06,"Special Ed",13,12," "," "," "," ",1,13,12," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,00180510,Avon,"Avon Middle High School",07,"All Students",63,57,3," ",2," ",1,63,56,3,1,2," ",1," "," "," "," "," "," "," ",97,95," "
2011,00180510,Avon,"Avon Middle High School",07,"Low Income",23,22,1," "," "," "," ",23,21,1,1," "," "," "," "," "," "," "," "," "," ",100,96," "
2011,00180510,Avon,"Avon Middle High School",07,Black,19,17,1," ",1," "," ",19,17,1," ",1," "," "," "," "," "," "," "," "," ",95,95," "
2011,00180510,Avon,"Avon Middle High School",07,White,39,35,2," ",1," ",1,39,34,2,1,1," ",1," "," "," "," "," "," "," ",97,95," "
2011,00180510,Avon,"Avon Middle High School",07,"Special Ed",14,9,3," ",1," ",1,14,9,3," ",1," ",1," "," "," "," "," "," "," ",93,93," "
2011,00180510,Avon,"Avon Middle High School",08,"All Students",66,61,1," ",1," ",3,66,62,1," "," "," ",3,66,62,1," "," "," ",3,98,100,100
2011,00180510,Avon,"Avon Middle High School",08,"Low Income",17,16," "," "," "," ",1,17,16," "," "," "," ",1,17,16," "," "," "," ",1,100,100,100
2011,00180510,Avon,"Avon Middle High School",08,White,52,48,1," ",1," ",2,52,49,1," "," "," ",2,52,49,1," "," "," ",2,98,100,100
2011,00180510,Avon,"Avon Middle High School",08,"Special Ed",14,12,1," "," "," ",1,14,12,1," "," "," ",1,14,12,1," "," "," ",1,100,100,100
2011,00180510,Avon,"Avon Middle High School",10,"All Students",63,59," ",2,1," ",1,64,61," ",1,1," ",1,62,48," ",1," "," ",13,95,97,98
2011,00180510,Avon,"Avon Middle High School",10,"Low Income",21,20," ",1," "," "," ",21,20," ",1," "," "," ",20,14," ",1," "," ",5,95,95,95
2011,00180510,Avon,"Avon Middle High School",10,Black,22,19," ",2," "," ",1,22,20," ",1," "," ",1,19,13," ",1," "," ",5,91,95,95
2011,00180510,Avon,"Avon Middle High School",10,White,33,32," "," ",1," "," ",33,32," "," ",1," "," ",34,30," "," "," "," ",4,97,97,100
2011,00180510,Avon,"Avon Middle High School",10,"Special Ed",12,12," "," "," "," "," ",12,12," "," "," "," "," ",12,9," "," "," "," ",3,100,100,100
2011,00190025,Ayer,Page-Hilltop,03,"All Students",80,78," "," "," "," ",2,80,78," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2011,00190025,Ayer,Page-Hilltop,03,"Low Income",27,27," "," "," "," "," ",27,27," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00190025,Ayer,Page-Hilltop,03,White,62,60," "," "," "," ",2,62,60," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2011,00190025,Ayer,Page-Hilltop,03,"LEP/Formerly LEP",11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00190025,Ayer,Page-Hilltop,03,"Special Ed",26,25," "," "," "," ",1,26,25," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,00190025,Ayer,Page-Hilltop,04,"All Students",109,103," "," "," "," ",6,109,103," "," "," "," ",6," "," "," "," "," "," "," ",100,100," "
2011,00190025,Ayer,Page-Hilltop,04,"Low Income",32,30," "," "," "," ",2,32,30," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2011,00190025,Ayer,Page-Hilltop,04,Hispanic/Latino,12,11," "," "," "," ",1,12,11," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,00190025,Ayer,Page-Hilltop,04,White,82,79," "," "," "," ",3,82,79," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2011,00190025,Ayer,Page-Hilltop,04,"Special Ed",23,21," "," "," "," ",2,23,21," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2011,00190025,Ayer,Page-Hilltop,05,"All Students",91,87," ",1," "," ",3,91,88," "," "," "," ",3,91,88," "," "," "," ",3,99,100,100
2011,00190025,Ayer,Page-Hilltop,05,"Low Income",32,30," ",1," "," ",1,32,31," "," "," "," ",1,32,31," "," "," "," ",1,97,100,100
2011,00190025,Ayer,Page-Hilltop,05,White,72,68," ",1," "," ",3,72,69," "," "," "," ",3,72,69," "," "," "," ",3,99,100,100
2011,00190025,Ayer,Page-Hilltop,05,"Special Ed",32,30," ",1," "," ",1,32,31," "," "," "," ",1,32,31," "," "," "," ",1,97,100,100
2011,00190510,Ayer,"Ayer High",10,"All Students",76,69," "," "," "," ",7,76,69," "," "," "," ",7,78,67," "," "," "," ",11,100,100,100
2011,00190510,Ayer,"Ayer High",10,"Low Income",27,21," "," "," "," ",6,26,21," "," "," "," ",5,28,20," "," "," "," ",8,100,100,100
2011,00190510,Ayer,"Ayer High",10,Hispanic/Latino,10,8," "," "," "," ",2,10,8," "," "," "," ",2,10,8," "," "," "," ",2,100,100,100
2011,00190510,Ayer,"Ayer High",10,White,53,50," "," "," "," ",3,52,50," "," "," "," ",2,55,50," "," "," "," ",5,100,100,100
2011,00190510,Ayer,"Ayer High",10,Multi-race,10,8," "," "," "," ",2,10,8," "," "," "," ",2,10,6," "," "," "," ",4,100,100,100
2011,00200005,Barnstable,"West Barnstable Elem",03,"All Students",66,64," "," "," ",1,1,66,64," "," "," ",1,1," "," "," "," "," "," "," ",100,100," "
2011,00200005,Barnstable,"West Barnstable Elem",03,White,58,57," "," "," "," ",1,58,57," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,00200010,Barnstable,"Centerville Elementary",03,"All Students",45,43,2," "," "," "," ",45,43,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00200010,Barnstable,"Centerville Elementary",03,"Low Income",14,12,2," "," "," "," ",14,12,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00200010,Barnstable,"Centerville Elementary",03,White,41,40,1," "," "," "," ",41,40,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00200025,Barnstable,"Hyannis West Elementary",03,"All Students",82,73,1," "," ",2,6,83,72,1," "," ",2,8," "," "," "," "," "," "," ",100,100," "
2011,00200025,Barnstable,"Hyannis West Elementary",03,"Low Income",53,44,1," "," ",2,6,54,43,1," "," ",2,8," "," "," "," "," "," "," ",100,100," "
2011,00200025,Barnstable,"Hyannis West Elementary",03,Hispanic/Latino,17,15," "," "," "," ",2,17,15," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2011,00200025,Barnstable,"Hyannis West Elementary",03,White,49,43,1," "," ",1,4,49,42,1," "," ",1,5," "," "," "," "," "," "," ",100,100," "
2011,00200025,Barnstable,"Hyannis West Elementary",03,"LEP/Formerly LEP",29,27," "," "," ",2," ",30,27," "," "," ",2,1," "," "," "," "," "," "," ",100,100," "
2011,00200025,Barnstable,"Hyannis West Elementary",03,"Special Ed",12,11,1," "," "," "," ",11,10,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00200045,Barnstable,"West Villages Elementary School",03,"All Students",115,112," "," "," "," ",3,115,112," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2011,00200045,Barnstable,"West Villages Elementary School",03,"Low Income",28,26," "," "," "," ",2,28,26," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2011,00200045,Barnstable,"West Villages Elementary School",03,White,108,106," "," "," "," ",2,108,106," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2011,00200045,Barnstable,"West Villages Elementary School",03,"Special Ed",19,19," "," "," "," "," ",19,19," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00200315,Barnstable,"Barnstable Intermediate School",06,"All Students",370,347,5," ",1,6,11,374,347,5," ",1,9,12," "," "," "," "," "," "," ",100,100," "
2011,00200315,Barnstable,"Barnstable Intermediate School",06,"Low Income",124,113,2," "," ",4,5,126,113,2," "," ",5,6," "," "," "," "," "," "," ",100,100," "
2011,00200315,Barnstable,"Barnstable Intermediate School",06,Black,22,21," "," "," "," ",1,26,21," "," "," ",2,3," "," "," "," "," "," "," ",100,100," "
2011,00200315,Barnstable,"Barnstable Intermediate School",06,Hispanic/Latino,22,20,1," "," "," ",1,22,20,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,00200315,Barnstable,"Barnstable Intermediate School",06,White,301,284,4," ",1,5,7,302,284,4," ",1,6,7," "," "," "," "," "," "," ",100,100," "
2011,00200315,Barnstable,"Barnstable Intermediate School",06,Multi-race,17,15," "," "," "," ",2,16,15," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,00200315,Barnstable,"Barnstable Intermediate School",06,"LEP/Formerly LEP",20,17," "," "," ",3," ",20,17," "," "," ",3," "," "," "," "," "," "," "," ",100,100," "
2011,00200315,Barnstable,"Barnstable Intermediate School",06,"Special Ed",48,42,5," "," "," ",1,48,42,5," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,00200315,Barnstable,"Barnstable Intermediate School",07,"All Students",414,392,13,1," ",2,6,415,391,14," ",1,3,6," "," "," "," "," "," "," ",100,100," "
2011,00200315,Barnstable,"Barnstable Intermediate School",07,"Low Income",147,128,11,1," ",2,5,148,129,11," "," ",3,5," "," "," "," "," "," "," ",99,100," "
2011,00200315,Barnstable,"Barnstable Intermediate School",07,Black,21,18,2," "," ",1," ",21,18,2," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,00200315,Barnstable,"Barnstable Intermediate School",07,Hispanic/Latino,14,12,2," "," "," "," ",14,12,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00200315,Barnstable,"Barnstable Intermediate School",07,White,337,323,8,1," ",1,4,338,322,9," ",1,2,4," "," "," "," "," "," "," ",100,100," "
2011,00200315,Barnstable,"Barnstable Intermediate School",07,Multi-race,24,22,1," "," "," ",1,24,22,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,00200315,Barnstable,"Barnstable Intermediate School",07,"LEP/Formerly LEP",13,12," "," "," ",1," ",13,12," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,00200315,Barnstable,"Barnstable Intermediate School",07,"Special Ed",61,47,13," "," "," ",1,61,45,14," ",1," ",1," "," "," "," "," "," "," ",100,98," "
2011,00200505,Barnstable,"Barnstable High",08,"All Students",400,387,5,1,1," ",6,404,382,5,3,3," ",11,404,380,5,5,3," ",11,100,99,98
2011,00200505,Barnstable,"Barnstable High",08,"Low Income",131,122,3,1,1," ",4,134,121,3,1,1," ",8,134,118,3,2,3," ",8,98,99,96
2011,00200505,Barnstable,"Barnstable High",08,Black,23,22," "," "," "," ",1,23,21," ",1," "," ",1,23,20," ",2," "," ",1,100,96,91
2011,00200505,Barnstable,"Barnstable High",08,Hispanic/Latino,16,15," "," "," "," ",1,16,15," "," "," "," ",1,16,15," "," "," "," ",1,100,100,100
2011,00200505,Barnstable,"Barnstable High",08,White,337,326,5,1,1," ",4,338,322,5,2,3," ",6,338,321,5,3,3," ",6,99,99,98
2011,00200505,Barnstable,"Barnstable High",08,Multi-race,12,12," "," "," "," "," ",12,12," "," "," "," "," ",12,12," "," "," "," "," ",100,100,100
2011,00200505,Barnstable,"Barnstable High",08,"LEP/Formerly LEP",17,17," "," "," "," "," ",19,17," "," "," "," ",2,19,17," "," "," "," ",2,100,100,100
2011,00200505,Barnstable,"Barnstable High",08,"Special Ed",54,47,5,1,1," "," ",54,46,5," ",2," ",1,54,46,5," ",2," ",1,96,96,96
2011,00200505,Barnstable,"Barnstable High",10,"All Students",398,381,1,5," "," ",11,398,382,1,4," "," ",11,406,349,1,9," "," ",47,99,99,98
2011,00200505,Barnstable,"Barnstable High",10,"Low Income",116,107," ",2," "," ",7,115,107," ",2," "," ",6,121,87," ",5," "," ",29,98,98,96
2011,00200505,Barnstable,"Barnstable High",10,Black,22,22," "," "," "," "," ",21,21," "," "," "," "," ",22,17," ",1," "," ",4,100,100,95
2011,00200505,Barnstable,"Barnstable High",10,Asian,18,17," "," "," "," ",1,19,17," "," "," "," ",2,19,14," "," "," "," ",5,100,100,100
2011,00200505,Barnstable,"Barnstable High",10,Hispanic/Latino,26,21," ",1," "," ",4,25,21," ",1," "," ",3,25,19," ",1," "," ",5,96,96,96
2011,00200505,Barnstable,"Barnstable High",10,White,317,310," ",4," "," ",3,318,312," ",3," "," ",3,323,289," ",6," "," ",28,99,99,98
2011,00200505,Barnstable,"Barnstable High",10,Multi-race,10,6,1," "," "," ",3,10,6,1," "," "," ",3,12,5,1,1," "," ",5,100,100,92
2011,00200505,Barnstable,"Barnstable High",10,"LEP/Formerly LEP",17,15," "," "," "," ",2,16,15," "," "," "," ",1,17,14," ",1," "," ",2,100,100,94
2011,00200505,Barnstable,"Barnstable High",10,"Special Ed",33,28,1,3," "," ",1,32,27,1,3," "," ",1,34,20,1,4," "," ",9,91,91,88
2011,00230012,Bedford,"Lt Job Lane School",03,"All Students",166,165," "," "," "," ",1,166,165," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,00230012,Bedford,"Lt Job Lane School",03,"Low Income",20,20," "," "," "," "," ",20,20," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00230012,Bedford,"Lt Job Lane School",03,Black,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00230012,Bedford,"Lt Job Lane School",03,Asian,21,21," "," "," "," "," ",21,21," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00230012,Bedford,"Lt Job Lane School",03,White,124,123," "," "," "," ",1,124,123," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,00230012,Bedford,"Lt Job Lane School",03,"Special Ed",19,19," "," "," "," "," ",19,19," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00230012,Bedford,"Lt Job Lane School",04,"All Students",179,178," "," "," "," ",1,179,178," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,00230012,Bedford,"Lt Job Lane School",04,"Low Income",18,18," "," "," "," "," ",18,18," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00230012,Bedford,"Lt Job Lane School",04,Black,12,11," "," "," "," ",1,12,11," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,00230012,Bedford,"Lt Job Lane School",04,Asian,15,15," "," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00230012,Bedford,"Lt Job Lane School",04,White,131,131," "," "," "," "," ",131,131," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00230012,Bedford,"Lt Job Lane School",04,Multi-race,14,14," "," "," "," "," ",14,14," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00230012,Bedford,"Lt Job Lane School",04,"Special Ed",27,27," "," "," "," "," ",27,27," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00230012,Bedford,"Lt Job Lane School",05,"All Students",182,180," "," "," "," ",2,182,180," "," "," "," ",2,182,180," "," "," "," ",2,100,100,100
2011,00230012,Bedford,"Lt Job Lane School",05,"Low Income",15,15," "," "," "," "," ",15,15," "," "," "," "," ",15,15," "," "," "," "," ",100,100,100
2011,00230012,Bedford,"Lt Job Lane School",05,Black,14,14," "," "," "," "," ",14,14," "," "," "," "," ",14,14," "," "," "," "," ",100,100,100
2011,00230012,Bedford,"Lt Job Lane School",05,Asian,28,27," "," "," "," ",1,28,27," "," "," "," ",1,28,27," "," "," "," ",1,100,100,100
2011,00230012,Bedford,"Lt Job Lane School",05,Hispanic/Latino,13,13," "," "," "," "," ",13,13," "," "," "," "," ",13,13," "," "," "," "," ",100,100,100
2011,00230012,Bedford,"Lt Job Lane School",05,White,124,123," "," "," "," ",1,124,123," "," "," "," ",1,124,123," "," "," "," ",1,100,100,100
2011,00230012,Bedford,"Lt Job Lane School",05,"Special Ed",30,30," "," "," "," "," ",30,30," "," "," "," "," ",30,30," "," "," "," "," ",100,100,100
2011,00230305,Bedford,"John Glenn Middle",06,"All Students",187,186," "," "," ",1," ",188,186," "," "," ",1,1," "," "," "," "," "," "," ",100,100," "
2011,00230305,Bedford,"John Glenn Middle",06,"Low Income",18,17," "," "," ",1," ",19,17," "," "," ",1,1," "," "," "," "," "," "," ",100,100," "
2011,00230305,Bedford,"John Glenn Middle",06,Asian,19,18," "," "," ",1," ",20,18," "," "," ",1,1," "," "," "," "," "," "," ",100,100," "
2011,00230305,Bedford,"John Glenn Middle",06,White,146,146," "," "," "," "," ",146,146," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00230305,Bedford,"John Glenn Middle",06,"Special Ed",28,28," "," "," "," "," ",28,28," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00230305,Bedford,"John Glenn Middle",07,"All Students",185,179," "," "," ",3,3,185,178," "," ",1,3,3," "," "," "," "," "," "," ",100,99," "
2011,00230305,Bedford,"John Glenn Middle",07,"Low Income",16,16," "," "," "," "," ",16,16," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00230305,Bedford,"John Glenn Middle",07,Black,11,10," "," "," ",1," ",11,10," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,00230305,Bedford,"John Glenn Middle",07,Asian,14,13," "," "," "," ",1,14,13," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,00230305,Bedford,"John Glenn Middle",07,White,149,145," "," "," ",2,2,149,144," "," ",1,2,2," "," "," "," "," "," "," ",100,99," "
2011,00230305,Bedford,"John Glenn Middle",07,"Special Ed",31,31," "," "," "," "," ",31,31," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,00230305,Bedford,"John Glenn Middle",08,"All Students",194,192," "," ",1,1," ",194,193," "," "," ",1," ",194,193," "," "," ",1," ",99,100,100
2011,00230305,Bedford,"John Glenn Middle",08,"Low Income",23,22," "," "," ",1," ",23,22," "," "," ",1," ",23,22," "," "," ",1," ",100,100,100
2011,00230305,Bedford,"John Glenn Middle",08,Black,16,16," "," "," "," "," ",16,16," "," "," "," "," ",16,16," "," "," "," "," ",100,100,100
2011,00230305,Bedford,"John Glenn Middle",08,Asian,27,26," "," "," ",1," ",27,26," "," "," ",1," ",27,26," "," "," ",1," ",100,100,100
2011,00230305,Bedford,"John Glenn Middle",08,White,139,138," "," ",1," "," ",139,139," "," "," "," "," ",139,139," "," "," "," "," ",99,100,100
2011,00230305,Bedford,"John Glenn Middle",08,"Special Ed",32,31," "," ",1," "," ",32,32," "," "," "," "," ",32,32," "," "," "," "," ",97,100,100
2011,00230505,Bedford,"Bedford High",10,"All Students",211,208," ",1," "," ",2,212,207," ",1," "," ",4,210,194," ",1," "," ",15,100,100,100
2011,00230505,Bedford,"Bedford High",10,"Low Income",21,20," "," "," "," ",1,21,20," "," "," "," ",1,19,16," "," "," "," ",3,100,100,100
2011,00230505,Bedford,"Bedford High",10,Black,14,13," ",1," "," "," ",14,13," "," "," "," ",1,12,11," "," "," "," ",1,93,100,100
2011,00230505,Bedford,"Bedford High",10,Asian,20,20," "," "," "," "," ",21,20," "," "," "," ",1,21,18," "," "," "," ",3,100,100,100
2011,00230505,Bedford,"Bedford High",10,White,167,165," "," "," "," ",2,167,165," "," "," "," ",2,168,157," ",1," "," ",10,100,100,99
2011,00230505,Bedford,"Bedford High",10,"Special Ed",30,29," ",1," "," "," ",30,28," ",1," "," ",1,27,24," "," "," "," ",3,97,97,100
2011,00240006,Belchertown,"Chestnut Hill Community School",04,"All Students",213,205,2," ",1," ",5,213,206,2," "," "," ",5," "," "," "," "," "," "," ",100,100," "
2011,00240006,Belchertown,"Chestnut Hill Community School",04,"Low Income",33,31," "," "," "," ",2,33,31," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2011,00240006,Belchertown,"Chestnut Hill Community School",04,Hispanic/Latino,11,10," "," "," "," ",1,11,10," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2011,00240006,Belchertown,"Chestnut Hill Community School",04,White,193,187,2," ",1," ",3,193,188,2," "," "," ",3," "," "," "," "," "," "," ",99,100," "
2011,00240006,Belchertown,"Chestnut Hill Community School",04,"Special Ed",42,37,2," "," "," ",3,42,37,2," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2011,00240006,Belchertown,"Chestnut Hill Community School",05,"All Students",204,202," "," "," "," ",2,204,202," "," "," "," ",2,204,202," "," "," "," ",2,100,100,100
2011,00240006,Belchertown,"Chestnut Hill Community School",05,"Low Income",39,39," "," "," "," "," ",39,39," "," "," "," "," ",39,39," "," "," "," "," ",100,100,100
2011,00240006,Belchertown,"Chestnut Hill Community School",05,White,187,185," "," "," "," ",2,187,185," "," "," "," ",2,187,185," "," "," "," ",2,100,100,100
2011,00240006,Belchertown,"Chestnut Hill Community School",05,"Special Ed",37,36," "," "," "," ",1,37,36," "," "," "," ",1,37,36," "," "," "," ",1,100,100,100
2011,00240006,Belchertown,"Chestnut Hill Community School",06,"All Students",191,189," "," "," "," ",2,191,188," "," ",1," ",2," "," "," "," "," "," "," ",100,99," "
