Year,Org_code,DistrictName,SchoolName,Subject,Group,sadv_num,sadv_per,spro_num,spro_per,sni_num,sni_per,swf_num,swf_per,stotal,sayp_part_rate,scpi
2011,00440000,Brockton,District,CHE,Female,17,18,45,46,29,30,6,6,97,100,84.6
2011,00440000,Brockton,District,CHE,"High Needs",14,19,31,42,25,34,3,4,73,100,86.3
2011,00440000,Brockton,District,CHE,Black,9,17,18,33,22,41,5,9,54,100,81.3
2011,00440000,Brockton,District,CHE,Asian,4,33,7,58,1,8,0,0,12,100,95.8
2011,00440000,Brockton,District,CHE,Hispanic/Latino,3,15,12,60,5,25,0,0,20,100,90
2011,00440000,Brockton,District,CHE,White,20,22,45,49,22,24,4,4,91,100,86.8
2011,00440000,Brockton,District,CHE,"Non-Title 1",37,20,86,47,51,28,9,5,183,100,86.5
2011,00440000,Brockton,District,TEC,"All Students",1,7,7,47,5,33,2,13,15,100,85.4
2011,00440000,Brockton,District,TEC,"Low Income",1,8,6,50,4,33,1,8,12,100,85
2011,00440000,Brockton,District,TEC,Male,1,7,7,47,5,33,2,13,15,100,85.4
2011,00440000,Brockton,District,TEC,"High Needs",1,7,7,50,4,29,2,14,14,100,86.4
2011,00440000,Brockton,District,TEC,Black,1,8,6,50,4,33,1,8,12,100,82.5
2011,00440000,Brockton,District,TEC,"Non-Title 1",1,7,7,47,5,33,2,13,15,100,85.4
2011,00440505,Brockton,"Brockton High",BIO,"All Students",39,5,299,42,240,34,133,19,711,97,76.8
2011,00440505,Brockton,"Brockton High",BIO,"Non-Low Income",13,8,73,47,55,35,14,9,155,95,80.2
2011,00440505,Brockton,"Brockton High",BIO,"Low Income",26,5,226,41,185,33,119,21,556,98,75.7
2011,00440505,Brockton,"Brockton High",BIO,Male,23,7,139,40,116,34,66,19,344,96,76.2
2011,00440505,Brockton,"Brockton High",BIO,Female,16,4,160,44,124,34,67,18,367,98,77.3
2011,00440505,Brockton,"Brockton High",BIO,"High Needs",27,5,230,40,197,34,126,22,580,98,75.1
2011,00440505,Brockton,"Brockton High",BIO,Black,20,4,176,38,167,36,95,21,458,98,74.8
2011,00440505,Brockton,"Brockton High",BIO,Hispanic/Latino,5,6,35,44,23,29,16,20,79,94,79
2011,00440505,Brockton,"Brockton High",BIO,White,13,9,72,50,42,29,18,12,145,97,81
2011,00440505,Brockton,"Brockton High",BIO,Multi-race,0,0,11,85,2,15,0,0,13,93,92.3
2011,00440505,Brockton,"Brockton High",BIO,"Formerly LEP",1,3,10,30,14,42,8,24,33,100,68.5
2011,00440505,Brockton,"Brockton High",BIO,LEP,2,1,24,16,60,39,67,44,153,98,55.5
2011,00440505,Brockton,"Brockton High",BIO,"LEP/Formerly LEP",3,2,34,18,74,40,75,40,186,99,58.5
2011,00440505,Brockton,"Brockton High",BIO,"Special Ed",2,2,14,16,27,32,42,49,85,96,56.3
2011,00440505,Brockton,"Brockton High",BIO,"Non-Title 1",39,5,299,42,240,34,133,19,711,97,76.8
2011,00440505,Brockton,"Brockton High",CHE,"All Students",37,20,86,48,51,28,7,4,181,100,86.5
2011,00440505,Brockton,"Brockton High",CHE,"Non-Low Income",23,21,55,50,26,24,6,5,110,100,86.6
2011,00440505,Brockton,"Brockton High",CHE,"Low Income",14,20,31,44,25,35,1,1,71,100,86.3
2011,00440505,Brockton,"Brockton High",CHE,Male,20,24,41,48,22,26,2,2,85,100,88.5
2011,00440505,Brockton,"Brockton High",CHE,Female,17,18,45,47,29,30,5,5,96,100,84.6
2011,00440505,Brockton,"Brockton High",CHE,"High Needs",14,20,31,44,25,35,1,1,71,100,86.3
2011,00440505,Brockton,"Brockton High",CHE,Black,9,17,18,35,22,42,3,6,52,100,81.3
2011,00440505,Brockton,"Brockton High",CHE,Asian,4,33,7,58,1,8,0,0,12,100,95.8
2011,00440505,Brockton,"Brockton High",CHE,Hispanic/Latino,3,15,12,60,5,25,0,0,20,100,90
2011,00440505,Brockton,"Brockton High",CHE,White,20,22,45,49,22,24,4,4,91,100,86.8
2011,00440505,Brockton,"Brockton High",CHE,"Non-Title 1",37,20,86,48,51,28,7,4,181,100,86.5
2011,00440505,Brockton,"Brockton High",TEC,"All Students",1,8,6,46,5,38,1,8,13,100,84.1
2011,00440505,Brockton,"Brockton High",TEC,"Low Income",1,8,6,50,4,33,1,8,12,100,85
2011,00440505,Brockton,"Brockton High",TEC,Male,1,8,6,46,5,38,1,8,13,100,84.1
2011,00440505,Brockton,"Brockton High",TEC,"High Needs",1,8,6,50,4,33,1,8,12,100,85
2011,00440505,Brockton,"Brockton High",TEC,Black,1,9,5,45,4,36,1,9,11,100,82.5
2011,00440505,Brockton,"Brockton High",TEC,"Non-Title 1",1,8,6,46,5,38,1,8,13,100,84.1
2011,00460000,Brookline,District,BIO,"All Students",2,13,2,13,4,27,7,47,15,71,40
2011,00460000,Brookline,District,BIO,"High Needs",2,14,1,7,4,29,7,50,14,82,25
2011,00460000,Brookline,District,BIO,"Special Ed",1,8,1,8,4,31,7,54,13,93,25
2011,00460000,Brookline,District,BIO,"Non-Title 1",2,13,2,13,4,27,7,47,15,71,40
2011,00460000,Brookline,District,CHE,"All Students",2,10,4,20,8,40,6,30,20,100,77.8
2011,00460000,Brookline,District,CHE,"Non-Low Income",2,12,4,24,6,35,5,29,17,100,78.3
2011,00460000,Brookline,District,CHE,Female,1,7,3,21,6,43,4,29,14,100,79.2
2011,00460000,Brookline,District,CHE,White,1,9,2,18,5,45,3,27,11,100,80
2011,00460000,Brookline,District,CHE,"Non-Title 1",2,10,4,20,8,40,6,30,20,100,77.8
2011,00460000,Brookline,District,PHY,"All Students",210,56,120,32,45,12,2,1,377,99,100
2011,00460000,Brookline,District,PHY,"Non-Low Income",205,61,103,31,25,7,1,0,334,99,100
2011,00460000,Brookline,District,PHY,"Low Income",5,12,17,40,20,47,1,2,43,100,100
2011,00460000,Brookline,District,PHY,Male,110,60,50,27,22,12,0,0,182,99,100
2011,00460000,Brookline,District,PHY,Female,100,51,70,36,23,12,2,1,195,100,100
2011,00460000,Brookline,District,PHY,"High Needs",15,17,39,43,34,38,2,2,90,98,100
2011,00460000,Brookline,District,PHY,Black,7,19,15,42,14,39,0,0,36,100," "
2011,00460000,Brookline,District,PHY,Asian,26,60,14,33,3,7,0,0,43,100,100
2011,00460000,Brookline,District,PHY,Hispanic/Latino,10,27,15,41,11,30,1,3,37,100," "
2011,00460000,Brookline,District,PHY,White,157,65,69,29,15,6,0,0,241,99,100
2011,00460000,Brookline,District,PHY,Multi-race,10,53,6,32,2,11,1,5,19,100," "
2011,00460000,Brookline,District,PHY,LEP,6,46,6,46,1,8,0,0,13,100,100
2011,00460000,Brookline,District,PHY,"LEP/Formerly LEP",6,40,6,40,3,20,0,0,15,100,100
2011,00460000,Brookline,District,PHY,"Special Ed",6,10,23,40,27,47,2,3,58,97," "
2011,00460000,Brookline,District,PHY,"Non-Title 1",210,56,120,32,45,12,2,1,377,99,100
2011,00460505,Brookline,"Brookline High",CHE,"All Students",2,11,4,21,7,37,6,32,19,100,77.8
2011,00460505,Brookline,"Brookline High",CHE,"Non-Low Income",2,13,4,25,5,31,5,31,16,100,78.3
2011,00460505,Brookline,"Brookline High",CHE,Female,1,8,3,23,5,38,4,31,13,100,79.2
2011,00460505,Brookline,"Brookline High",CHE,White,1,10,2,20,4,40,3,30,10,100,80
2011,00460505,Brookline,"Brookline High",CHE,"Non-Title 1",2,11,4,21,7,37,6,32,19,100,77.8
2011,00460505,Brookline,"Brookline High",PHY,"All Students",210,56,119,32,45,12,2,1,376,99,100
2011,00460505,Brookline,"Brookline High",PHY,"Non-Low Income",205,62,102,31,25,8,1,0,333,99,100
2011,00460505,Brookline,"Brookline High",PHY,"Low Income",5,12,17,40,20,47,1,2,43,100,100
2011,00460505,Brookline,"Brookline High",PHY,Male,110,61,49,27,22,12,0,0,181,99,100
2011,00460505,Brookline,"Brookline High",PHY,Female,100,51,70,36,23,12,2,1,195,99,100
2011,00460505,Brookline,"Brookline High",PHY,"High Needs",15,17,39,43,34,38,2,2,90,98,100
2011,00460505,Brookline,"Brookline High",PHY,Black,7,19,15,42,14,39,0,0,36,100," "
2011,00460505,Brookline,"Brookline High",PHY,Asian,26,60,14,33,3,7,0,0,43,100,100
2011,00460505,Brookline,"Brookline High",PHY,Hispanic/Latino,10,27,15,41,11,30,1,3,37,100," "
2011,00460505,Brookline,"Brookline High",PHY,White,157,65,68,28,15,6,0,0,240,99,100
2011,00460505,Brookline,"Brookline High",PHY,Multi-race,10,53,6,32,2,11,1,5,19,100," "
2011,00460505,Brookline,"Brookline High",PHY,LEP,6,46,6,46,1,8,0,0,13,100,100
2011,00460505,Brookline,"Brookline High",PHY,"LEP/Formerly LEP",6,40,6,40,3,20,0,0,15,100,100
2011,00460505,Brookline,"Brookline High",PHY,"Special Ed",6,10,23,40,27,47,2,3,58,97," "
2011,00460505,Brookline,"Brookline High",PHY,"Non-Title 1",210,56,119,32,45,12,2,1,376,99,100
2011,00480000,Burlington,District,BIO,"All Students",46,58,26,33,7,9,1,1,80,99,75
2011,00480000,Burlington,District,BIO,"Non-Low Income",44,58,26,34,5,7,1,1,76,99,87.5
2011,00480000,Burlington,District,BIO,Male,26,62,11,26,4,10,1,2,42,100,75
2011,00480000,Burlington,District,BIO,Female,20,53,15,39,3,8,0,0,38,98,75
2011,00480000,Burlington,District,BIO,"High Needs",2,20,1,10,6,60,1,10,10,93,62.5
2011,00480000,Burlington,District,BIO,Asian,11,85,2,15,0,0,0,0,13,100," "
2011,00480000,Burlington,District,BIO,White,33,53,23,37,5,8,1,2,62,98,87.5
2011,00480000,Burlington,District,BIO,"Non-Title 1",46,58,26,33,6,8,1,1,79,99,87.5
2011,00480000,Burlington,District,PHY,"All Students",21,11,100,55,57,31,5,3,183,100," "
2011,00480000,Burlington,District,PHY,"Non-Low Income",19,12,92,56,49,30,3,2,163,100," "
2011,00480000,Burlington,District,PHY,"Low Income",2,10,8,40,8,40,2,10,20,100," "
2011,00480000,Burlington,District,PHY,Male,15,15,51,53,29,30,2,2,97,100," "
2011,00480000,Burlington,District,PHY,Female,6,7,49,57,28,33,3,3,86,100," "
2011,00480000,Burlington,District,PHY,"High Needs",2,5,15,37,20,49,4,10,41,100," "
2011,00480000,Burlington,District,PHY,Black,0,0,7,47,8,53,0,0,15,100," "
2011,00480000,Burlington,District,PHY,Asian,3,25,6,50,2,17,1,8,12,100," "
2011,00480000,Burlington,District,PHY,Hispanic/Latino,1,10,5,50,3,30,1,10,10,100," "
2011,00480000,Burlington,District,PHY,White,17,12,76,55,42,30,3,2,138,100," "
2011,00480000,Burlington,District,PHY,"Special Ed",0,0,6,24,16,64,3,12,25,100," "
2011,00480000,Burlington,District,PHY,"Non-Title 1",21,11,100,55,57,31,5,3,183,100," "
2011,00480505,Burlington,"Burlington High",BIO,"All Students",45,63,26,37,0,0,0,0,71,100," "
2011,00480505,Burlington,"Burlington High",BIO,"Non-Low Income",43,62,26,38,0,0,0,0,69,100," "
2011,00480505,Burlington,"Burlington High",BIO,Male,26,70,11,30,0,0,0,0,37,100," "
2011,00480505,Burlington,"Burlington High",BIO,Female,19,56,15,44,0,0,0,0,34,100," "
2011,00480505,Burlington,"Burlington High",BIO,Asian,11,85,2,15,0,0,0,0,13,100," "
2011,00480505,Burlington,"Burlington High",BIO,White,32,58,23,42,0,0,0,0,55,100," "
2011,00480505,Burlington,"Burlington High",BIO,"Non-Title 1",45,63,26,37,0,0,0,0,71,100," "
2011,00480505,Burlington,"Burlington High",PHY,"All Students",21,12,99,54,57,31,5,3,182,100," "
2011,00480505,Burlington,"Burlington High",PHY,"Non-Low Income",19,12,91,56,49,30,3,2,162,100," "
2011,00480505,Burlington,"Burlington High",PHY,"Low Income",2,10,8,40,8,40,2,10,20,100," "
2011,00480505,Burlington,"Burlington High",PHY,Male,15,15,51,53,29,30,2,2,97,100," "
2011,00480505,Burlington,"Burlington High",PHY,Female,6,7,48,56,28,33,3,4,85,100," "
2011,00480505,Burlington,"Burlington High",PHY,"High Needs",2,5,14,35,20,50,4,10,40,100," "
2011,00480505,Burlington,"Burlington High",PHY,Black,0,0,6,43,8,57,0,0,14,100," "
2011,00480505,Burlington,"Burlington High",PHY,Asian,3,25,6,50,2,17,1,8,12,100," "
2011,00480505,Burlington,"Burlington High",PHY,Hispanic/Latino,1,10,5,50,3,30,1,10,10,100," "
2011,00480505,Burlington,"Burlington High",PHY,White,17,12,76,55,42,30,3,2,138,100," "
2011,00480505,Burlington,"Burlington High",PHY,"Special Ed",0,0,6,24,16,64,3,12,25,100," "
2011,00480505,Burlington,"Burlington High",PHY,"Non-Title 1",21,12,99,54,57,31,5,3,182,100," "
2011,00490000,Cambridge,District,BIO,"All Students",5,19,3,12,6,23,12,46,26,76,59.2
2011,00490000,Cambridge,District,BIO,"Non-Low Income",4,19,3,14,3,14,11,52,21,79,58.9
2011,00490000,Cambridge,District,BIO,Male,2,14,1,7,2,14,9,64,14,73,50
2011,00490000,Cambridge,District,BIO,Female,3,25,2,17,4,33,3,25,12,80,75
2011,00490000,Cambridge,District,BIO,"High Needs",2,9,3,14,5,23,12,55,22,75,53.1
2011,00490000,Cambridge,District,BIO,Black,0,0,1,7,4,29,9,64,14,79,43.2
2011,00490000,Cambridge,District,BIO,"Special Ed",1,5,3,16,3,16,12,63,19,79,48.1
2011,00490000,Cambridge,District,BIO,"Non-Title 1",5,19,3,12,6,23,12,46,26,76,59.2
2011,00490000,Cambridge,District,CHE,"All Students",4,33,1,8,5,42,2,17,12,100,62.5
2011,00490000,Cambridge,District,CHE,"Non-Title 1",4,33,1,8,5,42,2,17,12,100,62.5
2011,00490000,Cambridge,District,PHY,"All Students",102,28,146,41,88,24,24,7,360,100,66.7
2011,00490000,Cambridge,District,PHY,"Non-Low Income",84,44,76,39,25,13,8,4,193,100,66.7
2011,00490000,Cambridge,District,PHY,"Low Income",18,11,70,42,63,38,16,10,167,99," "
2011,00490000,Cambridge,District,PHY,Male,53,27,83,42,49,25,14,7,199,100,66.7
2011,00490000,Cambridge,District,PHY,Female,49,30,63,39,39,24,10,6,161,100," "
2011,00490000,Cambridge,District,PHY,"High Needs",18,9,78,41,72,38,24,13,192,99,25
2011,00490000,Cambridge,District,PHY,Black,10,8,50,40,52,42,13,10,125,100,100
2011,00490000,Cambridge,District,PHY,Asian,18,43,20,48,3,7,1,2,42,100," "
2011,00490000,Cambridge,District,PHY,Hispanic/Latino,10,18,23,40,17,30,7,12,57,98,25
2011,00490000,Cambridge,District,PHY,White,62,49,47,37,15,12,3,2,127,100,75
2011,00490000,Cambridge,District,PHY,"Formerly LEP",1,7,4,27,9,60,1,7,15,100," "
2011,00490000,Cambridge,District,PHY,LEP,0,0,7,35,8,40,5,25,20,100," "
2011,00490000,Cambridge,District,PHY,"LEP/Formerly LEP",1,3,11,31,17,49,6,17,35,100," "
2011,00490000,Cambridge,District,PHY,"Special Ed",0,0,17,27,31,48,16,25,64,98,25
2011,00490000,Cambridge,District,PHY,"Non-Title 1",102,28,146,41,88,24,24,7,360,100,66.7
2011,00490506,Cambridge,"Cambridge Rindge and Latin",CHE,"All Students",4,33,1,8,5,42,2,17,12,100,62.5
2011,00490506,Cambridge,"Cambridge Rindge and Latin",CHE,"Non-Title 1",4,33,1,8,5,42,2,17,12,100,62.5
2011,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,"All Students",101,29,138,40,83,24,23,7,345,100,87.5
2011,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,"Non-Low Income",84,45,73,39,22,12,7,4,186,100,87.5
2011,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,"Low Income",17,11,65,41,61,38,16,10,159,99," "
2011,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,Male,52,27,80,42,46,24,13,7,191,99,87.5
2011,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,Female,49,32,58,38,37,24,10,6,154,100," "
2011,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,"High Needs",17,9,73,40,68,38,23,13,181,99," "
2011,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,Black,10,8,47,40,48,41,13,11,118,100,100
2011,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,Asian,17,44,18,46,3,8,1,3,39,100," "
2011,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,Hispanic/Latino,10,18,22,40,17,31,6,11,55,98," "
2011,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,White,62,50,45,36,14,11,3,2,124,100,75
2011,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,"Formerly LEP",1,7,4,27,9,60,1,7,15,100," "
2011,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,LEP,0,0,5,33,5,33,5,33,15,100," "
2011,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,"LEP/Formerly LEP",1,3,9,30,14,47,6,20,30,100," "
2011,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,"Special Ed",0,0,17,27,31,49,15,24,63,98," "
2011,00490506,Cambridge,"Cambridge Rindge and Latin",PHY,"Non-Title 1",101,29,138,40,83,24,23,7,345,100,87.5
2011,00500000,Canton,District,BIO,"All Students",96,47,83,40,21,10,5,2,205,98,95.5
2011,00500000,Canton,District,BIO,"Non-Low Income",91,52,68,39,12,7,3,2,174,98,94.4
2011,00500000,Canton,District,BIO,"Low Income",5,16,15,48,9,29,2,6,31,97,100
2011,00500000,Canton,District,BIO,Male,31,36,35,40,16,18,5,6,87,98,94.4
2011,00500000,Canton,District,BIO,Female,65,55,48,41,5,4,0,0,118,98,100
2011,00500000,Canton,District,BIO,"High Needs",8,17,20,42,16,33,4,8,48,96,95.8
2011,00500000,Canton,District,BIO,Black,2,10,7,35,8,40,3,15,20,100,100
2011,00500000,Canton,District,BIO,Asian,12,71,4,24,1,6,0,0,17,100," "
2011,00500000,Canton,District,BIO,White,82,52,65,41,10,6,2,1,159,98,94.4
2011,00500000,Canton,District,BIO,"Special Ed",2,8,8,32,12,48,3,12,25,96,95
2011,00500000,Canton,District,BIO,"Non-Title 1",96,47,83,40,21,10,5,2,205,98,95.5
2011,00500505,Canton,"Canton High",BIO,"All Students",95,49,79,41,17,9,4,2,195,98,100
2011,00500505,Canton,"Canton High",BIO,"Non-Low Income",90,55,64,39,8,5,2,1,164,99,100
2011,00500505,Canton,"Canton High",BIO,"Low Income",5,16,15,48,9,29,2,6,31,97,100
2011,00500505,Canton,"Canton High",BIO,Male,31,40,31,40,12,15,4,5,78,99,100
2011,00500505,Canton,"Canton High",BIO,Female,64,55,48,41,5,4,0,0,117,98,100
2011,00500505,Canton,"Canton High",BIO,"High Needs",8,19,18,43,13,31,3,7,42,98,100
2011,00500505,Canton,"Canton High",BIO,Black,1,5,7,37,8,42,3,16,19,100,100
2011,00500505,Canton,"Canton High",BIO,Asian,12,71,4,24,1,6,0,0,17,100," "
2011,00500505,Canton,"Canton High",BIO,White,82,54,62,41,8,5,1,1,153,99,100
2011,00500505,Canton,"Canton High",BIO,"Special Ed",2,11,6,32,9,47,2,11,19,100,100
2011,00500505,Canton,"Canton High",BIO,"Non-Title 1",95,49,79,41,17,9,4,2,195,98,100
2011,00520000,Carver,District,BIO,"All Students",1,7,7,50,3,21,3,21,14,93,92.9
2011,00520000,Carver,District,BIO,"High Needs",0,0,4,40,3,30,3,30,10,91,90
2011,00520000,Carver,District,BIO,White,1,8,6,50,2,17,3,25,12,92,92.9
2011,00520000,Carver,District,BIO,"Non-Title 1",1,7,7,50,3,21,3,21,14,93,92.9
2011,00520000,Carver,District,PHY,"All Students",33,28,52,44,29,25,4,3,118,100," "
2011,00520000,Carver,District,PHY,"Non-Low Income",29,31,44,46,20,21,2,2,95,100," "
2011,00520000,Carver,District,PHY,"Low Income",4,17,8,35,9,39,2,9,23,100," "
2011,00520000,Carver,District,PHY,Male,20,31,29,45,12,19,3,5,64,100," "
2011,00520000,Carver,District,PHY,Female,13,24,23,43,17,31,1,2,54,100," "
2011,00520000,Carver,District,PHY,"High Needs",4,13,10,33,13,43,3,10,30,100," "
2011,00520000,Carver,District,PHY,White,32,28,51,45,28,25,3,3,114,100," "
2011,00520000,Carver,District,PHY,"Special Ed",0,0,2,18,8,73,1,9,11,100," "
2011,00520000,Carver,District,PHY,"Non-Title 1",33,28,52,44,29,25,4,3,118,100," "
2011,00520405,Carver,"Carver Middle/High School",PHY,"All Students",33,28,52,44,28,24,4,3,117,100," "
2011,00520405,Carver,"Carver Middle/High School",PHY,"Non-Low Income",29,31,44,46,20,21,2,2,95,100," "
2011,00520405,Carver,"Carver Middle/High School",PHY,"Low Income",4,18,8,36,8,36,2,9,22,100," "
2011,00520405,Carver,"Carver Middle/High School",PHY,Male,20,32,29,46,11,17,3,5,63,100," "
2011,00520405,Carver,"Carver Middle/High School",PHY,Female,13,24,23,43,17,31,1,2,54,100," "
2011,00520405,Carver,"Carver Middle/High School",PHY,"High Needs",4,14,10,34,12,41,3,10,29,100," "
2011,00520405,Carver,"Carver Middle/High School",PHY,White,32,28,51,45,27,24,3,3,113,100," "
2011,00520405,Carver,"Carver Middle/High School",PHY,"Special Ed",0,0,2,20,7,70,1,10,10,100," "
2011,00520405,Carver,"Carver Middle/High School",PHY,"Non-Title 1",33,28,52,44,28,24,4,3,117,100," "
2011,00550000,Chatham,District,BIO,"All Students",10,63,4,25,0,0,2,13,16,100,93.8
2011,00550000,Chatham,District,BIO,"Non-Low Income",10,67,3,20,0,0,2,13,15,100,93.3
2011,00550000,Chatham,District,BIO,Male,7,70,2,20,0,0,1,10,10,100,92.5
2011,00550000,Chatham,District,BIO,White,8,67,2,17,0,0,2,17,12,100,91.7
2011,00550000,Chatham,District,BIO,"Non-Title 1",10,63,4,25,0,0,2,13,16,100,93.8
2011,00550505,Chatham,"Chatham High",BIO,"All Students",9,60,4,27,0,0,2,13,15,100,93.3
2011,00550505,Chatham,"Chatham High",BIO,"Non-Low Income",9,64,3,21,0,0,2,14,14,100,92.9
2011,00550505,Chatham,"Chatham High",BIO,Male,7,70,2,20,0,0,1,10,10,100,92.5
2011,00550505,Chatham,"Chatham High",BIO,White,8,67,2,17,0,0,2,17,12,100,91.7
2011,00550505,Chatham,"Chatham High",BIO,"Non-Title 1",9,60,4,27,0,0,2,13,15,100,93.3
2011,00560000,Chelmsford,District,BIO,"All Students",50,69,15,21,4,6,3,4,72,99,70
2011,00560000,Chelmsford,District,BIO,"Non-Low Income",50,72,14,20,2,3,3,4,69,100,71.9
2011,00560000,Chelmsford,District,BIO,Male,28,74,5,13,2,5,3,8,38,97,67.9
2011,00560000,Chelmsford,District,BIO,Female,22,65,10,29,2,6,0,0,34,100,75
2011,00560000,Chelmsford,District,BIO,Asian,14,74,4,21,0,0,1,5,19,100,100
2011,00560000,Chelmsford,District,BIO,White,34,68,11,22,3,6,2,4,50,98,64.3
2011,00560000,Chelmsford,District,BIO,"Non-Title 1",50,69,15,21,4,6,3,4,72,99,70
2011,00560000,Chelmsford,District,PHY,"All Students",58,18,170,53,81,25,9,3,318,100,75
2011,00560000,Chelmsford,District,PHY,"Non-Low Income",57,20,149,52,74,26,6,2,286,100,100
2011,00560000,Chelmsford,District,PHY,"Low Income",1,3,21,66,7,22,3,9,32,100,62.5
2011,00560000,Chelmsford,District,PHY,Male,39,23,81,48,44,26,4,2,168,100,62.5
2011,00560000,Chelmsford,District,PHY,Female,19,13,89,60,36,24,5,3,149,99,100
2011,00560000,Chelmsford,District,PHY,"High Needs",1,1,32,42,35,45,9,12,77,100,62.5
2011,00560000,Chelmsford,District,PHY,Black,0,0,11,73,3,20,1,7,15,100,25
2011,00560000,Chelmsford,District,PHY,Asian,2,10,13,62,5,24,1,5,21,100," "
2011,00560000,Chelmsford,District,PHY,White,53,20,140,52,71,26,6,2,270,100," "
2011,00560000,Chelmsford,District,PHY,"Special Ed",0,0,10,21,30,63,8,17,48,100,25
2011,00560000,Chelmsford,District,PHY,"Non-Title 1",58,18,170,54,81,26,8,3,317,100,100
2011,00560505,Chelmsford,"Chelmsford High",BIO,"All Students",50,76,14,21,2,3,0,0,66,100,75
2011,00560505,Chelmsford,"Chelmsford High",BIO,"Non-Low Income",50,78,13,20,1,2,0,0,64,100,83.3
2011,00560505,Chelmsford,"Chelmsford High",BIO,Male,28,85,4,12,1,3,0,0,33,100,75
2011,00560505,Chelmsford,"Chelmsford High",BIO,Female,22,67,10,30,1,3,0,0,33,100,75
2011,00560505,Chelmsford,"Chelmsford High",BIO,Asian,14,78,4,22,0,0,0,0,18,100,100
2011,00560505,Chelmsford,"Chelmsford High",BIO,White,34,76,10,22,1,2,0,0,45,100,75
2011,00560505,Chelmsford,"Chelmsford High",BIO,"Non-Title 1",50,76,14,21,2,3,0,0,66,100,75
2011,00560505,Chelmsford,"Chelmsford High",PHY,"All Students",58,19,168,54,80,26,6,2,312,100," "
2011,00560505,Chelmsford,"Chelmsford High",PHY,"Non-Low Income",57,20,148,52,73,26,5,2,283,100," "
2011,00560505,Chelmsford,"Chelmsford High",PHY,"Low Income",1,3,20,69,7,24,1,3,29,100," "
2011,00560505,Chelmsford,"Chelmsford High",PHY,Male,39,24,80,48,44,27,2,1,165,100," "
2011,00560505,Chelmsford,"Chelmsford High",PHY,Female,19,13,88,60,36,24,4,3,147,99," "
2011,00560505,Chelmsford,"Chelmsford High",PHY,"High Needs",1,1,31,42,35,48,6,8,73,100," "
2011,00560505,Chelmsford,"Chelmsford High",PHY,Black,0,0,11,79,3,21,0,0,14,100," "
2011,00560505,Chelmsford,"Chelmsford High",PHY,Asian,2,10,13,62,5,24,1,5,21,100," "
2011,00560505,Chelmsford,"Chelmsford High",PHY,White,53,20,140,52,71,26,5,2,269,100," "
2011,00560505,Chelmsford,"Chelmsford High",PHY,"Special Ed",0,0,10,22,30,67,5,11,45,100," "
2011,00560505,Chelmsford,"Chelmsford High",PHY,"Non-Title 1",58,19,168,54,80,26,6,2,312,100," "
2011,00570000,Chelsea,District,BIO,"All Students",20,5,126,34,138,37,89,24,373,94,62.6
2011,00570000,Chelsea,District,BIO,"Non-Low Income",5,7,23,33,22,31,20,29,70,97,61.2
2011,00570000,Chelsea,District,BIO,"Low Income",15,5,103,34,116,38,69,23,303,93,62.9
2011,00570000,Chelsea,District,BIO,Male,7,4,75,41,56,31,44,24,182,92,70.1
2011,00570000,Chelsea,District,BIO,Female,13,7,51,27,82,43,45,24,191,95,54.3
2011,00570000,Chelsea,District,BIO,"High Needs",16,5,104,32,124,38,83,25,327,93,61.5
2011,00570000,Chelsea,District,BIO,Black,1,3,13,37,14,40,7,20,35,92,55.8
2011,00570000,Chelsea,District,BIO,Asian,2,13,7,47,4,27,2,13,15,100,91.7
2011,00570000,Chelsea,District,BIO,Hispanic/Latino,13,5,93,33,108,38,72,25,286,93,60.4
2011,00570000,Chelsea,District,BIO,White,4,11,13,35,12,32,8,22,37,93,72.6
2011,00570000,Chelsea,District,BIO,"Formerly LEP",1,5,5,24,10,48,5,24,21,100,58.3
2011,00570000,Chelsea,District,BIO,LEP,0,0,6,12,19,37,26,51,51,74,46.4
2011,00570000,Chelsea,District,BIO,"LEP/Formerly LEP",1,1,11,15,29,40,31,43,72,80,48.9
2011,00570000,Chelsea,District,BIO,"Special Ed",1,2,8,12,19,29,38,58,66,94,49.3
2011,00570000,Chelsea,District,BIO,"Title 1",20,5,125,34,135,37,87,24,367,93,62.9
2011,00570505,Chelsea,"Chelsea High",BIO,"All Students",20,6,124,35,124,35,83,24,351,93,63.2
2011,00570505,Chelsea,"Chelsea High",BIO,"Non-Low Income",5,8,22,33,20,30,19,29,66,97,61.6
2011,00570505,Chelsea,"Chelsea High",BIO,"Low Income",15,5,102,36,104,36,64,22,285,93,63.5
