adminyear,grade,org_code,DistrictName,Group,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_ayppart,m_ayppart,s_ayppart
2013,07,01030000,Gardner,"Students with Disabilities",44,39,3,1,,1,,44,40,3,,,1,,,,,,,,,98,100,
2013,07,01030000,Gardner,"ELL and Former ELL",12,9,1,1,,1,,12,10,1,,,1,,,,,,,,,92,100,
2013,07,01030000,Gardner,"Low Income",98,92,2,3,,1,,99,96,2,,,1,,,,,,,,,97,100,
2013,07,01030000,Gardner,"High Needs",111,104,3,3,,1,,112,108,3,,,1,,,,,,,,,97,100,
2013,07,01030000,Gardner,Hispanic/Latino,19,16,1,1,,1,,19,17,1,,,1,,,,,,,,,95,100,
2013,07,01030000,Gardner,White,163,159,2,2,,,,164,162,2,,,,,,,,,,,,99,100,
2013,08,01030000,Gardner,"All Students",181,178,1,1,1,,,184,181,2,,1,,,183,181,,1,1,,,99,99,99
2013,08,01030000,Gardner,"Students with Disabilities",34,31,1,1,1,,,35,33,2,,,,,34,34,,,,,,94,100,100
2013,08,01030000,Gardner,"Low Income",98,96,1,,1,,,98,97,1,,,,,98,97,,1,,,,99,100,99
2013,08,01030000,Gardner,"High Needs",109,106,1,1,1,,,110,108,2,,,,,109,108,,1,,,,98,100,99
2013,08,01030000,Gardner,Hispanic/Latino,20,20,,,,,,22,22,,,,,,21,21,,,,,,100,100,100
2013,08,01030000,Gardner,White,143,141,1,,1,,,144,141,2,,1,,,144,142,,1,1,,,99,99,99
2013,10,01030000,Gardner,"All Students",163,159,1,2,,1,,158,156,1,,,1,,162,142,,1,,,19,99,100,99
2013,10,01030000,Gardner,"Students with Disabilities",24,21,1,2,,,,22,21,1,,,,,23,20,,,,,3,92,100,100
2013,10,01030000,Gardner,"Low Income",72,68,1,2,,1,,68,66,1,,,1,,71,59,,1,,,11,97,100,99
2013,10,01030000,Gardner,"High Needs",82,78,1,2,,1,,78,76,1,,,1,,81,68,,1,,,12,98,100,99
2013,10,01030000,Gardner,Hispanic/Latino,19,19,,,,,,18,18,,,,,,19,15,,,,,4,100,100,100
2013,10,01030000,Gardner,White,133,130,1,2,,,,129,128,1,,,,,132,117,,,,,15,98,100,100
2013,AL,01030000,Gardner,"All Students",1319,1288,17,6,2,6,,1316,1286,20,,4,6,,548,523,3,2,1,,19,99,100,99
2013,AL,01030000,Gardner,"Students with Disabilities",263,240,17,4,1,1,,261,240,20,,,1,,101,95,3,,,,3,98,100,100
2013,AL,01030000,Gardner,"ELL and Former ELL",73,65,1,1,,6,,73,65,2,,,6,,26,23,,1,,,2,99,100,96
2013,AL,01030000,Gardner,"Low Income",733,708,12,5,2,6,,730,710,12,,2,6,,293,278,2,2,,,11,99,100,99
2013,AL,01030000,Gardner,"High Needs",816,785,17,6,2,6,,814,786,20,,2,6,,331,314,3,2,,,12,99,100,99
2013,AL,01030000,Gardner,"African American",48,44,1,,,3,,48,44,1,,,3,,24,22,1,1,,,,100,100,96
2013,AL,01030000,Gardner,Asian,27,27,,,,,,27,27,,,,,,13,13,,,,,,100,100,100
2013,AL,01030000,Gardner,Hispanic/Latino,160,152,4,1,,3,,161,152,6,,,3,,64,59,1,,,,4,99,100,100
2013,AL,01030000,Gardner,White,1029,1011,12,4,2,,,1027,1010,13,,4,,,431,413,1,1,1,,15,99,100,100
2013,AL,01030000,Gardner,"Multi-Race (non-Hispanic/Latino)",52,51,,1,,,,51,51,,,,,,16,16,,,,,,98,100,100
2013,03,01050000,Georgetown,"All Students",117,116,1,,,,,117,116,1,,,,,,,,,,,,100,100,
2013,03,01050000,Georgetown,"Students with Disabilities",13,12,1,,,,,13,12,1,,,,,,,,,,,,100,100,
2013,03,01050000,Georgetown,"High Needs",18,17,1,,,,,18,17,1,,,,,,,,,,,,100,100,
2013,03,01050000,Georgetown,White,113,112,1,,,,,113,112,1,,,,,,,,,,,,100,100,
2013,04,01050000,Georgetown,"All Students",117,112,3,1,,1,,117,113,2,1,,1,,,,,,,,,99,99,
2013,04,01050000,Georgetown,"Students with Disabilities",11,7,3,1,,,,11,8,2,1,,,,,,,,,,,91,91,
2013,04,01050000,Georgetown,"High Needs",20,15,3,1,,1,,20,16,2,1,,1,,,,,,,,,95,95,
2013,04,01050000,Georgetown,White,114,109,3,1,,1,,114,110,2,1,,1,,,,,,,,,99,99,
2013,05,01050000,Georgetown,"All Students",134,131,3,,,,,133,130,3,,,,,133,130,3,,,,,100,100,100
2013,05,01050000,Georgetown,"Students with Disabilities",18,15,3,,,,,18,15,3,,,,,18,15,3,,,,,100,100,100
2013,05,01050000,Georgetown,"Low Income",15,15,,,,,,14,14,,,,,,14,14,,,,,,100,100,100
2013,05,01050000,Georgetown,"High Needs",31,28,3,,,,,30,27,3,,,,,30,27,3,,,,,100,100,100
2013,05,01050000,Georgetown,White,128,125,3,,,,,127,124,3,,,,,127,124,3,,,,,100,100,100
2013,06,01050000,Georgetown,"All Students",111,109,1,,1,,,111,109,1,1,,,,,,,,,,,99,99,
2013,06,01050000,Georgetown,"Students with Disabilities",19,18,1,,,,,19,18,1,,,,,,,,,,,,100,100,
2013,06,01050000,Georgetown,"Low Income",11,11,,,,,,11,11,,,,,,,,,,,,,100,100,
2013,06,01050000,Georgetown,"High Needs",26,25,1,,,,,26,25,1,,,,,,,,,,,,100,100,
2013,06,01050000,Georgetown,White,110,108,1,,1,,,110,108,1,1,,,,,,,,,,,99,99,
2013,07,01050000,Georgetown,"All Students",149,149,,,,,,149,149,,,,,,,,,,,,,100,100,
2013,07,01050000,Georgetown,"Students with Disabilities",24,24,,,,,,24,24,,,,,,,,,,,,,100,100,
2013,07,01050000,Georgetown,"High Needs",31,31,,,,,,31,31,,,,,,,,,,,,,100,100,
2013,07,01050000,Georgetown,White,141,141,,,,,,141,141,,,,,,,,,,,,,100,100,
2013,08,01050000,Georgetown,"All Students",127,125,1,,1,,,127,125,1,1,,,,127,125,1,,1,,,99,99,99
2013,08,01050000,Georgetown,"Students with Disabilities",19,18,1,,,,,19,18,1,,,,,19,18,1,,,,,100,100,100
2013,08,01050000,Georgetown,"Low Income",11,10,1,,,,,11,10,1,,,,,11,10,1,,,,,100,100,100
2013,08,01050000,Georgetown,"High Needs",26,25,1,,,,,26,25,1,,,,,26,25,1,,,,,100,100,100
2013,08,01050000,Georgetown,White,124,122,1,,1,,,124,122,1,1,,,,124,122,1,,1,,,99,99,99
2013,10,01050000,Georgetown,"All Students",101,101,,,,,,101,101,,,,,,101,93,,2,,,6,100,100,98
2013,10,01050000,Georgetown,"Students with Disabilities",12,12,,,,,,12,12,,,,,,12,11,,,,,1,100,100,100
2013,10,01050000,Georgetown,"High Needs",19,19,,,,,,19,19,,,,,,19,17,,1,,,1,100,100,95
2013,10,01050000,Georgetown,White,99,99,,,,,,99,99,,,,,,99,91,,2,,,6,100,100,98
2013,AL,01050000,Georgetown,"All Students",856,843,9,1,2,1,,855,843,8,3,,1,,361,348,4,2,1,,6,100,100,99
2013,AL,01050000,Georgetown,"Students with Disabilities",116,106,9,1,,,,116,107,8,1,,,,49,44,4,,,,1,99,99,100
2013,AL,01050000,Georgetown,"Low Income",69,68,1,,,,,68,67,1,,,,,34,32,1,1,,,,100,100,97
2013,AL,01050000,Georgetown,"High Needs",171,160,9,1,,1,,170,160,8,1,,1,,75,69,4,1,,,1,99,99,99
2013,AL,01050000,Georgetown,White,829,816,9,1,2,1,,828,816,8,3,,1,,350,337,4,2,1,,6,100,100,99
2013,AL,01050000,Georgetown,"Multi-Race (non-Hispanic/Latino)",12,12,,,,,,12,12,,,,,,6,,,,,,,100,100,
2013,03,01070000,Gloucester,"All Students",251,244,7,,,,,251,245,6,,,,,,,,,,,,100,100,
2013,03,01070000,Gloucester,"Students with Disabilities",60,53,7,,,,,60,54,6,,,,,,,,,,,,100,100,
2013,03,01070000,Gloucester,"ELL and Former ELL",13,13,,,,,,13,13,,,,,,,,,,,,,100,100,
2013,03,01070000,Gloucester,"Low Income",101,96,5,,,,,101,97,4,,,,,,,,,,,,100,100,
2013,03,01070000,Gloucester,"High Needs",130,123,7,,,,,130,124,6,,,,,,,,,,,,100,100,
2013,03,01070000,Gloucester,Hispanic/Latino,20,19,1,,,,,20,19,1,,,,,,,,,,,,100,100,
2013,03,01070000,Gloucester,White,222,216,6,,,,,222,217,5,,,,,,,,,,,,100,100,
2013,04,01070000,Gloucester,"All Students",205,196,7,,1,1,,206,196,7,,2,1,,,,,,,,,100,99,
2013,04,01070000,Gloucester,"Students with Disabilities",45,38,7,,,,,46,39,7,,,,,,,,,,,,100,100,
2013,04,01070000,Gloucester,"ELL and Former ELL",12,11,,,,1,,12,11,,,,1,,,,,,,,,100,100,
2013,04,01070000,Gloucester,"Low Income",97,92,4,,,1,,98,92,4,,1,1,,,,,,,,,100,99,
2013,04,01070000,Gloucester,"High Needs",120,112,7,,,1,,121,112,7,,1,1,,,,,,,,,100,99,
2013,04,01070000,Gloucester,Hispanic/Latino,20,20,,,,,,20,20,,,,,,,,,,,,,100,100,
2013,04,01070000,Gloucester,White,173,167,5,,1,,,174,167,5,,2,,,,,,,,,,99,99,
2013,05,01070000,Gloucester,"All Students",225,217,5,1,1,1,,226,218,6,,1,1,,226,219,5,,1,1,,99,100,100
2013,05,01070000,Gloucester,"Students with Disabilities",51,44,5,1,1,,,51,44,6,,1,,,51,45,5,,1,,,96,98,98
2013,05,01070000,Gloucester,"ELL and Former ELL",10,9,,,,1,,11,10,,,,1,,11,10,,,,1,,100,100,100
2013,05,01070000,Gloucester,"Low Income",91,85,4,1,1,,,91,85,5,,1,,,91,86,4,,1,,,98,99,99
2013,05,01070000,Gloucester,"High Needs",116,108,5,1,1,1,,117,109,6,,1,1,,117,110,5,,1,1,,98,99,99
2013,05,01070000,Gloucester,Hispanic/Latino,15,14,1,,,,,15,14,1,,,,,15,14,1,,,,,100,100,100
2013,05,01070000,Gloucester,White,191,185,4,1,1,,,191,185,5,,1,,,191,186,4,,1,,,99,99,99
2013,06,01070000,Gloucester,"All Students",246,236,5,1,2,2,,247,236,6,2,1,2,,,,,,,,,99,99,
2013,06,01070000,Gloucester,"Students with Disabilities",68,60,5,1,2,,,68,59,6,2,1,,,,,,,,,,96,96,
2013,06,01070000,Gloucester,"Low Income",111,105,3,,2,1,,111,104,4,1,1,1,,,,,,,,,98,98,
2013,06,01070000,Gloucester,"High Needs",138,128,5,1,2,2,,139,128,6,2,1,2,,,,,,,,,98,98,
2013,06,01070000,Gloucester,Hispanic/Latino,10,9,,,,1,,10,9,,,,1,,,,,,,,,100,100,
2013,06,01070000,Gloucester,White,223,215,4,1,2,1,,223,215,4,2,1,1,,,,,,,,,99,99,
2013,07,01070000,Gloucester,"All Students",230,221,5,2,1,1,,229,218,7,3,,1,,,,,,,,,99,99,
2013,07,01070000,Gloucester,"Students with Disabilities",52,47,5,,,,,52,43,7,2,,,,,,,,,,,100,96,
2013,07,01070000,Gloucester,"ELL and Former ELL",10,8,,1,,1,,9,,,,,,,,,,,,,,90,,
2013,07,01070000,Gloucester,"Low Income",98,94,3,,,1,,98,91,4,2,,1,,,,,,,,,100,98,
2013,07,01070000,Gloucester,"High Needs",118,111,5,1,,1,,117,106,7,3,,1,,,,,,,,,99,97,
2013,07,01070000,Gloucester,Hispanic/Latino,10,10,,,,,,9,,,,,,,,,,,,,,100,,
2013,07,01070000,Gloucester,White,208,199,5,2,1,1,,208,199,6,2,,1,,,,,,,,,99,99,
2013,08,01070000,Gloucester,"All Students",237,230,2,2,1,2,,235,228,4,1,,2,,233,229,2,2,,,,99,100,99
2013,08,01070000,Gloucester,"Students with Disabilities",48,44,2,1,1,,,48,44,4,,,,,48,46,2,,,,,96,100,100
2013,08,01070000,Gloucester,"Low Income",83,80,1,1,1,,,82,80,2,,,,,82,81,1,,,,,98,100,100
2013,08,01070000,Gloucester,"High Needs",107,103,2,1,1,,,106,102,4,,,,,106,104,2,,,,,98,100,100
2013,08,01070000,Gloucester,Hispanic/Latino,12,12,,,,,,12,12,,,,,,12,12,,,,,,100,100,100
2013,08,01070000,Gloucester,White,210,205,2,2,1,,,208,204,3,1,,,,208,204,2,2,,,,99,100,99
2013,10,01070000,Gloucester,"All Students",236,231,3,2,,,,238,232,3,3,,,,238,218,3,5,,,12,99,99,98
2013,10,01070000,Gloucester,"Students with Disabilities",56,51,3,2,,,,56,50,3,3,,,,56,43,3,5,,,5,96,95,91
2013,10,01070000,Gloucester,"Low Income",80,77,2,1,,,,81,79,2,,,,,81,73,2,3,,,3,99,100,96
2013,10,01070000,Gloucester,"High Needs",107,102,3,2,,,,108,102,3,3,,,,108,93,3,5,,,7,98,97,95
2013,10,01070000,Gloucester,White,217,213,2,2,,,,219,214,2,3,,,,219,201,2,5,,,11,99,99,98
2013,AL,01070000,Gloucester,"All Students",1630,1575,34,8,6,7,,1632,1573,39,9,4,7,,697,666,10,7,1,1,12,99,99,99
2013,AL,01070000,Gloucester,"Students with Disabilities",380,337,34,5,4,,,381,333,39,7,2,,,155,134,10,5,1,,5,98,98,96
2013,AL,01070000,Gloucester,"ELL and Former ELL",69,63,,1,,5,,69,64,,,,5,,26,25,,,,1,,99,100,100
2013,AL,01070000,Gloucester,"Low Income",661,629,22,3,4,3,,662,628,25,3,3,3,,254,240,7,3,1,,3,99,99,98
2013,AL,01070000,Gloucester,"High Needs",836,787,34,6,4,5,,838,783,39,8,3,5,,331,307,10,5,1,1,7,99,99,98
2013,AL,01070000,Gloucester,"African American",26,24,1,,,1,,26,22,2,1,,1,,17,16,1,,,,,100,96,100
2013,AL,01070000,Gloucester,Asian,23,21,1,,,1,,25,22,2,,,1,,13,11,,,,1,1,100,100,100
2013,AL,01070000,Gloucester,Hispanic/Latino,96,93,2,,,1,,95,91,3,,,1,,36,35,1,,,,,100,100,100
2013,AL,01070000,Gloucester,White,1444,1400,28,8,6,2,,1445,1401,30,8,4,2,,618,591,8,7,1,,11,99,99,99
2013,AL,01070000,Gloucester,"Hawaiian/Pacific Islander",10,7,1,,,2,,10,7,1,,,2,,2,,,,,,,100,100,
2013,AL,01070000,Gloucester,"Multi-Race (non-Hispanic/Latino)",25,24,1,,,,,25,24,1,,,,,9,,,,,,,100,100,
2013,03,01100000,Grafton,"All Students",268,268,,,,,,268,268,,,,,,,,,,,,,100,100,
2013,03,01100000,Grafton,"Students with Disabilities",36,36,,,,,,36,36,,,,,,,,,,,,,100,100,
2013,03,01100000,Grafton,"Low Income",23,23,,,,,,23,23,,,,,,,,,,,,,100,100,
2013,03,01100000,Grafton,"High Needs",56,56,,,,,,56,56,,,,,,,,,,,,,100,100,
2013,03,01100000,Grafton,Asian,40,40,,,,,,40,40,,,,,,,,,,,,,100,100,
2013,03,01100000,Grafton,White,212,212,,,,,,212,212,,,,,,,,,,,,,100,100,
2013,04,01100000,Grafton,"All Students",225,222,3,,,,,224,220,3,1,,,,,,,,,,,100,100,
2013,04,01100000,Grafton,"Students with Disabilities",30,27,3,,,,,30,27,3,,,,,,,,,,,,100,100,
2013,04,01100000,Grafton,"Low Income",19,17,2,,,,,18,16,2,,,,,,,,,,,,100,100,
2013,04,01100000,Grafton,"High Needs",43,40,3,,,,,42,39,3,,,,,,,,,,,,100,100,
2013,04,01100000,Grafton,Asian,29,29,,,,,,29,29,,,,,,,,,,,,,100,100,
2013,04,01100000,Grafton,White,177,175,2,,,,,176,173,2,1,,,,,,,,,,,100,99,
2013,04,01100000,Grafton,"Multi-Race (non-Hispanic/Latino)",10,10,,,,,,10,10,,,,,,,,,,,,,100,100,
2013,05,01100000,Grafton,"All Students",254,250,3,,,1,,255,251,3,,,1,,255,251,3,,,1,,100,100,100
2013,05,01100000,Grafton,"Students with Disabilities",37,34,3,,,,,37,34,3,,,,,37,34,3,,,,,100,100,100
2013,05,01100000,Grafton,"Low Income",36,36,,,,,,36,36,,,,,,36,36,,,,,,100,100,100
2013,05,01100000,Grafton,"High Needs",66,62,3,,,1,,66,62,3,,,1,,66,62,3,,,1,,100,100,100
2013,05,01100000,Grafton,Asian,39,38,1,,,,,40,39,1,,,,,40,39,1,,,,,100,100,100
2013,05,01100000,Grafton,White,203,201,2,,,,,203,201,2,,,,,203,201,2,,,,,100,100,100
2013,06,01100000,Grafton,"All Students",243,241,2,,,,,241,238,2,,1,,,,,,,,,,100,100,
2013,06,01100000,Grafton,"Students with Disabilities",27,25,2,,,,,27,25,2,,,,,,,,,,,,100,100,
2013,06,01100000,Grafton,"Low Income",35,35,,,,,,34,34,,,,,,,,,,,,,100,100,
2013,06,01100000,Grafton,"High Needs",53,51,2,,,,,52,50,2,,,,,,,,,,,,100,100,
2013,06,01100000,Grafton,Asian,28,28,,,,,,28,28,,,,,,,,,,,,,100,100,
2013,06,01100000,Grafton,White,198,196,2,,,,,196,193,2,,1,,,,,,,,,,100,99,
2013,07,01100000,Grafton,"All Students",242,239,2,,1,,,241,238,2,,1,,,,,,,,,,100,100,
2013,07,01100000,Grafton,"Students with Disabilities",33,31,2,,,,,32,30,2,,,,,,,,,,,,100,100,
2013,07,01100000,Grafton,"Low Income",26,26,,,,,,26,26,,,,,,,,,,,,,100,100,
2013,07,01100000,Grafton,"High Needs",55,53,2,,,,,54,52,2,,,,,,,,,,,,100,100,
2013,07,01100000,Grafton,Asian,22,22,,,,,,21,21,,,,,,,,,,,,,100,100,
2013,07,01100000,Grafton,White,211,208,2,,1,,,211,208,2,,1,,,,,,,,,,100,100,
2013,08,01100000,Grafton,"All Students",222,220,,,2,,,222,218,1,,3,,,222,218,1,,3,,,99,99,99
2013,08,01100000,Grafton,"Students with Disabilities",32,31,,,1,,,32,29,1,,2,,,32,29,1,,2,,,97,94,94
2013,08,01100000,Grafton,"Low Income",27,27,,,,,,27,27,,,,,,27,27,,,,,,100,100,100
2013,08,01100000,Grafton,"High Needs",53,52,,,1,,,53,50,1,,2,,,53,50,1,,2,,,98,96,96
2013,08,01100000,Grafton,Hispanic/Latino,10,10,,,,,,10,10,,,,,,10,10,,,,,,100,100,100
2013,08,01100000,Grafton,White,197,195,,,2,,,197,193,1,,3,,,197,193,1,,3,,,99,98,98
2013,10,01100000,Grafton,"All Students",165,161,2,2,,,,165,161,2,2,,,,166,152,2,,,,12,99,99,100
2013,10,01100000,Grafton,"Students with Disabilities",28,24,2,2,,,,28,24,2,2,,,,29,22,2,,,,5,93,93,100
2013,10,01100000,Grafton,"Low Income",27,25,2,,,,,27,25,2,,,,,27,22,2,,,,3,100,100,100
2013,10,01100000,Grafton,"High Needs",44,40,2,2,,,,44,40,2,2,,,,45,38,2,,,,5,95,95,100
2013,10,01100000,Grafton,White,145,141,2,2,,,,145,141,2,2,,,,146,134,2,,,,10,99,99,100
2013,AL,01100000,Grafton,"All Students",1619,1601,12,2,3,1,,1616,1594,13,3,5,1,,643,621,6,,3,1,12,100,100,100
2013,AL,01100000,Grafton,"Students with Disabilities",223,208,12,2,1,,,222,205,13,2,2,,,98,85,6,,2,,5,99,98,98
2013,AL,01100000,Grafton,"ELL and Former ELL",16,15,,,,1,,16,15,,,,1,,4,,,,,,,100,100,
2013,AL,01100000,Grafton,"Low Income",193,189,4,,,,,191,187,4,,,,,90,85,2,,,,3,100,100,100
2013,AL,01100000,Grafton,"High Needs",370,354,12,2,1,1,,367,349,13,2,2,1,,164,150,6,,2,1,5,99,99,99
2013,AL,01100000,Grafton,"African American",19,19,,,,,,19,19,,,,,,6,,,,,,,100,100,
2013,AL,01100000,Grafton,Asian,173,172,1,,,,,173,172,1,,,,,55,53,1,,,,1,100,100,100
2013,AL,01100000,Grafton,Hispanic/Latino,43,41,1,,,1,,43,41,1,,,1,,22,20,,,,1,1,100,100,100
2013,AL,01100000,Grafton,White,1343,1328,10,2,3,,,1340,1321,11,3,5,,,546,528,5,,3,,10,100,99,99
2013,AL,01100000,Grafton,"Multi-Race (non-Hispanic/Latino)",40,40,,,,,,40,40,,,,,,13,13,,,,,,100,100,100
2013,03,01110000,Granby,"All Students",75,75,,,,,,75,75,,,,,,,,,,,,,100,100,
2013,03,01110000,Granby,"Students with Disabilities",12,12,,,,,,12,12,,,,,,,,,,,,,100,100,
2013,03,01110000,Granby,"Low Income",17,17,,,,,,17,17,,,,,,,,,,,,,100,100,
2013,03,01110000,Granby,"High Needs",25,25,,,,,,25,25,,,,,,,,,,,,,100,100,
2013,03,01110000,Granby,White,71,71,,,,,,71,71,,,,,,,,,,,,,100,100,
2013,04,01110000,Granby,"All Students",67,67,,,,,,67,67,,,,,,,,,,,,,100,100,
2013,04,01110000,Granby,"Students with Disabilities",11,11,,,,,,11,11,,,,,,,,,,,,,100,100,
2013,04,01110000,Granby,"Low Income",16,16,,,,,,16,16,,,,,,,,,,,,,100,100,
2013,04,01110000,Granby,"High Needs",23,23,,,,,,23,23,,,,,,,,,,,,,100,100,
2013,04,01110000,Granby,White,58,58,,,,,,58,58,,,,,,,,,,,,,100,100,
2013,05,01110000,Granby,"All Students",77,77,,,,,,77,77,,,,,,77,77,,,,,,100,100,100
2013,05,01110000,Granby,"Students with Disabilities",15,15,,,,,,15,15,,,,,,15,15,,,,,,100,100,100
2013,05,01110000,Granby,"Low Income",20,20,,,,,,20,20,,,,,,20,20,,,,,,100,100,100
2013,05,01110000,Granby,"High Needs",32,32,,,,,,32,32,,,,,,32,32,,,,,,100,100,100
2013,05,01110000,Granby,White,69,69,,,,,,69,69,,,,,,69,69,,,,,,100,100,100
2013,06,01110000,Granby,"All Students",76,75,1,,,,,76,74,2,,,,,,,,,,,,100,100,
2013,06,01110000,Granby,"Students with Disabilities",12,11,1,,,,,12,10,2,,,,,,,,,,,,100,100,
2013,06,01110000,Granby,"Low Income",26,26,,,,,,26,26,,,,,,,,,,,,,100,100,
2013,06,01110000,Granby,"High Needs",33,32,1,,,,,33,31,2,,,,,,,,,,,,100,100,
2013,06,01110000,Granby,White,70,69,1,,,,,70,68,2,,,,,,,,,,,,100,100,
2013,07,01110000,Granby,"All Students",75,75,,,,,,75,75,,,,,,,,,,,,,100,100,
2013,07,01110000,Granby,"Students with Disabilities",11,11,,,,,,11,11,,,,,,,,,,,,,100,100,
2013,07,01110000,Granby,"Low Income",15,15,,,,,,15,15,,,,,,,,,,,,,100,100,
2013,07,01110000,Granby,"High Needs",23,23,,,,,,23,23,,,,,,,,,,,,,100,100,
2013,07,01110000,Granby,White,68,68,,,,,,68,68,,,,,,,,,,,,,100,100,
2013,08,01110000,Granby,"All Students",90,89,,1,,,,90,89,,1,,,,90,89,,1,,,,99,99,99
2013,08,01110000,Granby,"Students with Disabilities",16,15,,1,,,,16,15,,1,,,,16,15,,1,,,,94,94,94
2013,08,01110000,Granby,"Low Income",18,18,,,,,,18,18,,,,,,18,18,,,,,,100,100,100
2013,08,01110000,Granby,"High Needs",28,27,,1,,,,28,27,,1,,,,28,27,,1,,,,96,96,96
2013,08,01110000,Granby,White,81,81,,,,,,81,81,,,,,,81,81,,,,,,100,100,100
2013,10,01110000,Granby,"All Students",76,72,3,,1,,,76,73,3,,,,,76,72,3,,,,1,99,100,100
2013,10,01110000,Granby,"Students with Disabilities",15,12,3,,,,,15,12,3,,,,,15,11,3,,,,1,100,100,100
2013,10,01110000,Granby,"Low Income",21,19,2,,,,,21,19,2,,,,,21,19,2,,,,,100,100,100
2013,10,01110000,Granby,"High Needs",29,26,3,,,,,29,26,3,,,,,29,25,3,,,,1,100,100,100
2013,10,01110000,Granby,White,73,69,3,,1,,,73,70,3,,,,,73,69,3,,,,1,99,100,100
2013,AL,01110000,Granby,"All Students",536,530,4,1,1,,,536,530,5,1,,,,243,238,3,1,,,1,100,100,100
2013,AL,01110000,Granby,"Students with Disabilities",92,87,4,1,,,,92,86,5,1,,,,46,41,3,1,,,1,99,99,98
2013,AL,01110000,Granby,"ELL and Former ELL",17,17,,,,,,17,17,,,,,,6,,,,,,,100,100,
2013,AL,01110000,Granby,"Low Income",133,131,2,,,,,133,131,2,,,,,59,57,2,,,,,100,100,100
2013,AL,01110000,Granby,"High Needs",193,188,4,1,,,,193,187,5,1,,,,89,84,3,1,,,1,99,99,99
2013,AL,01110000,Granby,Asian,13,13,,,,,,13,13,,,,,,6,,,,,,,100,100,
2013,AL,01110000,Granby,Hispanic/Latino,18,17,,1,,,,18,17,,1,,,,7,,,,,,,94,94,
2013,AL,01110000,Granby,White,490,485,4,,1,,,490,485,5,,,,,223,219,3,,,,1,100,100,100
2013,AL,01110000,Granby,"Multi-Race (non-Hispanic/Latino)",11,11,,,,,,11,11,,,,,,4,,,,,,,100,100,
2013,03,01140000,Greenfield,"All Students",183,177,4,2,,,,182,176,4,1,1,,,,,,,,,,99,99,
2013,03,01140000,Greenfield,"Students with Disabilities",28,23,4,1,,,,28,23,4,,1,,,,,,,,,,96,96,
2013,03,01140000,Greenfield,"ELL and Former ELL",12,12,,,,,,12,12,,,,,,,,,,,,,100,100,
2013,03,01140000,Greenfield,"Low Income",107,104,2,1,,,,107,104,2,1,,,,,,,,,,,99,99,
2013,03,01140000,Greenfield,"High Needs",116,110,4,2,,,,116,110,4,1,1,,,,,,,,,,98,98,
2013,03,01140000,Greenfield,"African American",12,12,,,,,,12,12,,,,,,,,,,,,,100,100,
2013,03,01140000,Greenfield,Hispanic/Latino,28,28,,,,,,28,28,,,,,,,,,,,,,100,100,
2013,03,01140000,Greenfield,White,133,127,4,2,,,,132,126,4,1,1,,,,,,,,,,98,98,
2013,04,01140000,Greenfield,"All Students",153,137,12,4,,,,153,141,10,2,,,,,,,,,,,97,99,
2013,04,01140000,Greenfield,"Students with Disabilities",29,16,12,1,,,,29,17,10,2,,,,,,,,,,,93,93,
2013,04,01140000,Greenfield,"Low Income",90,77,9,4,,,,91,82,7,2,,,,,,,,,,,94,98,
2013,04,01140000,Greenfield,"High Needs",96,80,12,4,,,,97,85,10,2,,,,,,,,,,,95,98,
2013,04,01140000,Greenfield,Hispanic/Latino,23,18,5,,,,,24,20,4,,,,,,,,,,,,100,100,
2013,04,01140000,Greenfield,White,113,103,6,4,,,,112,105,5,2,,,,,,,,,,,96,98,
2013,05,01140000,Greenfield,"All Students",162,154,6,2,,,,163,156,6,1,,,,163,156,4,2,1,,,98,99,98
2013,05,01140000,Greenfield,"Students with Disabilities",32,26,6,,,,,32,25,6,1,,,,32,26,4,1,1,,,100,97,94
2013,05,01140000,Greenfield,"ELL and Former ELL",10,10,,,,,,10,10,,,,,,10,10,,,,,,80,100,100
2013,05,01140000,Greenfield,"Low Income",98,93,4,1,,,,99,94,4,1,,,,99,94,3,1,1,,,97,99,98
2013,05,01140000,Greenfield,"High Needs",108,101,6,1,,,,109,102,6,1,,,,109,103,4,1,1,,,97,99,98
2013,05,01140000,Greenfield,Hispanic/Latino,22,22,,,,,,22,21,,1,,,,22,21,,,1,,,100,95,95
2013,05,01140000,Greenfield,White,122,116,5,1,,,,123,118,5,,,,,123,118,3,2,,,,98,100,98
2013,06,01140000,Greenfield,"All Students",189,173,11,5,,,,188,179,9,,,,,,,,,,,,97,100,
2013,06,01140000,Greenfield,"Students with Disabilities",30,18,11,1,,,,30,21,9,,,,,,,,,,,,97,100,
2013,06,01140000,Greenfield,"Low Income",104,94,6,4,,,,103,99,4,,,,,,,,,,,,95,100,
2013,06,01140000,Greenfield,"High Needs",115,100,11,4,,,,114,105,9,,,,,,,,,,,,96,100,
2013,06,01140000,Greenfield,"African American",10,7,3,,,,,10,8,2,,,,,,,,,,,,100,100,
2013,06,01140000,Greenfield,Hispanic/Latino,23,21,1,1,,,,23,22,1,,,,,,,,,,,,96,100,
2013,06,01140000,Greenfield,White,145,134,7,4,,,,144,138,6,,,,,,,,,,,,97,100,
