adminyear,grade,org_code,DistrictName,subject,tested,wptopdev,wpconvent,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11,item12,item13,item14,item15,item16,item17,item18,item19,item20,item21,item22,item23,item24,item25,item26,item27,item28,item29,item30,item31,item32,item33,item34,item35,item36,item37,item38,item39,item40,item41,item42,item43,item44,item45
2008,10,01500000,Lee,MATH,74,,,0.8,0.73,0.58,0.61,0.85,0.53,0.58,0.62,0.66,0.65,0.61,0.61,0.55,0.72,0.76,0.72,2.09,0.57,0.78,1.95,2.32,0.84,0.55,0.72,0.91,0.38,0.5,0.62,0.55,0.61,3.3,0.12,0.72,0.42,0.74,0.68,0.45,0.59,0.91,0.77,2.39,2.7,,,
2008,HS,01500000,Lee,BIO,71,,,0.79,0.62,0.42,0.44,0.66,0.46,0.87,0.56,0.49,0.58,0.37,0.8,0.73,0.58,0.85,0.79,0.56,0.8,0.54,0.85,0.62,0.86,1.94,0.97,0.62,0.82,0.39,0.86,0.83,0.73,0.48,2.61,0.55,0.7,0.58,0.59,0.46,0.58,0.58,0.68,0.61,0.3,0.87,1.7,2.28
2008,03,01510000,Leicester,ELA,126,,,0.56,0.73,0.75,0.72,0.83,0.81,0.73,0.71,0.74,0.89,0.7,0.9,0.74,0.85,0.68,0.56,0.71,0.9,0.82,0.77,1.41,0.57,0.72,0.75,0.9,0.88,0.93,0.86,0.83,0.83,0.92,0.88,0.64,1.94,0.94,0.78,0.73,0.6,0.55,0.61,0.59,0.84,,,
2008,03,01510000,Leicester,MATH,125,,,0.8,0.78,0.93,0.94,0.5,0.82,1.42,0.72,0.9,0.38,0.85,0.66,0.78,0.59,0.9,0.85,0.94,0.97,0.54,0.95,0.73,0.86,1.36,0.82,0.86,0.74,0.83,0.24,0.7,0.87,0.88,0.92,0.92,0.58,1.06,,,,,,,,,,
2008,04,01510000,Leicester,ELA,131,6.98,6.7,0.85,0.84,0.71,0.8,0.8,0.89,0.82,1.75,0.89,0.77,0.81,0.63,0.82,0.81,0.69,0.79,1.69,0.85,0.89,0.84,0.82,0.77,0.79,0.76,0.86,1.53,0.72,0.63,0.81,0.79,0.78,0.72,0.82,0.8,1.76,0.87,0.85,0.77,0.76,0.82,,,,,
2008,04,01510000,Leicester,MATH,127,,,0.91,0.87,0.93,0.87,0.91,0.94,0.55,0.72,0.81,2.27,0.77,0.28,1.57,0.7,0.8,0.68,1.71,0.91,0.79,0.88,0.92,0.73,0.66,0.74,0.69,0.82,2.06,0.66,0.71,0.35,1.95,0.87,0.83,0.69,0.52,0.76,0.67,0.83,0.73,,,,,,
2008,05,01510000,Leicester,ELA,132,,,0.82,0.82,0.83,0.85,0.71,0.67,0.93,2.04,0.67,0.82,0.8,0.79,0.8,0.71,0.64,0.66,0.92,1.95,0.86,0.83,0.72,0.67,0.7,0.89,0.73,0.89,2.01,0.74,0.81,0.87,0.77,0.95,0.89,0.85,2.17,0.78,0.73,0.82,0.91,0.72,,,,,
2008,05,01510000,Leicester,MATH,133,,,0.89,0.83,0.91,0.86,0.71,0.77,0.8,0.43,0.81,2.35,0.77,0.65,2.7,0.83,0.51,0.74,2,0.85,0.86,0.74,0.76,0.37,0.57,0.67,0.6,0.69,1.56,0.8,0.88,0.43,2.13,0.71,0.63,0.38,0.66,0.53,0.63,0.7,0.59,,,,,,
2008,05,01510000,Leicester,SCI,133,,,0.92,0.78,0.74,0.84,0.79,0.86,0.82,0.83,0.66,0.67,0.67,0.63,0.85,0.9,0.39,0.83,0.93,2.59,2.51,0.9,0.9,0.94,0.71,0.87,0.38,0.88,0.73,0.82,0.71,0.56,0.89,0.62,0.9,0.86,0.72,0.91,3.14,1.68,2.79,,,,,,
2008,06,01510000,Leicester,ELA,151,,,0.74,0.87,0.95,0.8,0.87,0.83,0.81,2.28,0.72,0.77,0.85,0.78,0.68,0.74,0.79,0.82,0.73,1.92,0.38,0.84,0.81,0.81,0.81,0.81,0.75,0.81,1.88,0.91,0.88,0.66,0.87,0.73,0.77,0.88,2.23,0.76,0.93,0.78,0.8,0.81,,,,,
2008,06,01510000,Leicester,MATH,150,,,0.93,0.89,0.81,0.92,0.81,0.85,0.8,0.7,0.54,2.98,0.89,0.89,2.61,0.79,0.79,0.69,2.68,0.9,0.95,0.78,0.79,0.75,0.79,0.91,0.8,0.71,2.94,0.67,0.65,0.65,2.09,0.78,0.74,0.83,0.84,0.57,0.86,0.63,0.93,,,,,,
2008,07,01510000,Leicester,ELA,154,7.31,7.09,0.86,0.88,0.94,0.65,0.76,0.96,0.9,2.13,0.9,0.95,0.67,0.88,0.78,0.69,0.67,0.75,1.98,0.9,0.78,0.69,0.93,0.69,0.86,0.95,0.68,1.99,0.73,0.61,0.93,0.81,0.65,0.75,0.88,0.95,2.28,0.86,0.72,0.82,0.84,0.8,,,,,
2008,07,01510000,Leicester,MATH,154,,,0.9,0.92,0.5,0.55,0.77,0.74,0.58,0.82,3.12,0.79,0.39,0.73,0.91,0.53,0.77,0.73,0.56,0.64,0.82,0.71,0.76,2.14,0.9,0.82,0.54,0.56,0.75,1.78,3.04,0.59,0.81,0.51,0.43,0.81,0.85,0.66,0.46,0.74,2.22,,,,,,
2008,08,01510000,Leicester,ELA,162,,,0.91,0.75,0.93,0.89,0.83,0.93,0.91,0.82,2.72,0.83,0.92,0.96,0.65,0.94,0.73,0.88,0.85,0.88,2.62,0.91,0.83,0.6,0.77,0.66,0.87,0.77,0.67,2.2,0.96,0.86,0.95,0.78,0.72,0.73,0.9,2.6,0.84,0.9,0.78,0.78,,,,,
2008,08,01510000,Leicester,MATH,162,,,0.93,0.8,0.45,0.85,0.64,0.65,0.79,0.62,2.18,0.77,0.59,0.52,0.85,0.63,0.62,0.79,0.77,0.6,0.49,0.46,0.81,2.56,0.93,0.74,0.52,0.86,0.4,2.51,1.95,0.89,0.7,0.51,0.87,0.61,0.61,0.86,0.84,0.72,2.65,,,,,,
2008,08,01510000,Leicester,SCI,162,,,0.93,0.97,0.91,0.78,0.62,0.5,0.78,0.72,0.7,0.64,0.64,0.79,0.49,0.52,0.6,0.6,0.47,2.67,2.36,0.95,0.53,0.58,0.78,0.84,0.84,0.75,0.96,0.59,0.72,0.33,0.66,0.73,0.56,0.47,0.31,0.67,1.69,1.62,2.54,,,,,,
2008,10,01510000,Leicester,ELA,132,6.78,6.69,0.89,0.94,1,0.91,0.94,0.66,0.86,2.49,0.96,0.7,0.61,0.57,0.81,0.72,0.83,0.77,0.64,2.36,0.86,0.92,0.76,0.72,0.72,0.88,0.89,0.61,2.4,0.92,0.48,0.73,0.74,0.75,0.75,0.73,2.45,0.71,0.95,0.77,0.81,0.74,,,,,
2008,10,01510000,Leicester,MATH,133,,,0.86,0.79,0.8,0.59,0.77,0.71,0.7,0.59,0.71,0.51,0.71,0.56,0.7,0.69,0.77,0.62,1.84,0.73,0.77,2.05,2.38,0.65,0.79,0.63,0.92,0.52,0.59,0.56,0.53,0.53,3.08,0.36,0.85,0.47,0.61,0.65,0.53,0.74,0.79,0.74,2.26,2.78,,,
2008,HS,01510000,Leicester,BIO,131,,,0.86,0.74,0.5,0.31,0.85,0.6,0.84,0.62,0.45,0.67,0.44,1.11,0.7,0.59,0.79,0.79,0.61,0.73,0.71,0.85,0.57,0.9,2.56,0.81,0.46,0.86,0.45,0.79,0.85,0.77,0.63,2.32,0.44,0.73,0.72,0.68,0.73,0.5,0.43,0.78,0.69,0.26,0.88,1.56,2.39
2008,03,01520000,Lenox,ELA,65,,,0.63,0.8,0.77,0.69,0.95,0.78,0.77,0.71,0.77,0.8,0.68,0.89,0.68,0.88,0.75,0.57,0.6,0.88,0.86,0.8,1.68,0.77,0.71,0.88,0.92,0.94,0.92,0.92,0.86,0.86,0.88,0.89,0.71,1.86,0.88,0.66,0.71,0.75,0.57,0.68,0.62,0.8,,,
2008,03,01520000,Lenox,MATH,65,,,0.83,0.91,0.88,0.82,0.82,0.69,1.6,0.62,0.92,0.8,0.75,0.69,0.77,0.69,0.92,1.14,0.91,0.89,0.85,0.8,0.85,0.88,1.2,0.88,0.83,0.86,0.82,0.63,0.68,0.6,0.78,0.97,0.89,0.45,1.23,,,,,,,,,,
2008,04,01520000,Lenox,ELA,53,7.09,6.6,0.92,0.85,0.85,0.91,0.77,0.92,0.91,1.92,0.92,0.96,0.91,0.66,0.91,0.91,0.89,0.92,2.09,0.92,0.91,0.85,0.92,0.94,0.92,0.94,0.91,1.83,0.85,0.77,0.96,0.92,0.92,0.87,0.92,0.89,1.92,0.92,0.98,0.81,0.87,0.87,,,,,
2008,04,01520000,Lenox,MATH,53,,,0.96,0.89,0.96,0.96,0.87,0.94,0.62,0.64,0.83,2.81,0.74,0.17,1.66,0.26,0.89,0.57,1.91,0.98,0.87,0.96,0.96,0.79,0.68,0.87,0.74,0.85,2.74,0.7,0.64,0.38,2.92,0.91,0.92,0.83,0.79,0.83,0.68,0.83,0.79,,,,,,
2008,05,01520000,Lenox,ELA,59,,,0.92,0.88,0.78,0.92,0.64,0.85,0.92,2.15,0.75,0.76,0.75,0.83,0.86,0.81,0.63,0.78,0.92,1.93,0.93,0.86,0.61,0.8,0.86,0.92,0.75,0.93,2.17,0.98,0.81,0.95,0.76,0.93,0.93,0.85,2.22,0.85,0.83,0.9,0.9,0.71,,,,,
2008,05,01520000,Lenox,MATH,59,,,0.98,0.92,0.97,0.95,0.76,0.75,0.83,0.37,0.97,3.1,0.75,0.75,3.1,0.75,0.56,0.78,2.31,0.93,0.92,0.86,0.56,0.83,0.63,0.49,0.8,0.78,1.64,0.9,0.81,0.34,2.15,0.68,0.07,0.46,0.81,0.51,0.76,0.68,0.46,,,,,,
2008,05,01520000,Lenox,SCI,59,,,0.95,0.8,0.8,0.73,0.68,0.76,0.85,0.92,0.68,0.68,0.56,0.73,0.92,0.88,0.24,0.51,0.98,2.63,0.51,0.93,0.53,0.93,0.78,0.56,0.42,0.9,0.61,0.88,0.8,0.61,0.85,0.32,0.9,0.95,0.83,0.95,2.8,1.98,2.75,,,,,,
2008,06,01520000,Lenox,ELA,65,,,0.88,0.78,0.95,0.92,0.91,0.89,0.92,2.52,0.83,0.95,0.92,0.86,0.89,0.75,0.91,0.88,0.82,2.29,0.55,0.94,0.83,0.88,0.92,0.86,0.88,0.82,2.02,0.89,0.86,0.77,0.97,0.78,0.72,0.89,2.08,0.91,0.97,0.86,0.97,0.94,,,,,
2008,06,01520000,Lenox,MATH,65,,,0.97,0.83,0.83,0.88,0.83,0.82,0.8,0.6,0.49,3.05,0.71,0.94,2.72,0.85,0.92,0.74,2.83,0.95,0.91,0.85,0.8,0.75,0.77,0.97,0.77,0.75,2.66,0.58,0.58,0.62,1.94,0.68,0.69,0.82,0.83,0.75,0.92,0.66,0.8,,,,,,
2008,07,01520000,Lenox,ELA,57,7.37,7.09,0.93,0.84,0.95,0.7,0.86,0.96,0.88,2.23,0.88,0.91,0.81,0.91,0.86,0.84,0.84,0.81,2.12,0.82,0.82,0.75,0.93,0.7,0.82,0.91,0.77,2.05,0.75,0.72,0.91,0.82,0.82,0.79,0.89,0.96,2.32,0.88,0.82,0.89,0.89,0.88,,,,,
2008,07,01520000,Lenox,MATH,59,,,0.86,0.9,0.81,0.68,0.78,0.75,0.63,0.81,2.64,0.81,0.29,0.81,0.86,0.58,0.81,0.63,0.73,0.76,0.75,0.73,0.75,2.51,0.93,0.85,0.78,0.51,0.76,2.37,2.83,0.66,0.75,0.64,0.56,0.88,0.78,0.69,0.53,0.81,2.1,,,,,,
2008,08,01520000,Lenox,ELA,71,,,0.89,0.77,0.96,0.87,0.8,0.93,0.94,0.86,2.48,0.87,0.92,0.94,0.79,0.9,0.82,0.9,0.85,0.96,2.41,0.92,0.89,0.7,0.77,0.75,0.85,0.82,0.82,1.89,0.94,0.96,0.96,0.83,0.76,0.77,0.93,2.14,0.87,0.87,0.85,0.82,,,,,
2008,08,01520000,Lenox,MATH,72,,,0.88,0.78,0.53,0.78,0.76,0.69,0.86,0.69,2.07,0.79,0.68,0.65,0.74,0.49,0.68,0.67,0.78,0.57,0.38,0.67,0.81,2.49,0.94,0.67,0.79,0.88,0.36,2.51,2.32,0.79,0.78,0.56,0.88,0.69,0.79,0.89,0.79,0.75,2.56,,,,,,
2008,08,01520000,Lenox,SCI,71,,,0.94,0.97,0.92,0.82,0.77,0.35,0.73,0.73,0.8,0.63,0.79,0.82,0.59,0.55,0.8,0.48,0.69,2.58,2.46,0.92,0.58,0.62,0.7,0.76,0.8,0.73,0.94,0.59,0.68,0.49,0.75,0.73,0.37,0.63,0.23,0.76,1.72,1.32,2.48,,,,,,
2008,10,01520000,Lenox,ELA,70,8.4,7.67,0.91,0.97,0.96,0.94,0.97,0.79,0.83,3.11,0.87,0.73,0.7,0.71,0.9,0.91,0.91,0.9,0.84,3.04,0.94,1,0.87,0.84,0.73,0.9,0.9,0.76,3.13,0.99,0.76,0.81,0.84,0.77,0.91,0.81,3.3,0.84,0.97,0.84,0.83,0.87,,,,,
2008,10,01520000,Lenox,MATH,69,,,0.81,0.9,0.75,0.81,0.81,0.77,0.86,0.78,0.81,0.57,0.75,0.8,0.9,0.88,0.94,0.9,2.52,0.8,0.91,2.72,3.13,0.88,0.96,0.91,0.99,0.68,0.87,0.74,0.84,0.77,3.38,0.54,0.86,0.67,0.83,0.83,0.68,0.81,0.94,0.84,3.1,3.51,,,
2008,HS,01520000,Lenox,BIO,69,,,0.9,0.83,0.49,0.3,0.77,0.48,0.88,0.64,0.67,0.68,0.46,1.01,0.55,0.55,0.87,0.8,0.7,0.83,0.74,0.91,0.67,0.94,2.88,0.81,0.81,0.93,0.61,0.91,0.87,0.84,0.9,3.12,0.39,0.88,0.78,0.75,0.96,0.64,0.75,0.75,0.83,0.42,0.88,1.93,2.55
2008,03,01530000,Leominster,ELA,453,,,0.58,0.72,0.79,0.71,0.81,0.78,0.73,0.77,0.67,0.84,0.58,0.86,0.73,0.82,0.67,0.63,0.66,0.86,0.83,0.71,1.46,0.6,0.72,0.66,0.86,0.87,0.9,0.83,0.81,0.79,0.9,0.85,0.7,1.66,0.88,0.77,0.62,0.65,0.51,0.58,0.48,0.77,,,
2008,03,01530000,Leominster,MATH,450,,,0.87,0.88,0.92,0.75,0.75,0.51,1.37,0.67,0.82,0.78,0.71,0.67,0.75,0.65,0.86,0.86,0.9,0.85,0.62,0.92,0.77,0.86,1.2,0.78,0.81,0.7,0.88,0.45,0.61,0.79,0.83,0.86,0.88,0.47,1.05,,,,,,,,,,
2008,04,01530000,Leominster,ELA,454,6.51,6.42,0.84,0.75,0.62,0.76,0.72,0.86,0.81,1.69,0.86,0.82,0.83,0.68,0.78,0.82,0.69,0.67,1.68,0.87,0.89,0.82,0.82,0.8,0.8,0.8,0.81,1.69,0.67,0.61,0.81,0.78,0.73,0.76,0.81,0.82,1.97,0.89,0.82,0.76,0.81,0.78,,,,,
2008,04,01530000,Leominster,MATH,456,,,0.93,0.92,0.91,0.9,0.88,0.93,0.42,0.75,0.77,2.61,0.78,0.3,1.67,0.61,0.78,0.51,1.8,0.89,0.78,0.88,0.91,0.64,0.55,0.83,0.77,0.8,2.17,0.74,0.66,0.13,2.15,0.85,0.86,0.72,0.6,0.79,0.6,0.86,0.79,,,,,,
2008,05,01530000,Leominster,ELA,478,,,0.73,0.8,0.76,0.71,0.75,0.69,0.84,1.84,0.63,0.73,0.72,0.74,0.78,0.68,0.51,0.6,0.81,1.56,0.82,0.8,0.63,0.62,0.69,0.71,0.66,0.76,1.91,0.7,0.68,0.84,0.71,0.91,0.87,0.81,1.94,0.77,0.72,0.82,0.89,0.69,,,,,
2008,05,01530000,Leominster,MATH,479,,,0.89,0.79,0.91,0.81,0.68,0.69,0.74,0.49,0.86,2.34,0.63,0.65,2.63,0.73,0.54,0.64,1.93,0.91,0.81,0.85,0.66,0.73,0.51,0.64,0.66,0.66,1.39,0.76,0.75,0.51,1.94,0.6,0.27,0.41,0.64,0.52,0.63,0.76,0.63,,,,,,
2008,05,01530000,Leominster,SCI,476,,,0.89,0.74,0.74,0.73,0.66,0.77,0.72,0.89,0.52,0.63,0.52,0.54,0.57,0.83,0.24,0.59,0.9,2.3,0.68,0.88,0.76,0.87,0.71,0.59,0.47,0.8,0.61,0.8,0.71,0.6,0.79,0.39,0.68,0.82,0.78,0.82,2.49,1.7,2.45,,,,,,
2008,06,01530000,Leominster,ELA,464,,,0.73,0.82,0.94,0.78,0.79,0.75,0.74,2.29,0.75,0.71,0.8,0.77,0.7,0.72,0.77,0.7,0.73,1.88,0.32,0.73,0.73,0.7,0.79,0.73,0.71,0.74,1.53,0.83,0.75,0.65,0.85,0.66,0.72,0.8,1.86,0.74,0.87,0.73,0.75,0.79,,,,,
2008,06,01530000,Leominster,MATH,465,,,0.91,0.83,0.8,0.86,0.86,0.8,0.78,0.67,0.5,2.81,0.78,0.9,2.17,0.84,0.8,0.67,2.29,0.89,0.86,0.82,0.84,0.66,0.78,0.87,0.75,0.7,3.02,0.68,0.63,0.54,2.21,0.8,0.61,0.8,0.79,0.56,0.81,0.56,0.83,,,,,,
2008,07,01530000,Leominster,ELA,485,6.84,6.59,0.83,0.91,0.93,0.6,0.73,0.95,0.83,1.96,0.88,0.88,0.64,0.84,0.65,0.69,0.63,0.71,1.67,0.79,0.73,0.72,0.85,0.69,0.83,0.92,0.68,1.72,0.66,0.61,0.84,0.78,0.69,0.72,0.82,0.92,1.96,0.8,0.7,0.72,0.82,0.71,,,,,
2008,07,01530000,Leominster,MATH,486,,,0.82,0.91,0.44,0.53,0.66,0.72,0.55,0.79,2.49,0.73,0.3,0.77,0.82,0.45,0.71,0.62,0.6,0.61,0.73,0.59,0.7,2.21,0.86,0.83,0.54,0.56,0.7,1.73,2.87,0.58,0.69,0.55,0.56,0.75,0.77,0.56,0.65,0.74,2.12,,,,,,
2008,08,01530000,Leominster,ELA,498,,,0.81,0.76,0.88,0.85,0.75,0.87,0.87,0.75,2.39,0.81,0.86,0.87,0.51,0.87,0.66,0.86,0.79,0.84,2.29,0.86,0.76,0.5,0.71,0.59,0.75,0.73,0.63,1.88,0.93,0.81,0.87,0.74,0.58,0.61,0.83,2.19,0.69,0.8,0.66,0.66,,,,,
2008,08,01530000,Leominster,MATH,497,,,0.85,0.73,0.34,0.73,0.61,0.58,0.83,0.51,1.99,0.72,0.53,0.52,0.78,0.39,0.55,0.67,0.69,0.49,0.39,0.51,0.77,2.17,0.88,0.7,0.56,0.81,0.29,2.34,1.86,0.89,0.64,0.4,0.81,0.62,0.69,0.79,0.78,0.63,2.39,,,,,,
2008,08,01530000,Leominster,SCI,499,,,0.91,0.9,0.89,0.72,0.67,0.42,0.65,0.61,0.56,0.59,0.62,0.81,0.32,0.55,0.58,0.55,0.52,2.18,2.15,0.89,0.47,0.41,0.65,0.77,0.76,0.68,0.91,0.67,0.7,0.22,0.57,0.7,0.4,0.61,0.28,0.59,1.4,1.32,2.16,,,,,,
2008,10,01530000,Leominster,ELA,460,6.64,6.58,0.89,0.91,0.96,0.82,0.95,0.6,0.75,2.26,0.9,0.71,0.63,0.51,0.72,0.72,0.82,0.69,0.57,2.2,0.81,0.81,0.68,0.75,0.61,0.73,0.82,0.54,2.26,0.89,0.45,0.71,0.74,0.7,0.7,0.77,2.29,0.61,0.92,0.73,0.76,0.72,,,,,
2008,10,01530000,Leominster,MATH,463,,,0.81,0.73,0.67,0.52,0.74,0.56,0.62,0.55,0.65,0.62,0.66,0.7,0.61,0.67,0.72,0.63,1.87,0.66,0.71,2.01,2.2,0.74,0.78,0.7,0.9,0.61,0.6,0.61,0.56,0.62,2.85,0.35,0.73,0.46,0.56,0.59,0.59,0.69,0.82,0.67,2.29,2.65,,,
2008,HS,01530000,Leominster,BIO,481,,,0.83,0.52,0.47,0.3,0.64,0.47,0.73,0.5,0.38,0.55,0.4,0.88,0.72,0.52,0.65,0.66,0.49,0.71,0.51,0.7,0.46,0.81,1.77,0.77,0.45,0.79,0.32,0.78,0.75,0.58,0.62,1.75,0.36,0.65,0.59,0.64,0.78,0.35,0.56,0.59,0.71,0.34,0.8,1.63,1.76
2008,HS,01530000,Leominster,CHE,22,,,0.5,0.09,0.59,0.5,0.23,0.14,0.18,0.41,0.41,0.23,0.27,0.32,0.5,0.09,0.36,0.18,0.86,0.73,0.23,0.41,0.14,0.27,1.27,0.23,0.36,0.32,0.59,0.05,0.45,0.32,0.59,1.14,0.5,0.32,0.14,0.55,0.36,0.55,0.55,0.45,0.14,0.68,0.32,0.32,0.5
2008,03,01540000,Leverett,ELA,17,,,0.71,0.88,0.94,0.88,1,0.88,0.94,0.88,0.94,1,0.94,1,0.82,0.94,0.94,0.65,0.76,0.94,0.94,0.88,1.24,0.82,1,0.94,0.88,0.88,0.94,0.94,1,1,1,0.94,0.88,1.47,1,0.94,0.71,0.76,0.71,0.71,0.94,0.94,,,
2008,03,01540000,Leverett,MATH,17,,,0.94,0.88,0.94,0.94,0.82,0.82,1.35,0.82,0.82,0.88,0.94,0.53,0.94,0.82,1,0.94,1,0.88,0.76,0.94,0.82,0.88,1.18,0.82,0.82,0.88,1,0.59,0.76,0.94,0.82,0.94,0.88,0.59,1.41,,,,,,,,,,
2008,04,01540000,Leverett,ELA,23,6.35,6.3,0.78,0.78,0.78,0.87,0.78,0.91,0.87,1.57,0.91,0.87,0.74,0.7,0.96,0.83,0.91,0.78,1.91,0.91,0.96,0.87,0.96,0.83,0.78,0.78,0.91,1.83,0.83,0.7,0.83,0.83,0.91,0.78,0.83,0.91,2.09,0.87,0.96,0.65,0.7,0.91,,,,,
2008,04,01540000,Leverett,MATH,24,,,0.92,0.96,0.92,0.92,0.75,0.92,0.75,0.67,0.79,2.54,0.71,0.29,1.58,0.67,0.79,0.54,1.67,0.88,0.75,0.75,0.88,0.58,0.58,0.83,0.67,0.79,1.79,0.38,0.58,0.38,1.63,0.88,0.88,0.67,0.63,0.75,0.46,0.75,0.79,,,,,,
2008,05,01540000,Leverett,ELA,17,,,0.76,0.71,0.82,0.65,0.53,0.76,0.88,1.71,0.82,0.76,0.65,0.76,0.76,0.65,0.71,0.76,0.76,1.41,0.76,0.82,0.82,0.65,0.76,0.65,0.59,0.76,1.47,0.82,0.76,0.94,0.71,0.88,0.94,0.94,1.35,0.82,0.71,0.82,0.88,0.65,,,,,
2008,05,01540000,Leverett,MATH,18,,,0.94,0.72,1,0.89,0.56,0.78,0.78,0.22,0.56,1.67,0.56,0.61,2.17,0.61,0.67,0.83,2.06,0.78,0.89,0.44,0.72,0.44,0.56,0.39,0.44,0.89,1.83,0.67,0.56,0.06,1.94,0.61,0.28,0.56,0.56,0.5,0.72,0.78,0.56,,,,,,
2008,05,01540000,Leverett,SCI,18,,,0.89,0.78,0.83,0.72,0.56,0.94,0.89,1,0.94,0.89,0.5,0.67,0.22,0.89,0.39,0.78,1,2.78,0.33,0.89,0.89,0.78,0.83,0.83,0.28,0.83,0.44,1,0.83,0.56,1,0.67,0.89,0.72,0.78,0.83,2.94,1.67,2.44,,,,,,
2008,06,01540000,Leverett,ELA,21,,,0.76,0.95,0.9,0.67,0.9,0.9,0.76,2.1,0.81,0.9,0.9,0.86,0.76,0.62,0.76,0.86,0.86,2,0.76,1,0.9,0.81,0.81,0.86,0.81,0.86,1.71,0.76,0.86,0.71,0.86,0.9,0.62,0.95,1.86,0.86,1,0.81,0.9,0.9,,,,,
2008,06,01540000,Leverett,MATH,22,,,0.91,0.95,0.82,1,0.86,0.82,0.86,0.64,0.59,3.05,0.95,1,2.68,0.82,0.68,0.64,2.45,0.77,1,0.64,0.86,0.73,0.68,0.86,0.73,0.95,3.18,0.68,0.64,0.68,2.18,0.77,0.77,0.77,0.91,0.73,0.68,0.73,0.91,,,,,,
2008,03,01550000,Lexington,ELA,453,,,0.78,0.86,0.93,0.85,0.93,0.91,0.88,0.88,0.87,0.93,0.85,0.94,0.85,0.94,0.86,0.75,0.82,0.96,0.94,0.85,1.83,0.73,0.81,0.79,0.9,0.96,0.96,0.93,0.94,0.9,0.96,0.92,0.84,1.91,0.95,0.88,0.84,0.84,0.71,0.78,0.86,0.89,,,
2008,03,01550000,Lexington,MATH,454,,,0.94,0.87,0.91,0.95,0.88,0.87,1.69,0.84,0.88,0.88,0.91,0.82,0.87,0.84,0.94,1.08,0.96,0.95,0.73,0.97,0.85,0.9,1.58,0.91,0.89,0.85,0.94,0.7,0.81,1.41,0.9,0.96,0.95,0.75,1.45,,,,,,,,,,
2008,04,01550000,Lexington,ELA,485,8.02,7.42,0.96,0.87,0.88,0.93,0.86,0.94,0.91,2.13,0.92,0.92,0.91,0.8,0.89,0.94,0.83,0.83,2.09,0.96,0.95,0.8,0.92,0.87,0.87,0.91,0.92,2.19,0.85,0.88,0.94,0.92,0.89,0.93,0.96,0.93,2.39,0.96,0.95,0.88,0.89,0.91,,,,,
2008,04,01550000,Lexington,MATH,490,,,0.99,0.98,0.99,0.96,0.93,0.97,0.75,0.94,0.91,3.26,0.95,0.63,2.56,0.9,0.95,0.63,2.36,0.96,0.91,0.93,0.95,0.85,0.84,0.96,0.92,0.87,3.22,0.84,0.8,0.54,2.01,0.98,0.95,0.93,0.82,0.95,0.93,0.94,0.91,,,,,,
2008,05,01550000,Lexington,ELA,448,,,0.92,0.91,0.88,0.92,0.88,0.87,0.95,2.29,0.85,0.9,0.85,0.9,0.93,0.87,0.79,0.88,0.92,2.27,0.94,0.88,0.81,0.83,0.83,0.9,0.9,0.9,2.3,0.87,0.9,0.94,0.88,0.97,0.97,0.94,2.14,0.88,0.88,0.92,0.96,0.9,,,,,
2008,05,01550000,Lexington,MATH,447,,,0.96,0.97,0.94,0.98,0.93,0.9,0.91,0.75,0.9,3.21,0.89,0.84,3.31,0.89,0.77,0.87,2.78,0.96,0.96,0.9,0.91,0.66,0.8,0.89,0.85,0.89,2.38,0.88,0.92,0.69,3.13,0.83,0.78,0.77,0.9,0.85,0.86,0.84,0.86,,,,,,
2008,05,01550000,Lexington,SCI,447,,,0.97,0.91,0.84,0.85,0.84,0.91,0.91,0.92,0.82,0.8,0.75,0.79,0.89,0.94,0.61,0.78,0.94,3,2.06,0.87,0.83,0.92,0.82,0.78,0.6,0.96,0.74,0.96,0.78,0.74,0.87,0.8,0.95,0.95,0.87,0.94,3.26,2.55,3.1,,,,,,
2008,06,01550000,Lexington,ELA,492,,,0.9,0.92,0.98,0.95,0.91,0.89,0.94,2.96,0.92,0.89,0.96,0.91,0.86,0.81,0.9,0.89,0.86,2.61,0.58,0.89,0.86,0.85,0.89,0.87,0.9,0.86,2.2,0.87,0.86,0.79,0.93,0.85,0.85,0.93,2.74,0.88,0.95,0.89,0.92,0.94,,,,,
2008,06,01550000,Lexington,MATH,492,,,0.98,0.96,0.91,0.94,0.93,0.94,0.9,0.85,0.65,3.41,0.89,0.97,3.23,0.92,0.91,0.8,3.1,0.97,0.96,0.88,0.91,0.89,0.82,0.97,0.89,0.92,3.37,0.87,0.86,0.81,2.64,0.89,0.91,0.9,0.86,0.77,0.92,0.84,0.93,,,,,,
2008,07,01550000,Lexington,ELA,517,8.32,7.55,0.96,0.95,0.98,0.82,0.93,0.99,0.95,3,0.95,0.97,0.85,0.96,0.89,0.86,0.9,0.91,2.78,0.9,0.88,0.93,0.97,0.86,0.95,0.99,0.84,2.68,0.85,0.82,0.96,0.91,0.87,0.87,0.95,0.97,3.06,0.95,0.88,0.92,0.96,0.9,,,,,
2008,07,01550000,Lexington,MATH,520,,,0.94,0.98,0.86,0.88,0.88,0.85,0.83,0.92,3.2,0.93,0.69,0.92,0.93,0.85,0.95,0.86,0.84,0.86,0.92,0.93,0.9,3.32,0.96,0.86,0.89,0.79,0.89,2.96,3.58,0.78,0.91,0.81,0.75,0.9,0.93,0.81,0.75,0.88,2.97,,,,,,
