REC_YEAR	ORG_CODE	SCHOOL	MAT_ID	MAT_ABBREVIATION	MCORE_HS_GRAD	MCORE_COMPL	MCORE_PCT	SORT
2010	02920000		90	White	131	131	100	140
2010	02930000	02930505	5	All Students	390	388	99.5	10
2010	02930000	02930505	11	Female	205	205	100	20
2010	02930000	02930505	10	Male	185	183	98.9	30
2010	02930000	02930505	12	High needs	175	173	98.9	40
2010	02930000	02930505	95	ELL	12	12	100	50
2010	02930000	02930505	9	Low income	168	166	98.8	60
2010	02930000	02930505	99	Students w/disabilities	36	35	97.2	70
2010	02930000	02930505	87	Afr. Amer./Black	42	42	100	80
2010	02930000	02930505	88	Asian	10	10	100	100
2010	02930000	02930505	89	Hispanic/Latino	44	44	100	110
2010	02930000	02930505	92	Multi-race, Non-Hisp./Lat.	13	13	100	120
2010	02930000	02930505	90	White	278	276	99.3	140
2010	02930000		5	All Students	391	389	99.5	10
2010	02930000		11	Female	205	205	100	20
2010	02930000		10	Male	186	184	98.9	30
2010	02930000		12	High needs	176	174	98.9	40
2010	02930000		95	ELL	12	12	100	50
2010	02930000		9	Low income	169	167	98.8	60
2010	02930000		99	Students w/disabilities	37	36	97.3	70
2010	02930000		87	Afr. Amer./Black	42	42	100	80
2010	02930000		88	Asian	10	10	100	100
2010	02930000		89	Hispanic/Latino	44	44	100	110
2010	02930000		92	Multi-race, Non-Hisp./Lat.	13	13	100	120
2010	02930000		90	White	279	277	99.3	140
2010	02950000	02950505	5	All Students	228	228	100	10
2010	02950000	02950505	11	Female	127	127	100	20
2010	02950000	02950505	10	Male	101	101	100	30
2010	02950000	02950505	12	High needs	37	37	100	40
2010	02950000	02950505	9	Low income	18	18	100	60
2010	02950000	02950505	99	Students w/disabilities	22	22	100	70
2010	02950000	02950505	88	Asian	6	6	100	100
2010	02950000	02950505	89	Hispanic/Latino	6	6	100	110
2010	02950000	02950505	90	White	214	214	100	140
2010	02950000		5	All Students	230	230	100	10
2010	02950000		11	Female	128	128	100	20
2010	02950000		10	Male	102	102	100	30
2010	02950000		12	High needs	39	39	100	40
2010	02950000		9	Low income	18	18	100	60
2010	02950000		99	Students w/disabilities	24	24	100	70
2010	02950000		88	Asian	6	6	100	100
2010	02950000		89	Hispanic/Latino	6	6	100	110
2010	02950000		90	White	216	216	100	140
2010	03010000	03010505	5	All Students	135	101	74.8	10
2010	03010000	03010505	11	Female	67	47	70.1	20
2010	03010000	03010505	10	Male	68	54	79.4	30
2010	03010000	03010505	12	High needs	14	12	85.7	40
2010	03010000	03010505	9	Low income	6	4	66.7	60
2010	03010000	03010505	99	Students w/disabilities	8	8	100	70
2010	03010000	03010505	88	Asian	8	5	62.5	100
2010	03010000	03010505	90	White	122	91	74.6	140
2010	03010000		5	All Students	137	101	73.7	10
2010	03010000		11	Female	68	47	69.1	20
2010	03010000		10	Male	69	54	78.3	30
2010	03010000		12	High needs	16	12	75	40
2010	03010000		9	Low income	6	4	66.7	60
2010	03010000		99	Students w/disabilities	10	8	80	70
2010	03010000		88	Asian	8	5	62.5	100
2010	03010000		90	White	124	91	73.4	140
2010	03040000	03040505	5	All Students	99	99	100	10
2010	03040000	03040505	11	Female	53	53	100	20
2010	03040000	03040505	10	Male	46	46	100	30
2010	03040000	03040505	12	High needs	31	31	100	40
2010	03040000	03040505	9	Low income	27	27	100	60
2010	03040000	03040505	99	Students w/disabilities	9	9	100	70
2010	03040000	03040505	90	White	95	95	100	140
2010	03040000		5	All Students	99	99	100	10
2010	03040000		11	Female	53	53	100	20
2010	03040000		10	Male	46	46	100	30
2010	03040000		12	High needs	31	31	100	40
2010	03040000		9	Low income	27	27	100	60
2010	03040000		99	Students w/disabilities	9	9	100	70
2010	03040000		90	White	95	95	100	140
2010	03050000	03050505	5	All Students	237	237	100	10
2010	03050000	03050505	11	Female	116	116	100	20
2010	03050000	03050505	10	Male	121	121	100	30
2010	03050000	03050505	12	High needs	60	60	100	40
2010	03050000	03050505	9	Low income	32	32	100	60
2010	03050000	03050505	99	Students w/disabilities	34	34	100	70
2010	03050000	03050505	87	Afr. Amer./Black	7	7	100	80
2010	03050000	03050505	88	Asian	9	9	100	100
2010	03050000	03050505	89	Hispanic/Latino	6	6	100	110
2010	03050000	03050505	90	White	215	215	100	140
2010	03050000		5	All Students	237	237	100	10
2010	03050000		11	Female	116	116	100	20
2010	03050000		10	Male	121	121	100	30
2010	03050000		12	High needs	60	60	100	40
2010	03050000		9	Low income	32	32	100	60
2010	03050000		99	Students w/disabilities	34	34	100	70
2010	03050000		87	Afr. Amer./Black	7	7	100	80
2010	03050000		88	Asian	9	9	100	100
2010	03050000		89	Hispanic/Latino	6	6	100	110
2010	03050000		90	White	215	215	100	140
2010	03070000	03070505	5	All Students	274	0	0	10
2010	03070000	03070505	11	Female	151	0	0	20
2010	03070000	03070505	10	Male	123	0	0	30
2010	03070000	03070505	12	High needs	63	0	0	40
2010	03070000	03070505	9	Low income	30	0	0	60
2010	03070000	03070505	99	Students w/disabilities	39	0	0	70
2010	03070000	03070505	87	Afr. Amer./Black	12	0	0	80
2010	03070000	03070505	89	Hispanic/Latino	8	0	0	110
2010	03070000	03070505	90	White	251	0	0	140
2010	03070000		5	All Students	277	3	1.1	10
2010	03070000		11	Female	153	2	1.3	20
2010	03070000		10	Male	124	1	.8	30
2010	03070000		12	High needs	66	3	4.5	40
2010	03070000		9	Low income	30	0	0	60
2010	03070000		99	Students w/disabilities	42	3	7.1	70
2010	03070000		87	Afr. Amer./Black	13	1	7.7	80
2010	03070000		89	Hispanic/Latino	8	0	0	110
2010	03070000		90	White	253	2	.8	140
2010	03080000	03080505	5	All Students	329	329	100	10
2010	03080000	03080505	11	Female	148	148	100	20
2010	03080000	03080505	10	Male	181	181	100	30
2010	03080000	03080505	12	High needs	154	154	100	40
2010	03080000	03080505	95	ELL	37	37	100	50
2010	03080000	03080505	9	Low income	109	109	100	60
2010	03080000	03080505	99	Students w/disabilities	69	69	100	70
2010	03080000	03080505	87	Afr. Amer./Black	38	38	100	80
2010	03080000	03080505	88	Asian	20	20	100	100
2010	03080000	03080505	89	Hispanic/Latino	72	72	100	110
2010	03080000	03080505	90	White	197	197	100	140
2010	03080000		5	All Students	336	335	99.7	10
2010	03080000		11	Female	148	148	100	20
2010	03080000		10	Male	188	187	99.5	30
2010	03080000		12	High needs	161	160	99.4	40
2010	03080000		95	ELL	37	37	100	50
2010	03080000		9	Low income	111	111	100	60
2010	03080000		99	Students w/disabilities	76	75	98.7	70
2010	03080000		87	Afr. Amer./Black	38	38	100	80
2010	03080000		88	Asian	20	20	100	100
2010	03080000		89	Hispanic/Latino	74	74	100	110
2010	03080000		90	White	202	201	99.5	140
2010	03090000	03090505	5	All Students	75	35	46.7	10
2010	03090000	03090505	11	Female	28	18	64.3	20
2010	03090000	03090505	10	Male	47	17	36.2	30
2010	03090000	03090505	12	High needs	28	7	25	40
2010	03090000	03090505	9	Low income	27	6	22.2	60
2010	03090000	03090505	99	Students w/disabilities	8	2	25	70
2010	03090000	03090505	90	White	68	34	50	140
2010	03090000		5	All Students	78	36	46.2	10
2010	03090000		11	Female	30	19	63.3	20
2010	03090000		10	Male	48	17	35.4	30
2010	03090000		12	High needs	31	8	25.8	40
2010	03090000		9	Low income	29	6	20.7	60
2010	03090000		99	Students w/disabilities	11	3	27.3	70
2010	03090000		90	White	71	35	49.3	140
2010	03100000	03100315	5	All Students	34	0	0	10
2010	03100000	03100315	11	Female	23	0	0	20
2010	03100000	03100315	10	Male	11	0	0	30
2010	03100000	03100315	12	High needs	23	0	0	40
2010	03100000	03100315	9	Low income	19	0	0	60
2010	03100000	03100315	99	Students w/disabilities	8	0	0	70
2010	03100000	03100315	90	White	28	0	0	140
2010	03100000	03100505	5	All Students	188	111	59	10
2010	03100000	03100505	11	Female	102	65	63.7	20
2010	03100000	03100505	10	Male	86	46	53.5	30
2010	03100000	03100505	12	High needs	110	58	52.7	40
2010	03100000	03100505	9	Low income	100	55	55	60
2010	03100000	03100505	99	Students w/disabilities	27	9	33.3	70
2010	03100000	03100505	87	Afr. Amer./Black	30	20	66.7	80
2010	03100000	03100505	89	Hispanic/Latino	9	6	66.7	110
2010	03100000	03100505	92	Multi-race, Non-Hisp./Lat.	13	8	61.5	120
2010	03100000	03100505	90	White	132	75	56.8	140
2010	03100000		5	All Students	224	112	50	10
2010	03100000		11	Female	125	65	52	20
2010	03100000		10	Male	99	47	47.5	30
2010	03100000		12	High needs	135	59	43.7	40
2010	03100000		9	Low income	121	56	46.3	60
2010	03100000		99	Students w/disabilities	37	10	27	70
2010	03100000		87	Afr. Amer./Black	32	20	62.5	80
2010	03100000		89	Hispanic/Latino	11	6	54.5	110
2010	03100000		92	Multi-race, Non-Hisp./Lat.	14	8	57.1	120
2010	03100000		90	White	162	76	46.9	140
2010	03140000	03140505	5	All Students	168	151	89.9	10
2010	03140000	03140505	11	Female	83	76	91.6	20
2010	03140000	03140505	10	Male	85	75	88.2	30
2010	03140000	03140505	12	High needs	85	73	85.9	40
2010	03140000	03140505	95	ELL	13	13	100	50
2010	03140000	03140505	9	Low income	72	62	86.1	60
2010	03140000	03140505	99	Students w/disabilities	30	23	76.7	70
2010	03140000	03140505	87	Afr. Amer./Black	11	11	100	80
2010	03140000	03140505	88	Asian	20	19	95	100
2010	03140000	03140505	89	Hispanic/Latino	11	8	72.7	110
2010	03140000	03140505	90	White	126	113	89.7	140
2010	03140000		5	All Students	172	151	87.8	10
2010	03140000		11	Female	85	76	89.4	20
2010	03140000		10	Male	87	75	86.2	30
2010	03140000		12	High needs	89	73	82	40
2010	03140000		95	ELL	13	13	100	50
2010	03140000		9	Low income	72	62	86.1	60
2010	03140000		99	Students w/disabilities	34	23	67.6	70
2010	03140000		87	Afr. Amer./Black	11	11	100	80
2010	03140000		88	Asian	20	19	95	100
2010	03140000		89	Hispanic/Latino	11	8	72.7	110
2010	03140000		90	White	130	113	86.9	140
2010	03150000	03150505	5	All Students	217	217	100	10
2010	03150000	03150505	11	Female	104	104	100	20
2010	03150000	03150505	10	Male	113	113	100	30
2010	03150000	03150505	12	High needs	47	47	100	40
2010	03150000	03150505	9	Low income	14	14	100	60
2010	03150000	03150505	99	Students w/disabilities	40	40	100	70
2010	03150000	03150505	87	Afr. Amer./Black	7	7	100	80
2010	03150000	03150505	88	Asian	22	22	100	100
2010	03150000	03150505	89	Hispanic/Latino	8	8	100	110
2010	03150000	03150505	90	White	175	175	100	140
2010	03150000		5	All Students	220	220	100	10
2010	03150000		11	Female	105	105	100	20
2010	03150000		10	Male	115	115	100	30
2010	03150000		12	High needs	49	49	100	40
2010	03150000		9	Low income	14	14	100	60
2010	03150000		99	Students w/disabilities	42	42	100	70
2010	03150000		87	Afr. Amer./Black	7	7	100	80
2010	03150000		88	Asian	22	22	100	100
2010	03150000		89	Hispanic/Latino	8	8	100	110
2010	03150000		90	White	178	178	100	140
2010	03160000	03160505	5	All Students	128	124	96.9	10
2010	03160000	03160505	11	Female	68	66	97.1	20
2010	03160000	03160505	10	Male	60	58	96.7	30
2010	03160000	03160505	12	High needs	51	49	96.1	40
2010	03160000	03160505	9	Low income	49	47	95.9	60
2010	03160000	03160505	99	Students w/disabilities	6	5	83.3	70
2010	03160000	03160505	87	Afr. Amer./Black	9	9	100	80
2010	03160000	03160505	89	Hispanic/Latino	9	9	100	110
2010	03160000	03160505	90	White	103	99	96.1	140
2010	03160000		5	All Students	128	124	96.9	10
2010	03160000		11	Female	68	66	97.1	20
2010	03160000		10	Male	60	58	96.7	30
2010	03160000		12	High needs	51	49	96.1	40
2010	03160000		9	Low income	49	47	95.9	60
2010	03160000		99	Students w/disabilities	6	5	83.3	70
2010	03160000		87	Afr. Amer./Black	9	9	100	80
2010	03160000		89	Hispanic/Latino	9	9	100	110
2010	03160000		90	White	103	99	96.1	140
2010	03170000	03170505	5	All Students	295	1	.3	10
2010	03170000	03170505	11	Female	151	1	.7	20
2010	03170000	03170505	10	Male	144	0	0	30
2010	03170000	03170505	12	High needs	71	0	0	40
2010	03170000	03170505	9	Low income	19	0	0	60
2010	03170000	03170505	99	Students w/disabilities	62	0	0	70
2010	03170000	03170505	87	Afr. Amer./Black	13	0	0	80
2010	03170000	03170505	88	Asian	16	0	0	100
2010	03170000	03170505	89	Hispanic/Latino	6	0	0	110
2010	03170000	03170505	90	White	256	1	.4	140
2010	03170000		5	All Students	300	6	2	10
2010	03170000		11	Female	153	3	2	20
2010	03170000		10	Male	147	3	2	30
2010	03170000		12	High needs	76	5	6.6	40
2010	03170000		9	Low income	19	0	0	60
2010	03170000		99	Students w/disabilities	67	5	7.5	70
2010	03170000		87	Afr. Amer./Black	13	0	0	80
2010	03170000		88	Asian	16	0	0	100
2010	03170000		89	Hispanic/Latino	6	0	0	110
2010	03170000		90	White	261	6	2.3	140
2010	03210000	03210505	5	All Students	282	282	100	10
2010	03210000	03210505	11	Female	145	145	100	20
2010	03210000	03210505	10	Male	137	137	100	30
2010	03210000	03210505	12	High needs	58	58	100	40
2010	03210000	03210505	95	ELL	9	9	100	50
2010	03210000	03210505	9	Low income	21	21	100	60
2010	03210000	03210505	99	Students w/disabilities	33	33	100	70
2010	03210000	03210505	87	Afr. Amer./Black	8	8	100	80
2010	03210000	03210505	88	Asian	32	32	100	100
2010	03210000	03210505	89	Hispanic/Latino	7	7	100	110
2010	03210000	03210505	92	Multi-race, Non-Hisp./Lat.	7	7	100	120
2010	03210000	03210505	90	White	228	228	100	140
2010	03210000		5	All Students	282	282	100	10
2010	03210000		11	Female	145	145	100	20
2010	03210000		10	Male	137	137	100	30
2010	03210000		12	High needs	58	58	100	40
2010	03210000		95	ELL	9	9	100	50
2010	03210000		9	Low income	21	21	100	60
2010	03210000		99	Students w/disabilities	33	33	100	70
2010	03210000		87	Afr. Amer./Black	8	8	100	80
2010	03210000		88	Asian	32	32	100	100
2010	03210000		89	Hispanic/Latino	7	7	100	110
2010	03210000		92	Multi-race, Non-Hisp./Lat.	7	7	100	120
2010	03210000		90	White	228	228	100	140
2010	03220000	03220505	5	All Students	81	81	100	10
2010	03220000	03220505	11	Female	46	46	100	20
2010	03220000	03220505	10	Male	35	35	100	30
2010	03220000	03220505	12	High needs	15	15	100	40
2010	03220000	03220505	9	Low income	7	7	100	60
2010	03220000	03220505	99	Students w/disabilities	8	8	100	70
2010	03220000	03220505	90	White	80	80	100	140
2010	03220000		5	All Students	82	82	100	10
2010	03220000		11	Female	46	46	100	20
2010	03220000		10	Male	36	36	100	30
2010	03220000		12	High needs	16	16	100	40
2010	03220000		9	Low income	8	8	100	60
2010	03220000		99	Students w/disabilities	9	9	100	70
2010	03220000		90	White	81	81	100	140
2010	03230000	03230505	5	All Students	89	89	100	10
2010	03230000	03230505	11	Female	49	49	100	20
2010	03230000	03230505	10	Male	40	40	100	30
2010	03230000	03230505	12	High needs	19	19	100	40
2010	03230000	03230505	9	Low income	11	11	100	60
2010	03230000	03230505	99	Students w/disabilities	13	13	100	70
2010	03230000	03230505	90	White	82	82	100	140
2010	03230000		5	All Students	90	90	100	10
2010	03230000		11	Female	50	50	100	20
2010	03230000		10	Male	40	40	100	30
2010	03230000		12	High needs	20	20	100	40
2010	03230000		9	Low income	11	11	100	60
2010	03230000		99	Students w/disabilities	14	14	100	70
2010	03230000		90	White	83	83	100	140
2010	03250000	03250505	5	All Students	362	202	55.8	10
2010	03250000	03250505	11	Female	199	116	58.3	20
2010	03250000	03250505	10	Male	163	86	52.8	30
2010	03250000	03250505	12	High needs	106	28	26.4	40
2010	03250000	03250505	9	Low income	89	25	28.1	60
2010	03250000	03250505	99	Students w/disabilities	34	3	8.8	70
2010	03250000	03250505	89	Hispanic/Latino	31	11	35.5	110
2010	03250000	03250505	90	White	317	187	59	140
2010	03250000	03250605	5	All Students	91	91	100	10
2010	03250000	03250605	11	Female	28	28	100	20
2010	03250000	03250605	10	Male	63	63	100	30
2010	03250000	03250605	12	High needs	62	62	100	40
2010	03250000	03250605	9	Low income	49	49	100	60
2010	03250000	03250605	99	Students w/disabilities	31	31	100	70
2010	03250000	03250605	89	Hispanic/Latino	10	10	100	110
2010	03250000	03250605	90	White	78	78	100	140
2010	03250000		5	All Students	453	293	64.7	10
2010	03250000		11	Female	227	144	63.4	20
2010	03250000		10	Male	226	149	65.9	30
2010	03250000		12	High needs	168	90	53.6	40
2010	03250000		95	ELL	8	6	75	50
2010	03250000		9	Low income	138	74	53.6	60
2010	03250000		99	Students w/disabilities	65	34	52.3	70
2010	03250000		87	Afr. Amer./Black	6	2	33.3	80
2010	03250000		89	Hispanic/Latino	41	21	51.2	110
2010	03250000		92	Multi-race, Non-Hisp./Lat.	6	3	50	120
2010	03250000		90	White	395	265	67.1	140
2010	03260000	03260505	5	All Students	390	390	100	10
2010	03260000	03260505	11	Female	202	202	100	20
2010	03260000	03260505	10	Male	188	188	100	30
2010	03260000	03260505	12	High needs	43	43	100	40
2010	03260000	03260505	9	Low income	11	11	100	60
2010	03260000	03260505	99	Students w/disabilities	36	36	100	70
2010	03260000	03260505	88	Asian	37	37	100	100
2010	03260000	03260505	92	Multi-race, Non-Hisp./Lat.	8	8	100	120
2010	03260000	03260505	90	White	342	342	100	140
2010	03260000		5	All Students	390	390	100	10
2010	03260000		11	Female	202	202	100	20
2010	03260000		10	Male	188	188	100	30
2010	03260000		12	High needs	43	43	100	40
2010	03260000		9	Low income	11	11	100	60
2010	03260000		99	Students w/disabilities	36	36	100	70
2010	03260000		88	Asian	37	37	100	100
2010	03260000		92	Multi-race, Non-Hisp./Lat.	8	8	100	120
2010	03260000		90	White	342	342	100	140
2010	03300000	03300505	5	All Students	171	157	91.8	10
2010	03300000	03300505	11	Female	91	86	94.5	20
2010	03300000	03300505	10	Male	80	71	88.8	30
2010	03300000	03300505	12	High needs	31	26	83.9	40
2010	03300000	03300505	9	Low income	6	6	100	60
2010	03300000	03300505	99	Students w/disabilities	27	22	81.5	70
2010	03300000	03300505	87	Afr. Amer./Black	8	6	75	80
2010	03300000	03300505	88	Asian	18	18	100	100
2010	03300000	03300505	92	Multi-race, Non-Hisp./Lat.	7	7	100	120
2010	03300000	03300505	90	White	136	124	91.2	140
2010	03300000		5	All Students	171	157	91.8	10
2010	03300000		11	Female	91	86	94.5	20
2010	03300000		10	Male	80	71	88.8	30
2010	03300000		12	High needs	31	26	83.9	40
2010	03300000		9	Low income	6	6	100	60
2010	03300000		99	Students w/disabilities	27	22	81.5	70
2010	03300000		87	Afr. Amer./Black	8	6	75	80
2010	03300000		88	Asian	18	18	100	100
2010	03300000		92	Multi-race, Non-Hisp./Lat.	7	7	100	120
2010	03300000		90	White	136	124	91.2	140
2010	03310000	03310505	5	All Students	113	70	61.9	10
2010	03310000	03310505	11	Female	62	40	64.5	20
2010	03310000	03310505	10	Male	51	30	58.8	30
2010	03310000	03310505	12	High needs	47	21	44.7	40
2010	03310000	03310505	9	Low income	33	18	54.5	60
2010	03310000	03310505	99	Students w/disabilities	20	4	20	70
2010	03310000	03310505	90	White	111	70	63.1	140
2010	03310000		5	All Students	113	70	61.9	10
2010	03310000		11	Female	62	40	64.5	20
2010	03310000		10	Male	51	30	58.8	30
2010	03310000		12	High needs	47	21	44.7	40
2010	03310000		9	Low income	33	18	54.5	60
2010	03310000		99	Students w/disabilities	20	4	20	70
2010	03310000		90	White	111	70	63.1	140
2010	03320000	03320505	5	All Students	277	92	33.2	10
2010	03320000	03320505	11	Female	145	66	45.5	20
2010	03320000	03320505	10	Male	132	26	19.7	30
2010	03320000	03320505	12	High needs	108	19	17.6	40
2010	03320000	03320505	95	ELL	11	2	18.2	50
2010	03320000	03320505	9	Low income	88	18	20.5	60
2010	03320000	03320505	99	Students w/disabilities	31	2	6.5	70
2010	03320000	03320505	87	Afr. Amer./Black	8	0	0	80
2010	03320000	03320505	88	Asian	8	6	75	100
2010	03320000	03320505	89	Hispanic/Latino	27	5	18.5	110
2010	03320000	03320505	90	White	229	78	34.1	140
2010	03320000		5	All Students	278	92	33.1	10
2010	03320000		11	Female	145	66	45.5	20
2010	03320000		10	Male	133	26	19.5	30
2010	03320000		12	High needs	109	19	17.4	40
2010	03320000		95	ELL	11	2	18.2	50
2010	03320000		9	Low income	88	18	20.5	60
2010	03320000		99	Students w/disabilities	32	2	6.3	70
2010	03320000		87	Afr. Amer./Black	8	0	0	80
2010	03320000		88	Asian	8	6	75	100
2010	03320000		89	Hispanic/Latino	27	5	18.5	110
2010	03320000		90	White	230	78	33.9	140
2010	03350000	03350505	5	All Students	188	174	92.6	10
2010	03350000	03350505	11	Female	107	102	95.3	20
2010	03350000	03350505	10	Male	81	72	88.9	30
2010	03350000	03350505	12	High needs	32	26	81.3	40
2010	03350000	03350505	9	Low income	12	9	75	60
2010	03350000	03350505	99	Students w/disabilities	25	21	84	70
2010	03350000	03350505	87	Afr. Amer./Black	8	6	75	80
2010	03350000	03350505	88	Asian	13	12	92.3	100
2010	03350000	03350505	90	White	164	153	93.3	140
2010	03350000		5	All Students	190	174	91.6	10
2010	03350000		11	Female	107	102	95.3	20
2010	03350000		10	Male	83	72	86.7	30
2010	03350000		12	High needs	34	26	76.5	40
2010	03350000		9	Low income	13	9	69.2	60
2010	03350000		99	Students w/disabilities	27	21	77.8	70
2010	03350000		87	Afr. Amer./Black	8	6	75	80
2010	03350000		88	Asian	13	12	92.3	100
2010	03350000		90	White	166	153	92.2	140
2010	03360000	03360505	5	All Students	500	81	16.2	10
2010	03360000	03360505	11	Female	247	44	17.8	20
2010	03360000	03360505	10	Male	253	37	14.6	30
2010	03360000	03360505	12	High needs	163	17	10.4	40
2010	03360000	03360505	9	Low income	111	6	5.4	60
2010	03360000	03360505	99	Students w/disabilities	73	11	15.1	70
2010	03360000	03360505	87	Afr. Amer./Black	12	1	8.3	80
2010	03360000	03360505	88	Asian	16	3	18.8	100
2010	03360000	03360505	89	Hispanic/Latino	16	3	18.8	110
2010	03360000	03360505	90	White	455	74	16.3	140
2010	03360000		5	All Students	505	81	16	10
2010	03360000		11	Female	250	44	17.6	20
2010	03360000		10	Male	255	37	14.5	30
2010	03360000		12	High needs	168	17	10.1	40
2010	03360000		9	Low income	114	6	5.3	60
2010	03360000		99	Students w/disabilities	78	11	14.1	70
2010	03360000		87	Afr. Amer./Black	12	1	8.3	80
2010	03360000		88	Asian	16	3	18.8	100
2010	03360000		89	Hispanic/Latino	16	3	18.8	110
2010	03360000		90	White	460	74	16.1	140
2010	03420000	03420505	5	All Students	224	223	99.6	10
2010	03420000	03420505	11	Female	120	120	100	20
2010	03420000	03420505	10	Male	104	103	99	30
2010	03420000	03420505	12	High needs	36	36	100	40
2010	03420000	03420505	9	Low income	18	18	100	60
2010	03420000	03420505	99	Students w/disabilities	21	21	100	70
2010	03420000	03420505	88	Asian	9	9	100	100
2010	03420000	03420505	90	White	206	205	99.5	140
2010	03420000		5	All Students	227	226	99.6	10
2010	03420000		11	Female	122	122	100	20
2010	03420000		10	Male	105	104	99	30
2010	03420000		12	High needs	39	39	100	40
2010	03420000		9	Low income	18	18	100	60
2010	03420000		99	Students w/disabilities	24	24	100	70
2010	03420000		88	Asian	9	9	100	100
2010	03420000		90	White	209	208	99.5	140
2010	03430000	03430505	5	All Students	93	16	17.2	10
2010	03430000	03430505	11	Female	55	13	23.6	20
2010	03430000	03430505	10	Male	38	3	7.9	30
2010	03430000	03430505	12	High needs	48	6	12.5	40
2010	03430000	03430505	9	Low income	44	6	13.6	60
2010	03430000	03430505	99	Students w/disabilities	15	1	6.7	70
2010	03430000	03430505	90	White	86	16	18.6	140
2010	03430000		5	All Students	95	16	16.8	10
2010	03430000		11	Female	56	13	23.2	20
2010	03430000		10	Male	39	3	7.7	30
2010	03430000		12	High needs	50	6	12	40
2010	03430000		9	Low income	45	6	13.3	60
2010	03430000		99	Students w/disabilities	17	1	5.9	70
2010	03430000		90	White	88	16	18.2	140
2010	03440000	03440505	5	All Students	258	258	100	10
2010	03440000	03440505	11	Female	120	120	100	20
2010	03440000	03440505	10	Male	138	138	100	30
2010	03440000	03440505	12	High needs	45	45	100	40
2010	03440000	03440505	95	ELL	6	6	100	50
2010	03440000	03440505	9	Low income	16	16	100	60
2010	03440000	03440505	99	Students w/disabilities	30	30	100	70
2010	03440000	03440505	88	Asian	24	24	100	100
2010	03440000	03440505	89	Hispanic/Latino	11	11	100	110
2010	03440000	03440505	90	White	214	214	100	140
2010	03440000		5	All Students	262	262	100	10
2010	03440000		11	Female	121	121	100	20
2010	03440000		10	Male	141	141	100	30
2010	03440000		12	High needs	49	49	100	40
2010	03440000		95	ELL	6	6	100	50
2010	03440000		9	Low income	16	16	100	60
2010	03440000		99	Students w/disabilities	34	34	100	70
2010	03440000		88	Asian	24	24	100	100
2010	03440000		89	Hispanic/Latino	11	11	100	110
2010	03440000		90	White	218	218	100	140
2010	03460000	03460505	5	All Students	117	117	100	10
2010	03460000	03460505	11	Female	58	58	100	20
2010	03460000	03460505	10	Male	59	59	100	30
2010	03460000	03460505	12	High needs	39	39	100	40
2010	03460000	03460505	9	Low income	27	27	100	60
2010	03460000	03460505	99	Students w/disabilities	17	17	100	70
2010	03460000	03460505	90	White	110	110	100	140
2010	03460000		5	All Students	117	117	100	10
2010	03460000		11	Female	58	58	100	20
2010	03460000		10	Male	59	59	100	30
2010	03460000		12	High needs	39	39	100	40
2010	03460000		9	Low income	27	27	100	60
2010	03460000		99	Students w/disabilities	17	17	100	70
2010	03460000		90	White	110	110	100	140
2010	03470000	03470505	5	All Students	317	305	96.2	10
2010	03470000	03470505	11	Female	160	158	98.8	20
2010	03470000	03470505	10	Male	157	147	93.6	30
2010	03470000	03470505	12	High needs	105	95	90.5	40
2010	03470000	03470505	95	ELL	15	15	100	50
2010	03470000	03470505	9	Low income	72	67	93.1	60
2010	03470000	03470505	99	Students w/disabilities	40	34	85	70
2010	03470000	03470505	87	Afr. Amer./Black	18	17	94.4	80
2010	03470000	03470505	88	Asian	9	9	100	100
2010	03470000	03470505	89	Hispanic/Latino	21	20	95.2	110
2010	03470000	03470505	90	White	267	257	96.3	140
2010	03470000		5	All Students	319	306	95.9	10
2010	03470000		11	Female	161	159	98.8	20
2010	03470000		10	Male	158	147	93	30
2010	03470000		12	High needs	107	96	89.7	40
2010	03470000		95	ELL	15	15	100	50
2010	03470000		9	Low income	73	68	93.2	60
2010	03470000		99	Students w/disabilities	41	34	82.9	70
2010	03470000		87	Afr. Amer./Black	18	17	94.4	80
2010	03470000		88	Asian	9	9	100	100
2010	03470000		89	Hispanic/Latino	21	20	95.2	110
2010	03470000		90	White	269	258	95.9	140
2010	03480000	03480285	5	All Students	29	0	0	10
2010	03480000	03480285	11	Female	14	0	0	20
2010	03480000	03480285	10	Male	15	0	0	30
2010	03480000	03480285	12	High needs	27	0	0	40
2010	03480000	03480285	9	Low income	27	0	0	60
2010	03480000	03480285	88	Asian	10	0	0	100
2010	03480000	03480285	89	Hispanic/Latino	10	0	0	110
2010	03480000	03480285	90	White	7	0	0	140
2010	03480000	03480350	5	All Students	45	0	0	10
2010	03480000	03480350	11	Female	24	0	0	20
2010	03480000	03480350	10	Male	21	0	0	30
2010	03480000	03480350	12	High needs	44	0	0	40
2010	03480000	03480350	9	Low income	43	0	0	60
2010	03480000	03480350	99	Students w/disabilities	12	0	0	70
2010	03480000	03480350	87	Afr. Amer./Black	6	0	0	80
2010	03480000	03480350	89	Hispanic/Latino	17	0	0	110
2010	03480000	03480350	90	White	14	0	0	140
2010	03480000	03480503	5	All Students	231	0	0	10
2010	03480000	03480503	11	Female	115	0	0	20
2010	03480000	03480503	10	Male	116	0	0	30
2010	03480000	03480503	12	High needs	168	0	0	40
2010	03480000	03480503	95	ELL	22	0	0	50
2010	03480000	03480503	9	Low income	154	0	0	60
