FY_CODE,WPI_ORG_NAME,ORG_CODE,ORG_TYP_CODE,WPI_SPOP_FLNE_CNT,WPI_SPOP_FLNE_PCT,WPI_SPOP_LEP_CNT,WPI_SPOP_LEP_PCT,WPI_SPOP_SPED_CNT,WPI_SPOP_SPED_PCT,WPI_SPOP_FLUNCH_CNT,WPI_SPOP_FLUNCH_PCT,WPI_SPOP_FLUNCH_FR_CNT,WPI_SPOP_FLUNCH_FR_PCT,WPI_SPOP_FLUNCH_RP_CNT,WPI_SPOP_FLUNCH_RP_PCT,WPI_SPOP_HN_CNT,WPI_SPOP_HN_PCT
1995,"WHATELY ELEMENTARY",03370005,6,0,0,0,0,0,0,10,7.5,,,,,,
1995,WILLIAMSBURG,03400000,5,0,0,0,0,42,18.7,32,14.2,,,,,,
1995,"ANNE T DUNPHY",03400005,6,0,0,0,0,0,0,16,18.2,,,,,,
1995,"HELEN JAMES",03400015,6,0,0,0,0,0,0,16,11.7,,,,,,
1995,WILLIAMSTOWN,03410000,5,10,1.7,0,0,91,15.8,70,12.2,,,,,,
1995,"WILLIAMSTOWN ELEMENTARY",03410010,6,10,1.7,0,0,0,0,70,12.2,,,,,,
1995,WILMINGTON,03420000,5,23,0.7,0,0,510,16.5,139,4.5,,,,,,
1995,WILDWOOD,03420015,6,0,0,0,0,0,0,21,5.6,,,,,,
1995,"WOBURN STREET",03420020,6,4,0.7,0,0,0,0,41,6.7,,,,,,
1995,"SHAWSHEEN ELEM",03420025,6,10,1.4,0,0,0,0,34,4.7,,,,,,
1995,"NORTH INTERMEDIATE",03420305,6,3,0.8,0,0,0,0,15,4,,,,,,
1995,"WEST INTERMEDIATE",03420310,6,6,1.6,0,0,0,0,21,5.6,,,,,,
1995,"WILMINGTON HIGH",03420505,6,0,0,0,0,0,0,7,1.1,,,,,,
1995,WINCHENDON,03430000,5,58,3.4,7,0.4,298,17.3,392,22.8,,,,,,
1995,MEMORIAL,03430040,6,40,4.7,0,0,0,0,201,23.7,,,,,,
1995,"WINCHENDON MIDDLE",03430305,,14,2.4,6,1,0,0,149,26,,,,,,
1995,"MURDOCK MIDDLE/HIGH",03430505,6,4,1.3,1,0.3,0,0,42,14,,,,,,
1995,WINCHESTER,03440000,5,97,3.2,19,0.6,423,13.9,148,4.9,,,,,,
1995,LINCOLN,03440005,6,9,2.1,3,0.7,0,0,7,1.7,,,,,,
1995,"LYNCH ELEMENTARY",03440020,6,31,8.4,6,1.6,0,0,59,15.9,,,,,,
1995,VINSON-OWEN,03440025,6,0,0,0,0,0,0,4,1.9,,,,,,
1995,MURACO,03440040,6,4,1.3,0,0,0,0,24,7.6,,,,,,
1995,"AMBROSE ELEMENTARY",03440045,6,10,3.6,0,0,0,0,4,1.4,,,,,,
1995,"MCCALL MIDDLE",03440305,6,16,2.5,3,0.5,0,0,21,3.3,,,,,,
1995,"WINCHESTER HIGH SCHOOL",03440505,6,27,3.4,7,0.9,0,0,29,3.6,,,,,,
1995,WINTHROP,03460000,5,81,3.7,45,2.1,459,21.2,319,14.7,,,,,,
1995,"E B NEWTON",03460001,6,7,2.9,6,2.5,0,0,20,8.3,,,,,,
1995,"N ELLIOT WILLIS",03460005,6,27,4.9,13,2.4,0,0,112,20.3,,,,,,
1995,"ARTHUR W DALRYMPLE",03460010,6,11,3.3,2,0.6,0,0,74,22,,,,,,
1995,"WINTHROP MIDDLE SCHOOL",03460305,6,16,3.3,11,2.2,0,0,83,17,,,,,,
1995,"WINTHROP SR HIGH",03460505,6,20,3.7,13,2.4,0,0,30,5.5,,,,,,
1995,WOBURN,03470000,5,222,4.8,49,1.1,840,18.2,702,15.2,,,,,,
1995,"GEORGE I CLAPP",03470005,6,0,0,0,0,0,0,49,21.9,,,,,,
1995,GOODYEAR,03470015,6,10,3.8,0,0,0,0,44,16.6,,,,,,
1995,"DANIEL P HURLD",03470020,6,0,0,0,0,0,0,0,0,,,,,,
1995,LINSCOTT-RUMFORD,03470025,6,22,9.3,8,3.4,0,0,74,31.4,,,,,,
1995,"CLYDE REEVES",03470040,6,12,3.3,1,0.3,0,0,43,11.8,,,,,,
1995,SHAMROCK,03470043,6,52,15.6,4,1.2,0,0,120,36,,,,,,
1995,"MALCOLM WHITE",03470055,6,40,16,17,6.8,0,0,88,35.2,,,,,,
1995,WYMAN,03470060,6,1,0.4,0,0,0,0,9,3.5,,,,,,
1995,"MARY D ALTAVESTA",03470065,6,1,0.4,0,0,0,0,59,23.7,,,,,,
1995,"JOHN F KENNEDY JR HIGH",03470405,6,34,6,6,1.1,0,0,83,14.8,,,,,,
1995,"DANIEL L JOYCE JR HIGH",03470410,6,1,0.2,0,0,0,0,76,16.5,,,,,,
1995,"WOBURN HIGH",03470505,6,49,4.2,13,1.1,0,0,57,4.9,,,,,,
1995,WORCESTER,03480000,5,5581,24.7,1569,7,4258,18.9,11149,49.4,,,,,,
1995,"ADAMS STREET",03480010,6,17,8.9,17,8.9,0,0,125,65.8,,,,,,
1995,"BELMONT STREET COMMUNITY",03480020,6,174,33.9,90,17.5,0,0,436,84.8,,,,,,
1995,"WAWECUS ROAD SCHOOL",03480026,6,4,2,0,0,0,0,74,36.8,,,,,,
1995,"BURNCOAT STREET",03480035,6,69,22.9,0,0,0,0,150,49.8,,,,,,
1995,CANTERBURY,03480045,6,159,43.6,31,8.5,0,0,300,82.2,,,,,,
1995,"CHANDLER ELEM COMMUNITY",03480050,6,83,34.7,9,3.8,0,0,221,92.5,,,,,,
1995,"CHANDLER MAGNET",03480052,6,366,52.7,268,38.6,0,0,447,64.3,,,,,,
1995,"CITY VIEW",03480053,6,304,45.3,123,18.3,0,0,456,68,,,,,,
1995,"CLARK ST COMMUNITY",03480055,6,63,19.6,2,0.6,0,0,149,46.3,,,,,,
1995,"COLUMBUS PARK",03480060,6,120,29.2,12,2.9,0,0,263,64,,,,,,
1995,"MULTIPLE INTELLIGENCES",03480065,6,41,12.6,17,5.2,0,0,152,46.8,,,,,,
1995,"FLAGG STREET",03480090,6,83,15.7,18,3.4,0,0,68,12.9,,,,,,
1995,"ELM PARK COMMUNITY",03480095,6,22,6,0,0,0,0,309,84.9,,,,,,
1995,"GODDARD SCH/SCIENCE TECH",03480100,6,299,41.1,192,26.4,0,0,582,79.9,,,,,,
1995,"GATES LANE",03480110,6,80,29.2,27,9.9,0,0,142,51.8,,,,,,
1995,"GRAFTON STREET",03480115,6,3,0.9,3,0.9,0,0,223,70.3,,,,,,
1995,"GRANITE STREET",03480120,6,67,29.3,35,15.3,0,0,155,67.7,,,,,,
1995,GREENDALE,03480125,6,61,20.1,0,0,0,0,128,42.1,,,,,,
1995,"HARLOW STREET",03480130,6,56,25.2,6,2.7,0,0,191,86,,,,,,
1995,"HEARD STREET",03480136,6,32,11.1,2,0.7,0,0,106,36.8,,,,,,
1995,"JACOB HIATT MAGNET",03480140,6,126,18.9,40,6,0,0,170,25.4,,,,,,
1995,"LAKE VIEW",03480145,6,29,8.2,16,4.5,0,0,129,36.6,,,,,,
1995,"LINCOLN STREET",03480160,6,19,8.8,0,0,0,0,106,49.1,,,,,,
1995,"NEW LUDLOW",03480165,6,35,10.5,0,0,0,0,115,34.5,,,,,,
1995,"MAY STREET",03480175,6,47,15.5,3,1,0,0,93,30.7,,,,,,
1995,"FRANCIS J MCGRATH ELEM",03480177,6,30,9.4,3,0.9,0,0,163,50.9,,,,,,
1995,"MIDLAND STREET",03480185,6,10,3.1,0,0,0,0,126,38.7,,,,,,
1995,"MILL SWAN",03480190,6,24,8.7,0,0,0,0,154,55.8,,,,,,
1995,"MILLBURY ST",03480195,,38,20.8,9,4.9,0,0,153,83.6,,,,,,
1995,"NELSON PLACE",03480200,6,114,20.4,11,2,0,0,90,16.1,,,,,,
1995,"NORRBACK AVENUE",03480202,6,64,28.8,15,6.8,0,0,110,49.5,,,,,,
1995,QUINSIGAMOND,03480210,6,59,19,1,0.3,0,0,196,63,,,,,,
1995,"RICE SQUARE",03480215,6,11,2.2,11,2.2,0,0,188,37.5,,,,,,
1995,ROOSEVELT,03480220,6,30,13.3,4,1.8,0,0,65,28.8,,,,,,
1995,"WORCESTER ARTS MAGNET SCH",03480225,6,155,35.3,87,19.8,0,0,203,46.2,,,,,,
1995,TATNUCK,03480230,6,67,15,2,0.4,0,0,106,23.7,,,,,,
1995,"THORNDYKE ROAD",03480235,6,59,19.7,0,0,0,0,114,38,,,,,,
1995,"UNION HILL SCHOOL",03480240,6,39,11.4,0,0,0,0,315,92.1,,,,,,
1995,"WEST TATNUCK",03480260,6,67,17,16,4.1,0,0,93,23.6,,,,,,
1995,"ACCELERATED LEARNING LAB",03480275,6,155,28.3,81,14.8,0,0,425,77.6,,,,,,
1995,"VERNON HILL SCHOOL",03480280,6,41,12.7,0,0,0,0,228,70.8,,,,,,
1995,"BURNCOAT MIDDLE SCHOOL",03480405,6,221,35.8,57,9.2,0,0,359,58.1,,,,,,
1995,"FOREST GROVE MIDDLE",03480415,6,172,21.1,5,0.6,0,0,304,37.2,,,,,,
1995,"WORCESTER EAST MIDDLE",03480420,6,193,27.3,20,2.8,0,0,442,62.6,,,,,,
1995,"SULLIVAN MIDDLE",03480423,6,504,52.4,31,3.2,0,0,550,57.2,,,,,,
1995,"BURNCOAT SENIOR HIGH",03480503,6,104,9.6,104,9.6,0,0,338,31.2,,,,,,
1995,"DOHERTY MEMORIAL HIGH",03480512,6,285,21.8,50,3.8,0,0,200,15.3,,,,,,
1995,"NORTH HIGH",03480515,6,202,24,60,7.1,0,0,312,37.1,,,,,,
1995,"SOUTH HIGH COMMUNITY",03480520,6,578,50,91,7.9,0,0,625,54.1,,,,,,
1995,WRENTHAM,03500000,5,0,0,0,0,164,15.7,54,5.2,,,,,,
1995,DELANEY,03500003,6,0,0,0,0,0,0,17,5.3,,,,,,
1995,VOGEL,03500005,6,0,0,0,0,0,0,10,4.8,,,,,,
1995,"CHARLES E RODERICK",03500010,6,0,0,0,0,0,0,27,5.2,,,,,,
1995,NORTHAMPTON-SMITH,04060000,5,25,5.3,0,0,129,27.3,84,17.8,,,,,,
1995,"SMITH VOC & AGR HIGH",04060705,6,25,5.3,0,0,0,0,84,17.8,,,,,,
1995,"WORCESTER TRADE COMPLEX",04080000,5,110,9,61,5,196,16.1,508,41.7,,,,,,
1995,"WORCESTER VOC HIGH",04080605,,92,9.7,61,6.5,0,0,452,47.8,,,,,,
1995,"WORCESTER TECH INST",04080607,,18,6.6,0,0,0,0,56,20.6,,,,,,
1995,ACTON-BOXBOROUGH,06000000,5,50,2.6,8,0.4,312,16.3,24,1.3,,,,,,
1995,"RAYMOND J GREY REG JH",06000405,6,28,4.4,0,0,0,0,11,1.7,,,,,,
1995,"ACTON-BOXBOROUGH REG HIGH",06000505,6,22,1.7,8,0.6,0,0,13,1,,,,,,
1995,ADAMS-CHESHIRE,06030000,5,3,0.2,0,0,249,12.5,521,26.1,,,,,,
1995,"CHESHIRE ELEMENTARY",06030004,6,0,0,0,0,0,0,61,18.2,,,,,,
1995,"PLUNKET ELEMENTARY",06030020,6,2,0.3,0,0,0,0,246,36.9,,,,,,
1995,"ADAMS MIDDLE",06030305,6,0,0,0,0,0,0,140,30.8,,,,,,
1995,"HOOSAC VALLEY HIGH",06030505,6,1,0.2,0,0,0,0,74,13.7,,,,,,
1995,AMHERST-PELHAM,06050000,5,257,14.9,72,4.2,262,15.2,324,18.8,,,,,,
1995,"AMHERST REGIONAL JR HIGH",06050405,6,121,12.6,36,3.8,0,0,188,19.6,,,,,,
1995,"AMHERST REGIONAL HIGH",06050505,6,136,17.8,36,4.7,0,0,136,17.8,,,,,,
1995,ASHBURNHAM-WESTMINSTER,06100000,5,5,0.2,0,0,394,16.4,154,6.4,,,,,,
1995,"VETERANS MEMORIAL",06100003,,0,0,0,0,0,0,4,4.8,,,,,,
1995,"WESTMINSTER ELEM",06100005,6,2,0.5,0,0,0,0,38,9.3,,,,,,
1995,"MEETINGHOUSE SCHOOL",06100010,6,1,0.4,0,0,0,0,17,6.1,,,,,,
1995,"BRIGGS ELEM",06100025,6,2,0.3,0,0,0,0,51,8.7,,,,,,
1995,"OAKMONT REGIONAL H S",06100505,6,0,0,0,0,0,0,44,4.2,,,,,,
1995,ATHOL-ROYALSTON,06150000,5,16,0.7,6,0.3,331,14.1,628,26.8,,,,,,
1995,"ELLEN BIGELOW",06150005,6,0,0,0,0,0,0,107,53.2,,,,,,
1995,"PLEASANT ST",06150016,6,0,0,0,0,0,0,51,16.7,,,,,,
1995,RIVERBEND,06150020,6,0,0,0,0,0,0,131,40.8,,,,,,
1995,"SANDERS STREET",06150025,6,0,0,0,0,0,0,79,44.4,,,,,,
1995,"SILVER LAKE",06150030,6,2,0.8,2,0.8,0,0,65,26.2,,,,,,
1995,"SOUTH ROYALSTON",06150040,,0,0,0,0,0,0,21,32.3,,,,,,
1995,RAYMOND,06150045,,0,0,0,0,0,0,11,20,,,,,,
1995,"ATHOL MIDDLE",06150305,6,3,0.8,1,0.3,0,0,103,27.2,,,,,,
1995,"ATHOL HIGH",06150505,6,11,1.9,3,0.5,0,0,60,10.2,,,,,,
1995,"BERKSHIRE HILLS",06180000,5,21,1.2,14,0.8,305,17,242,13.5,,,,,,
1995,"WILLIAM CULLEN BRYANT",06180005,6,0,0,0,0,0,0,30,21.4,,,,,,
1995,"HOUSATONIC GRAMMAR",06180015,6,1,0.7,0,0,0,0,38,26.6,,,,,,
1995,VILLAGE,06180025,6,0,0,0,0,0,0,14,18.4,,,,,,
1995,"STOCKBRIDGE PLAIN",06180030,6,7,2.1,1,0.3,0,0,60,17.6,,,,,,
1995,"SEARLES MIDDLE",06180305,6,2,0.5,2,0.5,0,0,59,15.2,,,,,,
1995,"MONUMENT MT REG HIGH",06180505,6,11,1.6,11,1.6,0,0,41,5.8,,,,,,
1995,BERLIN-BOYLSTON,06200000,5,0,0,0,0,51,14.1,18,5,,,,,,
1995,"TAHANTO REG HIGH",06200505,6,0,0,0,0,0,0,18,5,,,,,,
1995,BLACKSTONE-MILLVILLE,06220000,5,4,0.2,0,0,322,14.6,246,11.1,,,,,,
1995,"JOHN F KENNEDY ELEM",06220008,6,2,0.3,0,0,0,0,71,12.3,,,,,,
1995,"MILLVILLE ELEM",06220010,6,0,0,0,0,0,0,51,13.2,,,,,,
1995,"A F MALONEY",06220305,,0,0,0,0,0,0,59,14.1,,,,,,
1995,"BLACKSTONE MILLVILLE REG",06220505,6,2,0.2,0,0,0,0,65,7.9,,,,,,
1995,BRIDGEWATER-RAYNHAM,06250000,5,47,0.9,7,0.1,636,11.8,542,10.1,,,,,,
1995,"BURNELL LABORATORY SCHOOL",06250005,6,3,0.8,1,0.3,0,0,43,11.2,,,,,,
1995,"DR A F HUNT",06250010,,9,2.5,3,0.8,0,0,48,13.5,,,,,,
1995,"WILLIAM H MCELWAIN",06250015,,4,1,0,0,0,0,50,12.3,,,,,,
1995,"LILLIE B MERRILL",06250020,6,1,0.2,1,0.2,0,0,76,13.8,,,,,,
1995,NORTH,06250025,6,0,0,0,0,0,0,14,14.7,,,,,,
1995,SOUTH,06250030,6,1,1.1,1,1.1,0,0,15,16,,,,,,
1995,"WILLIAM J SULLIVAN",06250035,6,2,1.2,0,0,0,0,34,20.9,,,,,,
1995,"WILLIAMS ELEMENTARY",06250040,,16,1.8,0,0,0,0,88,10.2,,,,,,
1995,"DR E J LALIBERTE J H",06250305,6,2,0.4,1,0.2,0,0,68,13.8,,,,,,
1995,"WILLIAMS JUNIOR HIGH",06250410,,0,0,0,0,0,0,58,9.9,,,,,,
1995,"BRIDGEWATER-RAYNHAM REG",06250505,6,9,0.6,0,0,0,0,48,3.4,,,,,,
1995,CHESTERFIELD-GOSHEN,06320000,5,0,0,0,0,43,23,29,15.5,,,,,,
1995,DAVENPORT,06320005,,0,0,0,0,0,0,15,14.3,,,,,,
1995,"CENTER SCHOOL",06320010,,0,0,0,0,0,0,14,17.1,,,,,,
1995,"CENTRAL BERKSHIRE",06350000,5,11,0.4,0,0,297,12,420,17,,,,,,
1995,"CENTRAL BERKSHIRE ECC",06350003,6,0,0,0,0,0,0,7,100,,,,,,
1995,"BECKET CONSOLIDATED",06350005,6,0,0,0,0,0,0,52,25.2,,,,,,
1995,"BERKSHIRE TRAIL ELEM",06350010,6,0,0,0,0,0,0,23,16.3,,,,,,
1995,CRANEVILLE,06350025,6,6,1,0,0,0,0,103,17.6,,,,,,
1995,KITTREDGE,06350035,6,0,0,0,0,0,0,52,20.5,,,,,,
1995,"NESSACUS MIDDLE",06350305,6,0,0,0,0,0,0,110,19.7,,,,,,
1995,"WAHCONAH REGIONAL HIGH",06350505,6,5,0.7,0,0,0,0,73,10.2,,,,,,
1995,CONCORD-CARLISLE,06400000,5,38,4.3,0,0,106,11.9,37,4.2,,,,,,
1995,"CONCORD CARLISLE HIGH",06400505,6,38,4.3,0,0,0,0,37,4.2,,,,,,
1995,DENNIS-YARMOUTH,06450000,5,132,2.8,36,0.8,443,9.5,1020,22,,,,,,
1995,"EZRA H BAKER",06450005,6,6,1,0,0,0,0,143,24.3,,,,,,
1995,"JOHN SIMPKINS",06450010,6,23,5.6,0,0,0,0,127,31.1,,,,,,
1995,"MARGUERITE E SMALL ELEM",06450015,6,16,3.1,12,2.4,0,0,127,25,,,,,,
1995,"LAURENCE C MACARTHUR ELEM",06450020,6,34,7.6,8,1.8,0,0,85,19.1,,,,,,
1995,"MATTACHEESE MIDDLE SCH",06450305,6,21,2.9,7,1,0,0,208,28.4,,,,,,
1995,"N H WIXON MIDDLE",06450310,6,6,0.7,1,0.1,0,0,259,30.9,,,,,,
1995,"DENNIS-YARMOUTH REG HIGH",06450505,6,26,2.3,8,0.7,0,0,71,6.3,,,,,,
1995,DIGHTON-REHOBOTH,06500000,5,5,0.2,0,0,486,17.1,164,5.8,,,,,,
1995,"DIGHTON ELEMENTARY",06500005,6,2,0.5,0,0,0,0,34,8.5,,,,,,
1995,"PALMER RIVER /ANAWAN",06500010,6,0,0,0,0,0,0,44,6.4,,,,,,
1995,"DIGHTON MIDDLE SCHOOL",06500305,6,1,0.3,0,0,0,0,37,11.1,,,,,,
1995,"DOROTHY L BECKWITH",06500310,6,2,0.3,0,0,0,0,21,3.6,,,,,,
1995,"DIGHTON-REHOBOTH RHS",06500505,6,0,0,0,0,0,0,28,3.3,,,,,,
1995,DOVER-SHERBORN,06550000,5,2,0.3,1,0.1,77,11.4,20,3,,,,,,
1995,"DOVER-SHERBORN REG JR H S",06550405,6,0,0,0,0,0,0,7,3,,,,,,
1995,"DOVER-SHERBORN REG HIGH",06550505,6,2,0.4,1,0.2,0,0,13,2.9,,,,,,
1995,"DUDLEY-CHARLTON REG",06580000,5,29,0.8,16,0.4,424,11.6,398,10.9,,,,,,
1995,"DUDLEY ELEMENTARY",06580005,6,3,1,1,0.3,0,0,44,14.3,,,,,,
1995,"MASON RD SCHOOL",06580010,6,8,3,1,0.4,0,0,57,21.1,,,,,,
1995,"CHARLTON ELEMENTARY",06580020,6,3,0.5,0,0,0,0,64,10.1,,,,,,
1995,"HERITAGE SCHOOL",06580030,6,0,0,0,0,0,0,68,9.6,,,,,,
1995,"DUDLEY INTERMEDIATE",06580405,6,1,0.3,0,0,0,0,65,17.7,,,,,,
1995,"SHEPHERD HILL REG HIGH",06580505,6,14,1,14,1,0,0,100,7.3,,,,,,
1995,NAUSET,06600000,5,1,0.1,1,0.1,230,13.8,145,8.7,,,,,,
1995,"NAUSET REG MIDDLE",06600305,6,0,0,0,0,0,0,109,13.5,,,,,,
1995,"NAUSET REGIONAL HIGH",06600505,6,1,0.1,1,0.1,0,0,36,4.2,,,,,,
1995,"FARMINGTON RIVER REG",06620000,5,0,0,0,0,77,37.4,41,19.9,,,,,,
1995,"FARMINGTON RIVER ELEM",06620020,6,0,0,0,0,0,0,41,19.9,,,,,,
1995,FREETOWN-LAKEVILLE,06650000,5,0,0,0,0,233,13.4,138,7.9,,,,,,
1995,"GEORGE R AUSTIN MIDDLE",06650305,6,0,0,0,0,0,0,108,11,,,,,,
1995,"APPONEQUET REG HIGH",06650505,6,0,0,0,0,0,0,30,4,,,,,,
1995,FRONTIER,06700000,5,13,2.1,1,0.2,131,21.4,43,7,,,,,,
1995,"FRONTIER REG",06700505,6,13,2.1,1,0.2,0,0,43,7,,,,,,
1995,GATEWAY,06720000,5,0,0,0,0,293,17.5,339,20.2,,,,,,
1995,"BLANDFORD ELEMENTARY",06720033,6,0,0,0,0,0,0,8,8.4,,,,,,
1995,"CHESTER ELEMENTARY",06720059,6,0,0,0,0,0,0,33,24.8,,,,,,
1995,"MURRAYFIELD ELEMENTARY",06720143,6,0,0,0,0,0,0,51,26.3,,,,,,
1995,"RUSSELL ELEMENTARY",06720256,6,0,0,0,0,0,0,34,20,,,,,,
1995,"RUSSELL H CONWELL",06720349,6,0,0,0,0,0,0,14,14,,,,,,
1995,"GATEWAY REG MIDDLE",06720380,6,0,0,0,0,0,0,134,22.6,,,,,,
1995,"GATEWAY REG HIGH",06720505,6,0,0,0,0,0,0,65,16.6,,,,,,
1995,GROTON-DUNSTABLE,06730000,5,10,0.5,2,0.1,278,13.7,91,4.5,,,,,,
1995,"GROTON-DUNSTABLE ECC",06730001,6,1,0.5,1,0.5,0,0,3,1.6,,,,,,
1995,"SWALLOW/UNION SCHOOL",06730005,6,0,0,0,0,0,0,17,6.3,,,,,,
1995,"FLORENCE ROCHE SCHOOL",06730010,6,3,0.6,1,0.2,0,0,29,5.6,,,,,,
1995,"PRESCOTT ELEM",06730040,6,2,0.9,0,0,0,0,20,9.5,,,,,,
1995,"GROTON/DUN REG'L MIDDLE",06730305,6,2,0.4,0,0,0,0,12,2.6,,,,,,
1995,"GROTON DUNSTABLE REGIONAL",06730505,6,2,0.5,0,0,0,0,10,2.6,,,,,,
1995,GILL-MONTAGUE,06740000,5,23,1.4,12,0.8,270,16.9,479,30,,,,,,
1995,"GILL ELEM",06740005,6,3,2,0,0,0,0,27,17.6,,,,,,
1995,HILLCREST,06740015,6,5,1.9,3,1.1,0,0,83,31.3,,,,,,
1995,"MONTAGUE CENTER",06740020,6,0,0,0,0,0,0,44,32.6,,,,,,
1995,"SHEFFIELD ELEMENTARY",06740050,6,5,1.2,3,0.7,0,0,182,43.3,,,,,,
1995,"GREAT FALLS MIDDLE",06740310,6,4,1.5,3,1.1,0,0,81,30.5,,,,,,
1995,"TURNERS FALL HIGH",06740505,6,6,1.7,3,0.8,0,0,62,17.4,,,,,,
1995,HAMILTON-WENHAM,06750000,5,24,1.2,10,0.5,270,13.5,72,3.6,,,,,,
1995,"CUTLER SCHOOL",06750010,6,2,0.5,0,0,0,0,16,4.1,,,,,,
1995,"WINTHROP SCHOOL",06750015,6,18,3.6,7,1.4,0,0,25,5,,,,,,
1995,"BESSIE BUKER MIDDLE",06750305,,2,0.5,1,0.2,0,0,19,4.7,,,,,,
1995,"HAMILTON-WENHAM REG HIGH",06750505,6,2,0.3,2,0.3,0,0,12,1.7,,,,,,
1995,HAMPDEN-WILBRAHAM,06800000,5,46,1.4,18,0.5,517,15.4,259,7.7,,,,,,
1995,"GREEN MEADOWS ELEM",06800005,6,0,0,0,0,0,0,31,9,,,,,,
1995,"MEMORIAL TRANSITIONAL",06800015,6,16,3.8,5,1.2,0,0,40,9.4,,,,,,
1995,"MILE TREE SCHOOL",06800020,,2,0.9,0,0,0,0,24,10.5,,,,,,
1995,"SOULE ROAD",06800030,6,4,0.8,1,0.2,0,0,39,7.6,,,,,,
1995,"THORNTON BURGESS MIDDLE",06800305,6,0,0,0,0,0,0,25,8.7,,,,,,
1995,"WILBRAHAM MIDDLE",06800310,6,14,2.5,5,0.9,0,0,51,8.9,,,,,,
1995,"MINNECHAUG REG HIGH",06800505,6,10,1,7,0.7,0,0,49,5,,,,,,
1995,HAMPSHIRE,06830000,5,3,0.4,2,0.3,112,14.7,49,6.4,,,,,,
1995,"HAMPSHIRE REG HIGH",06830505,6,3,0.4,2,0.3,0,0,49,6.4,,,,,,
1995,HAWLEMONT,06850000,5,1,0.5,0,0,43,22.1,77,39.5,,,,,,
1995,"HAWLEMONT REG",06850005,6,1,0.5,0,0,0,0,77,39.5,,,,,,
1995,"KING PHILIP",06900000,5,6,0.4,0,0,206,14,38,2.6,,,,,,
1995,"KING PHILIP REG HIGH",06900505,6,5,0.6,0,0,0,0,9,1.1,,,,,,
1995,"KING PHILIP REG SCH NORTH",06900510,6,1,0.2,0,0,0,0,29,4.7,,,,,,
1995,LINCOLN-SUDBURY,06950000,5,25,2.8,0,0,159,17.9,41,4.6,,,,,,
1995,"LINCOLN-SUDBURY REG HIGH",06950505,6,25,2.8,0,0,0,0,41,4.6,,,,,,
1995,"MARTHAS VINEYARD",07000000,5,2,0.4,2,0.4,104,20,26,5,,,,,,
1995,"MARTHAS VINEYARD REG HIGH",07000505,6,2,0.4,2,0.4,0,0,26,5,,,,,,
1995,MASCONOMET,07050000,5,0,0,0,0,256,19.4,32,2.4,,,,,,
1995,"MASCONOMET REG JR-SR HIGH",07050505,6,0,0,0,0,0,0,32,2.4,,,,,,
1995,MENDON-UPTON,07100000,5,1,0.1,0,0,225,15.2,100,6.7,,,,,,
1995,"MEMORIAL ELEMENTARY",07100005,,0,0,0,0,0,0,20,6.4,,,,,,
1995,"HENRY P CLOUGH",07100179,6,1,0.3,0,0,0,0,28,7.6,,,,,,
1995,"MISCOE HILL MIDDLE SCHOOL",07100305,,0,0,0,0,0,0,40,8.5,,,,,,
1995,"NIPMUC REGIONAL HIGH",07100505,,0,0,0,0,0,0,12,3.6,,,,,,
1995,"MOUNT GREYLOCK",07150000,5,10,1.4,2,0.3,80,11.6,46,6.7,,,,,,
1995,"MT GREYLOCK REG HIGH",07150505,6,10,1.4,2,0.3,0,0,46,6.7,,,,,,
1995,"MOHAWK TRAIL",07170000,5,6,0.4,0,0,296,18.8,399,25.3,,,,,,
1995,"BUCKLAND-SHELBURNE REG",07170005,6,0,0,0,0,0,0,109,29.5,,,,,,
1995,"COLRAIN CENTRAL",07170010,6,0,0,0,0,0,0,68,35.4,,,,,,
1995,"SANDERSON ACADEMY",07170020,6,0,0,0,0,0,0,57,25.1,,,,,,
1995,"MOHAWK TRAIL REG HIGH",07170505,6,6,0.8,0,0,0,0,165,20.9,,,,,,
1995,NARRAGANSETT,07200000,5,5,0.3,0,0,255,17.4,265,18.1,,,,,,
1995,"PHILLIPSTON MEMORIAL",07200003,6,0,0,0,0,0,0,69,32.9,,,,,,
1995,BALDWINVILLE,07200005,6,3,1,0,0,0,0,62,21,,,,,,
1995,"EAST TEMPLETON",07200010,6,0,0,0,0,0,0,22,17.5,,,,,,
1995,"TEMPLETON CENTER",07200020,6,0,0,0,0,0,0,37,16,,,,,,
1995,"NARRAGANSETT REG HIGH",07200505,6,2,0.3,0,0,0,0,75,12.4,,,,,,
1995,NASHOBA,07250000,5,39,1.5,2,0.1,380,14.8,155,6,,,,,,
1995,EMERSON,07250005,,0,0,0,0,0,0,20,4.1,,,,,,
1995,"MEMORIAL SCHOOL COMPLEX",07250010,6,23,6.4,0,0,0,0,56,15.5,,,,,,
1995,POMPOSITTICUT,07250015,6,0,0,0,0,0,0,0,0,,,,,,
1995,"CENTER SCHOOL",07250020,6,0,0,0,0,0,0,8,3.3,,,,,,
1995,"LANCASTER MIDDLE SCHOOL",07250305,6,2,0.9,0,0,0,0,42,17.9,,,,,,
1995,HALE,07250310,6,4,1.8,0,0,0,0,7,3.2,,,,,,
1995,"NASHOBA REGIONAL",07250505,6,10,1.3,2,0.3,0,0,22,2.9,,,,,,
1995,"NEW SALEM-WENDELL",07280000,5,0,0,0,0,38,16.9,78,34.7,,,,,,
1995,"SWIFT RIVER",07280015,6,0,0,0,0,0,0,78,34.7,,,,,,
