FY_CODE,ORG_NAME,ORG_CODE,ORG_TYP_CODE,DROPOUT_CNT,DROPOUT_PCT,ATTEND_CNT,ATTEND_PCT,RETAIN_CNT,RETAIN_PCT,TRUANT_CNT,TRUANT_PCT
2013,"Amigos School",00490006,6,0,0,6.4,96.3,1,0.4,0,0
2013,Cambridgeport,00490007,6,0,0,8.5,94.7,2,1.2,4,1.3
2013,Haggerty,00490020,6,0,0,6.7,95.8,3,1.6,1,0.4
2013,"Martin Luther King Jr.",00490030,6,0,0,9.1,93.4,4,2.5,12,3.7
2013,"King Open",00490035,6,0,0,8.4,94.9,1,0.4,3,0.8
2013,Kennedy-Longfellow,00490040,6,0,0,8,94.7,2,1,14,4.3
2013,Morse,00490045,6,0,0,8.1,94.8,3,1.5,6,1.8
2013,Peabody,00490050,6,0,0,7.7,95.4,0,0,6,1.8
2013,"John M Tobin",00490065,6,0,0,7.2,95.7,0,0,6,2
2013,"Graham and Parks",00490080,6,0,0,7,95.4,0,0,8,1.9
2013,"Fletcher/Maynard Academy",00490090,6,0,0,8.9,94.3,7,4.8,6,2.4
2013,"Cambridge Street Upper School",00490305,6,0,0,8.2,94.8,1,0.4,16,5.5
2013,"Putnam Avenue Upper School",00490310,6,0,0,8,94.9,0,0,20,7.3
2013,"Rindge Avenue Upper School",00490315,6,0,0,6.4,95.9,0,0,4,1.4
2013,"Vassal Lane Upper School",00490320,6,0,0,6.4,96,3,1,9,2.7
2013,"Cambridge Rindge and Latin",00490506,6,26,1.5,15.2,91.2,80,4.8,241,13.7
2013,Canton,00500000,5,10,1.1,7.8,95.6,19,0.6,71,2.1
2013,"Rodman Early Childhood Center",00500010,6,0,0,6.7,94.5,0,0,0,0
2013,"Lt Peter M Hansen",00500012,6,0,0,7.2,96,6,1.4,0,0
2013,"John F Kennedy",00500017,6,0,0,5.8,96.8,0,0,0,0
2013,"Dean S Luce",00500020,6,0,0,7.2,96,6,1.4,0,0
2013,"Wm H Galvin Middle",00500305,6,0,0,8.4,95.4,5,0.7,6,0.8
2013,"Canton High",00500505,6,10,1.1,8.9,94.9,2,0.2,65,7.1
2013,Carlisle,00510000,5,0,0,7.3,95.9,1,0.2,0,0
2013,"Carlisle School",00510025,6,0,0,7.3,95.9,1,0.2,0,0
2013,Carver,00520000,5,15,3.2,7.2,95.9,27,1.7,158,8.4
2013,"Carver Elementary School",00520015,6,0,0,6.4,96.4,3,0.5,158,17.8
2013,"Carver Middle/High School",00520405,6,15,3.2,8,95.3,24,2.6,0,0
2013,Chelmsford,00560000,5,13,0.8,6.6,96.2,15,0.3,412,7.8
2013,"Community Education Center",00560001,6,0,0,9,94.5,0,0,12,7.1
2013,"Center Elementary School",00560005,6,0,0,6.9,96.1,1,0.3,36,7.8
2013,"South Row",00560015,6,0,0,6.2,96.6,0,0,38,8.9
2013,"Charles D Harrington",00560025,6,0,0,6.6,96.2,4,1,41,8.4
2013,"Byam School",00560030,6,0,0,5.4,96.9,1,0.2,33,6.6
2013,"Col Moses Parker School",00560305,6,0,0,6.1,96.6,1,0.1,18,2.5
2013,"McCarthy Middle School",00560310,6,0,0,6.8,96.1,1,0.1,33,3.6
2013,"Chelmsford High",00560505,6,13,0.8,7.2,95.9,7,0.4,200,12.4
2013,Chelsea,00570000,5,89,6.5,10.1,93.9,151,3,34,0.5
2013,"Shurtleff Early Childhood",00570003,6,0,0,11,93.1,0,0,0,0
2013,"William A Berkowitz Elementary",00570025,6,0,0,9.8,94.3,4,0.8,0,0
2013,"Edgar A Hooks Elementary",00570030,6,0,0,6.2,96.3,5,1,0,0
2013,"George F. Kelly Elementary",00570035,6,0,0,6.1,96.5,5,0.9,0,0
2013,"Frank M Sokolowski Elementary",00570040,6,0,0,9,94.6,4,0.8,0,0
2013,"Eugene Wright Science and Technology Academy",00570045,6,0,0,9.9,94.1,0,0,0,0
2013,"Clark Avenue School",00570050,6,0,0,6.7,96.1,1,0.2,0,0
2013,"Joseph A. Browne School",00570055,6,0,0,8.1,94.9,4,0.7,0,0
2013,"Chelsea High",00570505,6,89,6.5,14.8,90.8,128,9.4,33,2.2
2013,Chicopee,00610000,5,112,4.3,11.2,93.3,90,1.3,1,0
2013,"Szetela Early Childhood Center",00610001,6,0,0,13.8,90.8,0,0,0,0
2013,Barry,00610003,6,0,0,8.4,95.1,2,0.5,0,0
2013,Belcher,00610010,6,0,0,10.7,93.6,1,0.6,0,0
2013,Bowe,00610015,6,0,0,11.5,92.9,0,0,0,0
2013,Bowie,00610020,6,0,0,8.2,95.3,1,0.3,0,0
2013,"Chicopee Academy",00610021,6,24,29.3,35.4,75.6,30,28.6,1,0.8
2013,Litwin,00610022,6,0,0,8.9,94.6,1,0.3,0,0
2013,Lambert-Lavoie,00610040,6,0,0,8,95.3,1,0.4,0,0
2013,Selser,00610050,6,0,0,9.9,94.1,7,2.2,0,0
2013,"Streiber Memorial School",00610065,6,0,0,7.8,95.4,3,1.4,0,0
2013,"Gen John J Stefanik",00610090,6,0,0,11.7,92.9,1,0.3,0,0
2013,"Bellamy Middle",00610305,6,0,0,10.3,94,1,0.1,0,0
2013,"Fairview Middle",00610310,6,0,0,10.3,94,0,0,0,0
2013,"Chicopee High",00610505,6,40,3.8,14.4,91.5,18,1.7,0,0
2013,"Chicopee Comprehensive High School",00610510,6,48,3.3,11.3,93.3,24,1.7,0,0
2013,Clarksburg,00630000,5,0,0,6.2,96.4,3,2,2,1.1
2013,"Clarksburg Elementary",00630010,6,0,0,6.3,96.4,3,2,2,1.1
2013,Clinton,00640000,5,2,0.4,8.9,94.7,25,1.6,0,0
2013,"Clinton Elementary",00640050,6,0,0,8.6,94.9,7,1.6,0,0
2013,"Clinton Middle School",00640305,6,0,0,8.6,95,5,0.7,0,0
2013,"Clinton Senior High",00640505,6,2,0.4,10.7,93.8,13,2.9,0,0
2013,Cohasset,00650000,5,1,0.3,7.5,95.8,4,0.3,0,0
2013,"Deer Hill",00650005,6,0,0,7,96.1,0,0,0,0
2013,"Joseph Osgood",00650010,6,0,0,7.1,95.9,1,0.4,0,0
2013,"Cohasset Middle/High School",00650505,6,1,0.3,7.9,95.5,3,0.4,0,0
2013,Concord,00670000,5,0,0,6.5,96.4,2,0.1,49,2.2
2013,Alcott,00670005,6,0,0,6.2,96.5,1,0.3,11,2.3
2013,Thoreau,00670020,6,0,0,6.2,96.6,1,0.3,21,4.1
2013,Willard,00670030,6,0,0,6.7,96.2,0,0,16,3.2
2013,"Concord Middle",00670305,6,0,0,6.7,96.2,0,0,1,0.1
2013,Conway,00680000,5,0,0,7.8,95.6,0,0,0,0
2013,"Conway Grammar",00680005,6,0,0,7.8,95.6,0,0,0,0
2013,Danvers,00710000,5,24,2.3,9,94.8,8,0.2,0,0
2013,Highlands,00710010,6,0,0,7.7,95.6,2,0.6,0,0
2013,"Great Oak",00710015,6,0,0,7.2,95.6,0,0,0,0
2013,Riverside,00710030,6,0,0,6.4,96.1,2,0.9,0,0
2013,"Ivan G Smith",00710032,6,0,0,6.6,96.3,0,0,0,0
2013,"Willis E Thorpe",00710045,6,0,0,6.6,96.3,0,0,0,0
2013,"Holten Richmond Middle School",00710305,6,0,0,9.1,94.8,0,0,0,0
2013,"Danvers High",00710505,6,13,1.3,11.5,93.5,4,0.4,0,0
2013,Dartmouth,00720000,5,12,1.1,6.8,96.1,34,1,0,0
2013,"Andrew B. Cushman School",00720005,6,0,0,8.4,95.1,0,0,0,0
2013,"Joseph Demello",00720015,6,0,0,6.1,96.5,1,0.2,0,0
2013,"George H Potter",00720030,6,0,0,5.1,97.1,1,0.3,0,0
2013,"James M. Quinn School",00720040,6,0,0,6.4,96.4,2,0.4,0,0
2013,"Dartmouth Middle",00720050,6,0,0,6.9,96.1,3,0.3,0,0
2013,"Dartmouth High",00720505,6,12,1.1,7.6,95.6,27,2.4,0,0
2013,Dedham,00730000,5,12,1.6,8.8,94.9,16,0.6,164,5.6
2013,"Early Childhood Center",00730005,6,0,0,9.6,93.9,0,0,0,0
2013,Avery,00730010,6,0,0,6.9,95.9,3,1.2,0,0
2013,Greenlodge,00730025,6,0,0,6.4,96.4,0,0,0,0
2013,Oakdale,00730030,6,0,0,5,97.2,2,0.6,0,0
2013,Riverdale,00730045,6,0,0,6.7,96.2,0,0,0,0
2013,"Dedham Middle School",00730305,6,0,0,7.5,95.7,4,0.6,0,0
2013,"Dedham High",00730505,6,12,1.6,12.3,92.8,7,0.9,161,20.2
2013,Deerfield,00740000,5,0,0,8.5,95.1,0,0,0,0
2013,"Deerfield Elementary",00740015,6,0,0,8.5,95.1,0,0,0,0
2013,Douglas,00770000,5,10,2.2,8,95.4,7,0.5,0,0
2013,"Douglas Early Childhood Center",00770003,6,0,0,9.9,94.3,0,0,0,0
2013,"Douglas Elementary School",00770010,6,0,0,6.8,96.1,0,0,0,0
2013,"Douglas Intermediate School",00770100,6,0,0,7.1,96,0,0,0,0
2013,"Douglas High School",00770505,6,10,2.2,9.3,94.6,7,1.2,0,0
2013,Dover,00780000,5,0,0,6.2,96.6,0,0,0,0
2013,Chickering,00780005,6,0,0,6.3,96.5,0,0,0,0
2013,Dracut,00790000,5,26,2.5,8.4,95.2,57,1.6,0,0
2013,"Joseph A Campbell Elementary",00790020,6,0,0,7.4,95.8,8,1.9,0,0
2013,"Parker Avenue",00790025,6,0,0,6.3,96.4,2,1.9,0,0
2013,"Greenmont Avenue",00790030,6,0,0,7.1,95.9,1,0.6,0,0
2013,"Brookside Elementary",00790035,6,0,0,7.2,95.9,4,0.8,0,0
2013,"George H. Englesby Intermediate",00790040,6,0,0,7.3,95.9,0,0,0,0
2013,"Lakeview Junior High",00790410,6,0,0,7.6,95.7,2,0.3,0,0
2013,"Dracut Senior High",00790505,6,26,2.5,11.6,93.2,40,3.8,0,0
2013,Duxbury,00820000,5,12,1.2,7.8,95.6,20,0.7,524,15.9
2013,"Alden School",00820004,6,0,0,10.7,94,1,0.1,163,22.6
2013,"Chandler Elementary",00820006,6,0,0,7.8,95.5,2,0.5,183,27.3
2013,"Duxbury Middle",00820305,6,0,0,7.2,96,0,0,138,16.3
2013,"Duxbury High",00820505,6,12,1.2,6,96.5,17,1.6,38,3.6
2013,"East Bridgewater",00830000,5,7,1.3,7.5,95.7,4,0.2,0,0
2013,Central,00830005,6,0,0,7,96,2,0.4,0,0
2013,"Gordon W Mitchell",00830010,6,0,0,7.1,96,0,0,0,0
2013,"East Bridgewater High",00830505,6,7,1.3,8.8,94.9,2,0.4,0,0
2013,Eastham,00850000,5,0,0,9.8,94.4,1,0.6,17,7.9
2013,"Eastham Elementary",00850005,6,0,0,9.5,94.5,1,0.6,17,7.9
2013,Easthampton,00860000,5,6,1.3,8,95.4,22,1.5,1,0.1
2013,"Center School",00860005,6,0,0,6.5,96.3,0,0,0,0
2013,Maple,00860010,6,0,0,8.1,95.3,0,0,0,0
2013,"Neil A Pepin",00860020,6,0,0,6.8,96.1,0,0,0,0
2013,"White Brook Middle School",00860305,6,0,0,7.5,95.7,5,1,0,0
2013,"Easthampton High",00860505,6,6,1.3,9.3,94.6,17,3.8,1,0.2
2013,"East Longmeadow",00870000,5,3,0.3,7.5,95.7,15,0.6,0,0
2013,Mapleshade,00870010,6,0,0,6.5,96.4,0,0,0,0
2013,"Meadow Brook",00870013,6,0,0,7.3,95.8,7,1.9,0,0
2013,"Mountain View",00870015,6,0,0,5.6,96.8,0,0,0,0
2013,"Birchland Park",00870305,6,0,0,7.4,95.8,4,0.6,0,0
2013,"East Longmeadow High",00870505,6,3,0.3,8,95.5,4,0.5,0,0
2013,Easton,00880000,5,10,0.9,7,96,18,0.5,501,12.6
2013,"Center School",00880003,6,0,0,7.8,95.5,1,0.5,85,28.7
2013,"Parkview Elementary",00880015,6,0,0,6.2,96.2,1,0.5,77,18.6
2013,"Moreau Hall",00880020,6,0,0,7.4,95.7,3,2.3,20,8.8
2013,"H H Richardson School",00880025,6,0,0,6.7,96.2,0,0,107,24.7
2013,"F L Olmsted",00880030,6,0,0,6.3,96.4,2,0.5,92,21.1
2013,"Easton Middle School",00880405,6,0,0,6.5,96.4,1,0.1,21,2.1
2013,"Oliver Ames High",00880505,6,10,0.9,7.3,95.8,10,0.9,72,6.1
2013,Edgartown,00890000,5,0,0,9.3,94.5,0,0,0,0
2013,"Edgartown Elementary",00890005,6,0,0,9.3,94.5,0,0,0,0
2013,Erving,00910000,5,0,0,7,95.8,0,0,11,6.8
2013,"Erving Elementary",00910030,6,0,0,6.7,96,0,0,11,6.8
2013,Everett,00930000,5,64,3.3,10.9,93.7,85,1.5,7,0.1
2013,"Sumner G. Whittier School",00930010,6,0,0,9.7,94.2,2,0.4,1,0.1
2013,"Webster School",00930015,6,0,0,15.6,90.5,4,3.3,6,0.9
2013,"Madeline English School",00930018,6,0,0,8.8,95,12,1.6,0,0
2013,"George Keverian School",00930028,6,0,0,8.9,95,13,1.6,0,0
2013,"Lafayette School",00930038,6,0,0,8.8,95.1,11,1.4,0,0
2013,"Parlin School",00930058,6,0,0,8.4,95.1,6,0.8,0,0
2013,"Everett High",00930505,6,64,3.3,13.5,92.1,37,1.9,0,0
2013,Fairhaven,00940000,5,13,1.9,7.5,95.7,33,1.8,103,5
2013,"East Fairhaven",00940010,6,0,0,6.4,96.4,2,0.6,31,6.5
2013,Rogers,00940020,6,0,0,5.8,96.7,1,0.5,3,1.3
2013,"Leroy Wood",00940030,6,0,0,6.7,96.2,0,0,4,1.7
2013,"Hastings Middle",00940305,6,0,0,6.2,96.5,2,0.5,40,9.5
2013,"Fairhaven High",00940505,6,12,1.8,9.4,94.6,28,4.2,23,3.3
2013,"Fall River",00950000,5,127,5.1,14.3,91.5,327,3.6,5173,47.7
2013,"North End Elementary",00950005,6,0,0,10.7,93.7,10,1.7,307,37.1
2013,"Carlton M. Viveiros Elementary School",00950009,6,0,0,12,92.9,10,1.8,363,47.1
2013,"Mary Fonseca Elementary School",00950011,6,0,0,13.5,91.9,5,0.8,390,46.9
2013,"Letourneau Elementary School",00950013,6,0,0,11.8,93,5,1,291,43
2013,"John J Doran",00950045,6,0,0,12.6,92.6,6,1.5,239,45
2013,ACESE,00950055,6,0,0,17.6,89.1,0,0,14,60.9
2013,"William S Greene",00950065,6,0,0,11.9,93,5,0.8,361,42.1
2013,"Spencer Borden",00950130,6,0,0,10.9,93.8,9,2.1,211,36.1
2013,"James Tansey",00950140,6,0,0,8.2,95.3,2,0.8,74,22.8
2013,"Samuel Watson",00950145,6,0,0,13.7,91.6,6,2.3,187,51
2013,"Talbot Innovation School",00950305,6,0,0,13,92.2,7,1.2,288,44.6
2013,"Henry Lord Middle",00950310,6,0,0,17.6,89.6,6,1.2,306,59.2
2013,"Morton Middle",00950315,6,0,0,13.1,92.3,14,2.7,254,45.2
2013,"Matthew J Kuss Middle",00950320,6,0,0,12.4,92.7,15,2.4,292,44.9
2013,"Resiliency Preparatory School",00950325,6,65,33.3,36.2,73.8,84,43.1,267,85.3
2013,"Stone Therapeutic Day Middle School",00950326,6,0,0,21.9,87,1,3.7,26,70.3
2013,"B M C Durfee High",00950505,6,60,2.6,17.8,89.3,142,6.2,1242,53.5
2013,Falmouth,00960000,5,14,1.6,9.9,94.3,49,1.6,0,0
2013,"East Falmouth Elementary",00960005,6,0,0,10.7,93.7,3,1.4,0,0
2013,Teaticket,00960015,6,0,0,7.8,95.5,3,1.1,0,0
2013,Mullen-Hall,00960020,6,0,0,8.3,95.2,3,0.8,0,0
2013,"North Falmouth Elementary",00960030,6,0,0,8.2,95.4,1,0.3,0,0
2013,"Morse Pond School",00960305,6,0,0,7.7,95.6,1,0.2,0,0
2013,Lawrence,00960405,6,0,0,9.7,94.5,0,0,0,0
2013,"Falmouth High",00960505,6,14,1.6,13,92.4,38,4.5,0,0
2013,Fitchburg,00970000,5,89,7.1,11.1,93.1,141,3.3,0,0
2013,"Crocker Elementary",00970016,6,0,0,10.2,93.1,4,1.1,0,0
2013,"Reingold Elementary",00970043,6,0,0,9.1,94.5,0,0,0,0
2013,"Memorial Intermediate",00970048,6,0,0,9.4,94.5,0,0,0,0
2013,"South Street Elementary",00970060,6,0,0,9.7,94.2,8,1.7,0,0
2013,"Arthur M Longsjo Middle School",00970315,6,0,0,10.8,93.4,6,1.2,0,0
2013,"McKay Arts Academy",00970340,6,0,0,10.4,93.8,2,0.4,0,0
2013,"Fitchburg High",00970505,6,35,3.2,15.5,90.4,92,8.4,0,0
2013,"Fitchburg Alt. ED Program",00970510,6,54,32.5,7.4,93.1,29,17.5,0,0
2013,Florida,00980000,5,0,0,8.7,94.9,1,1.4,0,0
2013,"Abbott Memorial",00980005,6,0,0,8.7,94.9,1,1.4,0,0
2013,Foxborough,00990000,5,6,0.7,7.9,95.5,5,0.2,0,0
2013,"Mabelle M Burrell",00990015,6,0,0,7,95.6,2,0.9,0,0
2013,"Vincent M Igo Elementary",00990020,6,0,0,7,96,1,0.3,0,0
2013,"Charles Taylor Elementary",00990050,6,0,0,6.9,96.1,0,0,0,0
2013,"John J Ahern",00990405,6,0,0,7.8,95.6,0,0,0,0
2013,"Foxborough High",00990505,6,6,0.7,8.5,95.2,2,0.2,0,0
2013,Framingham,01000000,5,52,2.6,8.5,95,89,1.2,749,8.8
2013,"Blocks Pre-School @ King",01000003,6,0,0,10.2,92.3,0,0,22,7.2
2013,Brophy,01000006,6,0,0,8.6,94.9,0,0,62,11.9
2013,"Charlotte A Dunning",01000007,6,0,0,6.7,96.2,2,0.5,12,2.3
2013,Hemenway,01000015,6,0,0,6.8,96.2,3,0.6,23,4
2013,"Barbieri Elementary",01000035,6,0,0,7.1,96,0,0,57,9.2
2013,"Potter Road",01000039,6,0,0,7.4,95.8,0,0,37,6.9
2013,"Mary E Stapleton Elementary",01000045,6,0,0,8.6,95,1,0.3,34,7.6
2013,"Miriam F McCarthy School",01000050,6,0,0,7.5,95.7,2,0.4,48,8
2013,"Woodrow Wilson",01000055,6,0,0,7.3,95.7,2,0.4,32,5.6
2013,"Cameron Middle School",01000302,6,0,0,8.8,94.9,3,0.5,26,4.6
2013,"Fuller Middle",01000305,6,0,0,7.9,95.3,1,0.2,38,7.8
2013,"Walsh Middle",01000310,6,0,0,6.8,96.2,1,0.1,5,0.7
2013,"Framingham High School",01000515,6,47,2.4,10.6,93.9,74,3.7,272,13.1
2013,Franklin,01010000,5,9,0.6,7.1,96,23,0.4,638,10.6
2013,"Franklin Early Childhood Development Center",01010003,6,0,0,6.7,95.8,0,0,45,22.6
2013,"Jefferson Elementary",01010010,6,0,0,5.2,97.1,0,0,5,1.2
2013,"Helen Keller Elementary",01010012,6,0,0,6,96.6,1,0.2,4,0.7
2013,"J F Kennedy Memorial",01010013,6,0,0,5.9,96.7,0,0,55,11.8
2013,"Oak Street Elementary",01010030,6,0,0,5.7,96.7,0,0,4,0.8
2013,Parmenter,01010032,6,0,0,6.4,96.3,0,0,10,2.2
2013,"Davis Thayer",01010035,6,0,0,6.6,96.3,1,0.4,54,15.9
2013,"Annie Sullivan Middle School",01010040,6,0,0,7.1,96,1,0.2,96,20.6
2013,"Remington Middle",01010310,6,0,0,5.9,96.7,1,0.2,72,14.6
2013,"Horace Mann",01010405,6,0,0,6.7,96.2,0,0,88,17.4
2013,"Franklin High",01010505,6,9,0.6,8.8,95,19,1.2,203,12.2
2013,Gardner,01030000,5,32,4.7,11,93.5,58,2.6,859,31.8
2013,"Elm Street School",01030001,6,0,0,8.3,95.2,0,0,134,25
2013,"Helen Mae Sauter Elementary",01030015,6,0,0,9.5,94.4,0,0,91,34
2013,"Waterford Street",01030020,6,0,0,9.7,94.2,3,1.4,192,33.5
2013,"Gardner Middle School",01030405,6,0,0,10.7,93.8,0,0,197,33.5
2013,"Gardner High",01030505,6,10,1.7,12.2,92.7,26,4.3,167,27.1
2013,"Gardner Academy for Learning and Technology",01030515,6,22,29.7,26.8,78,29,39.2,78,68.4
2013,Georgetown,01050000,5,1,0.2,7.3,95.4,7,0.5,14,0.9
2013,"Perley Elementary",01050005,6,0,0,7.4,95.8,1,1,0,0
2013,"Penn Brook",01050010,6,0,0,4.8,95.9,0,0,0,0
2013,"Georgetown Middle School",01050305,6,0,0,8.3,95.2,0,0,0,0
2013,"Georgetown High School",01050505,6,1,0.2,8.8,95,6,1.5,14,3.3
2013,Gloucester,01070000,5,14,1.4,11,93.6,42,1.5,0,0
2013,"Beeman Memorial",01070010,6,0,0,10.6,93.9,0,0,0,0
2013,"East Gloucester Elementary",01070020,6,0,0,8.7,94.9,2,0.9,0,0
2013,"Milton L Fuller Elementary",01070025,6,0,0,9.8,93.6,0,0,0,0
2013,"Plum Cove School",01070042,6,0,0,7.6,95.5,0,0,0,0
2013,"Veterans Memorial",01070045,6,0,0,10.2,94,2,1.1,0,0
2013,"West Parish",01070050,6,0,0,8.1,95.3,0,0,0,0
2013,"Ralph B O'Maley Middle",01070305,6,0,0,9.9,94.3,1,0.2,0,0
2013,"Gloucester High",01070505,6,13,1.3,15.3,91.1,37,3.8,0,0
2013,Gosnold,01090000,5,0,0,0.5,99.7,0,0,0,0
2013,"Cuttyhunk Elementary",01090005,6,0,0,0.5,99.7,0,0,0,0
2013,Grafton,01100000,5,4,0.5,7.7,95.6,22,0.8,0,0
2013,"South Grafton Elementary",01100005,6,0,0,9.5,94.6,3,2.2,0,0
2013,"North Grafton Elementary",01100025,6,0,0,7.1,95.8,0,0,0,0
2013,"North Street Elementary School",01100030,6,0,0,6,96.6,0,0,0,0
2013,"Millbury Street Elementary School",01100200,6,0,0,6.5,96.4,1,0.1,0,0
2013,"Grafton Middle",01100305,6,0,0,4.5,97.6,1,0.2,0,0
2013,"Grafton High School",01100505,6,4,0.5,11.3,93.5,17,2.3,0,0
2013,Granby,01110000,5,1,0.3,6.1,96.5,0,0,0,0
2013,"East Meadow",01110004,6,0,0,5.1,97.1,0,0,0,0
2013,"West Street",01110010,6,0,0,6.3,96.4,0,0,0,0
2013,"Granby Jr Sr High School",01110505,6,1,0.3,6.5,96.3,0,0,0,0
2013,Greenfield,01140000,5,27,6.4,8.9,95,33,1.8,134,5.9
2013,"The Academy of Early Learning at North Parish",01140005,6,0,0,16.2,89.8,0,0,0,0
2013,Federal,01140010,6,0,0,10.6,93.8,0,0,30,15.7
2013,"Four Corners",01140025,6,0,0,9.1,95,1,0.6,8,3.7
2013,"Green River",01140030,6,0,0,2.7,98.5,1,12.5,0,0
2013,"Newton School",01140035,6,0,0,10.8,93.9,4,2.6,0,0
2013,"Greenfield Middle",01140305,6,0,0,10,94.5,1,0.2,94,19.5
2013,"Greenfield High",01140505,6,12,3.3,13.5,92.6,7,1.4,1,0.2
2013,"Massachusetts Virtual Academy at Greenfield",01140900,6,15,24.6,0.2,99.9,19,4.2,0,0
2013,Hadley,01170000,5,0,0,6.6,96.3,6,1.1,0,0
2013,"Hadley Elementary",01170015,6,0,0,5.6,96.9,2,0.7,0,0
2013,"Hopkins Academy",01170505,6,0,0,7.9,95.4,4,1.4,0,0
2013,Halifax,01180000,5,0,0,6.7,96.2,5,1,0,0
2013,"Halifax Elementary",01180005,6,0,0,6.2,96.5,5,1,0,0
2013,Hancock,01210000,5,0,0,6.2,96.5,0,0,0,0
2013,"Hancock Elementary",01210005,6,0,0,5.7,96.8,0,0,0,0
2013,Hanover,01220000,5,3,0.4,7,96.1,10,0.4,500,18.3
2013,"Cedar Elementary",01220004,6,0,0,5.8,96.7,4,1.1,77,16.7
2013,"Center Elementary",01220005,6,0,0,6.1,96.7,1,0.5,47,13.3
2013,Sylvester,01220015,6,0,0,5.3,97,0,0,30,12.5
2013,"Hanover Middle",01220305,6,0,0,6.7,96.3,2,0.2,201,22.2
2013,"Hanover High",01220505,6,2,0.3,9.1,94.8,3,0.4,144,18.5
2013,Harvard,01250000,5,2,0.5,8,95.4,1,0.1,0,0
2013,"Hildreth Elementary School",01250005,6,0,0,6.4,96.2,1,0.3,0,0
2013,Bromfield,01250505,6,2,0.5,8.9,95,0,0,0,0
2013,Hatfield,01270000,5,0,0,6.5,96,3,0.8,0,0
2013,"Hatfield Elementary",01270005,6,0,0,5.8,96.4,0,0,0,0
2013,"Smith Academy",01270505,6,0,0,7.4,95.5,3,1.5,0,0
2013,Haverhill,01280000,5,100,5.5,11.1,93.5,147,2.3,1962,26.2
2013,"Bartlett Kindergarten Center",01280005,6,0,0,14.7,90.8,0,0,89,56.3
2013,"Bradford Elementary",01280008,6,0,0,7.4,95.8,1,0.2,49,8
2013,Crowell,01280020,6,0,0,12.8,92,0,0,26,28.3
2013,"Golden Hill",01280026,6,0,0,9.7,94.4,6,1.5,140,27.8
2013,Greenleaf,01280027,6,0,0,9.2,94.7,4,2.4,38,15.5
2013,"Haverhill Alternative School",01280033,6,9,26.5,23.5,84.6,11,22.4,37,66.1
2013,"Caleb Dustin Hunking",01280035,6,0,0,8.3,95.3,2,0.5,62,14.7
2013,Moody,01280045,6,0,0,9.5,94.2,0,0,84,36.2
2013,"Dr Paul Nettle",01280050,6,0,0,9.5,94.4,3,0.6,98,17.7
2013,"Pentucket Lake Elementary",01280054,6,0,0,9.1,94.8,8,1.8,117,22.5
2013,TEACH,01280073,6,0,0,9.5,94.2,5,15.2,17,34.7
2013,Tilton,01280075,6,0,0,11.5,93.2,6,1.4,184,33.9
2013,"Walnut Square",01280080,6,0,0,7.3,95.7,2,2,40,28.2
2013,"John G Whittier",01280085,6,0,0,9.6,94.5,1,0.2,108,21.4
2013,"Consentino Middle School",01280100,6,0,0,10,94.1,0,0,238,25.1
2013,"Haverhill High",01280505,6,82,4.7,15,90.9,98,5.6,621,32.9
2013,Hingham,01310000,5,4,0.4,6.7,96.2,29,0.7,324,7.6
2013,"East Elementary School",01310005,6,0,0,5.4,97,2,0.4,2,0.3
2013,"Wm L Foster Elementary",01310010,6,0,0,5.8,96.7,3,0.7,9,1.8
2013,"Plymouth River",01310019,6,0,0,6.6,96.3,6,1.4,13,2.8
2013,"South Elementary",01310020,6,0,0,6.3,96.5,0,0,16,3
2013,"Hingham Middle School",01310410,6,0,0,6.9,96.1,1,0.1,145,14.8
2013,"Hingham High",01310505,6,4,0.4,7.8,95.6,17,1.5,125,11
2013,Holbrook,01330000,5,3,1.1,8.6,95,8,0.7,0,0
2013,"John F Kennedy",01330018,6,0,0,8.4,95.1,1,0.3,0,0
2013,South,01330025,6,0,0,7.7,95.5,1,0.3,0,0
2013,"Holbrook Jr Sr High",01330505,6,3,1.1,9.3,94.6,6,1.3,0,0
2013,Holland,01350000,5,0,0,8.2,95.2,0,0,0,0
2013,"Holland Elementary",01350005,6,0,0,8.3,95.2,0,0,0,0
2013,Holliston,01360000,5,1,0.1,6.9,96.1,6,0.2,0,0
2013,"Miller School",01360007,6,0,0,6,96.6,0,0,0,0
2013,"Placentino Elementary",01360010,6,0,0,7.5,95.7,2,0.5,0,0
2013,"Robert H. Adams Middle School",01360305,6,0,0,6.8,96.2,1,0.2,0,0
2013,"Holliston High",01360505,6,1,0.1,6.9,96.1,3,0.4,0,0
2013,Holyoke,01370000,5,175,9.1,15.2,90.5,335,6.5,0,0
2013,"Joseph Metcalf Preschool",01370003,6,0,0,20.5,84.4,0,0,0,0
2013,"Lt Elmer J McMahon Elementary",01370015,6,0,0,8.9,94.6,2,0.6,0,0
2013,"Morgan Elementary",01370025,6,0,0,13.9,91.2,9,2.6,0,0
2013,"William R. Peck School",01370030,6,0,0,12.8,91.9,10,1.7,0,0
2013,"Kelly Elementary",01370040,6,0,0,14.1,91.2,17,3.6,0,0
2013,"E N White Elementary",01370045,6,0,0,10.4,93.6,5,1.2,0,0
2013,"Lt Clayre Sullivan Elementary",01370055,6,0,0,9.2,94.6,6,1.2,0,0
2013,"Maurice A Donahue Elementary",01370060,6,0,0,9.4,94.2,5,1,0,0
