FY_CODE,DISTRICT_CODE,DIST_NAME,SCHOOL_CODE,SCHOOL_NAME,ARH_SCH_PERCENTILE,ARH_SCH_TYPE,ARH_LEVEL,ARH_LEVEL_REASON_PERF,CUMPPI_ALL,CUMPPI_HN
2012,02070000,Newton,02070130,Zervas,91,"Elementary School","Level 2","Not meeting gap narrowing goals",86,49
2012,02070000,Newton,02070305,"Bigelow Middle",89,"Middle School","Level 1","Meeting gap narrowing goals",86,82
2012,02070000,Newton,02070310,"Charles E Brown Middle",94,"Middle School","Level 1","Meeting gap narrowing goals",90,87
2012,02070000,Newton,02070315,"F A Day Middle",84,"Middle School","Level 2","Not meeting gap narrowing goals",86,71
2012,02070000,Newton,02070320,"Oak Hill Middle",85,"Middle School","Level 2","Not meeting gap narrowing goals",83,71
2012,02070000,Newton,02070505,"Newton North High",86,"High School","Level 1","Meeting gap narrowing goals",90,81
2012,02070000,Newton,02070510,"Newton South High",85,"High School","Level 1","Meeting gap narrowing goals",95,83
2012,02080000,Norfolk,02080005,Freeman-Centennial,90,"Elementary School","Level 2","Not meeting gap narrowing goals",95,68
2012,02080000,Norfolk,02080015,"H Olive Day",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,02090000,"North Adams",02090008,"J S Sullivan",48,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",49,58
2012,02090000,"North Adams",02090015,Greylock,59,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",62,54
2012,02090000,"North Adams",02090035,Brayton,22,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",33,36
2012,02090000,"North Adams",02090505,"Drury High",12,"Middle-High School or K-12","Level 3","Among lowest performing 20% of schools",57,47
2012,02100000,Northampton,02100005,"Bridge Street",13,"Elementary School","Level 3","Among lowest performing 20% of schools and subgroups",43,46
2012,02100000,Northampton,02100020,"Jackson Street",46,"Elementary School","Level 2","Not meeting gap narrowing goals",64,66
2012,02100000,Northampton,02100025,Leeds,32,"Elementary School","Level 2","Not meeting gap narrowing goals",48,37
2012,02100000,Northampton,02100029,"R. K. Finn Ryan Road",29,"Elementary School","Level 2","Not meeting gap narrowing goals",68,79
2012,02100000,Northampton,02100410,"John F Kennedy Middle School",48,"Middle School","Level 2","Not meeting gap narrowing goals",60,52
2012,02100000,Northampton,02100505,"Northampton High",69,"High School","Level 2","Not meeting gap narrowing goals",79,73
2012,02110000,"North Andover",02110001,Atkinson,36,"Elementary School","Level 2","Not meeting gap narrowing goals",49,49
2012,02110000,"North Andover",02110010,Franklin,77,"Elementary School","Level 2","Not meeting gap narrowing goals",81,69
2012,02110000,"North Andover",02110015,Kittredge,71,"Elementary School","Level 1","Meeting gap narrowing goals",75,
2012,02110000,"North Andover",02110018,"Annie L Sargent School",59,"Elementary School","Level 2","Not meeting gap narrowing goals",59,74
2012,02110000,"North Andover",02110020,Thomson,49,"Elementary School","Level 1","Meeting gap narrowing goals",81,92
2012,02110000,"North Andover",02110305,"North Andover Middle",71,"Middle School","Level 2","Not meeting gap narrowing goals",75,66
2012,02110000,"North Andover",02110505,"North Andover High",64,"High School","Level 1","Meeting gap narrowing goals",90,90
2012,02120000,"North Attleborough",02120005,"Allen Avenue",72,"Elementary School","Level 2","Not meeting gap narrowing goals",70,
2012,02120000,"North Attleborough",02120007,"Amvet Boulevard",68,"Elementary School","Level 1","Meeting gap narrowing goals",80,86
2012,02120000,"North Attleborough",02120010,Falls,92,"Elementary School","Level 2","Not meeting gap narrowing goals",100,64
2012,02120000,"North Attleborough",02120013,"Joseph W Martin Jr Elementary",80,"Elementary School","Level 2","Not meeting gap narrowing goals",68,45
2012,02120000,"North Attleborough",02120015,"Roosevelt Avenue",67,"Elementary School","Level 2","Not meeting gap narrowing goals",53,
2012,02120000,"North Attleborough",02120020,"North Attleborough Early Learning Center",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,02120000,"North Attleborough",02120030,Community,56,"Elementary School","Level 2","Not meeting gap narrowing goals",59,49
2012,02120000,"North Attleborough",02120305,"North Attleborough Middle",72,"Middle School","Level 2","Not meeting gap narrowing goals",74,62
2012,02120000,"North Attleborough",02120505,"North Attleboro High",75,"High School","Level 2","Not meeting gap narrowing goals",84,73
2012,02130000,Northborough,02130003,"Lincoln Street",68,"Elementary School","Level 2","Not meeting gap narrowing goals",59,41
2012,02130000,Northborough,02130014,"Marguerite E Peaslee",60,"Elementary School","Level 2","Not meeting gap narrowing goals",61,
2012,02130000,Northborough,02130015,"Fannie E Proctor",55,"Elementary School","Level 2","Not meeting gap narrowing goals",51,18
2012,02130000,Northborough,02130020,"Marion E Zeh",65,"Elementary School","Level 2","Not meeting gap narrowing goals",68,
2012,02130000,Northborough,02130305,"Robert E. Melican Middle School",77,"Middle School","Level 2","Not meeting gap narrowing goals",71,52
2012,02140000,Northbridge,02140001,"W Edward Balmer",26,"Elementary School","Level 3","Among lowest performing 20% of subgroups",45,37
2012,02140000,Northbridge,02140005,"Northbridge Elementary",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,02140000,Northbridge,02140305,"Northbridge Middle",40,"Middle School","Level 2","Not meeting gap narrowing goals",45,41
2012,02140000,Northbridge,02140505,"Northbridge High",27,"High School","Level 2","Not meeting gap narrowing goals",76,68
2012,02150000,"North Brookfield",02150015,"North Brookfield Elementary",25,"Elementary School","Level 2","Not meeting gap narrowing goals",58,61
2012,02150000,"North Brookfield",02150505,"North Brookfield High",36,"Middle-High School or K-12","Level 2","Not meeting gap narrowing goals",79,73
2012,02170000,"North Reading",02170003,"E Ethel Little School",81,"Elementary School","Level 1","Meeting gap narrowing goals",75,81
2012,02170000,"North Reading",02170005,"L D Batchelder",85,"Elementary School","Level 2","Not meeting gap narrowing goals",98,70
2012,02170000,"North Reading",02170010,"J Turner Hood",62,"Elementary School","Level 2","Not meeting gap narrowing goals",65,36
2012,02170000,"North Reading",02170305,"North Reading Middle",67,"Middle School","Level 2","Not meeting gap narrowing goals",70,54
2012,02170000,"North Reading",02170505,"North Reading High",79,"High School","Level 1","Meeting gap narrowing goals",89,
2012,02180000,Norton,02180010,"L G Nourse Elementary",,"Elementary School","Level 2","Not meeting gap narrowing goals",74,
2012,02180000,Norton,02180015,"J C Solmonese",,"Elementary School","Level 2","Not meeting gap narrowing goals",80,54
2012,02180000,Norton,02180060,"Henri A. Yelle",56,"Elementary School","Level 1","Meeting gap narrowing goals",76,78
2012,02180000,Norton,02180305,"Norton Middle",71,"Middle School","Level 1","Meeting gap narrowing goals",84,89
2012,02180000,Norton,02180505,"Norton High",71,"High School","Level 2","Not meeting gap narrowing goals",82,73
2012,02190000,Norwell,02190005,"Grace Farrar Cole",88,"Elementary School","Level 2","Not meeting gap narrowing goals",95,43
2012,02190000,Norwell,02190020,"William G Vinal",94,"Elementary School","Level 2","Not meeting gap narrowing goals",97,43
2012,02190000,Norwell,02190405,"Norwell Middle School",93,"Middle School","Level 1","Meeting gap narrowing goals",95,82
2012,02190000,Norwell,02190505,"Norwell High",87,"High School","Level 1","Meeting gap narrowing goals",99,
2012,02200000,Norwood,02200005,Balch,39,"Elementary School","Level 2","Not meeting gap narrowing goals",66,67
2012,02200000,Norwood,02200010,"Cornelius M Callahan",85,"Elementary School","Level 1","Meeting gap narrowing goals",85,82
2012,02200000,Norwood,02200015,"F A Cleveland",65,"Elementary School","Level 2","Not meeting gap narrowing goals",88,74
2012,02200000,Norwood,02200020,"John P Oldham",40,"Elementary School","Level 1","Meeting gap narrowing goals",96,79
2012,02200000,Norwood,02200025,"Charles J Prescott",66,"Elementary School","Level 1","Meeting gap narrowing goals",99,80
2012,02200000,Norwood,02200075,"George F. Willett",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,02200000,Norwood,02200305,"Dr. Philip O. Coakley Middle School",54,"Middle School","Level 2","Not meeting gap narrowing goals",82,74
2012,02200000,Norwood,02200505,"Norwood High",49,"High School","Level 1","Meeting gap narrowing goals",82,84
2012,02210000,"Oak Bluffs",02210005,"Oak Bluffs Elementary",87,"Elementary-Middle School","Level 1","Meeting gap narrowing goals",100,99
2012,02230000,Orange,02230003,Butterfield,18,"Elementary School","Level 3","Among lowest performing 20% of schools",45,41
2012,02230000,Orange,02230010,"Dexter Park",28,"Elementary School","Level 2","Not meeting gap narrowing goals",50,44
2012,02230000,Orange,02230015,"Fisher Hill",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,02240000,Orleans,02240005,"Orleans Elementary",82,"Elementary School","Level 1","Meeting gap narrowing goals",93,88
2012,02260000,Oxford,02260005,"Clara Barton",35,"Elementary School","Level 2","Not meeting gap narrowing goals",74,69
2012,02260000,Oxford,02260010,"Alfred M Chaffee",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,02260000,Oxford,02260405,"Oxford Middle",39,"Middle School","Level 2","Not meeting gap narrowing goals",73,76
2012,02260000,Oxford,02260505,"Oxford High",19,"High School","Level 3","Among lowest performing 20% of schools and subgroups",73,65
2012,02270000,Palmer,02270008,"Old Mill Pond",17,"Elementary School","Level 3","Among lowest performing 20% of schools and subgroups",56,69
2012,02270000,Palmer,02270305,"Converse Middle",48,"Middle School","Level 2","Not meeting gap narrowing goals",68,62
2012,02270000,Palmer,02270505,"Palmer High",30,"Middle-High School or K-12","Level 2","Not meeting gap narrowing goals",61,50
2012,02290000,Peabody,02290005,"Captain Samuel Brown",32,"Elementary School","Level 2","Not meeting gap narrowing goals",61,63
2012,02290000,Peabody,02290007,"John E Burke",56,"Elementary School","Level 2","Not meeting gap narrowing goals",69,
2012,02290000,Peabody,02290010,"Thomas Carroll",47,"Elementary School","Level 2","Not meeting gap narrowing goals",74,63
2012,02290000,Peabody,02290015,Center,34,"Elementary School","Level 2","Not meeting gap narrowing goals",62,86
2012,02290000,Peabody,02290016,"John E. McCarthy",54,"Elementary School","Level 2","Not meeting gap narrowing goals",65,50
2012,02290000,Peabody,02290027,"William A Welch Sr",28,"Elementary School","Level 2","Not meeting gap narrowing goals",47,49
2012,02290000,Peabody,02290035,"South Memorial",44,"Elementary School","Level 2","Not meeting gap narrowing goals",58,74
2012,02290000,Peabody,02290045,"West Memorial",17,"Elementary School","Level 3","Among lowest performing 20% of schools and subgroups",45,69
2012,02290000,Peabody,02290305,"J Henry Higgins Middle",31,"Middle School","Level 2","Not meeting gap narrowing goals",42,47
2012,02290000,Peabody,02290510,"Peabody Veterans Memorial High",21,"High School","Level 1","Meeting gap narrowing goals",86,87
2012,02300000,Pelham,02300005,"Pelham Elementary",79,"Elementary School","Level 1","Meeting gap narrowing goals",81,
2012,02310000,Pembroke,02310003,"Bryantville Elementary",51,"Elementary School","Level 2","Not meeting gap narrowing goals",81,62
2012,02310000,Pembroke,02310010,"Hobomock Elementary",80,"Elementary School","Level 2","Not meeting gap narrowing goals",90,64
2012,02310000,Pembroke,02310015,"North Pembroke Elementary",82,"Elementary School","Level 2","Not meeting gap narrowing goals",70,68
2012,02310000,Pembroke,02310305,"Pembroke Community Middle School",59,"Middle School","Level 2","Not meeting gap narrowing goals",70,60
2012,02310000,Pembroke,02310505,"Pembroke High School",65,"High School","Level 2","Low MCAS participation (Less than 95%)",95,88
2012,02340000,Petersham,02340005,"Petersham Center",46,"Elementary School","Level 2","Not meeting gap narrowing goals",65,
2012,02360000,Pittsfield,02360010,Allendale,25,"Elementary School","Level 2","Not meeting gap narrowing goals",37,46
2012,02360000,Pittsfield,02360035,Egremont,48,"Elementary School","Level 2","Not meeting gap narrowing goals",66,64
2012,02360000,Pittsfield,02360045,"Robert T. Capeless Elementary School",27,"Elementary School","Level 2","Not meeting gap narrowing goals",71,91
2012,02360000,Pittsfield,02360055,"Morningside Community School",30,"Elementary School","Level 1","Meeting gap narrowing goals",76,81
2012,02360000,Pittsfield,02360065,Crosby,19,"Elementary School","Level 3","Among lowest performing 20% of schools",69,70
2012,02360000,Pittsfield,02360090,Stearns,88,"Elementary School","Level 1","Meeting gap narrowing goals",100,100
2012,02360000,Pittsfield,02360100,Williams,77,"Elementary School","Level 1","Meeting gap narrowing goals",75,83
2012,02360000,Pittsfield,02360105,"Silvio O Conte Community",10,"Elementary School","Level 3","Among lowest performing 20% of schools",54,54
2012,02360000,Pittsfield,02360305,"John T Reid Middle",46,"Middle School","Level 1","Meeting gap narrowing goals",97,94
2012,02360000,Pittsfield,02360310,"Theodore Herberg Middle",34,"Middle School","Level 2","Not meeting gap narrowing goals",74,80
2012,02360000,Pittsfield,02360505,"Pittsfield High",13,"High School","Level 3","Among lowest performing 20% of schools",85,65
2012,02360000,Pittsfield,02360510,"Taconic High",22,"High School","Level 2","Not meeting gap narrowing goals",73,66
2012,02380000,Plainville,02380005,"Beatrice H Wood Elementary",70,"Elementary School","Level 2","Not meeting gap narrowing goals",75,72
2012,02380000,Plainville,02380010,"Anna Ware Jackson",,"Elementary School","Level 1","Meeting gap narrowing goals",100,
2012,02390000,Plymouth,02390003,"Mount Pleasant",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,02390000,Plymouth,02390005,"Cold Spring",42,"Elementary School","Level 2","Not meeting gap narrowing goals",73,69
2012,02390000,Plymouth,02390010,Hedge,32,"Elementary School","Level 2","Not meeting gap narrowing goals",61,48
2012,02390000,Plymouth,02390011,"Federal Furnace School",60,"Elementary School","Level 2","Not meeting gap narrowing goals",71,64
2012,02390000,Plymouth,02390012,"Indian Brook",51,"Elementary School","Level 2","Not meeting gap narrowing goals",51,61
2012,02390000,Plymouth,02390015,"Manomet Elementary",73,"Elementary School","Level 1","Meeting gap narrowing goals",82,81
2012,02390000,Plymouth,02390030,"Nathaniel Morton Elementary",62,"Elementary School","Level 2","Not meeting gap narrowing goals",56,50
2012,02390000,Plymouth,02390046,"South Elementary",46,"Elementary School","Level 2","Not meeting gap narrowing goals",69,58
2012,02390000,Plymouth,02390047,"West Elementary",59,"Elementary School","Level 2","Not meeting gap narrowing goals",60,70
2012,02390000,Plymouth,02390305,"Plymouth South Middle",46,"Middle School","Level 2","Not meeting gap narrowing goals",58,55
2012,02390000,Plymouth,02390405,"Plymouth Commun Intermediate",45,"Middle School","Level 2","Not meeting gap narrowing goals",57,60
2012,02390000,Plymouth,02390505,"Plymouth North High",35,"High School","Level 3","Very low MCAS participation (Less than 90%)",83,77
2012,02390000,Plymouth,02390515,"Plymouth South High",38,"High School","Level 1","Meeting gap narrowing goals",87,83
2012,02400000,Plympton,02400010,"Dennett Elementary",81,"Elementary School","Level 1","Meeting gap narrowing goals",100,100
2012,02420000,Provincetown,02420020,"Provincetown Schools",28,"Middle-High School or K-12","Level 2","Not meeting gap narrowing goals",62,
2012,02430000,Quincy,02430020,"Beechwood Knoll Elementary",84,"Elementary School","Level 1","Meeting gap narrowing goals",100,100
2012,02430000,Quincy,02430025,"Charles A Bernazzani Elementary",53,"Elementary School","Level 2","Not meeting gap narrowing goals",90,67
2012,02430000,Quincy,02430035,"Lincoln-Hancock Community School",9,"Elementary School","Level 3","Among lowest performing 20% of schools",52,51
2012,02430000,Quincy,02430040,"Atherton Hough",29,"Elementary School","Level 2","Not meeting gap narrowing goals",68,69
2012,02430000,Quincy,02430055,"Clifford H Marshall Elementary",23,"Elementary School","Level 3","Among lowest performing 20% of subgroups",70,62
2012,02430000,Quincy,02430060,Merrymount,74,"Elementary School","Level 2","Not meeting gap narrowing goals",82,52
2012,02430000,Quincy,02430065,Montclair,37,"Elementary School","Level 2","Not meeting gap narrowing goals",56,50
2012,02430000,Quincy,02430075,"Francis W Parker",31,"Elementary School","Level 2","Not meeting gap narrowing goals",64,55
2012,02430000,Quincy,02430090,"Snug Harbor Community School",37,"Elementary School","Level 2","Not meeting gap narrowing goals",68,74
2012,02430000,Quincy,02430095,Squantum,41,"Elementary School","Level 2","Not meeting gap narrowing goals",77,46
2012,02430000,Quincy,02430110,"Wollaston School",58,"Elementary School","Level 1","Meeting gap narrowing goals",78,76
2012,02430000,Quincy,02430305,"Atlantic Middle",52,"Middle School","Level 2","Not meeting gap narrowing goals",65,71
2012,02430000,Quincy,02430310,"Broad Meadows Middle",35,"Middle School","Level 2","Not meeting gap narrowing goals",67,55
2012,02430000,Quincy,02430315,"Central Middle",59,"Middle School","Level 2","Not meeting gap narrowing goals",56,65
2012,02430000,Quincy,02430320,"Reay E Sterling Middle",25,"Middle School","Level 2","Not meeting gap narrowing goals",49,53
2012,02430000,Quincy,02430325,"Point Webster Middle",26,"Middle School","Level 3","Among lowest performing 20% of subgroups",74,63
2012,02430000,Quincy,02430505,"Quincy High",27,"High School","Level 2","Low MCAS participation (Less than 95%)",89,81
2012,02430000,Quincy,02430510,"North Quincy High",64,"High School","Level 1","Meeting gap narrowing goals",87,85
2012,02440000,Randolph,02440015,"Margaret L Donovan",18,"Elementary School","Level 3","Among lowest performing 20% of schools",71,65
2012,02440000,Randolph,02440018,"J F Kennedy Elementary",9,"Elementary School","Level 3","Among lowest performing 20% of schools and subgroups",71,66
2012,02440000,Randolph,02440020,"Elizabeth G Lyons Elementary",21,"Elementary School","Level 2","Not meeting gap narrowing goals",69,71
2012,02440000,Randolph,02440040,"Martin E Young Elementary",11,"Elementary School","Level 3","Among lowest performing 20% of schools",45,41
2012,02440000,Randolph,02440410,"Randolph Community Middle",22,"Middle School","Level 2","Not meeting gap narrowing goals",50,52
2012,02440000,Randolph,02440505,"Randolph High",34,"High School","Level 3","Persistently low graduation rate for one or more subgroups",82,77
2012,02460000,Reading,02460002,"Alice M Barrows",71,"Elementary School","Level 2","Not meeting gap narrowing goals",77,68
2012,02460000,Reading,02460005,"Birch Meadow",64,"Elementary School","Level 2","Not meeting gap narrowing goals",75,45
2012,02460000,Reading,02460010,"Joshua Eaton",75,"Elementary School","Level 2","Not meeting gap narrowing goals",72,34
2012,02460000,Reading,02460017,"J Warren Killam",76,"Elementary School","Level 2","Not meeting gap narrowing goals",71,61
2012,02460000,Reading,02460020,"Wood End Elementary School",80,"Elementary School","Level 2","Not meeting gap narrowing goals",81,64
2012,02460000,Reading,02460305,"Arthur W Coolidge Middle",88,"Middle School","Level 1","Meeting gap narrowing goals",90,82
2012,02460000,Reading,02460310,"Walter S Parker Middle",89,"Middle School","Level 2","Not meeting gap narrowing goals",80,66
2012,02460000,Reading,02460505,"Reading Memorial High",73,"High School","Level 1","Meeting gap narrowing goals",95,89
2012,02480000,Revere,02480003,"A. C. Whelan Elementary School",60,"Elementary School","Level 1","Meeting gap narrowing goals",75,76
2012,02480000,Revere,02480013,"Beachmont Veterans Memorial School",47,"Elementary School","Level 2","Not meeting gap narrowing goals",75,62
2012,02480000,Revere,02480014,"Rumney Marsh Academy",36,"Middle School","Level 1","Meeting gap narrowing goals",89,90
2012,02480000,Revere,02480025,"Abraham Lincoln",13,"Elementary School","Level 3","Among lowest performing 20% of schools",42,44
2012,02480000,Revere,02480035,"William McKinley",21,"Elementary School","Level 2","Not meeting gap narrowing goals",58,65
2012,02480000,Revere,02480050,"Paul Revere",47,"Elementary School","Level 2","Not meeting gap narrowing goals",66,67
2012,02480000,Revere,02480056,"Garfield Elementary School",20,"Elementary School","Level 3","Among lowest performing 20% of schools",54,56
2012,02480000,Revere,02480057,"Garfield Middle School",31,"Middle School","Level 2","Not meeting gap narrowing goals",71,77
2012,02480000,Revere,02480305,"Susan B. Anthony Middle School",31,"Middle School","Level 2","Not meeting gap narrowing goals",65,62
2012,02480000,Revere,02480505,"Revere High",18,"High School","Level 3","Among lowest performing 20% of schools",71,78
2012,02480000,Revere,02480520,"Seacoast School",,"High School","Insufficient data","Insufficient data",,
2012,02490000,Richmond,02490005,"Richmond Consolidated",70,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",73,
2012,02500000,Rochester,02500005,"Rochester Memorial",77,"Elementary School","Level 1","Meeting gap narrowing goals",81,76
2012,02510000,Rockland,02510020,"Memorial Park",36,"Elementary School","Level 2","Not meeting gap narrowing goals",77,68
2012,02510000,Rockland,02510025,"R Stewart Esten",44,"Elementary School","Level 2","Not meeting gap narrowing goals",72,66
2012,02510000,Rockland,02510060,"Jefferson Elementary School",33,"Elementary School","Level 2","Not meeting gap narrowing goals",84,72
2012,02510000,Rockland,02510305,"John W Rogers Middle",19,"Middle School","Level 3","Among lowest performing 20% of schools",49,57
2012,02510000,Rockland,02510505,"Rockland Senior High",29,"High School","Level 2","Low MCAS participation (Less than 95%)",82,76
2012,02520000,Rockport,02520005,"Rockport Elementary",67,"Elementary School","Level 2","Not meeting gap narrowing goals",65,58
2012,02520000,Rockport,02520305,"Rockport Middle",77,"Middle School","Level 1","Meeting gap narrowing goals",82,78
2012,02520000,Rockport,02520510,"Rockport High",63,"High School","Level 1","Meeting gap narrowing goals",83,
2012,02530000,Rowe,02530005,"Rowe Elementary",66,"Elementary School","Level 2","Not meeting gap narrowing goals",74,
2012,02580000,Salem,02580001,"Salem Early Childhood",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,02580000,Salem,02580003,Bates,23,"Elementary School","Level 2","Not meeting gap narrowing goals",53,58
2012,02580000,Salem,02580005,Bentley,4,"Elementary School","Level 4","Among lowest achieving and least improving schools",50,50
2012,02580000,Salem,02580015,Carlton,8,"Elementary School","Level 3","Among lowest performing 20% of schools and subgroups",58,55
2012,02580000,Salem,02580025,"Nathaniel Bowditch",15,"Elementary-Middle School","Level 3","Among lowest performing 20% of schools and subgroups",56,56
2012,02580000,Salem,02580030,"Horace Mann Laboratory",27,"Elementary School","Level 2","Not meeting gap narrowing goals",49,52
2012,02580000,Salem,02580050,"Saltonstall School",57,"Elementary-Middle School","Level 3","Very low MCAS participation (Less than 90%)",55,56
2012,02580000,Salem,02580070,"Witchcraft Heights",58,"Elementary School","Level 2","Not meeting gap narrowing goals",74,66
2012,02580000,Salem,02580305,"Collins Middle",13,"Middle School","Level 3","Among lowest performing 20% of schools and subgroups",54,51
2012,02580000,Salem,02580505,"Salem High",11,"High School","Level 3","Among lowest performing 20% of schools",72,73
2012,02610000,Sandwich,02610005,"Henry T Wing",84,"Elementary-Middle School","Level 1","Meeting gap narrowing goals",89,82
2012,02610000,Sandwich,02610010,Forestdale,72,"Elementary-Middle School","Level 1","Meeting gap narrowing goals",81,77
2012,02610000,Sandwich,02610025,"Oak Ridge",75,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",80,71
2012,02610000,Sandwich,02610505,"Sandwich High",65,"High School","Level 1","Meeting gap narrowing goals",80,80
2012,02620000,Saugus,02620001,"Ballard School",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,02620000,Saugus,02620040,Lynnhurst,37,"Elementary School","Level 2","Not meeting gap narrowing goals",54,48
2012,02620000,Saugus,02620050,Oaklandvale,23,"Elementary School","Level 2","Not meeting gap narrowing goals",61,60
2012,02620000,Saugus,02620065,"Veterans Memorial",36,"Elementary School","Level 2","Not meeting gap narrowing goals",67,77
2012,02620000,Saugus,02620067,"Douglas Waybright",51,"Elementary School","Level 2","Not meeting gap narrowing goals",73,
2012,02620000,Saugus,02620305,"Belmonte Saugus Middle",20,"Middle School","Level 3","Among lowest performing 20% of schools",63,75
2012,02620000,Saugus,02620505,"Saugus High",25,"High School","Level 2","Not meeting gap narrowing goals",74,76
2012,02630000,Savoy,02630010,"Savoy Elementary",,"Elementary School","Insufficient data","Insufficient data",,
2012,02640000,Scituate,02640007,"Cushing Elementary",91,"Elementary School","Level 1","Meeting gap narrowing goals",100,79
2012,02640000,Scituate,02640010,"Hatherly Elementary",88,"Elementary School","Level 1","Meeting gap narrowing goals",91,79
2012,02640000,Scituate,02640015,"Jenkins Elementary School",81,"Elementary School","Level 2","Not meeting gap narrowing goals",90,46
2012,02640000,Scituate,02640020,"Wampatuck Elementary",92,"Elementary School","Level 2","Not meeting gap narrowing goals",100,68
2012,02640000,Scituate,02640305,"Gates Intermediate School",90,"Middle School","Level 1","Meeting gap narrowing goals",97,77
2012,02640000,Scituate,02640505,"Scituate High School",77,"High School","Level 1","Meeting gap narrowing goals",94,100
2012,02650000,Seekonk,02650007,"George R Martin",61,"Elementary School","Level 2","Not meeting gap narrowing goals",84,72
2012,02650000,Seekonk,02650015,"Mildred Aitken School",65,"Elementary School","Level 2","Not meeting gap narrowing goals",72,70
2012,02650000,Seekonk,02650405,"Dr. Kevin M. Hurley Middle School",69,"Middle School","Level 1","Meeting gap narrowing goals",83,76
2012,02650000,Seekonk,02650505,"Seekonk High",54,"High School","Level 1","Meeting gap narrowing goals",92,90
2012,02660000,Sharon,02660005,"Cottage Street",89,"Elementary School","Level 1","Meeting gap narrowing goals",95,76
2012,02660000,Sharon,02660010,"East Elementary",98,"Elementary School","Level 1","Meeting gap narrowing goals",100,100
2012,02660000,Sharon,02660015,"Heights Elementary",91,"Elementary School","Level 2","Not meeting gap narrowing goals",96,64
2012,02660000,Sharon,02660305,"Sharon Middle",83,"Middle School","Level 2","Not meeting gap narrowing goals",74,60
2012,02660000,Sharon,02660505,"Sharon High",98,"High School","Level 1","Meeting gap narrowing goals",100,94
2012,02690000,Sherborn,02690010,"Pine Hill",96,"Elementary School","Level 1","Meeting gap narrowing goals",100,76
2012,02710000,Shrewsbury,02710005,"Beal School",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,02710000,Shrewsbury,02710015,"Calvin Coolidge",92,"Elementary School","Level 1","Meeting gap narrowing goals",98,92
2012,02710000,Shrewsbury,02710020,"Floral Street School",96,"Elementary School","Level 1","Meeting gap narrowing goals",100,83
2012,02710000,Shrewsbury,02710025,"Walter J Paton",99,"Elementary School","Level 1","Meeting gap narrowing goals",100,100
2012,02710000,Shrewsbury,02710030,"Oak Middle School",91,"Middle School","Level 1","Meeting gap narrowing goals",83,78
2012,02710000,Shrewsbury,02710035,"Spring Street",99,"Elementary School","Level 1","Meeting gap narrowing goals",100,98
2012,02710000,Shrewsbury,02710040,"Parker Road Preschool",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,02710000,Shrewsbury,02710305,"Sherwood Middle School",89,"Elementary School","Level 1","Meeting gap narrowing goals",99,75
2012,02710000,Shrewsbury,02710505,"Shrewsbury Sr High",85,"High School","Level 1","Meeting gap narrowing goals",87,83
2012,02720000,Shutesbury,02720005,"Shutesbury Elementary",69,"Elementary School","Level 2","Not meeting gap narrowing goals",71,
2012,02730000,Somerset,02730005,"Chace Street",64,"Elementary School","Level 2","Not meeting gap narrowing goals",63,
2012,02730000,Somerset,02730008,"North Elementary",40,"Elementary School","Level 2","Not meeting gap narrowing goals",59,74
2012,02730000,Somerset,02730015,South,43,"Elementary School","Level 1","Meeting gap narrowing goals",95,
2012,02730000,Somerset,02730025,Wilbur,79,"Elementary School","Level 1","Meeting gap narrowing goals",82,
2012,02730000,Somerset,02730305,"Somerset Middle School",56,"Middle School","Level 2","Not meeting gap narrowing goals",76,72
2012,02740000,Somerville,02740005,"Capuano Early Childhood Center",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,02740000,Somerville,02740015,"Benjamin G Brown",80,"Elementary School","Level 1","Meeting gap narrowing goals",83,89
2012,02740000,Somerville,02740075,"Arthur D Healey",32,"Elementary-Middle School","Level 3","Among lowest performing 20% of subgroups",61,55
2012,02740000,Somerville,02740083,"John F Kennedy",57,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",69,68
2012,02740000,Somerville,02740087,"Albert F. Argenziano School at Lincoln Park",29,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",54,51
2012,02740000,Somerville,02740111,"E Somerville Community",21,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",53,39
2012,02740000,Somerville,02740115,"West Somerville Neighborhood",24,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",51,48
2012,02740000,Somerville,02740120,"Winter Hill Community",13,"Elementary-Middle School","Level 3","Among lowest performing 20% of schools",65,67
2012,02740000,Somerville,02740410,"Next Wave Junior High",,"Middle School","Insufficient data","Insufficient data",,
