FY_CODE,DISTRICT_CODE,DIST_NAME,SCHOOL_CODE,SCHOOL_NAME,ESTATUS,MSTATUS,EAAYP,ESAYP,MAAYP,MSAYP,MPRFCPI,EPRFCPI,MIMPCPI,EIMPCPI,CHOICE,SES
2007,01600000,Lowell,01600340,"James Sullivan Middle Sch",,"Restructuring Year 2",Yes,Yes,Yes,Yes,67.6,81.8,8.2,3.3,Yes,Yes
2007,01600000,Lowell,01600345,"Dr An Wang School","Improvement Year 2 - Subgroups","Restructuring Year 1 - Subgroups",Yes,No,Yes,No,60.1,75.6,6.8,2,Yes,Yes
2007,01600000,Lowell,01600360,"Kathryn P. Stoklosa Middle School","Improvement Year 2 - Subgroups","Improvement Year 2 - Subgroups",Yes,No,Yes,No,52.6,63.4,6.7,3.5,Yes,Yes
2007,01600000,Lowell,01600505,"Lowell High","Restructuring Year 1 - Subgroups","Restructuring Year 1 - Subgroups",Yes,No,Yes,No,79.1,79.9,5,3.1,Yes,Yes
2007,01610000,Ludlow,01610005,"Chapin Elementary",,,Yes,Yes,Yes,Yes,79.7,87.9,7.6,1.1,No,No
2007,01610000,Ludlow,01610015,"East Street",,,Yes,Yes,Yes,Yes,71.1,81.9,4,0.8,No,No
2007,01610000,Ludlow,01610023,"Veterans Park Elem",,,Yes,Yes,Yes,Yes,85.3,90.9,3.5,2.2,No,No
2007,01610000,Ludlow,01610305,"Paul R Baird Middle",,"Corrective Action - Subgroups",Yes,Yes,Yes,Yes,76.8,90.1,7.2,1.1,No,No
2007,01610000,Ludlow,01610505,"Ludlow Senior High",,"Improvement Year 1 - Subgroups",Yes,Yes,Yes,Yes,86.3,88.3,1.5,1.5,No,No
2007,01620000,Lunenburg,01620015,"Thomas C Passios Elem",,,Yes,No,Yes,No,83.8,88.3,0,-1,No,No
2007,01620000,Lunenburg,01620020,"Turkey Hill Middle",,,Yes,Yes,Yes,Yes,87.7,95.5,5.4,1.5,No,No
2007,01620000,Lunenburg,01620505,"Lunenburg High",,,Yes,Yes,Yes,Yes,93.4,95.3,3.1,3,No,No
2007,01630000,Lynn,01630011,Aborn,,,Yes,Yes,Yes,Yes,78.2,84.5,6.9,0.2,No,No
2007,01630000,Lynn,01630016,"A Drewicz Elem","Improvement Year 2",,No,No,Yes,Yes,73.7,73,3.8,-4.2,Yes,Yes
2007,01630000,Lynn,01630020,"Brickett Elementary","Improvement Year 1",,No,No,Yes,Yes,79.7,82.3,10.9,-0.2,Yes,No
2007,01630000,Lynn,01630030,"Julia F Callahan","Restructuring Year 1 - Subgroups",,Yes,No,Yes,Yes,77.3,79.2,9.6,1.8,Yes,Yes
2007,01630000,Lynn,01630035,"Cobbet Elementary","Improvement Year 2 - Subgroups","Improvement Year 1",Yes,No,Yes,Yes,69,67.8,7.2,1.9,Yes,Yes
2007,01630000,Lynn,01630040,"Wm P Connery","Improvement Year 2","Improvement Year 1",No,No,No,No,54,57.3,3.6,-3.9,Yes,Yes
2007,01630000,Lynn,01630045,"E J Harrington",,,No,No,No,No,50.9,59.8,-3.1,-3.3,No,No
2007,01630000,Lynn,01630050,"Robert L Ford","Improvement Year 1 - Subgroups","Corrective Action - Subgroups",Yes,Yes,Yes,Yes,70.5,83.8,6.9,4.9,Yes,Yes
2007,01630000,Lynn,01630055,Hood,"Improvement Year 2 - Subgroups","Improvement Year 1",Yes,No,Yes,No,63.5,77.3,4.5,1.7,Yes,Yes
2007,01630000,Lynn,01630060,Ingalls,"Improvement Year 1",,Yes,Yes,Yes,Yes,73.3,74.1,15.6,7.3,Yes,No
2007,01630000,Lynn,01630070,Lincoln-Thomson,"Improvement Year 1","Improvement Year 1",Yes,Yes,Yes,Yes,86.6,85.8,12.6,3.4,Yes,No
2007,01630000,Lynn,01630075,"Lynn Woods",,,No,No,Yes,Yes,74.7,83.8,4.8,-3.9,No,No
2007,01630000,Lynn,01630080,"William R Fallon",,,Yes,Yes,Yes,Yes,79.3,86.1,13,11.1,No,No
2007,01630000,Lynn,01630085,Sewell-Anderson,,,Yes,Yes,Yes,Yes,85.9,86.7,9,5.4,No,No
2007,01630000,Lynn,01630090,"Capt William G Shoemaker",,,Yes,Yes,Yes,Yes,92.8,90.1,8.2,3.2,No,No
2007,01630000,Lynn,01630095,"Edward A Sisson",,,Yes,Yes,Yes,Yes,87,91.4,7,0.5,No,No
2007,01630000,Lynn,01630100,Tracy,,,Yes,Yes,Yes,Yes,79.2,82.7,3.9,2.3,No,No
2007,01630000,Lynn,01630105,"Washington Community","Improvement Year 2","Improvement Year 2",No,No,No,No,58.1,67.8,3,-0.7,Yes,Yes
2007,01630000,Lynn,01630115,"Welcoming Alternative Sch",,,No,,No,,47.1,50,-5.3,-8.3,No,No
2007,01630000,Lynn,01630305,"Thurgood Marshall Mid","Restructuring Year 1 - Subgroups","Restructuring Year 1 - Subgroups",No,No,No,No,46.9,67.6,1.4,-3.4,Yes,Yes
2007,01630000,Lynn,01630330,"Welcoming Middle School",,,,,,,,,,,No,No
2007,01630000,Lynn,01630405,"Breed Middle School","Improvement Year 2 - Subgroups","Restructuring Year 1 - Subgroups",Yes,Yes,Yes,No,61.1,81.1,4.9,1.3,Yes,Yes
2007,01630000,Lynn,01630420,"Pickering Middle","Improvement Year 2 - Subgroups","Improvement Year 2 - Subgroups",Yes,No,Yes,No,70.5,86.6,4.6,0.4,Yes,Yes
2007,01630000,Lynn,01630503,"Career Development Center",,,No,,No,,53.6,69.8,-12.5,-20.8,No,No
2007,01630000,Lynn,01630505,"Classical High","Corrective Action - Subgroups","Improvement Year 2 - Subgroups",No,No,Yes,No,81.1,81.1,2.9,-1,No,No
2007,01630000,Lynn,01630510,"Lynn English High",,,Yes,No,Yes,No,84.8,85.9,3.8,2.1,No,No
2007,01630000,Lynn,01630520,"Lynn Alternative HS",,,,,,,,,,,No,No
2007,01630000,Lynn,01630605,"Lynn Voc Tech Institute","Restructuring Year 1 - Subgroups","Restructuring Year 1 - Subgroups",No,No,Yes,No,66.3,68.2,8.8,-1.5,No,No
2007,01640000,Lynnfield,01640010,"Huckleberry Hill",,,Yes,Yes,Yes,Yes,85.7,87.4,-3.3,-1.4,No,No
2007,01640000,Lynnfield,01640020,"Summer Street",,,Yes,Yes,Yes,Yes,90,92.7,1.2,0.3,No,No
2007,01640000,Lynnfield,01640405,"Lynnfield Middle School",,,Yes,Yes,Yes,Yes,87.7,95.2,5.1,0.8,No,No
2007,01640000,Lynnfield,01640505,"Lynnfield High",,,Yes,Yes,Yes,Yes,97.6,98.4,1.9,0.2,No,No
2007,01650000,Malden,01650003,Beebe,"Improvement Year 2 - Subgroups","Improvement Year 1",Yes,No,Yes,Yes,74.9,84.6,9.6,1.8,Yes,Yes
2007,01650000,Malden,01650013,Ferryway,"Improvement Year 2 - Subgroups","Corrective Action - Subgroups",Yes,No,Yes,Yes,68.4,84.2,4.2,3,Yes,Yes
2007,01650000,Malden,01650027,Forestdale,"Improvement Year 2 - Subgroups","Restructuring Year 1 - Subgroups",Yes,No,Yes,No,58.3,77.4,4.7,0.9,No,No
2007,01650000,Malden,01650047,Linden,"Improvement Year 1 - Subgroups",,Yes,No,Yes,Yes,74.6,84.1,7.7,2.1,Yes,No
2007,01650000,Malden,01650057,Salemwood,"Improvement Year 2 - Subgroups","Restructuring Year 1 - Subgroups",Yes,No,Yes,No,61.4,80.5,4.9,3.3,Yes,Yes
2007,01650000,Malden,01650505,"Malden High","Improvement Year 2 - Subgroups","Corrective Action - Subgroups",Yes,No,Yes,No,82.6,86.4,3.2,4.4,No,No
2007,01670000,Mansfield,01670007,"Everett W Robinson",,,Yes,Yes,Yes,Yes,90.4,89.2,4.7,-1.3,,
2007,01670000,Mansfield,01670014,"Jordan/Jackson Elementary","Restructuring Year 1 - Subgroups",,Yes,No,Yes,Yes,87.6,91.7,5,1.6,No,No
2007,01670000,Mansfield,01670035,"Harold L Qualters Middle",,"Restructuring Year 1 - Subgroups",Yes,No,Yes,No,81.6,94.8,2.2,0.9,No,No
2007,01670000,Mansfield,01670505,"Mansfield High",,,Yes,Yes,Yes,Yes,96.1,95.4,2.2,0.7,No,No
2007,01680000,Marblehead,01680005,"Malcolm L Bell",,,Yes,Yes,Yes,Yes,87.3,89.1,4.8,-4.1,No,No
2007,01680000,Marblehead,01680010,"L H Coffin",,,Yes,Yes,Yes,Yes,90.8,96.7,-3.3,1.7,No,No
2007,01680000,Marblehead,01680015,"Elbridge Gerry",,,Yes,Yes,Yes,Yes,91.5,96.1,-3.7,0.2,,
2007,01680000,Marblehead,01680016,"Village School",,"Improvement Year 1 - Subgroups",Yes,Yes,Yes,Yes,87.2,93.5,3.3,2,Yes,No
2007,01680000,Marblehead,01680020,Glover,,,Yes,Yes,Yes,Yes,87.1,92.1,-5,-0.9,No,No
2007,01680000,Marblehead,01680025,"Dr Samuel C Eveleth",,,Yes,Yes,Yes,Yes,93.5,92.3,1.8,0.6,,
2007,01680000,Marblehead,01680300,"Marblehead Veterans Middle School",,,Yes,Yes,Yes,Yes,86.8,97.5,6.9,3.6,No,No
2007,01680000,Marblehead,01680505,"Marblehead High",,,Yes,Yes,Yes,Yes,95.8,97.3,3.6,2,No,No
2007,01690000,Marion,01690005,Sippican,,,Yes,Yes,Yes,Yes,84.6,91.9,4.7,4.3,No,No
2007,01700000,Marlborough,01700008,"Francis J Kane",,,No,Yes,Yes,Yes,83.1,82.3,0.8,-4.2,No,No
2007,01700000,Marlborough,01700025,Richer,,,No,Yes,Yes,Yes,78.7,79.5,-5.1,-7.8,No,No
2007,01700000,Marlborough,01700030,"Charles Jaworek School",,,Yes,Yes,Yes,Yes,87.4,85.4,3.9,-4.9,No,No
2007,01700000,Marlborough,01700040,"Intermediate Elementary","Improvement Year 1","Corrective Action - Subgroups",Yes,Yes,Yes,Yes,83,84.3,7.4,4.6,Yes,Yes
2007,01700000,Marlborough,01700305,"Marlborough Middle",,"Improvement Year 1 - Subgroups",Yes,Yes,Yes,No,79.9,89.5,6,1.9,Yes,No
2007,01700000,Marlborough,01700505,"Marlborough High",,"Corrective Action - Subgroups",Yes,No,Yes,No,77.1,88.8,-0.7,-1.2,No,No
2007,01710000,Marshfield,01710005,"Eames Way School",,,Yes,Yes,Yes,Yes,90.7,94.1,0.6,-2,No,No
2007,01710000,Marshfield,01710010,"South River",,,Yes,Yes,Yes,Yes,90.3,95.2,6.7,2.3,No,No
2007,01710000,Marshfield,01710015,"Daniel Webster",,,Yes,No,Yes,Yes,90.3,92.2,5.4,0.4,No,No
2007,01710000,Marshfield,01710020,"Gov Edward Winslow",,,Yes,Yes,Yes,Yes,84.3,92,-0.2,-1.7,No,No
2007,01710000,Marshfield,01710025,"Martinson Elementary",,,Yes,No,Yes,No,84.5,89.1,-3.4,-6,No,No
2007,01710000,Marshfield,01710310,"Furnace Brook Middle",,"Corrective Action - Subgroups",Yes,Yes,Yes,Yes,81.2,96,5.6,2.2,Yes,Yes
2007,01710000,Marshfield,01710505,"Marshfield High",,,Yes,Yes,Yes,Yes,93.3,94.6,1.7,0.1,No,No
2007,01720000,Mashpee,01720005,"Kenneth Coombs School",,,Yes,Yes,Yes,Yes,87.9,89.2,12.2,3.8,,
2007,01720000,Mashpee,01720035,"Quashnet School","Corrective Action - Subgroups","Improvement Year 2 - Subgroups",Yes,Yes,Yes,Yes,78.5,88.1,7,5.2,No,No
2007,01720000,Mashpee,01720505,"Mashpee High","Improvement Year 1 - Subgroups","Restructuring Year 1 - Subgroups",Yes,No,No,No,72.6,89.3,0.9,0.4,No,No
2007,01730000,Mattapoisett,01730005,Center,,,Yes,Yes,Yes,Yes,90.6,90.6,3.3,-0.7,No,No
2007,01730000,Mattapoisett,01730010,"Old Hammondtown",,,Yes,Yes,Yes,Yes,85,92.1,4.6,0.3,No,No
2007,01740000,Maynard,01740010,"Green Meadow",,,No,Yes,Yes,Yes,81.1,84.2,-3.7,-4.9,No,No
2007,01740000,Maynard,01740305,"Fowler School",,,Yes,Yes,Yes,Yes,78.4,90.6,5.7,1.9,No,No
2007,01740000,Maynard,01740505,"Maynard High",,,Yes,Yes,Yes,Yes,92.9,94.7,4.4,4.2,No,No
2007,01750000,Medfield,01750003,"Memorial School",,,Yes,Yes,Yes,Yes,87.1,91.3,4.5,-0.8,,
2007,01750000,Medfield,01750005,"Dale Street",,,Yes,No,Yes,Yes,87.8,94.7,2.4,0.6,No,No
2007,01750000,Medfield,01750007,"Ralph Wheelock School",,,Yes,Yes,Yes,Yes,87.6,92.3,5.6,0.3,No,No
2007,01750000,Medfield,01750305,"Thomas Blake Middle",,"Improvement Year 2 - Subgroups",Yes,Yes,Yes,Yes,91.2,97.8,2.1,0.4,No,No
2007,01750000,Medfield,01750505,"Medfield Senior High",,,Yes,Yes,Yes,Yes,98.4,98.8,-0.2,0.2,No,No
2007,01760000,Medford,01760068,"John J McGlynn Elementary School",,,Yes,No,Yes,Yes,81.6,90,6.9,2.1,No,No
2007,01760000,Medford,01760130,"Brooks School",,,Yes,No,No,No,73,81.2,-1.2,1.4,No,No
2007,01760000,Medford,01760140,"Christopher Columbus",,,Yes,Yes,Yes,Yes,79,85.6,5.9,1.3,No,No
2007,01760000,Medford,01760150,"Milton Fuller Roberts","Improvement Year 2","Improvement Year 1",No,No,Yes,No,72,78.2,2.5,-4.2,Yes,Yes
2007,01760000,Medford,01760315,"Madeleine Dugger Andrews",,"Restructuring Year 1 - Subgroups",No,No,Yes,No,70.4,83.4,6.5,-0.8,No,No
2007,01760000,Medford,01760320,"John J. McGlynn Middle School","Improvement Year 1 - Subgroups","Improvement Year 1 - Subgroups",Yes,Yes,Yes,No,69.2,86.3,6.2,2.4,No,No
2007,01760000,Medford,01760505,"Medford High",,,Yes,No,Yes,No,86.5,90.7,0.1,0.7,No,No
2007,01760000,Medford,01760510,Curtis-Tufts,,,,,,,,,,,No,No
2007,01760000,Medford,01760605,"Medford Voc Tech High",,,Yes,Yes,Yes,Yes,93.4,91.2,3,13,No,No
2007,01770000,Medway,01770013,"John D Mc Govern Elem",,,Yes,Yes,Yes,Yes,86.2,90,-1.1,0.4,,
2007,01770000,Medway,01770015,"Memorial Elementary","Improvement Year 1 - Subgroups",,Yes,Yes,Yes,Yes,86,90.3,5.3,4.7,Yes,No
2007,01770000,Medway,01770305,"Medway Middle",,"Improvement Year 2 - Subgroups",Yes,No,Yes,No,82.9,92.5,2.7,0.1,Yes,Yes
2007,01770000,Medway,01770505,"Medway High",,,Yes,Yes,Yes,Yes,96.4,97.6,3,1.5,No,No
2007,01780000,Melrose,01780017,"Herbert Clark Hoover",,,Yes,Yes,Yes,Yes,80.3,88.5,2.7,1.2,No,No
2007,01780000,Melrose,01780020,Lincoln,,,Yes,Yes,Yes,Yes,80.1,89,4.8,2.7,No,No
2007,01780000,Melrose,01780025,"Horace Mann",,,Yes,Yes,Yes,Yes,87.6,90.2,3.4,3.5,No,No
2007,01780000,Melrose,01780035,Roosevelt,,,Yes,Yes,Yes,Yes,79.5,89.7,8.5,1.5,No,No
2007,01780000,Melrose,01780050,Winthrop,,,Yes,Yes,Yes,Yes,87.4,88.4,5.8,-0.6,No,No
2007,01780000,Melrose,01780305,"Melrose Middle",,,Yes,No,Yes,Yes,79.1,93.5,3.1,0.1,No,No
2007,01780000,Melrose,01780505,"Melrose High",,,Yes,Yes,Yes,Yes,92.8,92.8,5.1,-0.2,No,No
2007,01810000,Methuen,01810030,"Marsh Grammar School","Improvement Year 1 - Subgroups","Restructuring Year 1 - Subgroups",Yes,No,Yes,No,79.4,87,0.7,-1.2,No,No
2007,01810000,Methuen,01810050,"Comprehensive Grammar School","Improvement Year 1 - Subgroups","Restructuring Year 1 - Subgroups",Yes,Yes,Yes,No,79,84.9,3.6,0.4,No,No
2007,01810000,Methuen,01810055,"Tenney Grammar School","Corrective Action - Subgroups","Corrective Action - Subgroups",Yes,No,Yes,No,66.5,83,2.3,0.1,Yes,Yes
2007,01810000,Methuen,01810060,"Donald P Timony Grammar","Improvement Year 2 - Subgroups","Restructuring Year 1 - Subgroups",Yes,No,Yes,No,66.5,82.4,3.4,2.2,Yes,Yes
2007,01810000,Methuen,01810505,"Methuen High",,,Yes,Yes,Yes,Yes,83,88.4,3,2.4,No,No
2007,01820000,Middleborough,01820008,"Henry B Burkland Intermed","Restructuring Year 1 - Subgroups",,No,No,Yes,Yes,77.5,81.9,6.3,-0.2,Yes,Yes
2007,01820000,Middleborough,01820025,"Mary K. Goode Elementary School","Improvement Year 1",,No,No,Yes,Yes,83,82.6,5.6,-0.8,,
2007,01820000,Middleborough,01820305,"John T. Nichols Middle","Corrective Action - Subgroups","Restructuring Year 1 - Subgroups",Yes,No,Yes,No,70.3,89.3,4.9,1,No,No
2007,01820000,Middleborough,01820505,"Middleborough High",,,Yes,Yes,Yes,Yes,84.7,91,1.9,1.9,No,No
2007,01840000,Middleton,01840003,"Fuller Meadow",,,Yes,Yes,Yes,Yes,90.9,91.7,6.2,5.8,No,No
2007,01840000,Middleton,01840005,Howe-Manning,,,Yes,No,Yes,Yes,89.1,91.3,3.9,-0.7,No,No
2007,01850000,Milford,01850010,Memorial,,,Yes,Yes,Yes,Yes,80.3,85.3,2.6,5.6,,
2007,01850000,Milford,01850065,Brookside,,,No,No,No,Yes,74.7,79.8,-6.4,-2.6,,
2007,01850000,Milford,01850090,Woodland,"Restructuring Year 1 - Subgroups","Corrective Action - Subgroups",Yes,No,Yes,No,77.1,81.4,3.6,2.2,Yes,Yes
2007,01850000,Milford,01850305,"Stacy Middle",,"Improvement Year 2",Yes,Yes,Yes,Yes,78.8,89,10.5,2.4,Yes,Yes
2007,01850000,Milford,01850310,"Milford Middle East",,"Improvement Year 1",Yes,No,Yes,Yes,75.9,93.4,8.4,-0.3,No,No
2007,01850000,Milford,01850505,"Milford High",,,Yes,No,Yes,No,89.9,86.9,-0.1,-3.5,No,No
2007,01860000,Millbury,01860017,"Elmwood Street",,,Yes,Yes,Yes,Yes,85,88.2,9.8,4.6,No,No
2007,01860000,Millbury,01860025,"Raymond E. Shaw Elementary","Improvement Year 2",,Yes,No,Yes,Yes,75.5,84.4,3.3,0.7,Yes,Yes
2007,01860000,Millbury,01860505,"Millbury Jr/Sr High",,"Improvement Year 2 - Subgroups",Yes,No,Yes,No,81.5,91.7,3.4,-0.7,No,No
2007,01870000,Millis,01870005,"Clyde F Brown","Improvement Year 1 - Subgroups",,Yes,Yes,Yes,Yes,86.8,91.1,1.9,3.3,Yes,No
2007,01870000,Millis,01870020,"Millis Middle",,,Yes,No,Yes,No,78,88.5,2.3,-1.6,No,No
2007,01870000,Millis,01870505,"Millis High School",,,Yes,Yes,Yes,Yes,94.6,97,-3.3,-1.8,No,No
2007,01890000,Milton,01890005,Collicot,,,Yes,Yes,Yes,Yes,89.8,91.1,5.3,3.1,No,No
2007,01890000,Milton,01890007,"Cunningham School",,,Yes,Yes,Yes,Yes,87.6,90.7,3.7,3,No,No
2007,01890000,Milton,01890010,Glover,,,Yes,Yes,Yes,Yes,92.4,94.1,1.7,0.6,No,No
2007,01890000,Milton,01890020,Tucker,"Improvement Year 1 - Subgroups",,Yes,Yes,Yes,Yes,82.2,87.3,7.6,2.4,Yes,No
2007,01890000,Milton,01890410,"Charles S Pierce Middle","Improvement Year 2 - Subgroups","Corrective Action - Subgroups",Yes,No,Yes,No,83.5,92.2,3.4,-0.7,No,No
2007,01890000,Milton,01890505,"Milton High",,,Yes,Yes,Yes,No,87.8,93.8,0.1,-0.6,No,No
2007,01910000,Monson,01910025,"Quarry Hill Comm",,"Improvement Year 1",Yes,Yes,Yes,Yes,76.8,82.4,7.6,3.2,Yes,No
2007,01910000,Monson,01910310,"Granite Valley Middle",,"Improvement Year 2 - Subgroups",Yes,No,Yes,No,70.3,89.6,4.6,3.4,No,No
2007,01910000,Monson,01910505,"Monson High School",,,Yes,Yes,Yes,Yes,85.5,91.8,-2.5,1.2,No,No
2007,01960000,Nahant,01960010,Johnson,,,No,Yes,Yes,Yes,81.1,85,5.9,-1.9,No,No
2007,01970000,Nantucket,01970005,"Nantucket Elementary","Improvement Year 2","Improvement Year 2",Yes,No,Yes,No,77.1,83.5,5.8,4,Yes,Yes
2007,01970000,Nantucket,01970010,"Cyrus Peirce",,,Yes,Yes,Yes,Yes,73,87.8,1.7,2.2,No,No
2007,01970000,Nantucket,01970505,"Nantucket High",,,Yes,Yes,Yes,Yes,93,92.4,3.8,5,No,No
2007,01980000,Natick,01980005,Bennett-Hemenway,,,Yes,No,Yes,No,83.9,88.6,-1.9,-4.1,No,No
2007,01980000,Natick,01980010,Brown,,,Yes,Yes,Yes,Yes,94.8,97,0.8,1.4,No,No
2007,01980000,Natick,01980031,Johnson,,,Yes,Yes,Yes,Yes,81.7,89.3,-3.7,2.4,No,No
2007,01980000,Natick,01980035,"Lilja Elementary",,,Yes,Yes,Yes,Yes,93.2,92.1,1.2,2.4,No,No
2007,01980000,Natick,01980043,Memorial,,,Yes,Yes,Yes,Yes,89,92.1,-0.2,-2.4,No,No
2007,01980000,Natick,01980305,"J F Kennedy Middle Sch",,,Yes,No,Yes,Yes,86.9,93.6,4.9,1,No,No
2007,01980000,Natick,01980310,"Wilson Middle",,,Yes,Yes,Yes,Yes,85.9,94.3,3.5,0.8,No,No
2007,01980000,Natick,01980505,"Natick High",,,Yes,Yes,Yes,Yes,94.2,96.9,-0.8,0.7,No,No
2007,01990000,Needham,01990005,Broadmeadow,,,Yes,Yes,Yes,Yes,94.6,94.7,1.8,-0.2,No,No
2007,01990000,Needham,01990020,"John Eliot",,,Yes,Yes,Yes,Yes,83.1,89.6,-3.1,-0.1,No,No
2007,01990000,Needham,01990035,"Hillside Elementary",,,Yes,Yes,Yes,Yes,90.3,91.3,0.2,-0.3,No,No
2007,01990000,Needham,01990040,"William Mitchell",,,Yes,Yes,Yes,Yes,92.4,96,0.8,-1.6,No,No
2007,01990000,Needham,01990050,"Newman Elem",,,Yes,Yes,Yes,Yes,90.2,93.8,4,0.1,No,No
2007,01990000,Needham,01990405,"Pollard Middle",,,Yes,No,Yes,No,90,96.5,1.7,-0.4,No,No
2007,01990000,Needham,01990505,"Needham High",,,Yes,Yes,Yes,Yes,96.8,98.2,-0.9,0.2,No,No
2007,02010000,"New Bedford",02010010,"Charles S Ashley","Improvement Year 1","Corrective Action",Yes,Yes,Yes,Yes,78,84.4,12.3,6.7,Yes,Yes
2007,02010000,"New Bedford",02010015,"Elizabeth Carter Brooks","Improvement Year 2","Improvement Year 1",No,No,No,No,62.2,62.2,-4.3,-10.4,Yes,Yes
2007,02010000,"New Bedford",02010020,"Elwyn G Campbell",,,Yes,Yes,Yes,Yes,84.4,82.1,15.5,4.8,No,No
2007,02010000,"New Bedford",02010040,"James B Congdon","Improvement Year 1","Improvement Year 1",Yes,Yes,Yes,Yes,73.9,77.6,11.9,2.6,Yes,No
2007,02010000,"New Bedford",02010045,"Sgt Wm H Carney Acad","Improvement Year 1",,Yes,Yes,Yes,Yes,81.2,77.1,12.6,2.4,Yes,No
2007,02010000,"New Bedford",02010050,"John B Devalles","Improvement Year 2 - Subgroups",,No,No,Yes,Yes,68.5,73.3,4.7,-4,Yes,Yes
2007,02010000,"New Bedford",02010060,"George H Dunbar","Restructuring Year 1",,Yes,,Yes,,60.4,65.9,17.5,8.3,Yes,Yes
2007,02010000,"New Bedford",02010063,"Alfred J Gomes","Improvement Year 2","Improvement Year 2 - Subgroups",No,No,Yes,No,59.9,60,10.2,2.5,Yes,Yes
2007,02010000,"New Bedford",02010070,"John Hannigan","Improvement Year 2 - Subgroups","Improvement Year 1",Yes,No,Yes,Yes,74.5,78.9,6.4,5.6,Yes,Yes
2007,02010000,"New Bedford",02010075,"Ellen R Hathaway",,,No,No,Yes,Yes,76.3,81.5,9.7,-1.1,No,No
2007,02010000,"New Bedford",02010078,Hayden/McFadden,"Improvement Year 2 - Subgroups",,No,No,Yes,No,57.4,66.7,3.4,0.4,Yes,Yes
2007,02010000,"New Bedford",02010085,"Horatio A Kempton",,,Yes,,Yes,,75,82.1,15.1,5.7,No,No
2007,02010000,"New Bedford",02010095,"Abraham Lincoln","Restructuring Year 1 - Subgroups","Improvement Year 1",Yes,Yes,Yes,Yes,71.5,77.6,9.4,4.6,Yes,Yes
2007,02010000,"New Bedford",02010105,"Carlos Pacheco","Improvement Year 2 - Subgroups","Improvement Year 1 - Subgroups",No,No,Yes,No,60,64.1,3.6,-8.4,Yes,Yes
2007,02010000,"New Bedford",02010110,"Sarah D Ottiwell","Improvement Year 2 - Subgroups","Improvement Year 1",Yes,Yes,No,Yes,67.2,72.5,0.5,1.4,Yes,Yes
2007,02010000,"New Bedford",02010115,"John Avery Parker","Improvement Year 2","Improvement Year 1",No,No,Yes,Yes,59.7,62.9,11.5,-0.4,Yes,Yes
2007,02010000,"New Bedford",02010120,"Phillips Avenue","Improvement Year 2",,No,,No,,41.7,50.5,-9.8,-14.8,Yes,Yes
2007,02010000,"New Bedford",02010123,"Casmir Pulaski","Improvement Year 1",,Yes,Yes,Yes,Yes,73.3,80.2,8.3,5,Yes,No
2007,02010000,"New Bedford",02010125,"Thomas R Rodman","Corrective Action","Improvement Year 1",Yes,Yes,Yes,Yes,71.9,67.6,13.9,0.9,Yes,Yes
2007,02010000,"New Bedford",02010130,"Jireh Swift",,,Yes,Yes,No,No,58.7,74.8,-3.1,2.3,No,No
2007,02010000,"New Bedford",02010135,"William H Taylor",,,Yes,Yes,Yes,Yes,78.4,79.1,4.2,2.5,No,No
2007,02010000,"New Bedford",02010140,"Betsey B Winslow",,,Yes,Yes,Yes,Yes,84,91.2,9.7,7.3,No,No
2007,02010000,"New Bedford",02010405,"Keith Middle School","Corrective Action - Subgroups","Restructuring Year 2",No,No,Yes,No,53.5,78.8,4.8,-0.9,Yes,Yes
2007,02010000,"New Bedford",02010410,"Normandin Middle School","Corrective Action - Subgroups","Restructuring Year 2",Yes,No,No,No,54.5,77.8,3,5.6,Yes,Yes
2007,02010000,"New Bedford",02010415,"Roosevelt Middle School",,"Restructuring Year 1 - Subgroups",Yes,Yes,Yes,No,60.8,78.9,4.1,4.2,Yes,Yes
2007,02010000,"New Bedford",02010505,"New Bedford High","Restructuring Year 1 - Subgroups","Restructuring Year 1 - Subgroups",No,No,Yes,No,71,76.1,2.7,0.1,Yes,Yes
2007,02010000,"New Bedford",02010510,"West Side Jr-Sr Hs",,"Improvement Year 2",No,,No,,29.8,37,2.3,-3.5,Yes,Yes
2007,02040000,Newburyport,02040005,"Francis T Bresnahan Elem",,,Yes,Yes,Yes,Yes,83.3,87.5,3.1,1.6,No,No
2007,02040000,Newburyport,02040010,"George W Brown",,,Yes,Yes,Yes,Yes,83,86.4,0.5,0.2,No,No
2007,02040000,Newburyport,02040020,Kelley,,,No,No,No,No,70.1,80.5,-10.7,-6.7,,
2007,02040000,Newburyport,02040305,"Rupert A Nock Middle",,"Improvement Year 2 - Subgroups",Yes,No,Yes,Yes,77.9,92.2,13.3,-0.3,No,No
2007,02040000,Newburyport,02040505,"Newburyport High",,,Yes,Yes,Yes,Yes,96.2,96,6.6,3.4,No,No
2007,02070000,Newton,02070005,"A E Angier",,,Yes,Yes,Yes,Yes,91.3,94.3,-0.6,-1.4,No,No
2007,02070000,Newton,02070015,Bowen,,,Yes,Yes,Yes,Yes,93,95.3,3.4,0.2,No,No
2007,02070000,Newton,02070020,"C C Burr",,,Yes,Yes,Yes,Yes,93.9,95.7,3,2.7,No,No
2007,02070000,Newton,02070025,Cabot,,,Yes,Yes,Yes,Yes,90.3,93.8,-0.4,-0.1,No,No
2007,02070000,Newton,02070040,Countryside,,,Yes,No,Yes,Yes,88.4,90.7,0.1,1.7,No,No
2007,02070000,Newton,02070055,Franklin,,,Yes,Yes,Yes,Yes,87.6,89.5,3.7,5.4,No,No
